TF.ID,Target.ID,TF.alias,Target.alias,Activate/Repress,Reference,Note
AT5G11260,AT1G29930,HY5,CAB1,A,18621945,
AT5G11260,AT1G37130,HY5,NIA2,A,"19540016, 19933203",
AT5G11260,AT1G58290,HY5,HEMA1,A,12445126,
AT5G11260,AT1G67090,HY5,RBCS1A,A,"15525647, 15078335, 17337630",
AT5G11260,AT1G78600,HY5,LZF1,A,18182030,
AT5G11260,AT2G36270,HY5,ABI5,A,18332440,
AT5G11260,AT2G37678,HY5,FHY1,R,21097709,
AT5G11260,AT2G40080,HY5,ELF4,A,"17337630, 21499259",
AT5G11260,AT2G47460,HY5,MYB12,A,17337630,
AT5G11260,AT3G22840,HY5,ELIP1,A,"17478635, 11706180, 16829586",
AT5G11260,AT3G23050,HY5,IAA7,A,"15078335, 17419844",
AT5G11260,AT4G14550,HY5,IAA14,A,15078335,
AT5G11260,AT4G15480,HY5,UGT84A1,A,17478635,
AT5G11260,AT4G22880,HY5,LDOX,A,17319847,
AT5G11260,AT4G32880,HY5,ATHB8,A,11402194,
AT5G11260,AT5G02200,HY5,FHL,R,21097709,
AT5G11260,AT5G13930,HY5,TT4,A,"10662857, 15078335, 17965270, 10225946, 16829591, 17337630, 145100786",
AT5G11260,AT5G42800,HY5,DFR,A,17319847,
AT5G11260,ATCG00270,HY5,psbD,A,11752385,
AT5G11510,AT1G08560,MYB3R-4,SYP111,A,19279197,
AT5G12870,AT1G16490,MYB46,MYB58,A,19122102,
AT5G12870,AT1G62990,MYB46,KNAT7,A,17890373,
AT5G12870,AT1G79180,MYB46,MYB63,A,19122102,
AT5G12870,AT4G22680,MYB46,MYB85,A,17890373,
AT5G13790,AT1G02400,AGL15,GA2OX6,A,"15084721, 18305206, 12472697",
AT5G13790,AT1G71830,AGL15,SERK1,A,17630293,
AT5G13790,AT2G21060,AGL15,AtCSP4,R,19269998,
AT5G13790,AT2G45830,AGL15,DTA2,R,12472697,
AT5G13790,AT3G57390,AGL15,AGL18,R,"17999645, 18305206",
AT5G13790,AT3G61250,AGL15,MYB17,A,19232308,
AT5G13790,AT4G25470,AGL15,CBF2,R,17999645,
AT5G13790,AT4G38680,AGL15,ATCSP2,R,19269998,
AT5G13790,AT5G45890,AGL15,SAG12,R,12226488,
AT5G14010,AT2G17950,KNU,WUS,R,20409275,
AT5G14750,AT1G01380,WER,ETC1,A,"19395683, 18644155, 15542499",
AT5G14750,AT1G79840,WER,GL2,A,"10589676, 12756173, 17644729, 17766401, 15795220, 15542499",
AT5G14750,AT2G37260,WER,TTG2,A,17766401,
AT5G14750,AT2G46410,WER,CPC,A,"12756173, 19395683, 18644155, 16207757, 15795220, 17027738",
AT5G14750,AT4G01060,WER,ETC3,A,18644155,
AT5G14750,AT5G40330,WER,MYB23,A,19395683,
AT5G14750,AT5G53200,WER,TRY,A,"19395683, 18644155, 17027738, 15542499",
AT5G14960,AT2G36010,DEL2,E2F3,A,19937368,
AT5G14960,AT3G48160,DEL2,DEL1,A,19937368,
AT5G14960,AT5G22220,DEL2,E2F1,A,19937368,
AT5G15840,AT1G65480,CO,FT,A,"14630968, 17219103, 19582143, 16183837, 18676661, 12700762, 20472817, 12239570, 17965272, 14628054, 18296627, 16980594, 19154317, 17138697",
AT5G15840,AT1G69120,CO,AP1,A,"12837818, 19432994, 10406123",
AT5G15840,AT2G22630,CO,AGL17,A,18363787,
AT5G15840,AT2G45660,CO,AGL20,A,"17219103, 16183837, 15618421, 18363787, 12169635, 12940954, 18298670",
AT5G15840,AT3G22231,CO,PCC1,A,19781011,
AT5G15840,AT4G20370,CO,TSF,A,"18667727, 15951566, 19154317",
AT5G15840,AT5G61850,CO,LFY,A,"9136624, 9596637, 10583960, 10363371, 18363787, 10995392, 9836739, 10406123",
AT5G15850,AT5G47220,COL1,ERF2,A,16183832,
AT5G16560,AT1G65620,KAN,AS2,R,"18849474, 19891706",
AT5G16560,AT1G73590,KAN,PIN1,R,"20179097, 17307928",
AT5G16820,AT1G07890,HSF3,APX1,A,14722088,
AT5G16820,AT1G56600,HSF3,GOLS2,A,"18502973, 15610345",
AT5G16820,AT2G22240,HSF3,MIPS2,A,15610345,
AT5G16820,AT2G47180,HSF3,GOLS1,A,"18502973, 15466240",
AT5G16820,AT3G09640,HSF3,APX2,A,"12068123, 14722088",
AT5G16820,AT5G12030,HSF3,HSP17.6A,A,17059409,
AT5G17300,AT4G28720,RVE1,YUC8,A,19805390,
AT5G17430,AT3G44750,BBM,HDA3,A,15144374,
AT5G17430,AT5G03740,BBM,HD2C,A,15144374,
AT5G17430,AT5G22650,BBM,HD2B,A,15144374,
AT5G18560,AT5G61850,PUCHI,LFY,A,"19482969, 19482972",
AT5G18830,AT1G23020,SPL7,FRO3,A,19122104,
AT5G18830,AT3G46900,SPL7,COPT2,A,19122104,
AT5G18830,AT3G56240,SPL7,AT3G56240,A,19122104,
AT5G18830,AT5G24380,SPL7,YSL2,A,19122104,
AT5G18830,AT5G59030,SPL7,COPT1,A,19122104,
AT5G18830,AT5G59520,SPL7,AT5G59520,A,19122104,
AT5G20240,AT1G57990,PI,PUP18,A,18417639,
AT5G20240,AT1G69120,PI,AP1,R,"16640596, 18417639",
AT5G20240,AT1G69180,PI,CRC,A,15598802,
AT5G20240,AT1G69490,PI,NAP,A,"9489703, 11041886, 18417639",
AT5G20240,AT2G15890,PI,MEE14,A,18417639,
AT5G20240,AT2G29350,PI,SAG13,A,18417639,
AT5G20240,AT3G23130,PI,SUP,A,"20409275, 11874573, 11006335",
AT5G20240,AT3G54340,PI,AP3,A,"12121446, 11027713, 11923195, 16640596, 10607296, 7907276, 19033361",
AT5G20240,AT4G26150,PI,GNL,R,18417639,
AT5G20240,AT4G29130,PI,HXK1,A,18417639,
AT5G20240,AT4G30270,PI,MERI5B,A,18417639,
AT5G20240,AT4G35770,PI,AT4G35770,A,18417639,
AT5G20240,AT5G20240,PI,PI,A,"7958839, 11283333, 10769227, 15918886, 11526079, 19276203",
AT5G20240,AT5G26340,PI,AtSTP13,A,18417639,
AT5G20240,AT5G56860,PI,GNC,R,18417639,
AT5G20730,AT1G04240,ARF7,SHY2,A,"12114578, 15889151",
AT5G20730,AT1G19220,ARF7,ARF19,A,"15960621, 16461383, 15659631",
AT5G20730,AT2G42430,ARF7,LBD16,A,17259263,
AT5G20730,AT2G45420,ARF7,LBD18,A,19654206,
AT5G20730,AT3G15540,ARF7,IAA19,A,"14729917, 15923351, 12114578, 16632588",
AT5G20730,AT3G20840,ARF7,PLT1,A,16006581,
AT5G20730,AT3G50340,ARF7,AT3G50340,A,"14756757, 19654206",
AT5G20730,AT3G58190,ARF7,LBD29,A,"19654206, 17259263",
AT5G20730,AT4G14550,ARF7,IAA14,R,16236149,
AT5G20730,AT4G14560,ARF7,IAA1,A,15923351,
AT5G20730,AT4G27260,ARF7,WES1,A,19654206,
AT5G20730,AT4G37390,ARF7,BRU6,A,"14756757, 19654206",
AT5G20730,AT4G37650,ARF7,SHR,R,16236149,
AT5G21120,AT3G23240,EIL2,ERF1,A,16682641,
AT5G22220,AT2G40550,E2F1,ETG1,A,18528439,
AT5G22220,AT3G54180,E2F1,CDKB1;1,A,16055635,
AT5G22220,AT5G24330,E2F1,ATXR6,A,16771839,
AT5G22570,AT2G14610,WRKY38,PR1,R,18776063,
AT5G23000,AT1G07890,MYB37,APX1,R,15308753,
AT5G23000,AT1G19570,MYB37,DHAR1,R,15308753,
AT5G23000,AT2G37630,MYB37,AS1,A,16473968,
AT5G23000,AT4G37750,MYB37,ANT,A,16473968,
AT5G23000,AT5G53950,MYB37,CUC2,A,16473968,
AT5G23260,AT1G61720,TT16,BAN,A,12368498,
AT5G26660,AT3G22370,MYB86,AOX1A,A,11967090,
AT5G35550,AT1G61720,TT2,BAN,A,"16709193, 11041882, 15255866, 17635218",
AT5G35550,AT1G79840,TT2,GL2,A,19401413,
AT5G35550,AT2G37260,TT2,TTG2,A,"17766401, 18992236",
AT5G35550,AT3G59030,TT2,TT12,A,"12940955, 11549766, 16167896, 17208963",
AT5G35550,AT4G09820,TT2,TT8,A,"18532978, 16709193",
AT5G35550,AT4G22880,TT2,LDOX,A,"11549766, 17208963",
AT5G35550,AT5G42800,TT2,DFR,A,"12940955, 18532978, 11549766, 11041882, 15361138, 17425717",
AT5G35770,AT4G18960,SAP,AG,R,"12826617, 10948255, 10215627, 15020744",
AT5G37020,AT1G28130,ARF8,GH3.17,A,"16598073, 15469491",
AT5G37020,AT2G44810,ARF8,DAD1,A,20007966,
AT5G37020,AT5G54510,ARF8,DFL1,A,"16598073, 15469491",
AT5G37260,AT1G01060,RVE2,LHY,R,17587236,
AT5G37260,AT1G65480,RVE2,FT,R,17587236,
AT5G37260,AT2G46830,RVE2,CCA1,R,17587236,
AT5G37260,AT5G15840,RVE2,CO,R,17587236,
AT5G40330,AT1G79840,MYB23,GL2,A,"12787253, 19395683",
AT5G40330,AT2G46410,MYB23,CPC,A,19395683,
AT5G40330,AT5G40330,MYB23,MYB23,A,19395683,
AT5G40330,AT5G53200,MYB23,TRY,A,19395683,
AT5G40350,AT3G06490,MYB24,MYB108,A,19091873,
AT5G40360,AT1G21970,MYB115,LEC1,A,18695688,
AT5G41315,AT1G01380,GL3,ETC1,A,"18711121, 19395683, 17885086, 18644155, 15542499",
AT5G41315,AT1G79840,GL3,GL2,A,"18711121, 12974811, 17885086, 17644729, 15584952, 17461792, 18948276",
AT5G41315,AT2G37260,GL3,TTG2,A,17766401,
AT5G41315,AT2G46410,GL3,CPC,A,"18711121, 17885086, 18644155, 14627722, 19772572, 17027738, 15542499",
AT5G41315,AT4G01060,GL3,ETC3,A,18644155,
AT5G41315,AT4G09820,GL3,TT8,A,"18532978, 16709193, 12917293, 18036197",
AT5G41315,AT4G22880,GL3,LDOX,R,19621239,
AT5G41315,AT5G08640,GL3,FLS1,R,19621239,
AT5G41315,AT5G13930,GL3,TT4,R,19621239,
AT5G41315,AT5G41315,GL3,GL3,R,17885086,
AT5G41315,AT5G53200,GL3,TRY,A,"18766177, 17885086, 18644155, 17027738, 15542499",
AT5G41410,AT1G23420,BEL1,INO,A,"17666023, 12183381, 17693535, 10601041, 14731261",
AT5G41410,AT2G17950,BEL1,WUS,R,"19704643, 17693535",
AT5G41410,AT4G18960,BEL1,AG,R,"10377998, 7912435, 17693535, 17461793",
AT5G42630,AT1G23420,ATS/KAN4,INO,R,"15299139, 19054366",
AT5G42630,AT1G73590,ATS/KAN4,PIN1,R,17307928,
AT5G43270,AT4G13260,SPL2,YUC2,R,18557819,
AT5G43270,AT5G25620,SPL2,YUC6,R,18557819,
AT5G45980,AT2G17950,WOX8,WUS,A,18804438,
AT5G45980,AT3G11260,WOX8,WOX5,A,18804438,
AT5G45980,AT5G59340,WOX8,WOX2,A,18539115,
AT5G47220,AT1G06160,ERF2,ORA59,A,17616737,
AT5G47220,AT1G72260,ERF2,THI2.1,A,12805630,
AT5G47220,AT3G04720,ERF2,PR4,A,12805630,
AT5G47220,AT3G55730,ERF2,MYB109,A,17616737,
AT5G47220,AT5G44420,ERF2,PDF1.2,A,12805630,
AT5G48670,AT1G22015,AGL80,DD46,A,"18599653, 16798889",
AT5G48670,AT5G04560,AGL80,DME,A,"18599653, 16798889",
AT5G51990,AT2G42540,CBF4,COR15A,A,15173567,
AT5G51990,AT5G52310,CBF4,LTI78,A,15173567,
AT5G52830,AT1G37130,WRKY27,NIA2,R,18702671,
AT5G52830,AT1G77760,WRKY27,NIA1,R,18702671,
AT5G52830,AT5G65010,WRKY27,ASN2,R,18702671,
AT5G53200,AT1G79840,TRY,GL2,R,"15342905, 12356720",
AT5G53200,AT2G02480,TRY,STI,R,19648171,
AT5G53200,AT2G37260,TRY,TTG2,R,17766401,
AT5G53200,AT5G53200,TRY,TRY,R,"12356720, 15967776",
AT5G53200,AT5G65930,TRY,ZWI,R,19648171,
AT5G53210,AT3G26744,SPCH,ICE1,A,18641265,
AT5G53950,AT1G23380,CUC2,KNAT6,A,16798887,
AT5G53950,AT1G55580,CUC2,LAS,A,18346190,
AT5G53950,AT1G62360,CUC2,BUM1,A,"12610213, 17132741, 15882589, 14617069, 10079219, 16139212",
AT5G53950,AT1G76420,CUC2,CUC3,A,12837947,
AT5G53950,AT2G31160,CUC2,LSH3,A,21435050,
AT5G53950,AT3G23290,CUC2,LSH4,A,21435050,
AT5G54070,AT1G74310,HSFA9,HSP101,A,17220197,
AT5G56110,AT3G11980,AT5G56110,AT3G11980,A,"17727613, 18397379",
AT5G56110,AT5G22260,AT5G56110,MS1,A,17727613,
AT5G56270,AT2G36270,WRKY2,ABI5,A,19622176,
AT5G56270,AT2G40170,WRKY2,GEA6,R,19622176,
AT5G56270,AT3G24650,WRKY2,ABI3,A,19622176,
AT5G56270,AT3G51810,WRKY2,EM1,R,19622176,
AT5G56860,AT1G57990,GNC,PUP18,A,18417639,
AT5G56860,AT2G15890,GNC,MEE14,R,18417639,
AT5G56860,AT2G29350,GNC,SAG13,A,18417639,
AT5G56860,AT4G29130,GNC,HXK1,R,18417639,
AT5G56860,AT4G30270,GNC,MERI5B,A,18417639,
AT5G56860,AT4G35770,GNC,AT4G35770,A,18417639,
AT5G56860,AT5G26340,GNC,AtSTP13,D,18417639,"flower: R, leaf: A"
AT5G59570,AT2G46830,AT5G59570,CCA1,A,21447790,
AT5G59820,AT1G07890,RHL41,APX1,A,"16740587, 16183833, 14722088",
AT5G59820,AT2G30250,RHL41,WRKY25,A,14722088,
AT5G59820,AT3G46090,RHL41,ZAT7,A,14722088,
AT5G59820,AT4G25470,RHL41,CBF2,R,"15728337, 15634197",
AT5G59820,AT4G25480,RHL41,CBF3,R,"15728337, 15634197",
AT5G59820,AT4G25490,RHL41,CBF1,R,"15728337, 15634197",
AT5G60690,AT2G45450,REV,ZPR1,A,18055602,
AT5G60890,AT2G20610,MYB34,SUR1,A,17420480,
AT5G60890,AT2G22330,MYB34,CYP79B3,A,"16740150, 18829985, 15579661",
AT5G60890,AT4G31500,MYB34,CYP83B1,A,"16740150, 18829985, 15579661",
AT5G60890,AT4G39950,MYB34,CYP79B2,A,"16740150, 18829985, 15579661",
AT5G60890,AT5G05730,MYB34,AT5G05730,A,"9576939, 17461791, 15579661",
AT5G60910,AT2G42830,AGL8,SHP2,R,"11722760, 19478073, 18657234, 20409275, 19052256",
AT5G60910,AT3G58780,AGL8,SHP1,R,"11722760, 19478073, 18657234, 20409275, 19052256, 11747817",
AT5G60910,AT4G00120,AGL8,IND,R,"19478073, 18657234, 20409275, 19052256, 15035986, 10903201",
AT5G60910,AT5G61850,AGL8,LFY,A,15486106,
AT5G60910,AT5G67110,AGL8,ALC,R,"18657234, 19052256",
AT5G61270,AT4G25470,PIF7,CBF2,R,19837816,
AT5G61270,AT4G25490,PIF7,CBF1,R,19837816,
AT5G61420,AT2G20610,MYB28,SUR1,A,17420480,
AT5G61420,AT3G01120,MYB28,MTO1,A,17420480,
AT5G61420,AT3G03780,MYB28,AtMS2,A,17420480,
AT5G61420,AT3G57050,MYB28,CBL,A,17420480,
AT5G61420,AT4G03060,MYB28,AOP2,A,17420480,
AT5G61420,AT4G13770,MYB28,CYP83A1,A,18829985,
AT5G61420,AT4G31500,MYB28,CYP83B1,R,18829985,
AT5G61420,AT5G23010,MYB28,MAM1,A,"19493961, 18042203",
AT5G61850,AT1G26310,LFY,CAL,A,"18298668, 16554366, 18784751, 14736918",
AT5G61850,AT1G52880,LFY,NAM,A,19095941,
AT5G61850,AT1G68480,LFY,JAG,R,15030755,
AT5G61850,AT1G69120,LFY,AP1,A,"16554366, 10417387, 16990377, 19482969, 18694458, 15486106, 14736918, 19154317, 10368173",
AT5G61850,AT1G69180,LFY,CRC,A,15598802,
AT5G61850,AT1G76420,LFY,CUC3,A,19095941,
AT5G61850,AT3G23130,LFY,SUP,A,"9061945, 11006335",
AT5G61850,AT3G54340,LFY,AP3,A,"9016705, 10607296, 11526079, 11959818, 15020744",
AT5G61850,AT3G61250,LFY,MYB17,A,19232308,
AT5G61850,AT4G18960,LFY,AG,A,"19054363, 19542297, 20409275, 15689423, 12045282, 10852935, 10588876, 17461793, 11041877",
AT5G61850,AT4G24540,LFY,AGL24,R,"16131510, 14716314, 17168895",
AT5G61850,AT5G03790,LFY,HB51,A,"18298668, 19291320, 18694458",
AT5G61850,AT5G03840,LFY,TFL1,R,"15096600, 11457954, 16359391, 10449576, 12148532, 20409275, 10021331, 15037730, 17666027",
AT5G61850,AT5G11530,LFY,EMF1,R,15486106,
AT5G61850,AT5G20240,LFY,PI,A,"11283333, 10769227, 15918886, 11526079, 19276203",
AT5G61850,AT5G51600,LFY,PLE,A,19054363,
AT5G62000,AT1G01480,ARF2,ACS2,A,15960614,
AT5G62000,AT2G33310,ARF2,IAA13,A,18596113,
AT5G62000,AT4G11280,ARF2,ACS6,A,15960614,
AT5G62000,AT4G37750,ARF2,ANT,R,19542297,
AT5G62000,AT4G37770,ARF2,ACS8,A,15960614,
AT5G62000,AT5G25890,ARF2,IAA28,A,18596113,
AT5G62020,AT5G44420,HSFB2A,PDF1.2,A,20504319,
AT5G62380,AT1G16490,ANAC101,MYB58,A,19122102,
AT5G62380,AT1G28470,ANAC101,ANAC010,A,18952777,
AT5G62380,AT1G62990,ANAC101,KNAT7,A,18952777,
AT5G62380,AT1G79180,ANAC101,MYB63,A,19122102,
AT5G62380,AT5G12870,ANAC101,MYB46,A,"18952777, 17890373",
AT5G62380,AT5G56110,ANAC101,AT5G56110,A,18952777,
AT5G62430,AT1G65480,AT5G62430,FT,R,19011118,
AT5G62430,AT5G15840,AT5G62430,CO,R,"16002617, 16709197, 17908925, 18296724, 18791256, 19154317",
AT5G65050,AT2G45660,AGL31,AGL20,R,"18390846, 12724541",
AT5G66870,AT1G70510,ASL1,KNAT2,R,17259263,
AT5G66870,AT4G08150,ASL1,KNAT1,R,"17259263, 12787254",
AT5G67300,AT1G17550,MYBR1,HAB2,R,18162593,
AT5G67300,AT1G72770,MYBR1,HAB1,R,18162593,
AT5G67300,AT3G11410,MYBR1,PP2CA,R,18162593,
AT5G67300,AT4G26080,MYBR1,ABI1,R,18162593,
AT5G67300,AT5G03280,MYBR1,EIN2,A,21117868,
AT5G67300,AT5G44420,MYBR1,PDF1.2,R,20826953,
AT5G67300,AT5G57050,MYBR1,ABI2,R,18162593,
AT5G67420,AT4G09820,LBD37,TT8,R,19933203,
