uniprot_protein_id	go_term	qualifier
P0AAF6	GO:0005886	located_in
P0AAF6	GO:0005886	located_in
P0AAF6	GO:0016020	located_in
P0AAF6	GO:0016020	located_in
P0AAF6	GO:0055052	part_of
P0AAF6	GO:0055052	part_of
P0AAG0	GO:0000166	enables
P0AAG0	GO:0005515	enables
P0AAG0	GO:0005515	enables
P0AAG0	GO:0005524	enables
P0AAG0	GO:0005524	enables
P0AAG0	GO:0015232	enables
P0AAG0	GO:0016887	enables
P0AAG0	GO:0051539	enables
P0AAG0	GO:0071916	enables
P0AAG0	GO:0071916	enables
P0AAG0	GO:0015031	involved_in
P0AAG0	GO:0015833	involved_in
P0AAG0	GO:0035351	involved_in
P0AAG0	GO:0035442	involved_in
P0AAG0	GO:0042938	involved_in
P0AAG0	GO:0042938	involved_in
P0AAG0	GO:0055085	involved_in
P0AAG0	GO:0005886	located_in
P0AAG0	GO:0005886	located_in
P0AAG0	GO:0016020	located_in
P0AAG0	GO:0016020	located_in
P0AAG0	GO:0016020	located_in
P0AAG0	GO:0055052	part_of
P0AAG0	GO:0055052	part_of
P0AAG0	GO:0055052	part_of
P0AAG0	GO:0055052	part_of
P0AAG0	GO:0055052	part_of
P0AAG3	GO:0000166	enables
P0AAG3	GO:0005524	enables
P0AAG3	GO:0005524	enables
P0AAG3	GO:0015424	enables
P0AAG3	GO:0015426	enables
P0AAG3	GO:0016887	enables
P0AAG3	GO:0042626	enables
P0AAG3	GO:0102013	enables
P0AAG3	GO:0003333	involved_in
P0AAG3	GO:0006865	involved_in
P0AAG3	GO:0098712	involved_in
P0AAG3	GO:0140009	involved_in
P0AAG3	GO:0005886	is_active_in
P0AAG3	GO:0005886	located_in
P0AAG3	GO:0016020	located_in
P0AAG3	GO:0016020	located_in
P0AAG3	GO:0055052	part_of
P0AAG5	GO:0046618	acts_upstream_of_or_within
P0AAG5	GO:0000166	enables
P0AAG5	GO:0005524	enables
P0AAG5	GO:0005524	enables
P0AAG5	GO:0008559	enables
P0AAG5	GO:0016887	enables
P0AAG5	GO:0034040	enables
P0AAG5	GO:0140359	enables
P0AAG5	GO:0006869	involved_in
P0AAG5	GO:0055085	involved_in
P0AAG5	GO:0055085	involved_in
P0AAG5	GO:0005886	located_in
P0AAG5	GO:0005886	located_in
P0AAG5	GO:0016020	located_in
P0AAG5	GO:0016020	located_in
P0AAG8	GO:0006974	acts_upstream_of_or_within
P0AAG8	GO:0015757	acts_upstream_of_or_within
P0AAG8	GO:0015765	acts_upstream_of_or_within
P0AAG8	GO:0000166	enables
P0AAG8	GO:0005354	enables
P0AAG8	GO:0005354	enables
P0AAG8	GO:0005524	enables
P0AAG8	GO:0005524	enables
P0AAG8	GO:0015592	enables
P0AAG8	GO:0015592	enables
P0AAG8	GO:0016887	enables
P0AAG8	GO:0015749	involved_in
P0AAG8	GO:0015757	involved_in
P0AAG8	GO:0005886	is_active_in
P0AAG8	GO:0005886	located_in
P0AAG8	GO:0005886	located_in
P0AAG8	GO:0016020	located_in
P0AAG8	GO:0016020	located_in
P0AAG8	GO:0055052	part_of
P0AAH0	GO:0006817	acts_upstream_of_or_within
P0AAH0	GO:0035435	acts_upstream_of_or_within
P0AAH0	GO:0035435	acts_upstream_of_or_within
P0AAH0	GO:0000166	enables
P0AAH0	GO:0005315	enables
P0AAH0	GO:0005315	enables
P0AAH0	GO:0005315	enables
P0AAH0	GO:0005515	enables
P0AAH0	GO:0005524	enables
P0AAH0	GO:0005524	enables
P0AAH0	GO:0015415	enables
P0AAH0	GO:0016887	enables
P0AAH0	GO:0006817	involved_in
P0AAH0	GO:0035435	involved_in
P0AAH0	GO:0035435	involved_in
P0AAH0	GO:0035435	involved_in
P0AAH0	GO:0098656	involved_in
P0AAH0	GO:0005886	is_active_in
P0AAH0	GO:0005886	located_in
P0AAH0	GO:0005886	located_in
P0AAH0	GO:0016020	located_in
P0AAH0	GO:0016020	located_in
P0AAH0	GO:0055052	part_of
P0AAH4	GO:0015847	acts_upstream_of_or_within
P0AAH4	GO:0071805	acts_upstream_of_or_within
P0AAH4	GO:0071805	acts_upstream_of_or_within
P0AAH4	GO:0000166	enables
P0AAH4	GO:0005524	enables
P0AAH4	GO:0005524	enables
P0AAH4	GO:0005524	enables
P0AAH4	GO:0015489	enables
P0AAH4	GO:0015489	enables
P0AAH4	GO:0016887	enables
P0AAH4	GO:0006811	involved_in
P0AAH4	GO:0006813	involved_in
P0AAH4	GO:0015833	involved_in
P0AAH4	GO:0015833	involved_in
P0AAH4	GO:0005886	located_in
P0AAH4	GO:0016020	located_in
P0AAH4	GO:0016020	located_in
P0AAH4	GO:0043190	part_of
P0AAH4	GO:0055052	part_of
P0AAH8	GO:0015847	acts_upstream_of_or_within
P0AAH8	GO:0000166	enables
P0AAH8	GO:0005515	enables
P0AAH8	GO:0005515	enables
P0AAH8	GO:0005524	enables
P0AAH8	GO:0005524	enables
P0AAH8	GO:0015489	enables
P0AAH8	GO:0015489	enables
P0AAH8	GO:0016887	enables
P0AAH8	GO:0015833	involved_in
P0AAH8	GO:0055085	involved_in
P0AAH8	GO:0005886	is_active_in
P0AAH8	GO:0005886	located_in
P0AAH8	GO:0016020	located_in
P0AAH8	GO:0016020	located_in
P0AAH8	GO:0043190	part_of
P0AAH8	GO:0055052	part_of
P0AAI1	GO:0006790	acts_upstream_of_or_within
P0AAI1	GO:0042918	acts_upstream_of_or_within
P0AAI1	GO:0042918	acts_upstream_of_or_within
P0AAI1	GO:0000166	enables
P0AAI1	GO:0005524	enables
P0AAI1	GO:0005524	enables
P0AAI1	GO:0005524	enables
P0AAI1	GO:0016887	enables
P0AAI1	GO:0042959	enables
P0AAI1	GO:0042959	enables
P0AAI1	GO:0010438	involved_in
P0AAI1	GO:0042918	involved_in
P0AAI1	GO:0005886	located_in
P0AAI1	GO:0016020	located_in
P0AAI1	GO:0016020	located_in
P0AAI1	GO:0055052	part_of
P0AAI3	GO:0006508	acts_upstream_of_or_within
P0AAI3	GO:0006508	acts_upstream_of_or_within
P0AAI3	GO:0006508	acts_upstream_of_or_within
P0AAI3	GO:0006508	acts_upstream_of_or_within
P0AAI3	GO:0000166	enables
P0AAI3	GO:0004176	enables
P0AAI3	GO:0004176	enables
P0AAI3	GO:0004176	enables
P0AAI3	GO:0004176	enables
P0AAI3	GO:0004222	enables
P0AAI3	GO:0004222	enables
P0AAI3	GO:0005515	enables
P0AAI3	GO:0005515	enables
P0AAI3	GO:0005515	enables
P0AAI3	GO:0005515	enables
P0AAI3	GO:0005515	enables
P0AAI3	GO:0005515	enables
P0AAI3	GO:0005515	enables
P0AAI3	GO:0005515	enables
P0AAI3	GO:0005515	enables
P0AAI3	GO:0005524	enables
P0AAI3	GO:0005524	enables
P0AAI3	GO:0008233	enables
P0AAI3	GO:0008237	enables
P0AAI3	GO:0008270	enables
P0AAI3	GO:0008270	enables
P0AAI3	GO:0008270	enables
P0AAI3	GO:0016787	enables
P0AAI3	GO:0016887	enables
P0AAI3	GO:0046872	enables
P0AAI3	GO:0006508	involved_in
P0AAI3	GO:0006508	involved_in
P0AAI3	GO:0030163	involved_in
P0AAI3	GO:0030163	involved_in
P0AAI3	GO:0005886	is_active_in
P0AAI3	GO:0005886	located_in
P0AAI3	GO:0005886	located_in
P0AAI3	GO:0016020	located_in
P0AAI3	GO:0098796	part_of
P0AAI3	GO:0098797	part_of
P0AAI5	GO:0009409	acts_upstream_of_or_within
P0AAI5	GO:0019367	acts_upstream_of_or_within
P0AAI5	GO:1903966	acts_upstream_of_or_within
P0AAI5	GO:0004315	enables
P0AAI5	GO:0004315	enables
P0AAI5	GO:0004315	enables
P0AAI5	GO:0004315	enables
P0AAI5	GO:0005515	enables
P0AAI5	GO:0016740	enables
P0AAI5	GO:0016746	enables
P0AAI5	GO:0016747	enables
P0AAI5	GO:0042803	enables
P0AAI5	GO:0006629	involved_in
P0AAI5	GO:0006631	involved_in
P0AAI5	GO:0006633	involved_in
P0AAI5	GO:0006633	involved_in
P0AAI5	GO:0005829	is_active_in
P0AAI5	GO:0005829	located_in
P0AAI9	GO:0006633	acts_upstream_of_or_within
P0AAI9	GO:0004314	enables
P0AAI9	GO:0004314	enables
P0AAI9	GO:0004314	enables
P0AAI9	GO:0004314	enables
P0AAI9	GO:0016740	enables
P0AAI9	GO:0016746	enables
P0AAI9	GO:0006629	involved_in
P0AAI9	GO:0006631	involved_in
P0AAI9	GO:0006633	involved_in
P0AAI9	GO:0006633	involved_in
P0AAI9	GO:0005829	is_active_in
P0AAI9	GO:0005829	located_in
P0AAI9	GO:0005829	located_in
P0AAJ1	GO:0009389	enables
P0AAJ1	GO:0016491	enables
P0AAJ1	GO:0046872	enables
P0AAJ1	GO:0051536	enables
P0AAJ1	GO:0051539	enables
P0AAJ1	GO:0009061	involved_in
P0AAJ1	GO:0009061	involved_in
P0AAJ1	GO:0018907	involved_in
P0AAJ1	GO:0019645	involved_in
P0AAJ1	GO:1990204	part_of
P0AAJ3	GO:0009061	acts_upstream_of_or_within
P0AAJ3	GO:0015944	acts_upstream_of_or_within
P0AAJ3	GO:0009055	enables
P0AAJ3	GO:0036397	enables
P0AAJ3	GO:0036397	enables
P0AAJ3	GO:0036397	enables
P0AAJ3	GO:0046872	enables
P0AAJ3	GO:0051536	enables
P0AAJ3	GO:0051539	enables
P0AAJ3	GO:0051539	enables
P0AAJ3	GO:0006788	involved_in
P0AAJ3	GO:0009061	involved_in
P0AAJ3	GO:0009061	involved_in
P0AAJ3	GO:0015944	involved_in
P0AAJ3	GO:0015944	involved_in
P0AAJ3	GO:0015944	involved_in
P0AAJ3	GO:0019645	involved_in
P0AAJ3	GO:0045333	involved_in
P0AAJ3	GO:0005886	located_in
P0AAJ3	GO:0016020	located_in
P0AAJ3	GO:0016020	located_in
P0AAJ3	GO:0016020	located_in
P0AAJ3	GO:0009326	part_of
P0AAJ3	GO:0009326	part_of
P0AAJ3	GO:0009326	part_of
P0AAJ3	GO:0009326	part_of
P0AAJ3	GO:0009326	part_of
P0AAJ5	GO:0009061	acts_upstream_of_or_within
P0AAJ5	GO:0009061	acts_upstream_of_or_within
P0AAJ5	GO:0015944	acts_upstream_of_or_within
P0AAJ5	GO:0015944	acts_upstream_of_or_within
P0AAJ5	GO:0022904	acts_upstream_of_or_within
P0AAJ5	GO:0045333	acts_upstream_of_or_within
P0AAJ5	GO:0036397	enables
P0AAJ5	GO:0036397	enables
P0AAJ5	GO:0036397	enables
P0AAJ5	GO:0046872	enables
P0AAJ5	GO:0051536	enables
P0AAJ5	GO:0051539	enables
P0AAJ5	GO:0006788	involved_in
P0AAJ5	GO:0009061	involved_in
P0AAJ5	GO:0009061	involved_in
P0AAJ5	GO:0015944	involved_in
P0AAJ5	GO:0015944	involved_in
P0AAJ5	GO:0015944	involved_in
P0AAJ5	GO:0019645	involved_in
P0AAJ5	GO:0045333	involved_in
P0AAJ5	GO:0005886	located_in
P0AAJ5	GO:0016020	located_in
P0AAJ5	GO:0016020	located_in
P0AAJ5	GO:0016020	located_in
P0AAJ5	GO:0009326	part_of
P0AAJ5	GO:0009326	part_of
P0AAJ5	GO:0009326	part_of
P0AAJ5	GO:0009326	part_of
P0AAJ5	GO:0009326	part_of
P0AAJ8	GO:0009061	acts_upstream_of_or_within
P0AAJ8	GO:0019588	acts_upstream_of_or_within
P0AAJ8	GO:0016491	enables
P0AAJ8	GO:0036397	enables
P0AAJ8	GO:0046872	enables
P0AAJ8	GO:0047067	enables
P0AAJ8	GO:0051536	enables
P0AAJ8	GO:0051536	enables
P0AAJ8	GO:0051539	enables
P0AAJ8	GO:0009061	involved_in
P0AAJ8	GO:0009061	involved_in
P0AAJ8	GO:0015944	involved_in
P0AAJ8	GO:0005886	located_in
P0AAJ8	GO:0042597	located_in
P0AAJ8	GO:0009326	part_of
P0AAK1	GO:0046872	enables
P0AAK1	GO:0051536	enables
P0AAK1	GO:0051539	enables
P0AAK1	GO:0051539	enables
P0AAK1	GO:0006007	involved_in
P0AAK1	GO:0009061	involved_in
P0AAK1	GO:0015944	involved_in
P0AAK1	GO:0019645	involved_in
P0AAK1	GO:0009326	part_of
P0AAK4	GO:0005515	enables
P0AAK4	GO:0009055	enables
P0AAK4	GO:0046872	enables
P0AAK4	GO:0051536	enables
P0AAK4	GO:0051539	enables
P0AAK7	GO:0019645	acts_upstream_of_or_within
P0AAK7	GO:0016491	enables
P0AAK7	GO:0042279	enables
P0AAK7	GO:0042279	enables
P0AAK7	GO:0046872	enables
P0AAK7	GO:0051536	enables
P0AAK7	GO:0051539	enables
P0AAK7	GO:0051539	enables
P0AAK7	GO:0005886	located_in
P0AAL0	GO:0006979	acts_upstream_of_or_within
P0AAL0	GO:0005515	enables
P0AAL0	GO:0046872	enables
P0AAL0	GO:0051536	enables
P0AAL0	GO:0051539	enables
P0AAL0	GO:0005737	is_active_in
P0AAL0	GO:0005737	located_in
P0AAL0	GO:0005737	located_in
P0AAL3	GO:0046872	enables
P0AAL3	GO:0051536	enables
P0AAL3	GO:0051539	enables
P0AAL3	GO:0005886	located_in
P0AAL3	GO:0042597	located_in
P0AAL6	GO:0046872	enables
P0AAL6	GO:0051536	enables
P0AAL6	GO:0051539	enables
P0AAL9	GO:0046872	enables
P0AAL9	GO:0051536	enables
P0AAM1	GO:0006113	acts_upstream_of_or_within
P0AAM1	GO:0009061	acts_upstream_of_or_within
P0AAM1	GO:0019645	acts_upstream_of_or_within
P0AAM1	GO:1902421	acts_upstream_of_or_within
P0AAM1	GO:1902421	acts_upstream_of_or_within
P0AAM1	GO:0005506	enables
P0AAM1	GO:0005515	enables
P0AAM1	GO:0009055	enables
P0AAM1	GO:0020037	enables
P0AAM1	GO:0020037	enables
P0AAM1	GO:0033748	enables
P0AAM1	GO:0046872	enables
P0AAM1	GO:0006113	involved_in
P0AAM1	GO:0009061	involved_in
P0AAM1	GO:0009267	involved_in
P0AAM1	GO:0019645	involved_in
P0AAM1	GO:0022904	involved_in
P0AAM1	GO:0005886	is_active_in
P0AAM1	GO:0005886	located_in
P0AAM1	GO:0005886	located_in
P0AAM1	GO:0005886	located_in
P0AAM1	GO:0005886	located_in
P0AAM1	GO:0016020	located_in
P0AAM1	GO:0098567	located_in
P0AAM1	GO:0044569	part_of
P0AAM1	GO:0044569	part_of
P0AAM3	GO:0005506	enables
P0AAM3	GO:0005506	enables
P0AAM3	GO:0005515	enables
P0AAM3	GO:0005515	enables
P0AAM3	GO:0005515	enables
P0AAM3	GO:0005515	enables
P0AAM3	GO:0042802	enables
P0AAM3	GO:1902670	enables
P0AAM3	GO:1902670	enables
P0AAM3	GO:0051604	involved_in
P0AAM3	GO:0051604	involved_in
P0AAM3	GO:0051604	involved_in
P0AAM3	GO:0065003	involved_in
P0AAM7	GO:0005506	enables
P0AAM7	GO:0005506	enables
P0AAM7	GO:0005515	enables
P0AAM7	GO:0005515	enables
P0AAM7	GO:0005515	enables
P0AAM7	GO:0005515	enables
P0AAM7	GO:0005515	enables
P0AAM7	GO:0005515	enables
P0AAM7	GO:0005515	enables
P0AAM7	GO:0005515	enables
P0AAM7	GO:0005515	enables
P0AAM7	GO:0005515	enables
P0AAM7	GO:0005515	enables
P0AAM7	GO:0042802	enables
P0AAM7	GO:1902670	enables
P0AAM7	GO:1902670	enables
P0AAM7	GO:0051604	involved_in
P0AAM7	GO:0051604	involved_in
P0AAM7	GO:0051604	involved_in
P0AAM7	GO:0065003	involved_in
P0AAN1	GO:0005515	enables
P0AAN1	GO:0005515	enables
P0AAN1	GO:0005515	enables
P0AAN1	GO:0005515	enables
P0AAN1	GO:0005515	enables
P0AAN1	GO:0070678	enables
P0AAN1	GO:0070678	enables
P0AAN1	GO:0051604	involved_in
P0AAN3	GO:0000166	enables
P0AAN3	GO:0003924	enables
P0AAN3	GO:0003924	enables
P0AAN3	GO:0003924	enables
P0AAN3	GO:0005515	enables
P0AAN3	GO:0005515	enables
P0AAN3	GO:0005515	enables
P0AAN3	GO:0005515	enables
P0AAN3	GO:0005515	enables
P0AAN3	GO:0005515	enables
P0AAN3	GO:0005515	enables
P0AAN3	GO:0005515	enables
P0AAN3	GO:0005515	enables
P0AAN3	GO:0005515	enables
P0AAN3	GO:0005525	enables
P0AAN3	GO:0008270	enables
P0AAN3	GO:0008270	enables
P0AAN3	GO:0016151	enables
P0AAN3	GO:0016151	enables
P0AAN3	GO:0016151	enables
P0AAN3	GO:0016530	enables
P0AAN3	GO:0016787	enables
P0AAN3	GO:0042803	enables
P0AAN3	GO:0046872	enables
P0AAN3	GO:0097216	enables
P0AAN3	GO:0051604	involved_in
P0AAN3	GO:0065003	involved_in
P0AAN3	GO:1905360	part_of
P0AAN9	GO:0016036	acts_upstream_of_or_within
P0AAN9	GO:0016036	acts_upstream_of_or_within
P0AAN9	GO:0042177	acts_upstream_of_or_within
P0AAN9	GO:0005515	enables
P0AAN9	GO:0005515	enables
P0AAN9	GO:0005515	enables
P0AAN9	GO:0043856	enables
P0AAN9	GO:0009267	involved_in
P0AAN9	GO:0045893	involved_in
P0AAN9	GO:0005737	located_in
P0AAP1	GO:2001008	acts_upstream_of_or_within
P0AAP1	GO:0000166	enables
P0AAP1	GO:0005515	enables
P0AAP1	GO:0005525	enables
P0AAP1	GO:0016740	enables
P0AAP1	GO:0042802	enables
P0AAP1	GO:0046872	enables
P0AAP1	GO:0052621	enables
P0AAP1	GO:0052621	enables
P0AAP1	GO:0052621	enables
P0AAP1	GO:0052621	enables
P0AAP1	GO:0052621	enables
P0AAP1	GO:0043709	involved_in
P0AAP1	GO:1902201	involved_in
P0AAP1	GO:0005886	is_active_in
P0AAP1	GO:0005886	located_in
P0AAP1	GO:0016020	located_in
P0AAP3	GO:0045892	acts_upstream_of_or_within
P0AAP3	GO:0000976	enables
P0AAP3	GO:0001217	enables
P0AAP3	GO:0003677	enables
P0AAP3	GO:0046872	enables
P0AAP3	GO:0006355	involved_in
P0AAP3	GO:0045892	involved_in
P0AAP3	GO:0045892	involved_in
P0AAP3	GO:0005737	located_in
P0AAP3	GO:0032993	part_of
P0AAP5	GO:0006979	involved_in
P0AAP7	GO:0005886	located_in
P0AAP7	GO:0005886	located_in
P0AAP7	GO:0016020	located_in
P0AAQ0	GO:0005886	located_in
P0AAQ0	GO:0005886	located_in
P0AAQ0	GO:0016020	located_in
P0AAQ2	GO:0003676	enables
P0AAQ2	GO:0004518	enables
P0AAQ2	GO:0004519	enables
P0AAQ2	GO:0008270	enables
P0AAQ2	GO:0016787	enables
P0AAQ2	GO:0005829	is_active_in
P0AAQ2	GO:0005829	located_in
P0AAR0	GO:0044010	acts_upstream_of_or_within
P0AAR0	GO:0003677	enables
P0AAR0	GO:0003677	enables
P0AAR0	GO:0005737	located_in
P0AAR3	GO:0010165	acts_upstream_of_or_within
P0AAR3	GO:0002161	enables
P0AAR3	GO:0002161	enables
P0AAR3	GO:0002161	enables
P0AAR3	GO:0005515	enables
P0AAR3	GO:0005515	enables
P0AAR3	GO:0016829	enables
P0AAR3	GO:0043907	enables
P0AAR3	GO:0043907	enables
P0AAR3	GO:0006412	involved_in
P0AAR3	GO:0106074	involved_in
P0AAR3	GO:0106074	involved_in
P0AAR3	GO:0005737	located_in
P0AAR3	GO:0005829	located_in
P0AAR5	GO:0005886	is_active_in
P0AAR5	GO:0005886	located_in
P0AAR5	GO:0005886	located_in
P0AAR5	GO:0016020	located_in
P0AAR8	GO:0003677	enables
P0AAR8	GO:0003677	enables
P0AAR8	GO:0006281	involved_in
P0AAR8	GO:0015628	involved_in
P0AAR8	GO:0030288	located_in
P0AAR8	GO:0030288	located_in
P0AAR8	GO:0015627	part_of
P0AAS0	GO:0005886	located_in
P0AAS0	GO:0005886	located_in
P0AAS0	GO:0005886	located_in
P0AAS0	GO:0016020	located_in
P0AAS3	GO:0005886	is_active_in
P0AAS3	GO:0005886	located_in
P0AAS3	GO:0005886	located_in
P0AAS3	GO:0016020	located_in
P0AAS5	GO:0016740	enables
P0AAS7	GO:0006412	acts_upstream_of_or_within
P0AAS7	GO:0006412	acts_upstream_of_or_within
P0AAS7	GO:0003723	enables
P0AAS7	GO:0003723	enables
P0AAS7	GO:0005829	located_in
P0AAT4	GO:0006970	acts_upstream_of_or_within
P0AAT4	GO:0071470	acts_upstream_of_or_within
P0AAT4	GO:0008381	enables
P0AAT4	GO:0008381	enables
P0AAT4	GO:0008381	enables
P0AAT4	GO:0042802	enables
P0AAT4	GO:0034220	involved_in
P0AAT4	GO:0055085	involved_in
P0AAT4	GO:0071470	involved_in
P0AAT4	GO:0071470	involved_in
P0AAT4	GO:0005886	is_active_in
P0AAT4	GO:0005886	located_in
P0AAT4	GO:0005886	located_in
P0AAT4	GO:0005886	located_in
P0AAT4	GO:0005886	located_in
P0AAT4	GO:0016020	located_in
P0AAT4	GO:0016020	located_in
P0AAT6	GO:0005515	enables
P0AAT6	GO:0005515	enables
P0AAT6	GO:0005515	enables
P0AAT6	GO:0005515	enables
P0AAT6	GO:0043023	enables
P0AAT6	GO:0043023	enables
P0AAT6	GO:0006417	involved_in
P0AAT6	GO:0017148	involved_in
P0AAT6	GO:0017148	involved_in
P0AAT6	GO:0017148	involved_in
P0AAT6	GO:0017148	involved_in
P0AAT6	GO:0042254	involved_in
P0AAT6	GO:0042256	involved_in
P0AAT6	GO:0090071	involved_in
P0AAT6	GO:0090071	involved_in
P0AAT6	GO:0090071	involved_in
P0AAT6	GO:0090071	involved_in
P0AAT6	GO:0005737	located_in
P0AAT6	GO:0005829	located_in
P0AAU2	GO:0009314	acts_upstream_of_or_within
P0AAU2	GO:0005886	located_in
P0AAU5	GO:0005886	located_in
P0AAU5	GO:0005886	located_in
P0AAU5	GO:0016020	located_in
P0AAU7	GO:0006974	acts_upstream_of_or_within
P0AAU7	GO:0006974	acts_upstream_of_or_within
P0AAU7	GO:0005515	enables
P0AAU7	GO:0006355	involved_in
P0AAV4	GO:0000166	enables
P0AAV4	GO:0005524	enables
P0AAV4	GO:0016787	enables
P0AAV4	GO:0017168	enables
P0AAV8	GO:0016853	enables
P0AAV8	GO:0016863	enables
P0AAW1	GO:0003824	enables
P0AAW1	GO:0005886	located_in
P0AAW5	GO:0005886	located_in
P0AAW5	GO:0005886	located_in
P0AAW5	GO:0016020	located_in
P0AAW9	GO:0005515	enables
P0AAW9	GO:0005515	enables
P0AAW9	GO:0042910	enables
P0AAW9	GO:0042910	enables
P0AAW9	GO:0046677	involved_in
P0AAW9	GO:1990961	involved_in
P0AAW9	GO:1990961	involved_in
P0AAW9	GO:0005886	located_in
P0AAW9	GO:0005886	located_in
P0AAW9	GO:0009279	located_in
P0AAW9	GO:0016020	located_in
P0AAX3	GO:0006974	acts_upstream_of_or_within
P0AAX3	GO:0006950	involved_in
P0AAX3	GO:0042597	located_in
P0AAX6	GO:0009242	acts_upstream_of_or_within
P0AAX6	GO:0006950	involved_in
P0AAX6	GO:0042597	located_in
P0AAX8	GO:0018104	acts_upstream_of_or_within
P0AAX8	GO:0018104	acts_upstream_of_or_within
P0AAX8	GO:0016740	enables
P0AAX8	GO:0016757	enables
P0AAX8	GO:0016787	enables
P0AAX8	GO:0071972	enables
P0AAX8	GO:0071972	enables
P0AAX8	GO:0071972	enables
P0AAX8	GO:0071972	enables
P0AAX8	GO:0008360	involved_in
P0AAX8	GO:0009252	involved_in
P0AAX8	GO:0018104	involved_in
P0AAX8	GO:0071555	involved_in
P0AAX8	GO:0030288	located_in
P0AAX8	GO:0042597	located_in
P0AAY1	GO:0010468	acts_upstream_of_or_within
P0AAY1	GO:1900190	acts_upstream_of_or_within
P0AAY6	GO:0010212	acts_upstream_of_or_within
P0AAY6	GO:1902201	acts_upstream_of_or_within
P0AAY6	GO:0005515	enables
P0AAY6	GO:0009297	involved_in
P0AAY6	GO:0030308	involved_in
P0AAY6	GO:1900232	involved_in
P0AAY6	GO:1902209	involved_in
P0AAZ0	GO:0005886	located_in
P0AAZ0	GO:0005886	located_in
P0AAZ0	GO:0016020	located_in
P0AAZ4	GO:0006261	acts_upstream_of_or_within
P0AAZ4	GO:0006261	acts_upstream_of_or_within
P0AAZ4	GO:0006310	acts_upstream_of_or_within
P0AAZ4	GO:0051289	acts_upstream_of_or_within
P0AAZ4	GO:0000166	enables
P0AAZ4	GO:0003677	enables
P0AAZ4	GO:0005515	enables
P0AAZ4	GO:0005524	enables
P0AAZ4	GO:0008047	enables
P0AAZ4	GO:0008094	enables
P0AAZ4	GO:0016887	enables
P0AAZ4	GO:0017116	enables
P0AAZ4	GO:0042802	enables
P0AAZ4	GO:0000731	involved_in
P0AAZ4	GO:0006260	involved_in
P0AAZ4	GO:0006261	involved_in
P0AAZ4	GO:0030894	part_of
P0AAZ7	GO:0005829	is_active_in
P0AAZ7	GO:0005829	located_in
P0AB01	GO:0000270	acts_upstream_of_or_within
P0AB01	GO:0000270	acts_upstream_of_or_within
P0AB01	GO:0006457	acts_upstream_of_or_within
P0AB01	GO:0043164	acts_upstream_of_or_within
P0AB01	GO:0043164	acts_upstream_of_or_within
P0AB01	GO:0000270	involved_in
P0AB01	GO:0043164	involved_in
P0AB01	GO:0071555	involved_in
P0AB01	GO:0005886	is_active_in
P0AB01	GO:0005886	located_in
P0AB01	GO:0005886	located_in
P0AB01	GO:0005886	located_in
P0AB01	GO:0016020	located_in
P0AB06	GO:0009254	acts_upstream_of_or_within
P0AB06	GO:0004175	enables
P0AB06	GO:0004175	enables
P0AB06	GO:0008233	enables
P0AB06	GO:0008237	enables
P0AB06	GO:0016787	enables
P0AB06	GO:0046872	enables
P0AB06	GO:0006508	involved_in
P0AB06	GO:0009254	involved_in
P0AB06	GO:0071555	involved_in
P0AB06	GO:0030288	is_active_in
P0AB06	GO:0030288	located_in
P0AB10	GO:0061024	acts_upstream_of_or_within
P0AB10	GO:0005515	enables
P0AB10	GO:0042802	enables
P0AB10	GO:0009279	located_in
P0AB10	GO:0016020	located_in
P0AB10	GO:0030288	located_in
P0AB12	GO:0005886	is_active_in
P0AB12	GO:0005886	located_in
P0AB12	GO:0005886	located_in
P0AB12	GO:0005886	located_in
P0AB12	GO:0016020	located_in
P0AB14	GO:0005829	located_in
P0AB18	GO:0002143	acts_upstream_of_or_within
P0AB18	GO:0016740	enables
P0AB18	GO:0097163	enables
P0AB18	GO:0097163	enables
P0AB18	GO:0002143	involved_in
P0AB18	GO:0002143	involved_in
P0AB18	GO:0002143	involved_in
P0AB18	GO:0008033	involved_in
P0AB18	GO:0005737	located_in
P0AB18	GO:1990228	part_of
P0AB20	GO:0070207	acts_upstream_of_or_within
P0AB20	GO:0003677	enables
P0AB20	GO:0042802	enables
P0AB20	GO:0044729	enables
P0AB20	GO:0009408	involved_in
P0AB20	GO:0005737	located_in
P0AB24	GO:0006979	acts_upstream_of_or_within
P0AB24	GO:0009411	acts_upstream_of_or_within
P0AB24	GO:0009636	acts_upstream_of_or_within
P0AB24	GO:0046677	acts_upstream_of_or_within
P0AB24	GO:0030288	located_in
P0AB24	GO:0042597	located_in
P0AB26	GO:0005886	located_in
P0AB26	GO:0016020	located_in
P0AB28	GO:0042254	involved_in
P0AB28	GO:0005829	is_active_in
P0AB28	GO:0005829	located_in
P0AB28	GO:0005829	located_in
P0AB31	GO:0006974	acts_upstream_of_or_within
P0AB33	GO:1900190	acts_upstream_of_or_within
P0AB33	GO:1900190	acts_upstream_of_or_within
P0AB33	GO:0090609	involved_in
P0AB35	GO:1900190	acts_upstream_of_or_within
P0AB35	GO:1900190	involved_in
P0AB35	GO:0005886	located_in
P0AB35	GO:0016020	located_in
P0AB35	GO:0019867	located_in
P0AB38	GO:0009252	acts_upstream_of_or_within
P0AB38	GO:0009252	acts_upstream_of_or_within
P0AB38	GO:0005515	enables
P0AB38	GO:0005515	enables
P0AB38	GO:0008047	enables
