tf_id	tf_uniprot_id	tf_name	target_id	target_uniprot_id	target_name	activate/repress	source
RDBECOLITFC00113	P76086	paaX	RDBECOLIGNC03575	P77467	paaG	-	regulonDB
RDBECOLITFC00113	P76086	paaX	RDBECOLIGNC03576	P76083	paaH	-	regulonDB
RDBECOLITFC00113	P76086	paaX	RDBECOLIGNC03577	P76084	paaI	-	regulonDB
RDBECOLITFC00113	P76086	paaX	RDBECOLIGNC03578	P0C7L2	paaJ	-	regulonDB
RDBECOLITFC00113	P76086	paaX	RDBECOLIGNC03579	P76085	paaK	-	regulonDB
RDBECOLITFC00113	P76086	paaX	RDBECOLIGNC03580	P76086	paaX	-	regulonDB
RDBECOLITFC00113	P76086	paaX	RDBECOLIGNC03581	P77181	paaY	-	regulonDB
RDBECOLITFC00114	P0ACN7	cytR	RDBECOLIGNC00133	P0ABF6	cdd	-	regulonDB
RDBECOLITFC00114	P0ACN7	cytR	RDBECOLIGNC00194	P0ACN7	cytR	-	regulonDB
RDBECOLITFC00114	P0ACN7	cytR	RDBECOLIGNC00213	P07650	deoA	-	regulonDB
RDBECOLITFC00114	P0ACN7	cytR	RDBECOLIGNC00214	P0A6K6	deoB	-	regulonDB
RDBECOLITFC00114	P0ACN7	cytR	RDBECOLIGNC00215	P0A6L0	deoC	-	regulonDB
RDBECOLITFC00114	P0ACN7	cytR	RDBECOLIGNC00216	P0ABP8	deoD	-	regulonDB
RDBECOLITFC00114	P0ACN7	cytR	RDBECOLIGNC00656	P0AFF4	nupG	-	regulonDB
RDBECOLITFC00114	P0ACN7	cytR	RDBECOLIGNC00747	P0AFL3	ppiA	-	regulonDB
RDBECOLITFC00114	P0ACN7	cytR	RDBECOLIGNC00887	P0AGB3	rpoH	-	regulonDB
RDBECOLITFC00114	P0ACN7	cytR	RDBECOLIGNC01023	P0A927	tsx	-	regulonDB
RDBECOLITFC00114	P0ACN7	cytR	RDBECOLIGNC01033	P12758	udp	-	regulonDB
RDBECOLITFC00115	P71301	matA	RDBECOLIGNC00313	P0ABY7	flhC	-	regulonDB
RDBECOLITFC00115	P71301	matA	RDBECOLIGNC00314	P0A8S9	flhD	-	regulonDB
RDBECOLITFC00115	P71301	matA	RDBECOLIGNC00315	P04949	fliC	-	regulonDB
RDBECOLITFC00115	P71301	matA	RDBECOLIGNC01323	P0AEM6	fliA	-	regulonDB
RDBECOLITFC00115	P71301	matA	RDBECOLIGNC01324	P52627	fliZ	-	regulonDB
RDBECOLITFC00115	P71301	matA	RDBECOLIGNC03059	P0AAA3	ecpA	+	regulonDB
RDBECOLITFC00115	P71301	matA	RDBECOLIGNC03060	P71301	matA	+	regulonDB
RDBECOLITFC00115	P71301	matA	RDBECOLIGNC03888	P0AEM9	tcyJ	-	regulonDB
RDBECOLITFC00116	P0ABE2	bolA	RDBECOLIGNC00600	P0A9X4	mreB	-	regulonDB
RDBECOLITFC00116	P0ABE2	bolA	RDBECOLIGNC00601	P16926	mreC	-	regulonDB
RDBECOLITFC00116	P0ABE2	bolA	RDBECOLIGNC00602	P0ABH4	mreD	-	regulonDB
RDBECOLITFC00118	Q46866	ygiV	RDBECOLIGNC03616	P76114	mcbR	-	regulonDB
RDBECOLITFC00119	P0AE58	caiF	RDBECOLIGNC01509	P31551	caiD	+	regulonDB
RDBECOLITFC00119	P0AE58	caiF	RDBECOLIGNC01510	P31552	caiC	+	regulonDB
RDBECOLITFC00119	P0AE58	caiF	RDBECOLIGNC01511	P31572	caiB	+	regulonDB
RDBECOLITFC00119	P0AE58	caiF	RDBECOLIGNC01512	P60584	caiA	+	regulonDB
RDBECOLITFC00119	P0AE58	caiF	RDBECOLIGNC01513	P31553	caiT	+	regulonDB
RDBECOLITFC00119	P0AE58	caiF	RDBECOLIGNC01514	P60566	fixA	+	regulonDB
RDBECOLITFC00119	P0AE58	caiF	RDBECOLIGNC01515	P31574	fixB	+	regulonDB
RDBECOLITFC00119	P0AE58	caiF	RDBECOLIGNC01516	P68644	fixC	+	regulonDB
RDBECOLITFC00119	P0AE58	caiF	RDBECOLIGNC01517	P68646	fixX	+	regulonDB
RDBECOLITFC00119	P0AE58	caiF	RDBECOLIGNC02325	P39206	caiE	+	regulonDB
RDBECOLITFC00120	P0ACZ8	cusR	RDBECOLIGNC02230	P38054	cusA	+	regulonDB
RDBECOLITFC00120	P0ACZ8	cusR	RDBECOLIGNC03196	P77485	cusS	+	regulonDB
RDBECOLITFC00120	P0ACZ8	cusR	RDBECOLIGNC03197	P0ACZ8	cusR	+	regulonDB
RDBECOLITFC00120	P0ACZ8	cusR	RDBECOLIGNC03198	P77211	cusC	+	regulonDB
RDBECOLITFC00120	P0ACZ8	cusR	RDBECOLIGNC03199	P77214	cusF	+	regulonDB
RDBECOLITFC00120	P0ACZ8	cusR	RDBECOLIGNC03200	P77239	cusB	+	regulonDB
RDBECOLITFC00120	P0ACZ8	cusR	RDBECOLIGNC03903	P76341	hiuH	+	regulonDB
RDBECOLITFC00120	P0ACZ8	cusR	RDBECOLIGNC03904	P76342	msrP	+	regulonDB
RDBECOLITFC00120	P0ACZ8	cusR	RDBECOLIGNC03905	P76343	msrQ	+	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00130	P0A6F1	carA	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00131	P00968	carB	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00165	P08550	cvpA	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00377	P0A9Z1	glnB	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00401	P0A825	glyA	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00413	P04079	guaA	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00414	P0ADG7	guaB	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00764	P0A717	prs	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00780	P0A7D4	purA	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00781	P0A7D7	purC	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00782	P15640	purD	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00783	P0AG18	purE	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00784	P0AG16	purF	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00785	P15639	purH	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00786	P09029	purK	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00787	P15254	purL	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00788	P08178	purM	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00789	P08179	purN	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00790	P0ACP7	purR	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00796	P05020	pyrC	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00797	P0A7E1	pyrD	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00947	P21170	speA	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC00948	P60651	speB	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC01032	P0AG03	ubiX	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC01284	P0AB89	purB	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC01296	P25524	codA	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC01297	P0AA82	codB	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC01315	P25746	hflD	-	regulonDB
RDBECOLITFC00121	P0ACP7	purR	RDBECOLIGNC01740	P33221	purT	-	regulonDB
RDBECOLITFC00124	P64530	rcnR	RDBECOLIGNC03976	P64530	rcnR	-	regulonDB
RDBECOLITFC00124	P64530	rcnR	RDBECOLIGNC03977	P76425	rcnA	-	regulonDB
RDBECOLITFC00124	P64530	rcnR	RDBECOLIGNC03978	P64534	rcnB	-	regulonDB
RDBECOLITFC00125	P27245	marR	RDBECOLIGNC01397	P0ACH5	marA	-	regulonDB
RDBECOLITFC00125	P27245	marR	RDBECOLIGNC01398	P27245	marR	-	regulonDB
RDBECOLITFC00125	P27245	marR	RDBECOLIGNC01546	P31121	marB	-	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC00211	P0A9Q5	accD	+	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC00267	P0A6Q3	fabA	+	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC00268	P0A953	fabB	+	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC00269	P0ABD8	accB	+	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC00270	P24182	accC	+	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC00271	P0A6R0	fabH	+	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC00274	P10384	fadL	-	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC00484	P16528	iclR	+	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC01287	P0AAI9	fabD	+	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC01288	P0AEK2	fabG	+	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC01356	P0AED0	uspA	-	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC01481	P0AEK4	fabI	+	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC01483	P69451	fadD	-	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC01589	P0ABD5	accA	+	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC02967	P42593	fadH	-	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC03001	Q47146	fadE	-	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC04042	P77399	fadJ	-	regulonDB
RDBECOLITFC00126	P0A8V6	fadR	RDBECOLIGNC04043	P76503	fadI	-	regulonDB
RDBECOLITFC00127	Q47129	feaR	RDBECOLIGNC02422	P46883	tynA	+	regulonDB
RDBECOLITFC00127	Q47129	feaR	RDBECOLIGNC04690	P80668	feaB	+	regulonDB
RDBECOLITFC00129	P69346	yefM	RDBECOLIGNC02392	P69346	yefM	-	regulonDB
RDBECOLITFC00129	P69346	yefM	RDBECOLIGNC02917	P69348	yoeB	-	regulonDB
RDBECOLITFC00130	P27278	nadR	RDBECOLIGNC00623	P10902	nadB	-	regulonDB
RDBECOLITFC00134	P05827	ilvY	RDBECOLIGNC00488	P05793	ilvC	+	regulonDB
RDBECOLITFC00134	P05827	ilvY	RDBECOLIGNC00495	P05827	ilvY	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00015	P0AD57	ispB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00020	P08997	aceB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00024	P0A6A3	ackA	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00035	P0AE12	amn	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00037	P13016	ampD	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00039	P22255	cysQ	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00042	P00805	ansB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00052	P0AE24	araE	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00053	P02924	araF	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00072	P05194	aroD	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00073	P15770	aroE	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00074	P00888	aroF	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00087	P00963	asnA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00089	P0ACI6	asnC	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00109	P0ABD3	bfr	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00110	P11988	bglB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00120	P20099	bisC	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00142	P07363-2	cheA	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00142	P07363-1	cheA	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00149	P12281	moeA	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00156	P08331	cpdB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00168	P0ABJ9	cydA	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00171	P0ABE9	cynT	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00186	P38038	cysJ	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00191	P21888	cysS	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00200	P04036	dapB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00205	P0AED9	dcm	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00206	P24171	dcp	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00207	P0A6J8	ddlA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00225	P06149	dld	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00229	P03004	dnaA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00242	P23847	dppA	-+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00260	P24180	acrE	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00291	P26266	fepE	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00315	P04949	fliC	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00342	P0AB87	fucA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00354	P22256	gabT	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00365	P00370	gdhA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00368	P0A6U3	mnmG	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00391	P0A6F3	glpK	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00395	P0ABH7	gltA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00396	P09831	gltB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00397	P09832	gltD	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00398	P21345	gltP	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00405	P06715	gor	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00421	P0ACB2	hemB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00424	P23871	hemH	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00431	P0A6X3	hfq	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00454	P0A6Z3	htpG	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00455	P23894	htpX	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00459	P0ACF0	hupA	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00482	P08200	icd	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00494	P0ADF8	ilvN	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00499	P24218	intD	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00503	P13029	katG	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00504	P0AB77	kbl	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00510	P0A715	kdsA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00521	P60785	lepA	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00522	P00803	lepB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00523	P10151	leuO	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00530	P0AEX7	livH	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00532	P04816	livK	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00533	P22729	livM	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00539	P0ACJ0	lrp	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00541	P00861	lysA	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00543	P03030	lysR	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00545	P0A8N5	lysU	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00549	P18811	malI	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00556	P23256	malY	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00562	P0AE18	map	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00566	P15005	mcrB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00566	P15005-2	mcrB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00576	P25665	metE	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00583	P0A9F9	metR	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00584	P0AAG8	mglA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00585	P0AEE5	mglB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00592	P0A6F9	groS	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00601	P16926	mreC	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00629	P0A6L4	nanA	-+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00634	P10903	narK	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00638	P0AFA2	narX	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00657	P0AFF6	nusA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00658	P0A780	nusB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00661	P0A910	ompA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00663	P02931	ompF	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00664	P0AA16	ompR	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00665	P09169	ompT	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00666	P23843	oppA	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00668	P0AFH6	oppC	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00671	P0ADA7	osmB	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00691	P06999	pfkB	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00718	P0AFJ5	phoB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00724	P0AG82	pstS	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00728	P0A921	pldA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00734	P07001	pntA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00735	P0AB67	pntB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00736	P00582	polA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00746	P00864	ppc	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00748	P23869	ppiB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00774	P0AGH8	pstC	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00776	P05458	ptrA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00795	P0A786	pyrB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00810	P0DMC9	rcsA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00827	P09980	rep	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00829	P0AFW0	rfaH	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00831	P24216	fliD	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00882	P0A7P5	rpmH	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00889	P0A800	rpoZ	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00918	P16095	sdaA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00923	P07026	sdiA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00932	P0A9T0	serA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00953	P60546	gmk	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00962	P15082	srlR	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00967	P0AFG3	sucA	-+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00977	P0ACQ7	tdcA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00980	P11866	tdcR	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00989	P0A8M3	thrS	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00993	P0A853	tnaA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00994	P23173	tnaB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC00996	P0A855	tolB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01020	P0A9P4	trxB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01039	P0AGA6	uhpA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01081	P0AG76	sbcD	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01084	P0AAQ2	yajD	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01095	P0A8Z3	ybgC	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01123	P0AED5	uvrY	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01129	P23841	xapR	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01136	P08372	ppdC	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01137	P08370	ygdB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01141	P11667	argO	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01154	P11865	yhaB	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01160	P0A8A8	rimP	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01161	P0A742	mscL	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01162	P0AE56	bfd	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01179	P03817	mioC	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01211	P0A6D5	ydiB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01213	P21514	pdeL	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01217	P21367	ycaC	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01218	P21503	ycaD	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01224	P08365	chpS	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01225	P0AGM5	ychA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01230	P0AAN9	iraP	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01234	P22787	yifB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01243	P62522	ilvL	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01249	P0AD89	tnaC	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01251	P0AD83	pyrL	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01252	P0AD79	leuL	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01267	P0AG00	wzzE	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01269	P0AEG4	dsbA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01296	P25524	codA	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01297	P0AA82	codB	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01299	P25526	gabD	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01300	P25527	gabP	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01304	P25772	ligB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01307	P25737	lysP	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01309	P25740	waaG	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01313	P25744	mdtG	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01327	P25960	gspO	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01331	P26365	amiB	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01332	P26218	bglH	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01337	P0AGK1	ubiA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01350	P0AE08	ahpC	+	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01356	P0AED0	uspA	-	regulonDB
RDBECOLITFC00135	Q47005	nac	RDBECOLIGNC01357	P0AFH8	osmY	-	regulonDB
