"protein_1_locus","protein_1_name","protein_2_locus","protein_2_name"
"BSU_01270","RplX","BSU_01490","RplM"
"BSU_01260","RplN","BSU_01340","RpmD"
"BSU_15080","RpmF","BSU_01490","RplM"
"BSU_01050","RplL","BSU_41060","RpmH"
"BSU_01270","RplX","BSU_01350","RplO"
"BSU_01020","RplK","BSU_01160","RplC"
"BSU_16040","RplS","BSU_01040","RplJ"
"BSU_27960","RplU","BSU_01190","RplB"
"BSU_01090","RplGB","BSU_01490","RplM"
"BSU_01440","RplQ","BSU_28850","RplT"
"BSU_37070","RpmE","BSU_27940","RpmA"
"new_2477758_2477958_c","RpmGC","BSU_15820","RpmB"
"BSU_15080","RpmF","BSU_30700","RpmEB"
"BSU_37070","RpmE","BSU_01020","RplK"
"BSU_01170","RplD","BSU_01440","RplQ"
"BSU_01490","RplM","BSU_01230","RplP"
"BSU_01280","RplE","BSU_01020","RplK"
"BSU_01170","RplD","BSU_01180","RplW"
"BSU_00990","RpmGB","BSU_01400","RpmJ"
"BSU_15820","RpmB","BSU_30700","RpmEB"
"BSU_01190","RplB","BSU_01020","RplK"
"BSU_01180","RplW","BSU_01160","RplC"
"BSU_01040","RplJ","BSU_24900","RpmGA"
"BSU_15820","RpmB","BSU_01020","RplK"
"BSU_37070","RpmE","BSU_01190","RplB"
"BSU_01270","RplX","BSU_01050","RplL"
"BSU_28860","RpmI","BSU_01160","RplC"
"BSU_01180","RplW","BSU_30700","RpmEB"
"BSU_01040","RplJ","BSU_15080","RpmF"
"BSU_37070","RpmE","BSU_24900","RpmGA"
"BSU_01260","RplN","BSU_28860","RpmI"
"BSU_01090","RplGB","BSU_01190","RplB"
"BSU_01090","RplGB","BSU_01230","RplP"
"new_2477758_2477958_c","RpmGC","BSU_01230","RplP"
"BSU_01260","RplN","BSU_01320","RplR"
"BSU_01030","RplA","BSU_15080","RpmF"
"BSU_15080","RpmF","BSU_01320","RplR"
"BSU_28860","RpmI","BSU_01210","RplV"
"BSU_01040","RplJ","BSU_01210","RplV"
"BSU_28860","RpmI","BSU_01230","RplP"
"BSU_00520","Ctc","BSU_28860","RpmI"
"BSU_01440","RplQ","BSU_01230","RplP"
"BSU_01170","RplD","BSU_01160","RplC"
"BSU_00520","Ctc","BSU_01020","RplK"
"BSU_00520","Ctc","BSU_01280","RplE"
"BSU_15820","RpmB","BSU_01490","RplM"
"BSU_27960","RplU","BSU_01340","RpmD"
"BSU_15820","RpmB","BSU_41060","RpmH"
"BSU_01180","RplW","BSU_01270","RplX"
"BSU_37070","RpmE","BSU_01340","RpmD"
"BSU_27940","RpmA","BSU_01490","RplM"
"BSU_27940","RpmA","BSU_01050","RplL"
"BSU_01260","RplN","BSU_27940","RpmA"
"BSU_00520","Ctc","BSU_24900","RpmGA"
"BSU_01310","RplF","BSU_24900","RpmGA"
"BSU_01400","RpmJ","BSU_01160","RplC"
"BSU_01270","RplX","BSU_28850","RplT"
"BSU_01440","RplQ","BSU_41060","RpmH"
"BSU_01230","RplP","BSU_24900","RpmGA"
"BSU_41060","RpmH","BSU_01020","RplK"
"BSU_01040","RplJ","BSU_01490","RplM"
"BSU_01090","RplGB","BSU_01210","RplV"
"BSU_01170","RplD","BSU_37070","RpmE"
"BSU_27940","RpmA","BSU_28860","RpmI"
"new_2477758_2477958_c","RpmGC","BSU_01020","RplK"
"BSU_01440","RplQ","BSU_15080","RpmF"
"new_2477758_2477958_c","RpmGC","BSU_01280","RplE"
"new_2477758_2477958_c","RpmGC","BSU_01490","RplM"
"BSU_01240","RpmC","BSU_01050","RplL"
"BSU_01260","RplN","BSU_28850","RplT"
"BSU_27940","RpmA","BSU_01230","RplP"
"BSU_01260","RplN","BSU_01350","RplO"
"BSU_28860","RpmI","BSU_00990","RpmGB"
"BSU_27940","RpmA","BSU_01160","RplC"
"BSU_01310","RplF","BSU_01030","RplA"
"BSU_40500","RplI","BSU_01340","RpmD"
"BSU_01170","RplD","BSU_01310","RplF"
"BSU_01340","RpmD","BSU_01210","RplV"
"BSU_01170","RplD","BSU_27940","RpmA"
"BSU_01260","RplN","BSU_00990","RpmGB"
"BSU_28850","RplT","BSU_01230","RplP"
"BSU_01490","RplM","BSU_30700","RpmEB"
"BSU_01210","RplV","BSU_01020","RplK"
"BSU_01260","RplN","BSU_15820","RpmB"
"BSU_01040","RplJ","BSU_01350","RplO"
"BSU_01090","RplGB","BSU_16040","RplS"
"BSU_28850","RplT","BSU_41060","RpmH"
"BSU_00520","Ctc","BSU_01340","RpmD"
"BSU_28850","RplT","BSU_01340","RpmD"
"BSU_01180","RplW","BSU_01230","RplP"
"BSU_01180","RplW","BSU_01190","RplB"
"BSU_24900","RpmGA","BSU_01160","RplC"
"BSU_01090","RplGB","BSU_01340","RpmD"
"BSU_01260","RplN","BSU_01030","RplA"
"new_2477758_2477958_c","RpmGC","BSU_41060","RpmH"
"BSU_28850","RplT","BSU_01280","RplE"
"BSU_01180","RplW","BSU_01490","RplM"
"BSU_01090","RplGB","BSU_28860","RpmI"
"BSU_00520","Ctc","BSU_01160","RplC"
"BSU_01270","RplX","BSU_15820","RpmB"
"BSU_01320","RplR","BSU_01050","RplL"
"BSU_01240","RpmC","BSU_41060","RpmH"
"new_2477758_2477958_c","RpmGC","BSU_01350","RplO"
"BSU_01350","RplO","BSU_01210","RplV"
"BSU_01440","RplQ","BSU_27960","RplU"
"BSU_37070","RpmE","BSU_37070","RpmE"
"BSU_40500","RplI","BSU_41060","RpmH"
"BSU_01440","RplQ","BSU_01050","RplL"
"BSU_01350","RplO","BSU_01160","RplC"
"BSU_01090","RplGB","BSU_01240","RpmC"
"BSU_01030","RplA","BSU_01280","RplE"
"BSU_27960","RplU","BSU_01310","RplF"
"BSU_00990","RpmGB","BSU_30700","RpmEB"
"BSU_01190","RplB","BSU_15820","RpmB"
"BSU_01340","RpmD","BSU_15820","RpmB"
"BSU_01170","RplD","BSU_24900","RpmGA"
"BSU_01050","RplL","BSU_01280","RplE"
"BSU_01440","RplQ","BSU_01490","RplM"
"BSU_01340","RpmD","BSU_01280","RplE"
"BSU_01230","RplP","BSU_01280","RplE"
"BSU_01170","RplD","BSU_30700","RpmEB"
"BSU_00520","Ctc","BSU_01320","RplR"
"BSU_40500","RplI","BSU_01210","RplV"
"BSU_01260","RplN","BSU_16040","RplS"
"BSU_37070","RpmE","BSU_01440","RplQ"
"BSU_01170","RplD","BSU_28850","RplT"
"BSU_01040","RplJ","BSU_01230","RplP"
"BSU_16040","RplS","BSU_01050","RplL"
"BSU_40500","RplI","BSU_01180","RplW"
"BSU_27940","RpmA","BSU_40500","RplI"
"BSU_27940","RpmA","BSU_01040","RplJ"
"BSU_01440","RplQ","BSU_01350","RplO"
"BSU_01180","RplW","BSU_01280","RplE"
"BSU_01310","RplF","BSU_40500","RplI"
"BSU_01030","RplA","BSU_16040","RplS"
"BSU_24900","RpmGA","BSU_01280","RplE"
"BSU_37070","RpmE","BSU_27960","RplU"
"BSU_40500","RplI","BSU_01050","RplL"
"BSU_37070","RpmE","BSU_01280","RplE"
"BSU_01030","RplA","BSU_24900","RpmGA"
"BSU_01180","RplW","BSU_01340","RpmD"
"BSU_01260","RplN","BSU_01490","RplM"
"BSU_16040","RplS","BSU_01230","RplP"
"BSU_01240","RpmC","BSU_01190","RplB"
"BSU_27940","RpmA","BSU_01280","RplE"
"BSU_01310","RplF","new_2477758_2477958_c","RpmGC"
"BSU_01090","RplGB","BSU_41060","RpmH"
"BSU_01170","RplD","BSU_00520","Ctc"
"BSU_01170","RplD","BSU_01320","RplR"
"BSU_16040","RplS","BSU_30700","RpmEB"
"BSU_01490","RplM","BSU_41060","RpmH"
"BSU_28850","RplT","BSU_01050","RplL"
"BSU_16040","RplS","BSU_15080","RpmF"
"BSU_01310","RplF","BSU_28860","RpmI"
"BSU_37070","RpmE","BSU_01030","RplA"
"BSU_37070","RpmE","BSU_00990","RpmGB"
"BSU_27960","RplU","BSU_28850","RplT"
"BSU_01340","RpmD","BSU_01050","RplL"
"BSU_01310","RplF","BSU_01350","RplO"
"BSU_27960","RplU","BSU_01050","RplL"
"BSU_28860","RpmI","BSU_24900","RpmGA"
"BSU_01270","RplX","BSU_24900","RpmGA"
"BSU_00520","Ctc","BSU_01230","RplP"
"BSU_01240","RpmC","BSU_00990","RpmGB"
"BSU_01090","RplGB","BSU_01400","RpmJ"
"BSU_27940","RpmA","BSU_01270","RplX"
"BSU_01170","RplD","BSU_15820","RpmB"
"BSU_01180","RplW","BSU_01210","RplV"
"BSU_01090","RplGB","new_2477758_2477958_c","RpmGC"
"BSU_00520","Ctc","BSU_01050","RplL"
"BSU_01090","RplGB","BSU_01160","RplC"
"BSU_00520","Ctc","BSU_01190","RplB"
"BSU_00990","RpmGB","BSU_01210","RplV"
"BSU_01270","RplX","BSU_01280","RplE"
"BSU_01040","RplJ","BSU_01280","RplE"
"BSU_01320","RplR","BSU_01160","RplC"
"BSU_01240","RpmC","BSU_15820","RpmB"
"BSU_01090","RplGB","BSU_01310","RplF"
"BSU_01190","RplB","BSU_01050","RplL"
"BSU_01260","RplN","new_2477758_2477958_c","RpmGC"
"BSU_01350","RplO","BSU_41060","RpmH"
"BSU_16040","RplS","BSU_01400","RpmJ"
"BSU_37070","RpmE","new_2477758_2477958_c","RpmGC"
"BSU_01170","RplD","BSU_01020","RplK"
"BSU_01090","RplGB","BSU_01260","RplN"
"BSU_01270","RplX","BSU_01210","RplV"
"BSU_01190","RplB","BSU_01280","RplE"
"BSU_01040","RplJ","BSU_01320","RplR"
"BSU_01340","RpmD","BSU_01190","RplB"
"BSU_00990","RpmGB","BSU_01160","RplC"
"BSU_16040","RplS","BSU_28850","RplT"
"BSU_01240","RpmC","BSU_01400","RpmJ"
"BSU_28860","RpmI","BSU_01190","RplB"
"BSU_28850","RplT","BSU_30700","RpmEB"
"BSU_01090","RplGB","BSU_24900","RpmGA"
"BSU_01340","RpmD","BSU_15080","RpmF"
"BSU_27960","RplU","BSU_01040","RplJ"
"BSU_37070","RpmE","BSU_28860","RpmI"
"BSU_28860","RpmI","BSU_41060","RpmH"
"BSU_01230","RplP","BSU_01400","RpmJ"
"BSU_01170","RplD","BSU_01210","RplV"
"BSU_01440","RplQ","BSU_15820","RpmB"
"BSU_01440","RplQ","BSU_24900","RpmGA"
"BSU_16040","RplS","BSU_41060","RpmH"
"BSU_01240","RpmC","BSU_01490","RplM"
"BSU_01090","RplGB","BSU_01270","RplX"
"BSU_01340","RpmD","BSU_41060","RpmH"
"BSU_01090","RplGB","BSU_01320","RplR"
"BSU_27960","RplU","BSU_28860","RpmI"
"BSU_37070","RpmE","BSU_01230","RplP"
"BSU_01270","RplX","BSU_01230","RplP"
"BSU_40500","RplI","BSU_01020","RplK"
"BSU_01440","RplQ","BSU_27940","RpmA"
"BSU_15080","RpmF","BSU_15820","RpmB"
"BSU_28860","RpmI","BSU_01320","RplR"
"BSU_01340","RpmD","BSU_01160","RplC"
"BSU_01310","RplF","BSU_01050","RplL"
"BSU_27940","RpmA","BSU_24900","RpmGA"
"BSU_01310","RplF","BSU_01230","RplP"
"BSU_40500","RplI","BSU_01230","RplP"
"BSU_28860","RpmI","BSU_15080","RpmF"
"BSU_27940","RpmA","BSU_01350","RplO"
"BSU_15080","RpmF","BSU_01400","RpmJ"
"BSU_00990","RpmGB","BSU_01280","RplE"
"BSU_01320","RplR","BSU_00990","RpmGB"
"BSU_40500","RplI","BSU_15080","RpmF"
"BSU_27940","RpmA","BSU_01190","RplB"
"BSU_01030","RplA","BSU_00990","RpmGB"
"BSU_01440","RplQ","BSU_01030","RplA"
"BSU_01030","RplA","BSU_30700","RpmEB"
"BSU_01170","RplD","BSU_01240","RpmC"
"BSU_01490","RplM","BSU_24900","RpmGA"
"BSU_28850","RplT","BSU_01490","RplM"
"BSU_01440","RplQ","BSU_00520","Ctc"
"BSU_30700","RpmEB","BSU_01020","RplK"
"BSU_01040","RplJ","BSU_01190","RplB"
"BSU_30700","RpmEB","BSU_01400","RpmJ"
"BSU_16040","RplS","BSU_01180","RplW"
"BSU_01440","RplQ","BSU_01340","RpmD"
"BSU_01040","RplJ","BSU_01400","RpmJ"
"BSU_01030","RplA","BSU_01040","RplJ"
"BSU_27940","RpmA","BSU_30700","RpmEB"
"BSU_15080","RpmF","BSU_00990","RpmGB"
"BSU_01090","RplGB","BSU_00990","RpmGB"
"BSU_01030","RplA","BSU_01400","RpmJ"
"BSU_01260","RplN","BSU_15080","RpmF"
"BSU_01270","RplX","BSU_15080","RpmF"
"new_2477758_2477958_c","RpmGC","BSU_01040","RplJ"
"BSU_01490","RplM","BSU_01050","RplL"
"BSU_01240","RpmC","BSU_28860","RpmI"
"BSU_37070","RpmE","BSU_01260","RplN"
"BSU_00520","Ctc","BSU_01490","RplM"
"BSU_27940","RpmA","BSU_15820","RpmB"
"BSU_01340","RpmD","BSU_30700","RpmEB"
"BSU_00520","Ctc","BSU_27940","RpmA"
"BSU_01310","RplF","BSU_00990","RpmGB"
"BSU_01030","RplA","BSU_01490","RplM"
"BSU_15080","RpmF","BSU_01050","RplL"
"BSU_01320","RplR","BSU_01280","RplE"
"BSU_01440","RplQ","BSU_01040","RplJ"
"BSU_01310","RplF","BSU_00520","Ctc"
"BSU_30700","RpmEB","BSU_01050","RplL"
"BSU_01240","RpmC","BSU_01270","RplX"
"BSU_01440","RplQ","BSU_01180","RplW"
"BSU_01230","RplP","BSU_01050","RplL"
"BSU_41060","RpmH","BSU_01400","RpmJ"
"BSU_01240","RpmC","BSU_01040","RplJ"
"BSU_01050","RplL","BSU_01400","RpmJ"
"BSU_01090","RplGB","BSU_00520","Ctc"
"BSU_01350","RplO","BSU_01020","RplK"
"BSU_01440","RplQ","BSU_01280","RplE"
"BSU_01170","RplD","BSU_40500","RplI"
"BSU_01170","RplD","BSU_01350","RplO"
"BSU_27960","RplU","new_2477758_2477958_c","RpmGC"
"BSU_01030","RplA","BSU_28850","RplT"
"BSU_01180","RplW","BSU_28860","RpmI"
"BSU_40500","RplI","BSU_15820","RpmB"
"BSU_01440","RplQ","BSU_01160","RplC"
"BSU_01240","RpmC","BSU_15080","RpmF"
"BSU_01320","RplR","BSU_41060","RpmH"
"BSU_27940","RpmA","BSU_01320","RplR"
"BSU_40500","RplI","BSU_28850","RplT"
"BSU_01090","RplGB","BSU_15080","RpmF"
"BSU_01040","RplJ","BSU_28850","RplT"
"BSU_01170","RplD","BSU_28860","RpmI"
"BSU_01040","RplJ","BSU_01050","RplL"
"BSU_01440","RplQ","new_2477758_2477958_c","RpmGC"
"BSU_01230","RplP","BSU_41060","RpmH"
"BSU_01270","RplX","BSU_28860","RpmI"
"BSU_01270","RplX","BSU_01020","RplK"
"BSU_27960","RplU","BSU_01260","RplN"
"BSU_01170","RplD","BSU_01260","RplN"
"BSU_27940","RpmA","BSU_01240","RpmC"
"BSU_01310","RplF","BSU_01040","RplJ"
"BSU_27960","RplU","BSU_01210","RplV"
"BSU_01310","RplF","BSU_01180","RplW"
"BSU_27960","RplU","BSU_01270","RplX"
"BSU_27960","RplU","BSU_01280","RplE"
"BSU_27960","RplU","BSU_16040","RplS"
"BSU_01040","RplJ","BSU_01020","RplK"
"BSU_00520","Ctc","new_2477758_2477958_c","RpmGC"
"BSU_28860","RpmI","BSU_01350","RplO"
"BSU_01440","RplQ","BSU_01210","RplV"
"BSU_01270","RplX","BSU_01160","RplC"
"BSU_01270","RplX","BSU_00990","RpmGB"
"BSU_40500","RplI","BSU_01270","RplX"
"new_2477758_2477958_c","RpmGC","BSU_01270","RplX"
"BSU_01040","RplJ","BSU_00990","RpmGB"
"BSU_40500","RplI","BSU_01320","RplR"
"BSU_00520","Ctc","BSU_01350","RplO"
"BSU_40500","RplI","BSU_01350","RplO"
"BSU_28850","RplT","BSU_00990","RpmGB"
"BSU_27940","RpmA","BSU_15080","RpmF"
"BSU_27960","RplU","BSU_27940","RpmA"
"BSU_01030","RplA","BSU_41060","RpmH"
"BSU_37070","RpmE","BSU_01490","RplM"
"BSU_01190","RplB","BSU_30700","RpmEB"
"BSU_01440","RplQ","BSU_01260","RplN"
"BSU_01180","RplW","BSU_01350","RplO"
"BSU_01270","RplX","BSU_01340","RpmD"
"BSU_28850","RplT","BSU_15820","RpmB"
"BSU_28860","RpmI","BSU_01490","RplM"
"BSU_01180","RplW","BSU_41060","RpmH"
"new_2477758_2477958_c","RpmGC","BSU_01180","RplW"
"BSU_15820","RpmB","BSU_01320","RplR"
"BSU_28850","RplT","BSU_01190","RplB"
"BSU_01190","RplB","BSU_00990","RpmGB"
"BSU_01260","RplN","BSU_40500","RplI"
"BSU_01040","RplJ","BSU_41060","RpmH"
"BSU_37070","RpmE","BSU_01050","RplL"
"BSU_01230","RplP","BSU_30700","RpmEB"
"new_2477758_2477958_c","RpmGC","BSU_24900","RpmGA"
"BSU_27940","RpmA","BSU_01180","RplW"
"BSU_37070","RpmE","BSU_01400","RpmJ"
"BSU_40500","RplI","BSU_01040","RplJ"
"BSU_01240","RpmC","BSU_28850","RplT"
"BSU_28850","RplT","BSU_01210","RplV"
"BSU_01040","RplJ","BSU_01180","RplW"
"BSU_37070","RpmE","BSU_15080","RpmF"
"new_2477758_2477958_c","RpmGC","BSU_01050","RplL"
"BSU_01170","RplD","BSU_27960","RplU"
"BSU_01320","RplR","BSU_01020","RplK"
"BSU_01310","RplF","BSU_16040","RplS"
"BSU_16040","RplS","BSU_01160","RplC"
"BSU_01260","RplN","BSU_01040","RplJ"
"BSU_01310","RplF","BSU_28850","RplT"
"BSU_01260","RplN","BSU_01020","RplK"
"BSU_00520","Ctc","BSU_01030","RplA"
"BSU_15080","RpmF","BSU_01210","RplV"
"BSU_30700","RpmEB","BSU_01210","RplV"
"BSU_01040","RplJ","BSU_15820","RpmB"
"BSU_01090","RplGB","BSU_01030","RplA"
"BSU_27960","RplU","BSU_00990","RpmGB"
"BSU_16040","RplS","BSU_00990","RpmGB"
"BSU_01030","RplA","BSU_27940","RpmA"
"new_2477758_2477958_c","RpmGC","BSU_30700","RpmEB"
"BSU_01310","RplF","BSU_01280","RplE"
"BSU_01240","RpmC","BSU_16040","RplS"
"BSU_01030","RplA","new_2477758_2477958_c","RpmGC"
"BSU_01490","RplM","BSU_01210","RplV"
"BSU_37070","RpmE","BSU_01350","RplO"
"BSU_16040","RplS","new_2477758_2477958_c","RpmGC"
"BSU_01180","RplW","BSU_01050","RplL"
"BSU_01170","RplD","BSU_01050","RplL"
"BSU_27940","RpmA","BSU_01020","RplK"
"new_2477758_2477958_c","RpmGC","BSU_01190","RplB"
"new_2477758_2477958_c","RpmGC","BSU_01340","RpmD"
"BSU_00990","RpmGB","BSU_01050","RplL"
"BSU_01190","RplB","BSU_41060","RpmH"
"BSU_01090","RplGB","BSU_27940","RpmA"
"BSU_01260","RplN","BSU_01050","RplL"
"BSU_40500","RplI","BSU_01490","RplM"
"BSU_37070","RpmE","BSU_01090","RplGB"
"BSU_01490","RplM","BSU_01020","RplK"
"BSU_01320","RplR","BSU_01490","RplM"
"BSU_01440","RplQ","BSU_01240","RpmC"
"BSU_01320","RplR","BSU_01230","RplP"
"BSU_01180","RplW","BSU_28850","RplT"
"BSU_01340","RpmD","BSU_01320","RplR"
"BSU_01340","RpmD","BSU_01490","RplM"
"BSU_01490","RplM","BSU_00990","RpmGB"
"BSU_01240","RpmC","BSU_01210","RplV"
"BSU_01170","RplD","BSU_01030","RplA"
"BSU_15820","RpmB","BSU_24900","RpmGA"
"BSU_01340","RpmD","BSU_01020","RplK"
"BSU_28850","RplT","BSU_01020","RplK"
"BSU_37070","RpmE","BSU_30700","RpmEB"
"BSU_01240","RpmC","BSU_01280","RplE"
"BSU_01040","RplJ","BSU_28860","RpmI"
"BSU_24900","RpmGA","BSU_01210","RplV"
"BSU_01440","RplQ","BSU_28860","RpmI"
"BSU_01310","RplF","BSU_27940","RpmA"
"BSU_16040","RplS","BSU_01320","RplR"
"BSU_01260","RplN","BSU_01240","RpmC"
"BSU_37070","RpmE","BSU_01040","RplJ"
"BSU_37070","RpmE","BSU_01270","RplX"
"BSU_16040","RplS","BSU_01210","RplV"
"BSU_01310","RplF","BSU_01160","RplC"
"BSU_27940","RpmA","BSU_01210","RplV"
"BSU_40500","RplI","BSU_30700","RpmEB"
"BSU_01040","RplJ","BSU_01270","RplX"
"BSU_15080","RpmF","BSU_01020","RplK"
"BSU_01090","RplGB","BSU_01020","RplK"
"BSU_01030","RplA","BSU_01020","RplK"
"BSU_01340","RpmD","BSU_00990","RpmGB"
"BSU_28850","RplT","BSU_24900","RpmGA"
"new_2477758_2477958_c","RpmGC","BSU_28860","RpmI"
"BSU_00520","Ctc","BSU_15080","RpmF"
"BSU_16040","RplS","BSU_01270","RplX"
"BSU_01050","RplL","BSU_01210","RplV"
"BSU_01320","RplR","BSU_01210","RplV"
"BSU_01260","RplN","BSU_01400","RpmJ"
"new_2477758_2477958_c","RpmGC","BSU_15080","RpmF"
"BSU_40500","RplI","BSU_24900","RpmGA"
"BSU_01170","RplD","BSU_01270","RplX"
"BSU_01340","RpmD","BSU_24900","RpmGA"
"BSU_01260","RplN","BSU_41060","RpmH"
"BSU_01030","RplA","BSU_01180","RplW"
"BSU_01310","RplF","BSU_30700","RpmEB"
"BSU_40500","RplI","BSU_01190","RplB"
"BSU_37070","RpmE","BSU_01180","RplW"
"BSU_01260","RplN","BSU_24900","RpmGA"
"BSU_01090","RplGB","BSU_01180","RplW"
"BSU_01260","RplN","BSU_01270","RplX"
"BSU_01170","RplD","BSU_01040","RplJ"
"BSU_40500","RplI","BSU_00990","RpmGB"
"BSU_37070","RpmE","BSU_41060","RpmH"
"BSU_00520","Ctc","BSU_00990","RpmGB"
"BSU_01030","RplA","BSU_01350","RplO"
"BSU_01270","RplX","BSU_30700","RpmEB"
"BSU_27940","RpmA","BSU_01400","RpmJ"
"BSU_01240","RpmC","BSU_01160","RplC"
"BSU_27960","RplU","BSU_15080","RpmF"
"BSU_01320","RplR","BSU_30700","RpmEB"
"BSU_01310","RplF","BSU_01240","RpmC"
"BSU_01030","RplA","BSU_01320","RplR"
"BSU_40500","RplI","BSU_01160","RplC"
"BSU_01440","RplQ","BSU_30700","RpmEB"
"BSU_01190","RplB","BSU_01230","RplP"
"new_2477758_2477958_c","RpmGC","BSU_01210","RplV"
"BSU_01240","RpmC","BSU_01020","RplK"
"BSU_01090","RplGB","BSU_28850","RplT"
"BSU_01030","RplA","BSU_01340","RpmD"
"BSU_28860","RpmI","BSU_01400","RpmJ"
"BSU_16040","RplS","BSU_01020","RplK"
"BSU_27960","RplU","BSU_30700","RpmEB"
"BSU_01190","RplB","BSU_01490","RplM"
"BSU_01240","RpmC","BSU_01350","RplO"
"BSU_27960","RplU","BSU_01160","RplC"
"BSU_01090","RplGB","BSU_30700","RpmEB"
"BSU_16040","RplS","BSU_01340","RpmD"
"BSU_01180","RplW","BSU_00990","RpmGB"
"BSU_01490","RplM","BSU_01160","RplC"
"BSU_00520","Ctc","BSU_41060","RpmH"
"BSU_16040","RplS","BSU_28860","RpmI"
"BSU_01180","RplW","BSU_01320","RplR"
"BSU_01090","RplGB","BSU_40500","RplI"
"BSU_15820","RpmB","BSU_01280","RplE"
"BSU_27940","RpmA","BSU_00990","RpmGB"
"BSU_24900","RpmGA","BSU_30700","RpmEB"
"BSU_01030","RplA","BSU_01230","RplP"
"BSU_01030","RplA","BSU_28860","RpmI"
"BSU_15820","RpmB","BSU_00990","RpmGB"
"BSU_28860","RpmI","BSU_15820","RpmB"
"BSU_15080","RpmF","BSU_01350","RplO"
"BSU_00990","RpmGB","BSU_24900","RpmGA"
"BSU_28850","RplT","BSU_01350","RplO"
"BSU_16040","RplS","BSU_01490","RplM"
"BSU_01180","RplW","BSU_01400","RpmJ"
"BSU_01440","RplQ","BSU_01400","RpmJ"
"BSU_01310","RplF","BSU_01490","RplM"
"BSU_01440","RplQ","BSU_01270","RplX"
"BSU_00990","RpmGB","BSU_41060","RpmH"
"BSU_01260","RplN","BSU_30700","RpmEB"
"BSU_01090","RplGB","BSU_01350","RplO"
"BSU_41060","RpmH","BSU_01210","RplV"
"BSU_01310","RplF","BSU_15820","RpmB"
"BSU_16040","RplS","BSU_40500","RplI"
"BSU_27940","RpmA","BSU_01340","RpmD"
"BSU_01170","RplD","BSU_41060","RpmH"
"BSU_28850","RplT","BSU_01160","RplC"
"BSU_01090","RplGB","BSU_01040","RplJ"
"BSU_01260","RplN","BSU_01180","RplW"
"BSU_00520","Ctc","BSU_01240","RpmC"
"BSU_00520","Ctc","BSU_16040","RplS"
"BSU_15820","RpmB","BSU_01400","RpmJ"
"BSU_01240","RpmC","BSU_24900","RpmGA"
"BSU_01190","RplB","BSU_01350","RplO"
"BSU_01440","RplQ","BSU_00990","RpmGB"
"BSU_01440","RplQ","BSU_40500","RplI"
"BSU_28860","RpmI","BSU_01340","RpmD"
"BSU_01260","RplN","BSU_01190","RplB"
"new_2477758_2477958_c","RpmGC","BSU_01400","RpmJ"
"BSU_01440","RplQ","BSU_01310","RplF"
"BSU_01260","RplN","BSU_01280","RplE"
"BSU_01310","RplF","BSU_01190","RplB"
"BSU_01050","RplL","BSU_01160","RplC"
"BSU_01050","RplL","BSU_01020","RplK"
"BSU_01180","RplW","BSU_24900","RpmGA"
"BSU_01350","RplO","BSU_24900","RpmGA"
"BSU_15080","RpmF","BSU_01160","RplC"
"BSU_01310","RplF","BSU_41060","RpmH"
"BSU_01030","RplA","BSU_40500","RplI"
"BSU_01090","RplGB","BSU_01050","RplL"
"BSU_01310","RplF","BSU_01260","RplN"
"BSU_01340","RpmD","BSU_01230","RplP"
"BSU_28860","RpmI","BSU_01020","RplK"
"BSU_00520","Ctc","BSU_01400","RpmJ"
"new_2477758_2477958_c","RpmGC","BSU_40500","RplI"
"BSU_00520","Ctc","BSU_01270","RplX"
"BSU_27940","RpmA","BSU_16040","RplS"
"BSU_01190","RplB","BSU_24900","RpmGA"
"BSU_27960","RplU","BSU_00520","Ctc"
"BSU_15820","RpmB","BSU_01230","RplP"
"BSU_00520","Ctc","BSU_30700","RpmEB"
"BSU_24900","RpmGA","BSU_41060","RpmH"
"BSU_01030","RplA","BSU_01190","RplB"
"BSU_01190","RplB","BSU_01210","RplV"
"BSU_01170","RplD","new_2477758_2477958_c","RpmGC"
"BSU_00520","Ctc","BSU_15820","RpmB"
"BSU_01260","RplN","BSU_01160","RplC"
"BSU_28530","EtfB","BSU_28520","EtfA"
"BSU_40900","SsbA","BSU_27620","RecJ"
"BSU_15290","FtsZ","BSU_29630","RefZ"
"BSU_24670","ComGG","BSU_24720","ComGB"
"BSU_24220","Spo0A","BSU_14490","KinC"
"BSU_11430","OppA","BSU_31010","FloT"
"BSU_05980","TatAY","BSU_17710","TatAC"
"BSU_37030","RacA","BSU_00880","DisA"
"BSU_34360","EpsB","BSU_34370","EpsA"
"BSU_13310","TnrA","BSU_36520","NrgB"
"BSU_36310","SsbB","BSU_16940","RecA"
"BSU_34760","GlmR","BSU_15760","PrpC"
"BSU_28020","MreC","BSU_22180","GpsB"
"BSU_15890","PlsX","BSU_18070","PlsY"
"BSU_06839","PhrH","BSU_06830","RapH"
"BSU_19360","OdhB","BSU_29130","Icd"
"BSU_11770","CotW","BSU_11780","CotV"
"BSU_24710","ComGC","BSU_24720","ComGB"
"BSU_14150","YkuN","BSU_30190","BioI"
"BSU_16350","FliP","BSU_16340","FliO"
"BSU_12240","YjkA","BSU_12250","YjkB"
"BSU_24630","SipW","BSU_24620","TasA"
"BSU_37450","YwhK","BSU_06610","PcrA"
"BSU_24360","SpoIIIAH","BSU_28380","GerM"
"BSU_05750","Fra","BSU_32690","SufS"
"BSU_33940","GapA","BSU_14629","Sr1"
