"protein_1_locus","protein_1_name","protein_2_locus","protein_2_name"
"BSU_25650","YqeI","BSU_16490","RpsB"
"BSU_13950","McpC","BSU_31260","McpB"
"BSU_29660","RpsD","BSU_01110","RpsG"
"BSU_28020","MreC","BSU_22380","TseB"
"BSU_03480","SrfAA","BSU_15920","AcpA"
"BSU_00630","YabR","BSU_28580","RqcU"
"BSU_01200","RpsS","BSU_27600","Rel"
"BSU_01240","RpmC","BSU_40890","RpsR"
"BSU_25260","GlyS","BSU_24070","Buk"
"BSU_01330","RpsE","BSU_31390","YugI"
"BSU_22740","HepT","BSU_15920","AcpA"
"BSU_29820","YtpR","BSU_06690","GatB"
"BSU_12290","Ndh","BSU_09300","GlpD"
"BSU_33660","RghR","BSU_14610","PdhD"
"BSU_01110","RpsG","BSU_16650","RbfA"
"BSU_16530","UppS","BSU_27410","AlaS"
"BSU_08650","FabL","BSU_04060","YcsG"
"BSU_29770","YtxH","BSU_36410","Mbl"
"BSU_01250","RpsQ","BSU_01300","RpsH"
"BSU_40190","Fbp","BSU_09300","GlpD"
"BSU_06620","LigA","BSU_01070","RpoB"
"BSU_09300","GlpD","BSU_07800","TreP"
"BSU_00460","IspE","BSU_01300","RpsH"
"BSU_16040","RplS","BSU_37120","FbaA"
"BSU_33900","Eno","BSU_15080","RpmF"
"BSU_25410","RpsU","BSU_28230","Tig"
"BSU_33900","Eno","BSU_39230","WapA"
"BSU_40890","RpsR","BSU_25290","Era"
"BSU_16100","SucD","BSU_06690","GatB"
"BSU_11840","YjcF","BSU_01180","RplW"
"BSU_23860","GndA","BSU_22730","Ndk"
"BSU_14580","PdhA","BSU_01500","RpsI"
"BSU_15080","RpmF","BSU_27380","YrzB"
"BSU_25550","RpsT","BSU_01300","RpsH"
"BSU_33900","Eno","BSU_01160","RplC"
"BSU_01200","RpsS","BSU_31390","YugI"
"BSU_33690","YvaQ","BSU_31260","McpB"
"BSU_27940","RpmA","BSU_27920","Obg"
"BSU_15920","AcpA","BSU_22790","Hbs"
"BSU_15080","RpmF","BSU_01300","RpsH"
"BSU_16960","Rny","BSU_16490","RpsB"
"BSU_10330","YhfQ","BSU_26170","YqbB"
"BSU_38850","YxkC","BSU_00100","DacA"
"BSU_33920","Tpi","BSU_01260","RplN"
"BSU_14430","YkpA","BSU_01280","RplE"
"BSU_01260","RplN","BSU_14770","YlaG"
"BSU_37660","Pta","BSU_29120","Mdh"
"BSU_37120","FbaA","BSU_18000","CitB"
"BSU_09000","YhbJ","BSU_09950","PrsA"
"BSU_31390","YugI","BSU_33930","Pgk"
"BSU_01180","RplW","BSU_35650","TagU"
"BSU_01200","RpsS","BSU_01020","RplK"
"BSU_11430","OppA","BSU_38170","QoxA"
"BSU_00310","HolB","BSU_00860","ClpC"
"BSU_32730","MetQ","BSU_23560","MleN"
"BSU_01290","RpsN","BSU_27380","YrzB"
"BSU_03480","SrfAA","BSU_16490","RpsB"
"BSU_05840","GmuD","BSU_30700","RpmEB"
"BSU_01500","RpsI","BSU_01020","RplK"
"BSU_01150","RpsJ","BSU_01300","RpsH"
"BSU_15740","YloM","BSU_25620","YqeL"
"BSU_19310","DhaS","BSU_03910","GabD"
"BSU_19300","YozC","BSU_27410","AlaS"
"BSU_34040","LutB","BSU_34030","LutC"
"BSU_19470","YojF","BSU_19460","BshB2"
"BSU_00090","GuaB","BSU_00090","GuaB"
"BSU_15770","PrkC","BSU_08970","PrkA"
"BSU_06300","CotA","BSU_10600","YhjQ"
"BSU_31890","EssB","BSU_31890","EssB"
"BSU_31890","EssB","BSU_31910","YukE"
"BSU_31890","EssB","BSU_39300","YxiD"
"BSU_31910","YukE","BSU_39300","YxiD"
"BSU_39300","YxiD","BSU_39300","YxiD"
"BSU_31860","YueB","BSU_31860","YueB"
"BSU_31875","YukB","BSU_31875","YukB"
"BSU_31860","YueB","BSU_31890","EssB"
"BSU_31900","YukD","BSU_31890","EssB"
"BSU_31890","EssB","BSU_31875","YukB"
"BSU_31890","EssB","BSU_31850","YueC"
"BSU_31900","YukD","BSU_31850","YueC"
"BSU_31860","YueB","BSU_31875","YukB"
"BSU_12420","YjoB","BSU_12420","YjoB"
"BSU_29020","GapB","BSU_12420","YjoB"
"BSU_08820","KatA","BSU_12420","YjoB"
"BSU_32160","SufA","BSU_12420","YjoB"
"BSU_28500","TrxA","BSU_12420","YjoB"
"BSU_12410","BstD","BSU_12420","YjoB"
"BSU_12420","YjoB","BSU_21860","BrxA"
"BSU_32220","Nfu","BSU_12420","YjoB"
"BSU_16560","RasP","BSU_13460","RsgI"
"BSU_40970","ParA","BSU_40970","ParA"
"BSU_37410","AlbE","BSU_37420","AlbF"
"BSU_38260","EfeB","BSU_38260","EfeB"
"BSU_23520","Fur","BSU_23520","Fur"
"BSU_14840","FurA","BSU_14840","FurA"
"BSU_26700","AzlD","BSU_26710","AzlC"
"BSU_25590","ComEA","BSU_25590","ComEA"
"BSU_19190","DesK","BSU_19190","DesK"
"BSU_19200","DesR","BSU_19200","DesR"
"BSU_37080","Rho","BSU_01070","RpoB"
"BSU_37080","Rho","BSU_01080","RpoC"
"BSU_37080","Rho","BSU_15690","YloH"
"BSU_24220","Spo0A","BSU_26310","YqaH"
"BSU_25450","YqeT","BSU_01020","RplK"
"BSU_15770","PrkC","BSU_16910","RodZ"
"BSU_24250","AhrC","BSU_24250","AhrC"
"BSU_04340","YdaP","BSU_04340","YdaP"
"BSU_29230","DnaE","BSU_29180","Pyk"
"BSU_07140","YetF","BSU_07140","YetF"
"BSU_29780","FacZ","BSU_22180","GpsB"
"BSU_35460","ComFB","BSU_35460","ComFB"
"BSU_01110","RpsG","BSU_28580","RqcU"
"BSU_01420","RpsK","BSU_28580","RqcU"
"BSU_01150","RpsJ","BSU_28580","RqcU"
"BSU_16960","Rny","BSU_00320","RicT"
"BSU_40350","RocR","BSU_40350","RocR"
"BSU_11550","SpxH","BSU_11550","SpxH"
"BSU_12580","XtmB","BSU_12570","XtmA"
"BSU_24220","Spo0A","BSU_24220","Spo0A"
"BSU_31680","ComA","BSU_31680","ComA"
"BSU_10750","YisK","BSU_10750","YisK"
"BSU_29200","AccA","BSU_29200","AccA"
"BSU_29210","AccD","BSU_29210","AccD"
"BSU_24340","AccC","BSU_24340","AccC"
"BSU_24350","AccB","BSU_24350","AccB"
"BSU_16300","FliL","BSU_16210","FliF"
"BSU_25170","YqfO","BSU_25170","YqfO"
"BSU_10220","GltT","BSU_10220","GltT"
"BSU_31930","Ald","BSU_31930","Ald"
"BSU_23440","SpoVAA","BSU_23440","SpoVAA"
"BSU_23440","SpoVAA","BSU_23430","SpoVAB"
