tf_id	target_id	tf_name	target_name	activate/repress	pubmed	source	tf_uniprot_id	target_uniprot_id
AT2G37260	AT1G79840	TTG2	GL2	A	17766401	atrm	Q9ZUU0	P46607
AT2G37260	AT2G37260	TTG2	TTG2	A	17766401	atrm	Q9ZUU0	Q9ZUU0
AT2G37630	AT1G23380	AS1	KNAT6	R	14508003;17601823;15749758	atrm	O80931	Q84JS6
AT2G37630	AT1G32240	AS1	KAN2	R	17559509	atrm	O80931	Q9C616
AT2G37630	AT1G70510	AS1	KNAT2	R	18203921;11934861;12401187;19088331;11283332;11917137;15833920;19891706;14871310;17259263;14508003;12586863;17601823;16166385	atrm	O80931	P46640
AT2G37630	AT2G26580	AS1	YAB5	R	17559509	atrm	O80931	Q8GW46
AT2G37630	AT2G33860	AS1	ETT	R	17559509	atrm	O80931	O23661
AT2G37630	AT2G34710	AS1	PHB	A	16006579;15208415;17028202	atrm	O80931	O04291
AT2G37630	AT2G45190	AS1	AFO	R	16682355	atrm	O80931	O22152
AT2G37630	AT3G15170	AS1	CUC1	R	18156293	atrm	O80931	Q9FRV4
AT2G37630	AT4G08150	AS1	KNAT1	R	18203921;11934861;19088331;16971475;11917137;17873098;15833920;17592013;16166385	atrm	O80931	P46639
AT2G37630	AT5G03680	AS1	PTL	R	18156293	atrm	O80931	Q9LZS0
AT2G37630	AT5G53950	AS1	CUC2	R	18156293	atrm	O80931	O04017
AT2G37630	AT5G63090	AS1	LOB	A	17601823	atrm	O80931	Q9FML4
AT2G38470	AT1G06160	WRKY33	ORA59	R	17616737	atrm	Q8S8P5	Q9LND1
AT2G38470	AT2G14610	WRKY33	PR1	R	18776063;18316638	atrm	Q8S8P5	P33154
AT2G38470	AT3G12500	WRKY33	ATHCHIB	A	17059405	atrm	Q8S8P5	P19171
AT2G38470	AT3G15210	WRKY33	ERF4	R	17616737	atrm	Q8S8P5	O80340
AT2G38470	AT3G23240	WRKY33	ERF1	A	17616737	atrm	Q8S8P5	Q8LDC8
AT2G38470	AT3G26830	WRKY33	PAD3	A	18650934	atrm	Q8S8P5	Q9LW27
AT2G38470	AT3G52430	WRKY33	PAD4	R	17059405	atrm	Q8S8P5	Q9S745
AT2G38470	AT5G07100	WRKY33	WRKY26	A	17616737	atrm	Q8S8P5	Q9C5T3
AT2G38470	AT5G60890	WRKY33	MYB34	R	17616737	atrm	Q8S8P5	O64399
AT2G40220	AT1G69180	ABI4	CRC	A	11115891	atrm	A0MES8	Q8L925
AT2G40220	AT2G19450	ABI4	TAG1	A	21515696	atrm	A0MES8	Q9SLD2
AT2G40220	AT2G36270	ABI4	ABI5	A	10760247;19392689;11115891;18441225	atrm	A0MES8	Q9SJN0
AT2G40220	AT2G40220	ABI4	ABI4	A	10760247;19392689;11115891;18441225	atrm	A0MES8	A0MES8
AT2G40220	AT3G24650	ABI4	ABI3	A	11115891	atrm	A0MES8	Q01593
AT2G40220	AT4G27160	ABI4	AT2S3	A	11115891	atrm	A0MES8	P15459
AT2G40220	AT5G03650	ABI4	SBE2.2	A	19392689	atrm	A0MES8	Q9LZS3
AT2G40220	AT5G65165	ABI4	SDH2-3	A	19261733	atrm	A0MES8	Q9FJP9
AT2G40950	AT2G46680	BZIP17	ATHB-7	A	17662035	atrm	O22208	P46897
AT2G42200	AT2G30432	SPL9	TCL1	A	20622149	atrm	Q700W2	D3GKW6
AT2G42200	AT5G53200	SPL9	TRY	A	20622149	atrm	Q700W2	Q8GV05
AT2G42830	AT4G00120	SHP2	IND	A	19478073;20409275	atrm	P29385	O81313
AT2G42830	AT5G67110	SHP2	ALC	A	20409275	atrm	P29385	Q9FHA2
AT2G43010	AT1G29910	PIF4	CAB3	A	16500988	atrm	Q8W2F3	Q8VZ87
AT2G43010	AT4G14130	PIF4	XTR7	A	15705950	atrm	Q8W2F3	Q38911
AT2G43010	AT5G13930	PIF4	TT4	A	15705950;16500988	atrm	Q8W2F3	P13114
AT2G43010	AT5G59320	PIF4	LTP3	A	18216857	atrm	Q8W2F3	Q9LLR7
AT2G45190	AT1G69120	AFO	AP1	A	10323860;9878633	atrm	O22152	P35631
AT2G45190	AT2G34710	AFO	PHB	A	18184731	atrm	O22152	O04291
AT2G45190	AT2G42830	AFO	SHP2	A	17023565	atrm	O22152	P29385
AT2G45190	AT4G18960	AFO	AG	R	16714408	atrm	O22152	P17839
AT2G45190	AT5G60910	AFO	AGL8	A	17023565;16192305;19052256	atrm	O22152	Q38876
AT2G45660	AT1G24260	AGL20	SEP3	R	19460347	atrm	O64645	O22456
AT2G45660	AT5G61850	AGL20	LFY	A	18466303;15695467;19482969;19482972	atrm	O64645	Q00958
AT2G46270	AT4G10040	GBF3	CYTC-2	A	19098132	atrm	P42776	Q9T0G2
AT2G46410	AT1G63650	CPC	EGL3	A	19014692	atrm	O22059	Q9CAD0
AT2G46410	AT1G79840	CPC	GL2	R	12403712;12756173;12356720;18266916;17644729;16207757;17027738;15542499	atrm	O22059	P46607
AT2G46410	AT2G37260	CPC	TTG2	R	17766401	atrm	O22059	Q9ZUU0
AT2G46410	AT2G46410	CPC	CPC	R	15342905;16176989;19395683;11910008;12468740;16908503	atrm	O22059	O22059
AT2G46410	AT5G14750	CPC	WER	R	15342905;16176989;19395683;11910008;12468740;16908503	atrm	O22059	Q9SEI0
AT2G46410	AT5G40330	CPC	MYB23	R	19395683	atrm	O22059	Q96276
AT2G46410	AT5G41315	CPC	GL3	A	19014692;19395683	atrm	O22059	Q9FN69
AT2G46410	AT5G53200	CPC	TRY	R	12356720;15967776	atrm	O22059	Q8GV05
AT2G46680	AT2G33380	ATHB-7	RD20	A	19552804	atrm	P46897	O22788
AT2G46770	AT1G16490	EMB2301	MYB58	A	19122102	atrm	Q84WP6	Q9SA47
AT2G46770	AT1G28470	EMB2301	ANAC010	A	18952777	atrm	Q84WP6	F4HY61
AT2G46770	AT1G62990	EMB2301	KNAT7	A	18952777	atrm	Q84WP6	Q9FPQ8
AT2G46770	AT1G79180	EMB2301	MYB63	A	19122102	atrm	Q84WP6	Q6R0A6
AT2G46770	AT5G12870	EMB2301	MYB46	A	18952777;17890373	atrm	Q84WP6	Q9LXV2
AT2G46770	AT5G56110	EMB2301	AT5G56110	A	18952777	atrm	Q84WP6	Q9XHV0
AT2G46830	AT1G01060	CCA1	LHY	R	17496120;19218364;12096093;19675111;16729049;10097183;10469647	atrm	P92973	Q6R0H1
AT2G46830	AT1G04400	CCA1	CRY2	A	15748298	atrm	P92973	Q96524
AT2G46830	AT1G22770	CCA1	GI	R	16006578;19011118;21205033;12015970;17504813;15014450;21474993;19029881;18480377;21483796;21236675;10469647	atrm	P92973	Q9SQI2
AT2G46830	AT1G29930	CCA1	CAB1	A	17229141;10482655	atrm	P92973	P04778
AT2G46830	AT1G32900	CCA1	GBSS1	A	16055686;12777053	atrm	P92973	Q9MAQ0
AT2G46830	AT1G65480	CCA1	FT	A	19011118;15014450	atrm	P92973	Q9SXZ2
AT2G46830	AT2G21660	CCA1	ATGRP7	R	12574129;17617174;12096093;14555691	atrm	P92973	Q03250
AT2G46830	AT2G40080	CCA1	ELF4	R	21499259	atrm	P92973	O04211
AT2G46830	AT2G43010	CCA1	PIF4	A	19805390	atrm	P92973	Q8W2F3
AT2G46830	AT2G46790	CCA1	APRR9	A	15649364;17683937;17483414;19377451;20233950	atrm	P92973	Q8L500
AT2G46830	AT3G17820	CCA1	GLN1.3	A	18344319	atrm	P92973	Q9LVI8
AT2G46830	AT3G46640	CCA1	PCL1	R	18375597;21447790;16006522	atrm	P92973	Q9SNB4
AT2G46830	AT3G47340	CCA1	ASN1	R	18344319	atrm	P92973	P49078
AT2G46830	AT3G59060	CCA1	PIL6	A	19805390	atrm	P92973	Q84LH8
AT2G46830	AT5G02810	CCA1	APRR7	A	15649364;17877705;17683937;17483414;19377451;20233950	atrm	P92973	Q93WK5
AT2G46830	AT5G15840	CCA1	CO	R	16006578;19011118;12015970;17504813;15014450;19029881;18480377;10469647	atrm	P92973	Q39057
AT2G46830	AT5G18170	CCA1	GDH1	R	18344319	atrm	P92973	Q43314
AT2G46830	AT5G49450	CCA1	bZIP1	R	18344319	atrm	P92973	Q9FGX2
AT2G46830	AT5G52310	CCA1	LTI78	R	17227550	atrm	P92973	Q06738
AT2G46830	AT5G57360	CCA1	ZTL	R	18344319	atrm	P92973	Q94BT6
AT2G46830	AT5G61380	CCA1	TOC1	R	18344319;14741378;16595397;19286557;17616736;21205033;12015970;12096092;19029881;21474993;11486091;21483796;20233950;21236675;18614706	atrm	P92973	Q9LKL2
AT2G46870	AT3G58780	NGA1	SHP1	A	19435933	atrm	O82799	P29381
AT2G46970	AT1G02340	PIL1	HFR1	A	16322556	atrm	Q8L5W8	Q9FE22
AT2G46970	AT2G46790	PIL1	APRR9	A	16891401	atrm	Q8L5W8	Q8L500
AT2G47460	AT3G51240	MYB12	TT6	A	19933203;18643978	atrm	O22264	Q9S818
AT2G47460	AT4G15480	MYB12	UGT84A1	A	19933203	atrm	O22264	Q5XF20
AT2G47460	AT5G08640	MYB12	FLS1	A	18643978;15923334	atrm	O22264	Q96330
AT2G47460	AT5G13930	MYB12	TT4	A	17012405;18643978;17337630	atrm	O22264	P13114
AT3G01140	AT1G01510	MYB106	AN	R	19648171	atrm	Q9LE63	O23702
AT3G01470	AT1G07900	ATHB-1	LBD1	R	20675575	atrm	Q02283	Q9LQR0
AT3G01470	AT2G19590	ATHB-1	ATACO1	A	19880793;19891701	atrm	Q02283	Q9ZUN4
AT3G02990	AT2G26150	HSFA1E	HSFA2	A	21471117	atrm	Q9SCW5	O80982
AT3G03450	AT2G04240	RGL2	XERICO	A	18941053	atrm	Q8GXW1	Q9SI09
AT3G03450	AT2G27300	RGL2	NTL8	A	18363782	atrm	Q8GXW1	Q9XIN7
AT3G03450	AT2G36270	RGL2	ABI5	A	18941053	atrm	Q8GXW1	Q9SJN0
AT3G03450	AT2G41940	RGL2	ZFP8	R	17704233	atrm	Q8GXW1	P93751
AT3G03450	AT3G24650	RGL2	ABI3	A	16916886	atrm	Q8GXW1	Q01593
AT3G04670	AT2G14610	WRKY39	PR1	A	20396965	atrm	Q9SR07	P33154
AT3G04670	AT3G24500	WRKY39	MBF1C	A	20396965	atrm	Q9SR07	Q9LV58
AT3G07650	AT1G65480	COL9	FT	R	16115071	atrm	Q9SSE5	Q9SXZ2
AT3G07650	AT5G15840	COL9	CO	R	16115071	atrm	Q9SSE5	Q39057
AT3G10800	AT5G42020	BZIP28	BIP2	A	18156219;19017746	atrm	Q9SG86	Q39043
AT3G11440	AT2G16910	MYB65	AMS	A	17666023	atrm	Q9FR97	Q9ZVX2
AT3G12250	AT2G14610	TGA6	PR1	A	17369431;17172357	atrm	Q39140	P33154
AT3G12250	AT5G44420	TGA6	PDF1.2	R	17397508	atrm	Q39140	Q9FI23
AT3G13540	AT1G79840	MYB5	GL2	A	19136646;19401413	atrm	Q38850	P46607
AT3G13540	AT2G23550	MYB5	MES6	A	19136646;19401413	atrm	Q38850	F4IMK2
AT3G13540	AT2G23580	MYB5	ABE4	A	19136646;19401413	atrm	Q38850	O80474
AT3G13540	AT2G37260	MYB5	TTG2	A	17766401;18992236	atrm	Q38850	Q9ZUU0
AT3G13890	AT2G38080	MYB26	IRX12	A	19327132	atrm	Q9SPG3	O80434
AT3G13890	AT2G46770	MYB26	EMB2301	A	17329564;17890373	atrm	Q9SPG3	Q84WP6
AT3G13890	AT3G61910	MYB26	ANAC066	A	17329564;17890373	atrm	Q9SPG3	Q9M274
AT3G13890	AT4G18780	MYB26	IRX1	A	19327132	atrm	Q9SPG3	Q8LPK5
AT3G13890	AT5G17420	MYB26	IRX3	A	19327132	atrm	Q9SPG3	Q9SWW6
AT3G13890	AT5G54690	MYB26	IRX8	A	19327132	atrm	Q9SPG3	Q9FH36
AT3G15170	AT1G23380	CUC1	KNAT6	A	16798887	atrm	Q9FRV4	Q84JS6
AT3G15170	AT1G55580	CUC1	LAS	A	17122068;18346190	atrm	Q9FRV4	Q9ZWC5
AT3G15170	AT1G62360	CUC1	BUM1	A	12610213;20409270;14617069;15882589;10079219;16139212;12011335	atrm	Q9FRV4	Q38874
AT3G15170	AT1G76420	CUC1	CUC3	A	12837947	atrm	Q9FRV4	Q9S851
AT3G15170	AT2G31160	CUC1	LSH3	A	21435050	atrm	Q9FRV4	O82268
AT3G15170	AT3G23290	CUC1	LSH4	A	21435050	atrm	Q9FRV4	Q9LW68
AT3G15210	AT3G12500	ERF4	ATHCHIB	R	16021341	atrm	O80340	P19171
AT3G15210	AT5G44420	ERF4	PDF1.2	R	18467450;20097792;16183832	atrm	O80340	Q9FI23
AT3G15210	AT5G52300	ERF4	LTI65	R	16021341	atrm	O80340	Q04980
AT3G15210	AT5G57050	ERF4	ABI2	R	16021341	atrm	O80340	O04719
AT3G15210	AT5G66400	ERF4	AT5G66400	R	16021341	atrm	O80340	P30185
AT3G15500	AT3G45140	ANAC055	LOX2	A	18427573	atrm	Q9LDY8	P38418
AT3G15500	AT5G24780	ANAC055	VSP1	A	18427573	atrm	Q9LDY8	O49195
AT3G15500	AT5G51070	ANAC055	ERD1	A	19126699	atrm	Q9LDY8	P42762
AT3G15510	AT1G11840	AT3G15510	ATGLX1	A	16359384	atrm	Q9LD44	O65398
AT3G15510	AT4G33150	AT3G15510	LKR	R	16359384	atrm	Q9LD44	Q9SMZ4
AT3G16770	AT2G47730	RAP2.3	GSTF8	A	17204538;15980186	atrm	P42736	Q96266
AT3G16770	AT3G23240	RAP2.3	ERF1	A	17204538	atrm	P42736	Q8LDC8
AT3G16770	AT4G36920	RAP2.3	AP2	A	17204538	atrm	P42736	P47927
AT3G16770	AT5G44420	RAP2.3	PDF1.2	A	15980186	atrm	P42736	Q9FI23
AT3G16857	AT5G62920	ARR1	ARR6	A	145101414;12045269;11842139;12417700;15258171;11691951	atrm	Q940D0	Q9ZWS6
AT3G17609	AT1G12110	HYH	NRT1.1	R	19540016	atrm	Q8W191	Q05085
AT3G17609	AT1G12370	HYH	AT1G12370	A	20487384	atrm	Q8W191	Q9SB00
AT3G17609	AT1G37130	HYH	NIA2	A	19540016;19933203	atrm	Q8W191	P11035
AT3G17609	AT3G22840	HYH	ELIP1	A	18055587	atrm	Q8W191	P93735
AT3G17609	AT3G47430	HYH	PEX11B	A	19704562;18203870	atrm	Q8W191	Q9STY0
AT3G17609	AT5G13930	HYH	TT4	A	18055587	atrm	Q8W191	P13114
AT3G18990	AT1G65480	VRN1	FT	A	19175767;12676326	atrm	Q8L3W1	Q9SXZ2
AT3G18990	AT2G03220	VRN1	FT1	A	18359843;19304997	atrm	Q8L3W1	Q9SWH5
AT3G18990	AT4G16845	VRN1	VRN2	R	19175767;16055679;19304997;16500994	atrm	Q8L3W1	Q8W5B1
AT3G18990	AT5G10140	VRN1	FLC	R	16236152;16507079;19255487;20409274;17980595;10716723	atrm	Q8L3W1	Q9S7Q7
AT3G19290	AT5G52300	ABF4	LTI65	A	11005831;12084834	atrm	Q9M7Q2	Q04980
AT3G20310	AT5G44420	ERF7	PDF1.2	R	20097792	atrm	Q9LDE4	Q9FI23
AT3G20770	AT1G62380	EIN3	ATACO2	A	17011517	atrm	O24606	Q41931
AT3G20770	AT1G74710	EIN3	EDS16	R	20097792;19717619	atrm	O24606	Q9S7H8
AT3G20770	AT2G19590	EIN3	ATACO1	A	17011517	atrm	O24606	Q9ZUN4
AT3G20770	AT2G25490	EIN3	EBF1	A	18466304;17085683	atrm	O24606	Q9SKK0
AT3G20770	AT3G12500	EIN3	ATHCHIB	A	17965144	atrm	O24606	P19171
AT3G20770	AT3G23240	EIN3	ERF1	A	16682641;12606727;15208412;11359609;18466304;9843677;9851977;18212030;12045274;12509529;10648789	atrm	O24606	Q8LDC8
AT3G20770	AT4G27440	EIN3	PORB	A	19948955	atrm	O24606	P21218
AT3G20770	AT5G25350	EIN3	EBF2	A	18466304	atrm	O24606	Q708Y0
AT3G20770	AT5G44420	EIN3	PDF1.2	A	17965144	atrm	O24606	Q9FI23
AT3G20770	AT5G47220	EIN3	ERF2	A	16183832	atrm	O24606	O80338
AT3G20770	AT5G47230	EIN3	ERF5	A	18273012	atrm	O24606	O80341
AT3G20770	AT5G54190	EIN3	PORA	A	19948955	atrm	O24606	Q42536
AT3G22170	AT2G37678	FHY3	FHY1	A	12753585;18715961;11711433;19208901;21097709;18033885	atrm	Q9LIE5	Q8S4Q6
AT3G22170	AT2G40080	FHY3	ELF4	A	21499259	atrm	Q9LIE5	O04211
AT3G22170	AT5G02200	FHY3	FHL	A	16045472;18715961;19208901;21097709;18033885	atrm	Q9LIE5	A8MR65
AT3G23130	AT1G23420	SUP	INO	R	15131247;10601041;12183380;14731261;15299139	atrm	Q38895	Q9LDT3
AT3G23130	AT2G17950	SUP	WUS	R	18441215	atrm	Q38895	Q9SB92
AT3G23130	AT3G54340	SUP	AP3	R	16412084;1352237;20097792;11935018;11006335;10929133	atrm	Q38895	P35632
AT3G23130	AT5G20240	SUP	PI	R	7958839;20097792;11006335	atrm	Q38895	P48007
AT3G23250	AT4G25470	MYB15	CBF2	R	19270185;19270186	atrm	Q9LTC4	Q9SYS6
AT3G23250	AT4G25480	MYB15	CBF3	R	17416732;19270185;19270186;19704769;17015446	atrm	Q9LTC4	Q9M0L0
AT3G23250	AT4G25490	MYB15	CBF1	R	19270185;19270186	atrm	Q9LTC4	P93835
AT3G24650	AT1G03790	ABI3	SOM	A	21467583	atrm	Q01593	Q9ZWA1
AT3G24650	AT1G45249	ABI3	ABF2	R	12857845	atrm	Q01593	Q9M7Q4
AT3G24650	AT1G69180	ABI3	CRC	A	11737778;15695463	atrm	Q01593	Q8L925
AT3G24650	AT2G36270	ABI3	ABI5	A	19622176;12857845;12410810;18441225	atrm	Q01593	Q9SJN0
AT3G24650	AT2G40170	ABI3	GEA6	A	14676287;12000684;10937696;17461784	atrm	Q01593	Q02973
AT3G24650	AT3G03450	ABI3	RGL2	A	16916886	atrm	Q01593	Q8GXW1
AT3G24650	AT3G06120	ABI3	MUTE	A	10652132	atrm	Q01593	Q9M8K6
AT3G24650	AT3G11410	ABI3	PP2CA	A	16339800	atrm	Q01593	P49598
AT3G24650	AT3G19290	ABI3	ABF4	R	12857845	atrm	Q01593	Q9M7Q2
AT3G24650	AT3G22370	ABI3	AOX1A	A	19482916	atrm	Q01593	Q39219
AT3G24650	AT3G24650	ABI3	ABI3	A	16731585	atrm	Q01593	Q01593
AT3G24650	AT3G26790	ABI3	FUS3	A	16731585	atrm	Q01593	Q9LW31
AT3G24650	AT3G51810	ABI3	EM1	A	8631935;14676287;12000684;19622176;11457920;10948227	atrm	Q01593	Q07187
AT3G24650	AT4G16160	ABI3	OEP16-2	A	16709189	atrm	Q01593	Q0WMZ5
AT3G24650	AT4G27140	ABI3	T24A18.90	A	10527428	atrm	Q01593	P15457
AT3G24650	AT4G27160	ABI3	AT2S3	A	14597573;18476867	atrm	Q01593	P15459
AT3G24650	AT4G34000	ABI3	ABF3	R	12857845	atrm	Q01593	Q9M7Q3
AT3G24650	AT5G03840	ABI3	TFL1	A	17693531	atrm	Q01593	P93003
AT3G24650	AT5G52310	ABI3	LTI78	A	11169177	atrm	Q01593	Q06738
AT3G24650	AT5G54070	ABI3	HSFA9	A	18315542;17220197;19541597	atrm	Q01593	Q9LVW2
AT3G24650	AT5G56270	ABI3	WRKY2	A	19622176	atrm	Q01593	Q9FG77
AT3G24650	AT5G65165	ABI3	SDH2-3	A	19261733	atrm	Q01593	Q9FJP9
AT3G24650	AT5G66400	ABI3	AT5G66400	A	11169177	atrm	Q01593	P30185
AT3G24650	AT5G67030	ABI3	ABA1	A	17693531	atrm	Q01593	Q9FGC7
AT3G25710	AT5G42800	BHLH32	DFR	R	17376028	atrm	Q9LS08	P51102
AT3G26744	AT2G42540	ICE1	COR15A	A	12672693	atrm	Q9LSE2	Q42512
AT3G26744	AT3G23250	ICE1	MYB15	R	17416732;19211694;19704769;17015446	atrm	Q9LSE2	Q9LTC4
AT3G26744	AT3G61190	ICE1	BAP1	A	21098676	atrm	Q9LSE2	Q941L2
AT3G26744	AT4G25470	ICE1	CBF2	A	12672693	atrm	Q9LSE2	Q9SYS6
AT3G26744	AT4G25480	ICE1	CBF3	A	21486303;17416732;16702557;14673035;12672693;16214899;17015446	atrm	Q9LSE2	Q9M0L0
AT3G26744	AT4G25490	ICE1	CBF1	A	16896234;12672693	atrm	Q9LSE2	P93835
AT3G26744	AT5G52310	ICE1	LTI78	A	12672693	atrm	Q9LSE2	Q06738
AT3G26744	AT5G53210	ICE1	SPCH	A	18641265	atrm	Q9LSE2	Q700C7
AT3G26790	AT1G06180	FUS3	MYB13	R	9681014	atrm	Q9LW31	Q9LNC9
AT3G26790	AT1G15550	FUS3	GA3OX1	R	15363412	atrm	Q9LW31	Q39103
AT3G26790	AT1G62290	FUS3	AT1G62290	A	15695450	atrm	Q9LW31	Q8VYL3
AT3G26790	AT1G69180	FUS3	CRC	A	18508955;15695463	atrm	Q9LW31	Q8L925
AT3G26790	AT1G80340	FUS3	GA3OX2	R	15516508;18422904	atrm	Q9LW31	Q9ZT84
AT3G26790	AT2G40170	FUS3	GEA6	A	12529517	atrm	Q9LW31	Q02973
AT3G26790	AT2G41260	FUS3	M17	A	12529517	atrm	Q9LW31	Q9S7S3
AT3G26790	AT3G24650	FUS3	ABI3	A	17208960;145100641;10634906;16731585;12529517;9286105;18476867	atrm	Q9LW31	Q01593
AT3G26790	AT3G26790	FUS3	FUS3	A	17208960;16731585;18476867	atrm	Q9LW31	Q9LW31
AT3G26790	AT3G51810	FUS3	EM1	R	10948227	atrm	Q9LW31	Q07187
AT3G26790	AT4G27160	FUS3	AT2S3	A	18508955;14597573;18047557;15695463	atrm	Q9LW31	P15459
AT3G26790	AT5G24520	FUS3	TTG1	R	15516508;18047557	atrm	Q9LW31	Q9XGN1
AT3G26790	AT5G65165	FUS3	SDH2-3	A	19261733	atrm	Q9LW31	Q9FJP9
AT3G26790	AT5G66400	FUS3	AT5G66400	A	12529517	atrm	Q9LW31	P30185
AT3G26790	AT5G67300	FUS3	MYBR1	A	18281415	atrm	Q9LW31	Q9FDW1
AT3G27785	AT1G21970	MYB118	LEC1	A	18695688	atrm	Q9LVW4	Q9SFD8
AT3G27810	AT3G06490	MYB21	MYB108	A	19091873	atrm	Q9LK95	Q9LDE1
AT3G27810	AT3G22370	MYB21	AOX1A	A	11967090	atrm	Q9LK95	Q39219
AT3G27920	AT1G01380	GL1	ETC1	A	17885086;18644155	atrm	P27900	Q9LNI5
AT3G27920	AT1G79840	GL1	GL2	A	9477315;12974811;19395683;17885086;15584952;18948276	atrm	P27900	P46607
AT3G27920	AT2G37260	GL1	TTG2	A	17766401	atrm	P27900	Q9ZUU0
AT3G27920	AT2G46410	GL1	CPC	A	19136646;18766177;17885086;18644155;19772572	atrm	P27900	O22059
AT3G27920	AT4G01060	GL1	ETC3	A	18644155	atrm	P27900	Q9M157
AT3G27920	AT5G53200	GL1	TRY	A	19136646;9836744;18766177;18644155	atrm	P27900	Q8GV05
AT3G28470	AT5G56110	TDF1	AT5G56110	A	18397379	atrm	Q9LSI7	Q9XHV0
AT3G28910	AT1G01120	MYB30	KCS1	A	19376931	atrm	Q9SCU7	Q9MAM3
AT3G28910	AT1G02205	MYB30	CER1	A	18326828	atrm	Q9SCU7	F4HVY0
AT3G28910	AT1G04220	MYB30	KCS2	A	19376931	atrm	Q9SCU7	Q5XEP9
AT3G28910	AT1G74710	MYB30	EDS16	A	16730712	atrm	Q9SCU7	Q9S7H8
AT3G28910	AT2G26250	MYB30	KCS10	A	19376931	atrm	Q9SCU7	Q570B4
AT3G28910	AT4G33790	MYB30	CER4	A	18326828	atrm	Q9SCU7	Q93ZB9
AT3G44750	AT2G34710	HDA3	PHB	A	17293570	atrm	Q9FVE6	O04291
AT3G44750	AT2G45190	HDA3	AFO	A	17293570	atrm	Q9FVE6	O22152
AT3G44750	AT4G37870	HDA3	AT4G37870	R	21406501	atrm	Q9FVE6	Q9T074
AT3G46640	AT1G01060	PCL1	LHY	A	16164597;16326927;18296724;16006522	atrm	Q9SNB4	Q6R0H1
AT3G46640	AT1G22770	PCL1	GI	R	16164597;16326927;18296724;16006522	atrm	Q9SNB4	Q9SQI2
AT3G46640	AT2G40080	PCL1	ELF4	R	16164597	atrm	Q9SNB4	O04211
AT3G46640	AT2G46830	PCL1	CCA1	A	16164597;16326927;18296724;16006522	atrm	Q9SNB4	P92973
AT3G46640	AT3G46640	PCL1	PCL1	R	16164597;16326927;18296724;16006522	atrm	Q9SNB4	Q9SNB4
AT3G46640	AT5G61380	PCL1	TOC1	R	16164597	atrm	Q9SNB4	Q9LKL2
AT3G48160	AT4G11920	DEL1	CCS52A2	R	18787127;19458112	atrm	Q8LSZ4	Q8VZS9
AT3G48430	AT5G10140	REF6	FLC	R	18390846;15377760	atrm	Q9STM3	Q9S7Q7
AT3G48430	AT5G57560	REF6	TCH4	A	18467490	atrm	Q9STM3	Q38857
AT3G49940	AT4G09820	LBD38	TT8	R	19933203	atrm	Q9SN23	Q9FT81
AT3G50410	AT1G49620	OBP1	ICK5	A	18665917	atrm	Q39088	Q94CL9
AT3G50410	AT2G02820	OBP1	MYB88	A	18665917	atrm	Q39088	F4IRB4
AT3G50410	AT2G47730	OBP1	GSTF8	A	9207153;14617062;10074718;9011080	atrm	Q39088	Q96266
AT3G51060	AT1G59500	STY1	GH3.4	A	19435933	atrm	Q9SD40	Q9LQ68
AT3G51060	AT2G23170	STY1	GH3.3	A	16740145	atrm	Q9SD40	O22190
AT3G51060	AT4G01500	STY1	NGA4	A	19435933	atrm	Q9SD40	O82595
AT3G51060	AT4G27260	STY1	WES1	A	19435933	atrm	Q9SD40	O81829
AT3G51060	AT4G37390	STY1	BRU6	A	19435933;16740145	atrm	Q9SD40	Q9SZT9
AT3G51060	AT5G11320	STY1	YUC4	A	19435937;18811619;19435933;16740145	atrm	Q9SD40	Q9LFM5
AT3G51060	AT5G54510	STY1	DFL1	A	19435933	atrm	Q9SD40	Q9LSQ4
AT3G54220	AT1G03840	SCR	MGP	A	17785527	atrm	Q9M384	Q9ZWA6
AT3G54220	AT3G12280	SCR	RBR1	A	16377572	atrm	Q9M384	Q9LKZ3
AT3G54220	AT5G03150	SCR	JKD	A	17785527	atrm	Q9M384	Q700D2
AT3G54320	AT2G40170	WRI1	GEA6	R	16632590	atrm	Q6X5Y6	Q02973
AT3G54320	AT2G43360	WRI1	BIO2	A	19279196	atrm	Q6X5Y6	P54967
AT3G54320	AT3G22960	WRI1	PKP-ALPHA	A	17892448	atrm	Q6X5Y6	Q9LIK0
AT3G54320	AT3G24650	WRI1	ABI3	R	16632590	atrm	Q6X5Y6	Q01593
AT3G54320	AT5G15530	WRI1	BCCP2	A	19279196;19719479	atrm	Q6X5Y6	Q9LLC1
AT3G54320	AT5G49190	WRI1	ATSUS2	A	17419836	atrm	Q6X5Y6	Q00917
AT3G54320	AT5G52920	WRI1	PKP-BETA1	A	17892448;19719479	atrm	Q6X5Y6	Q9FLW9
AT3G54340	AT1G57990	AP3	PUP18	A	18417639	atrm	P35632	Q9C508
AT3G54340	AT1G69120	AP3	AP1	R	16640596;18417639;19033361	atrm	P35632	P35631
AT3G54340	AT1G69180	AP3	CRC	A	15598802;14729915	atrm	P35632	Q8L925
AT3G54340	AT1G69490	AP3	NAP	A	9489703;11041886;18417639	atrm	P35632	O49255
AT3G54340	AT2G15890	AP3	MEE14	A	18417639	atrm	P35632	Q9XIM0
AT3G54340	AT2G29350	AP3	SAG13	A	18417639	atrm	P35632	Q9ZW18
AT3G54340	AT3G23130	AP3	SUP	A	9061945;20409275;11874573;11006335	atrm	P35632	Q38895
