protein_1_locus	protein_2_locus	evidence	source	protein_1_alt_name	protein_1_name	protein_2_alt_name	protein_2_name
BSU_28310	BSU_39730	database	string-db	IlvB	IlvB	IolD	IolD
BSU_28310	BSU_28300	database	string-db	IlvB	IlvB	IlvH	IlvH
BSU_28310	BSU_36010	database	string-db	IlvB	IlvB	AlsS	AlsS
BSU_28390	BSU_04570	textmined	string-db	RacE	RacE	MurF	MurF
BSU_28390	BSU_15220	textmined	string-db	RacE	RacE	MurG	MurG
BSU_28390	BSU_26810	database	string-db	RacE	RacE	YrpC	YrpC
BSU_28390	BSU_15230	textmined	string-db	RacE	RacE	MurB	MurB
BSU_28410	BSU_32640	textmined	string-db	GerE	GerE	SspG	SspG
BSU_28430	BSU_28440	database	string-db	SdhB	SdhB	SdhA	SdhA
BSU_28430	BSU_28450	database	string-db	SdhB	SdhB	SdhC	SdhC
BSU_28440	BSU_28430	database	string-db	SdhA	SdhA	SdhB	SdhB
BSU_28440	BSU_29740	experimental	string-db	SdhA	SdhA	CcpA	CcpA
BSU_28440	BSU_28450	database	string-db	SdhA	SdhA	SdhC	SdhC
BSU_28450	BSU_28430	database	string-db	SdhC	SdhC	SdhB	SdhB
BSU_28450	BSU_28440	database	string-db	SdhC	SdhC	SdhA	SdhA
BSU_28470	BSU_16760	database	string-db	LysC	LysC	DapG	DapG
BSU_28470	BSU_03790	database	string-db	LysC	LysC	YclM	YclM
BSU_28470	BSU_29740	experimental	string-db	LysC	LysC	CcpA	CcpA
BSU_28490	BSU_17050	database	string-db	UvrC	UvrC	MutL	MutL
BSU_28490	BSU_35160	database	string-db	UvrC	UvrC	UvrA	UvrA
BSU_28490	BSU_35170	database	string-db	UvrC	UvrC	UvrB	UvrB
BSU_28490	BSU_32620	database	string-db	UvrC	UvrC	YurQ	YurQ
BSU_28500	BSU_29740	experimental	string-db	TrxA	TrxA	CcpA	CcpA
BSU_28500	BSU_34790	textmined	string-db	TrxA	TrxA	TrxB	TrxB
BSU_28500	BSU_25780	experimental	string-db	TrxA	TrxA	ArsC	ArsC
BSU_28510	BSU_18160	database	string-db	Xsa	Xsa	XynD	XynD
BSU_28510	BSU_28720	database	string-db	Xsa	Xsa	AbfA	AbfA
BSU_28560	BSU_10360	database	string-db	LcfA	LcfA	YhfT	YhfT
BSU_28560	BSU_10270	database	string-db	LcfA	LcfA	LcfB	LcfB
BSU_28580	BSU_01500	experimental	string-db	RqcU	MutSB	RpsI	RpsI
BSU_28580	BSU_01500	experimental	string-db	RqcU	MutSB	RpsI	RpsI
BSU_28580	BSU_40910	experimental	string-db	RqcU	MutSB	RpsF	RpsF
BSU_28580	BSU_40910	experimental	string-db	RqcU	MutSB	RpsF	RpsF
BSU_28580	BSU_25550	experimental	string-db	RqcU	MutSB	RpsT	RpsT
BSU_28580	BSU_25550	experimental	string-db	RqcU	MutSB	RpsT	RpsT
BSU_28580	BSU_01300	experimental	string-db	RqcU	MutSB	RpsH	RpsH
BSU_28580	BSU_01300	experimental	string-db	RqcU	MutSB	RpsH	RpsH
BSU_28580	BSU_41060	experimental	string-db	RqcU	MutSB	RpmH	RpmH
BSU_28580	BSU_41060	experimental	string-db	RqcU	MutSB	RpmH	RpmH
BSU_28580	BSU_15080	experimental	string-db	RqcU	MutSB	RpmF	RpmF
BSU_28580	BSU_15080	experimental	string-db	RqcU	MutSB	RpmF	RpmF
BSU_28580	BSU_01210	experimental	string-db	RqcU	MutSB	RplV	RplV
BSU_28580	BSU_01210	experimental	string-db	RqcU	MutSB	RplV	RplV
BSU_28580	BSU_16680	experimental	string-db	RqcU	MutSB	RpsO	RpsO
BSU_28580	BSU_16680	experimental	string-db	RqcU	MutSB	RpsO	RpsO
BSU_28580	BSU_01180	experimental	string-db	RqcU	MutSB	RplW	RplW
BSU_28580	BSU_01180	experimental	string-db	RqcU	MutSB	RplW	RplW
BSU_28580	BSU_01190	experimental	string-db	RqcU	MutSB	RplB	RplB
BSU_28580	BSU_01190	experimental	string-db	RqcU	MutSB	RplB	RplB
BSU_28580	BSU_01340	experimental	string-db	RqcU	MutSB	RpmD	RpmD
BSU_28580	BSU_01340	experimental	string-db	RqcU	MutSB	RpmD	RpmD
BSU_28580	BSU_01170	experimental	string-db	RqcU	MutSB	RplD	RplD
BSU_28580	BSU_01170	experimental	string-db	RqcU	MutSB	RplD	RplD
BSU_28580	BSU_24900	experimental	string-db	RqcU	MutSB	RpmGA	RpmGA
BSU_28580	BSU_24900	experimental	string-db	RqcU	MutSB	RpmGA	RpmGA
BSU_28580	BSU_01320	experimental	string-db	RqcU	MutSB	RplR	RplR
BSU_28580	BSU_01320	experimental	string-db	RqcU	MutSB	RplR	RplR
BSU_28580	BSU_01270	experimental	string-db	RqcU	MutSB	RplX	RplX
BSU_28580	BSU_01270	experimental	string-db	RqcU	MutSB	RplX	RplX
BSU_28580	BSU_15990	experimental	string-db	RqcU	MutSB	RpsP	RpsP
BSU_28580	BSU_15990	experimental	string-db	RqcU	MutSB	RpsP	RpsP
BSU_28580	BSU_40890	experimental	string-db	RqcU	MutSB	RpsR	RpsR
BSU_28580	BSU_40890	experimental	string-db	RqcU	MutSB	RpsR	RpsR
BSU_28580	BSU_25410	experimental	string-db	RqcU	MutSB	RpsU	RpsU
BSU_28580	BSU_25410	experimental	string-db	RqcU	MutSB	RpsU	RpsU
BSU_28580	BSU_01200	experimental	string-db	RqcU	MutSB	RpsS	RpsS
BSU_28580	BSU_01200	experimental	string-db	RqcU	MutSB	RpsS	RpsS
BSU_28580	BSU_27940	experimental	string-db	RqcU	MutSB	RpmA	RpmA
BSU_28580	BSU_27940	experimental	string-db	RqcU	MutSB	RpmA	RpmA
BSU_28580	BSU_16040	experimental	string-db	RqcU	MutSB	RplS	RplS
BSU_28580	BSU_16040	experimental	string-db	RqcU	MutSB	RplS	RplS
BSU_28580	BSU_01280	experimental	string-db	RqcU	MutSB	RplE	RplE
BSU_28580	BSU_01280	experimental	string-db	RqcU	MutSB	RplE	RplE
BSU_28580	BSU_01420	experimental	string-db	RqcU	MutSB	RpsK	RpsK
BSU_28580	BSU_01420	experimental	string-db	RqcU	MutSB	RpsK	RpsK
BSU_28580	BSU_01410	experimental	string-db	RqcU	MutSB	RpsM	RpsM
BSU_28580	BSU_01410	experimental	string-db	RqcU	MutSB	RpsM	RpsM
BSU_28580	BSU_37070	experimental	string-db	RqcU	MutSB	RpmE	RpmEA
BSU_28580	BSU_37070	experimental	string-db	RqcU	MutSB	RpmE	RpmEA
BSU_28580	BSU_37070	experimental	string-db	RqcU	MutSB	RpmE	RpmEA
BSU_28580	BSU_37070	experimental	string-db	RqcU	MutSB	RpmE	RpmEA
BSU_28580	BSU_01110	experimental	string-db	RqcU	MutSB	RpsG	RpsG
BSU_28580	BSU_01110	experimental	string-db	RqcU	MutSB	RpsG	RpsG
BSU_28580	BSU_01440	experimental	string-db	RqcU	MutSB	RplQ	RplQ
BSU_28580	BSU_01440	experimental	string-db	RqcU	MutSB	RplQ	RplQ
BSU_28580	BSU_01250	experimental	string-db	RqcU	MutSB	RpsQ	RpsQ
BSU_28580	BSU_01250	experimental	string-db	RqcU	MutSB	RpsQ	RpsQ
BSU_28580	BSU_28850	experimental	string-db	RqcU	MutSB	RplT	RplT
BSU_28580	BSU_28850	experimental	string-db	RqcU	MutSB	RplT	RplT
BSU_28580	BSU_01330	experimental	string-db	RqcU	MutSB	RpsE	RpsE
BSU_28580	BSU_01330	experimental	string-db	RqcU	MutSB	RpsE	RpsE
BSU_28580	BSU_01400	experimental	string-db	RqcU	MutSB	RpmJ	RpmJ
BSU_28580	BSU_01400	experimental	string-db	RqcU	MutSB	RpmJ	RpmJ
BSU_28580	BSU_01150	experimental	string-db	RqcU	MutSB	RpsJ	RpsJ
BSU_28580	BSU_01150	experimental	string-db	RqcU	MutSB	RpsJ	RpsJ
BSU_28580	BSU_29660	experimental	string-db	RqcU	MutSB	RpsD	RpsD
BSU_28580	BSU_29660	experimental	string-db	RqcU	MutSB	RpsD	RpsD
BSU_28580	BSU_01490	experimental	string-db	RqcU	MutSB	RplM	RplM
BSU_28580	BSU_01490	experimental	string-db	RqcU	MutSB	RplM	RplM
BSU_28580	BSU_01310	experimental	string-db	RqcU	MutSB	RplF	RplF
BSU_28580	BSU_01310	experimental	string-db	RqcU	MutSB	RplF	RplF
BSU_28580	BSU_27960	experimental	string-db	RqcU	MutSB	RplU	RplU
BSU_28580	BSU_27960	experimental	string-db	RqcU	MutSB	RplU	RplU
BSU_28580	BSU_01260	experimental	string-db	RqcU	MutSB	RplN	RplNA
BSU_28580	BSU_01260	experimental	string-db	RqcU	MutSB	RplN	RplNA
BSU_28580	BSU_01260	experimental	string-db	RqcU	MutSB	RplN	RplNA
BSU_28580	BSU_01260	experimental	string-db	RqcU	MutSB	RplN	RplNA
BSU_28580	BSU_40500	experimental	string-db	RqcU	MutSB	RplI	RplI
BSU_28580	BSU_40500	experimental	string-db	RqcU	MutSB	RplI	RplI
BSU_28580	BSU_01350	experimental	string-db	RqcU	MutSB	RplO	RplO
BSU_28580	BSU_01350	experimental	string-db	RqcU	MutSB	RplO	RplO
BSU_28580	BSU_01100	experimental	string-db	RqcU	MutSB	RpsL	RpsL
BSU_28580	BSU_01100	experimental	string-db	RqcU	MutSB	RpsL	RpsL
BSU_28580	BSU_01160	experimental	string-db	RqcU	MutSB	RplC	RplC
BSU_28580	BSU_01160	experimental	string-db	RqcU	MutSB	RplC	RplC
BSU_28580	BSU_01290	experimental	string-db	RqcU	MutSB	RpsN	RpsNA
BSU_28580	BSU_01290	experimental	string-db	RqcU	MutSB	RpsN	RpsNA
BSU_28580	BSU_01220	experimental	string-db	RqcU	MutSB	RpsC	RpsC
BSU_28580	BSU_01220	experimental	string-db	RqcU	MutSB	RpsC	RpsC
BSU_28580	BSU_01240	experimental	string-db	RqcU	MutSB	RpmC	RpmC
BSU_28580	BSU_01240	experimental	string-db	RqcU	MutSB	RpmC	RpmC
BSU_28580	BSU_01230	experimental	string-db	RqcU	MutSB	RplP	RplP
BSU_28580	BSU_01230	experimental	string-db	RqcU	MutSB	RplP	RplP
BSU_28580	BSU_28860	experimental	string-db	RqcU	MutSB	RpmI	RpmI
BSU_28580	BSU_28860	experimental	string-db	RqcU	MutSB	RpmI	RpmI
BSU_28580	BSU_17040	database	string-db	RqcU	MutSB	MutS	MutS
BSU_28580	BSU_17040	database	string-db	RqcU	MutSB	MutS	MutS
BSU_28580	BSU_15820	experimental	string-db	RqcU	MutSB	RpmB	RpmB
BSU_28580	BSU_15820	experimental	string-db	RqcU	MutSB	RpmB	RpmB
BSU_28610	BSU_15240	textmined	string-db	ZapA	YshA	DivIB	DivIB
BSU_28610	BSU_15240	textmined	string-db	ZapA	YshA	DivIB	DivIB
BSU_28610	BSU_05240	experimental	string-db	ZapA	YshA	YdeL	YdeL
BSU_28610	BSU_05240	experimental	string-db	ZapA	YshA	YdeL	YdeL
BSU_28610	BSU_15290	experimental	string-db	ZapA	YshA	FtsZ	FtsZ
BSU_28610	BSU_15290	experimental	string-db	ZapA	YshA	FtsZ	FtsZ
BSU_28610	BSU_04140	textmined	string-db	ZapA	YshA	PbpC	PbpC
BSU_28610	BSU_04140	textmined	string-db	ZapA	YshA	PbpC	PbpC
BSU_28610	BSU_16800	textmined	string-db	ZapA	YshA	SpoIIIE	SpoIIIE
BSU_28610	BSU_16800	textmined	string-db	ZapA	YshA	SpoIIIE	SpoIIIE
BSU_28610	BSU_22320	textmined	string-db	ZapA	YshA	PonA	PonA
BSU_28610	BSU_22320	textmined	string-db	ZapA	YshA	PonA	PonA
BSU_28610	BSU_14850	textmined	string-db	ZapA	YshA	FtsW	FtsW
BSU_28610	BSU_14850	textmined	string-db	ZapA	YshA	FtsW	FtsW
BSU_28610	BSU_29610	experimental	string-db	ZapA	YshA	EzrA	EzrA
BSU_28610	BSU_29610	experimental	string-db	ZapA	YshA	EzrA	EzrA
BSU_28610	BSU_15280	experimental	string-db	ZapA	YshA	FtsA	FtsA
BSU_28610	BSU_15280	experimental	string-db	ZapA	YshA	FtsA	FtsA
BSU_28610	BSU_35260	textmined	string-db	ZapA	YshA	FtsE	FtsE
BSU_28610	BSU_35260	textmined	string-db	ZapA	YshA	FtsE	FtsE
BSU_28610	BSU_15150	textmined	string-db	ZapA	YshA	FtsL	FtsL
BSU_28610	BSU_15150	textmined	string-db	ZapA	YshA	FtsL	FtsL
BSU_28610	BSU_15420	experimental	string-db	ZapA	YshA	DivIVA	DivIVA
BSU_28610	BSU_15420	experimental	string-db	ZapA	YshA	DivIVA	DivIVA
BSU_28610	BSU_15390	experimental	string-db	ZapA	YshA	SepF	SepF
BSU_28610	BSU_15390	experimental	string-db	ZapA	YshA	SepF	SepF
BSU_28610	BSU_15160	textmined	string-db	ZapA	YshA	PbpB	PbpB
BSU_28610	BSU_15160	textmined	string-db	ZapA	YshA	PbpB	PbpB
BSU_28610	BSU_13050	experimental	string-db	ZapA	YshA	YkzH	YkzH
BSU_28610	BSU_13050	experimental	string-db	ZapA	YshA	YkzH	YkzH
BSU_28610	BSU_15940	experimental	string-db	ZapA	YshA	Smc	Smc
BSU_28610	BSU_15940	experimental	string-db	ZapA	YshA	Smc	Smc
BSU_28620	BSU_16060	database	string-db	RnhC	RnhC	RnhB	RnhB
BSU_28630	BSU_29740	experimental	string-db	PheT	PheT	CcpA	CcpA
BSU_28630	BSU_28640	database	string-db	PheT	PheT	PheS	PheS
BSU_28640	BSU_28630	database	string-db	PheS	PheS	PheT	PheT
BSU_28680	BSU_34680	database	string-db	GlcD	GlcD	YvcT	YvcT
BSU_28680	BSU_28690	database	string-db	GlcD	GlcD	GlcF	GlcF
BSU_28690	BSU_28680	database	string-db	GlcF	GlcF	GlcD	GlcD
BSU_28690	BSU_34680	database	string-db	GlcF	GlcF	YvcT	YvcT
BSU_28700	BSU_40860	database	string-db	YsfE	YsfE	YyaH	YyaH
BSU_28700	BSU_38370	database	string-db	YsfE	YsfE	YwbC	YwbC
BSU_28710	BSU_00830	experimental	string-db	CstA	CstA	CtsR	CtsR
BSU_28720	BSU_28510	database	string-db	AbfA	AbfA	Xsa	Xsa
BSU_28720	BSU_18160	database	string-db	AbfA	AbfA	XynD	XynD
BSU_28730	BSU_28750	database	string-db	AraQ	AraQ	AraN	AraN
BSU_28730	BSU_32550	database	string-db	AraQ	AraQ	FrlP	YurJ
BSU_28730	BSU_32550	database	string-db	AraQ	AraQ	FrlP	YurJ
BSU_28730	BSU_28740	database	string-db	AraQ	AraQ	AraP	AraP
BSU_28730	BSU_38810	database	string-db	AraQ	AraQ	MsmX	MsmX
BSU_28740	BSU_28730	database	string-db	AraP	AraP	AraQ	AraQ
BSU_28740	BSU_38810	database	string-db	AraP	AraP	MsmX	MsmX
BSU_28740	BSU_28750	database	string-db	AraP	AraP	AraN	AraN
BSU_28740	BSU_32550	database	string-db	AraP	AraP	FrlP	YurJ
BSU_28740	BSU_32550	database	string-db	AraP	AraP	FrlP	YurJ
BSU_28750	BSU_28730	database	string-db	AraN	AraN	AraQ	AraQ
BSU_28750	BSU_28740	database	string-db	AraN	AraN	AraP	AraP
BSU_28750	BSU_38810	database	string-db	AraN	AraN	MsmX	MsmX
BSU_28750	BSU_32550	database	string-db	AraN	AraN	FrlP	YurJ
BSU_28750	BSU_32550	database	string-db	AraN	AraN	FrlP	YurJ
BSU_28760	BSU_38290	textmined	string-db	AraM	AraM	ThiE	ThiE
BSU_28760	BSU_36900	textmined	string-db	AraM	AraM	GlyA	GlyA
BSU_28830	BSU_01740	textmined	string-db	YsdB	YsdB	RsiW	RsiW
BSU_28830	BSU_22940	textmined	string-db	YsdB	YsdB	PrsW	PrsW
BSU_28850	BSU_25250	textmined	string-db	RplT	RplT	CcpN	CcpN
BSU_28850	BSU_15990	experimental	string-db	RplT	RplT	RpsP	RpsP
BSU_28850	BSU_40890	experimental	string-db	RplT	RplT	RpsR	RpsR
BSU_28850	BSU_01270	experimental	string-db	RplT	RplT	RplX	RplX
BSU_28850	BSU_15980	experimental	string-db	RplT	RplT	Ffh	Ffh
BSU_28850	BSU_01280	experimental	string-db	RplT	RplT	RplE	RplE
BSU_28850	BSU_16040	experimental	string-db	RplT	RplT	RplS	RplS
BSU_28850	BSU_27940	experimental	string-db	RplT	RplT	RpmA	RpmA
BSU_28850	BSU_25410	experimental	string-db	RplT	RplT	RpsU	RpsU
BSU_28850	BSU_41060	experimental	string-db	RplT	RplT	RpmH	RpmH
BSU_28850	BSU_01300	experimental	string-db	RplT	RplT	RpsH	RpsH
BSU_28850	BSU_15080	experimental	string-db	RplT	RplT	RpmF	RpmF
BSU_28850	BSU_40910	experimental	string-db	RplT	RplT	RpsF	RpsF
BSU_28850	BSU_35310	experimental	string-db	RplT	RplT	Hpf	Hpf
BSU_28850	BSU_01500	experimental	string-db	RplT	RplT	RpsI	RpsI
BSU_28850	BSU_01320	experimental	string-db	RplT	RplT	RplR	RplR
BSU_28850	BSU_24900	experimental	string-db	RplT	RplT	RpmGA	RpmGA
BSU_28850	BSU_23880	experimental	string-db	RplT	RplT	MifM	MifM
BSU_28850	BSU_01170	experimental	string-db	RplT	RplT	RplD	RplD
BSU_28850	BSU_16680	experimental	string-db	RplT	RplT	RpsO	RpsO
BSU_28850	BSU_01180	experimental	string-db	RplT	RplT	RplW	RplW
BSU_28850	BSU_01040	experimental	string-db	RplT	RplT	RplJ	RplJ
BSU_28850	BSU_01100	experimental	string-db	RplT	RplT	RpsL	RpsL
BSU_28850	BSU_01160	experimental	string-db	RplT	RplT	RplC	RplC
BSU_28850	BSU_01350	experimental	string-db	RplT	RplT	RplO	RplO
BSU_28850	BSU_01310	experimental	string-db	RplT	RplT	RplF	RplF
BSU_28850	BSU_28860	experimental	string-db	RplT	RplT	RpmI	RpmI
BSU_28850	BSU_01230	experimental	string-db	RplT	RplT	RplP	RplP
BSU_28850	BSU_01240	experimental	string-db	RplT	RplT	RpmC	RpmC
BSU_28850	BSU_01220	experimental	string-db	RplT	RplT	RpsC	RpsC
BSU_28850	BSU_15640	experimental	string-db	RplT	RplT	RqcH	YloA
BSU_28850	BSU_01290	experimental	string-db	RplT	RplT	RpsN	RpsNA
BSU_28850	BSU_01440	experimental	string-db	RplT	RplT	RplQ	RplQ
BSU_28850	BSU_01030	experimental	string-db	RplT	RplT	RplA	RplA
BSU_28850	BSU_37070	experimental	string-db	RplT	RplT	RpmE	RpmEA
BSU_28850	BSU_37070	experimental	string-db	RplT	RplT	RpmE	RpmEA
BSU_28850	BSU_01410	experimental	string-db	RplT	RplT	RpsM	RpsM
BSU_28850	BSU_29660	experimental	string-db	RplT	RplT	RpsD	RpsD
BSU_28850	BSU_01400	experimental	string-db	RplT	RplT	RpmJ	RpmJ
BSU_28850	BSU_01150	experimental	string-db	RplT	RplT	RpsJ	RpsJ
BSU_28850	BSU_00590	experimental	string-db	RplT	RplT	RqcP	HslR
BSU_28850	BSU_05610	experimental	string-db	RplT	RplT	VmlR	VmlR
BSU_28850	BSU_01420	experimental	string-db	RplT	RplT	RpsK	RpsK
BSU_28850	BSU_01200	experimental	string-db	RplT	RplT	RpsS	RpsS
BSU_28850	BSU_01210	experimental	string-db	RplT	RplT	RplV	RplV
BSU_28850	BSU_27600	experimental	string-db	RplT	RplT	Rel	Rsh
BSU_28850	BSU_27600	experimental	string-db	RplT	RplT	Rel	Rsh
BSU_28850	BSU_25550	experimental	string-db	RplT	RplT	RpsT	RpsT
BSU_28850	BSU_28580	experimental	string-db	RplT	RplT	RqcU	MutSB
BSU_28850	BSU_28580	experimental	string-db	RplT	RplT	RqcU	MutSB
BSU_28850	BSU_01020	experimental	string-db	RplT	RplT	RplK	RplK
BSU_28850	BSU_00950	experimental	string-db	RplT	RplT	MrnC	MrnC
BSU_28850	BSU_01340	experimental	string-db	RplT	RplT	RpmD	RpmD
BSU_28850	BSU_16490	experimental	string-db	RplT	RplT	RpsB	RpsB
BSU_28850	BSU_01190	experimental	string-db	RplT	RplT	RplB	RplB
BSU_28850	BSU_40500	experimental	string-db	RplT	RplT	RplI	RplI
BSU_28850	BSU_33950	textmined	string-db	RplT	RplT	CggR	CggR
BSU_28850	BSU_01260	experimental	string-db	RplT	RplT	RplN	RplNA
BSU_28850	BSU_01260	experimental	string-db	RplT	RplT	RplN	RplNA
BSU_28850	BSU_01490	experimental	string-db	RplT	RplT	RplM	RplM
BSU_28850	BSU_27960	experimental	string-db	RplT	RplT	RplU	RplU
BSU_28850	BSU_15820	experimental	string-db	RplT	RplT	RpmB	RpmB
BSU_28850	BSU_01250	experimental	string-db	RplT	RplT	RpsQ	RpsQ
BSU_28850	BSU_01110	experimental	string-db	RplT	RplT	RpsG	RpsG
BSU_28850	BSU_16050	experimental	string-db	RplT	RplT	RbgA	RbgA
BSU_28850	BSU_01330	experimental	string-db	RplT	RplT	RpsE	RpsE
BSU_28860	BSU_01410	experimental	string-db	RpmI	RpmI	RpsM	RpsM
BSU_28860	BSU_01250	experimental	string-db	RpmI	RpmI	RpsQ	RpsQ
BSU_28860	BSU_28850	experimental	string-db	RpmI	RpmI	RplT	RplT
BSU_28860	BSU_01440	experimental	string-db	RpmI	RpmI	RplQ	RplQ
BSU_28860	BSU_01110	experimental	string-db	RpmI	RpmI	RpsG	RpsG
BSU_28860	BSU_01030	experimental	string-db	RpmI	RpmI	RplA	RplA
BSU_28860	BSU_37070	experimental	string-db	RpmI	RpmI	RpmE	RpmEA
BSU_28860	BSU_37070	experimental	string-db	RpmI	RpmI	RpmE	RpmEA
BSU_28860	BSU_00590	experimental	string-db	RpmI	RpmI	RqcP	HslR
BSU_28860	BSU_01330	experimental	string-db	RpmI	RpmI	RpsE	RpsE
BSU_28860	BSU_29660	experimental	string-db	RpmI	RpmI	RpsD	RpsD
BSU_28860	BSU_01150	experimental	string-db	RpmI	RpmI	RpsJ	RpsJ
BSU_28860	BSU_01400	experimental	string-db	RpmI	RpmI	RpmJ	RpmJ
BSU_28860	BSU_01260	experimental	string-db	RpmI	RpmI	RplN	RplNA
BSU_28860	BSU_01260	experimental	string-db	RpmI	RpmI	RplN	RplNA
BSU_28860	BSU_01310	experimental	string-db	RpmI	RpmI	RplF	RplF
BSU_28860	BSU_01490	experimental	string-db	RpmI	RpmI	RplM	RplM
BSU_28860	BSU_27960	experimental	string-db	RpmI	RpmI	RplU	RplU
BSU_28860	BSU_01160	experimental	string-db	RpmI	RpmI	RplC	RplC
BSU_28860	BSU_01100	experimental	string-db	RpmI	RpmI	RpsL	RpsL
BSU_28860	BSU_01350	experimental	string-db	RpmI	RpmI	RplO	RplO
BSU_28860	BSU_40500	experimental	string-db	RpmI	RpmI	RplI	RplI
BSU_28860	BSU_15820	experimental	string-db	RpmI	RpmI	RpmB	RpmB
BSU_28860	BSU_01230	experimental	string-db	RpmI	RpmI	RplP	RplP
BSU_28860	BSU_01240	experimental	string-db	RpmI	RpmI	RpmC	RpmC
BSU_28860	BSU_15640	experimental	string-db	RpmI	RpmI	RqcH	YloA
BSU_28860	BSU_01220	experimental	string-db	RpmI	RpmI	RpsC	RpsC
BSU_28860	BSU_01290	experimental	string-db	RpmI	RpmI	RpsN	RpsNA
BSU_28860	BSU_25550	experimental	string-db	RpmI	RpmI	RpsT	RpsT
BSU_28860	BSU_40910	experimental	string-db	RpmI	RpmI	RpsF	RpsF
BSU_28860	BSU_35310	experimental	string-db	RpmI	RpmI	Hpf	Hpf
BSU_28860	BSU_01500	experimental	string-db	RpmI	RpmI	RpsI	RpsI
BSU_28860	BSU_28580	experimental	string-db	RpmI	RpmI	RqcU	MutSB
BSU_28860	BSU_28580	experimental	string-db	RpmI	RpmI	RqcU	MutSB
BSU_28860	BSU_01020	experimental	string-db	RpmI	RpmI	RplK	RplK
BSU_28860	BSU_01210	experimental	string-db	RpmI	RpmI	RplV	RplV
BSU_28860	BSU_27600	experimental	string-db	RpmI	RpmI	Rel	Rsh
BSU_28860	BSU_27600	experimental	string-db	RpmI	RpmI	Rel	Rsh
BSU_28860	BSU_15080	experimental	string-db	RpmI	RpmI	RpmF	RpmF
BSU_28860	BSU_41060	experimental	string-db	RpmI	RpmI	RpmH	RpmH
BSU_28860	BSU_01300	experimental	string-db	RpmI	RpmI	RpsH	RpsH
BSU_28860	BSU_01190	experimental	string-db	RpmI	RpmI	RplB	RplB
BSU_28860	BSU_01040	experimental	string-db	RpmI	RpmI	RplJ	RplJ
BSU_28860	BSU_01180	experimental	string-db	RpmI	RpmI	RplW	RplW
BSU_28860	BSU_16680	experimental	string-db	RpmI	RpmI	RpsO	RpsO
BSU_28860	BSU_00950	experimental	string-db	RpmI	RpmI	MrnC	MrnC
BSU_28860	BSU_23880	experimental	string-db	RpmI	RpmI	MifM	MifM
BSU_28860	BSU_01320	experimental	string-db	RpmI	RpmI	RplR	RplR
BSU_28860	BSU_24900	experimental	string-db	RpmI	RpmI	RpmGA	RpmGA
BSU_28860	BSU_01170	experimental	string-db	RpmI	RpmI	RplD	RplD
BSU_28860	BSU_16490	experimental	string-db	RpmI	RpmI	RpsB	RpsB
BSU_28860	BSU_01340	experimental	string-db	RpmI	RpmI	RpmD	RpmD
BSU_28860	BSU_01270	experimental	string-db	RpmI	RpmI	RplX	RplX
BSU_28860	BSU_15980	experimental	string-db	RpmI	RpmI	Ffh	Ffh
BSU_28860	BSU_40890	experimental	string-db	RpmI	RpmI	RpsR	RpsR
BSU_28860	BSU_15990	experimental	string-db	RpmI	RpmI	RpsP	RpsP
BSU_28860	BSU_01200	experimental	string-db	RpmI	RpmI	RpsS	RpsS
BSU_28860	BSU_25410	experimental	string-db	RpmI	RpmI	RpsU	RpsU
BSU_28860	BSU_01420	experimental	string-db	RpmI	RpmI	RpsK	RpsK
BSU_28860	BSU_16040	experimental	string-db	RpmI	RpmI	RplS	RplS
BSU_28860	BSU_01280	experimental	string-db	RpmI	RpmI	RplE	RplE
BSU_28860	BSU_05610	experimental	string-db	RpmI	RpmI	VmlR	VmlR
BSU_28860	BSU_27940	experimental	string-db	RpmI	RpmI	RpmA	RpmA
BSU_28870	BSU_29740	experimental	string-db	InfC	InfC	CcpA	CcpA
BSU_28920	BSU_19400	experimental	string-db	LytT	LytT	SodC	SodC
BSU_28920	BSU_28930	textmined	string-db	LytT	LytT	LytS	LytS
BSU_28930	BSU_28920	textmined	string-db	LytS	LytS	LytT	LytT
BSU_28950	BSU_37560	database	string-db	ThrS	ThrS	ThrZ	ThrZ
BSU_28950	BSU_29740	experimental	string-db	ThrS	ThrS	CcpA	CcpA
BSU_28980	BSU_19220	database	string-db	DnaI	DnaI	RecQ	RtbI
BSU_28980	BSU_19220	database	string-db	DnaI	DnaI	RecQ	RtbI
BSU_28980	BSU_12890	experimental	string-db	DnaI	DnaI	YkcC	YkcC
BSU_28980	BSU_28990	database	string-db	DnaI	DnaI	DnaB	DnaB
BSU_28980	BSU_24300	experimental	string-db	DnaI	DnaI	XseA	XseA
BSU_28980	BSU_23020	database	string-db	DnaI	DnaI	RecS	RecQ
BSU_28980	BSU_00040	experimental	string-db	DnaI	DnaI	RecF	RecF
BSU_28980	BSU_15710	database	string-db	DnaI	DnaI	PriA	PriA
BSU_28980	BSU_25210	database	string-db	DnaI	DnaI	DnaG	DnaG
BSU_28980	BSU_22350	database	string-db	DnaI	DnaI	DnaD	DnaD
BSU_28980	BSU_40440	experimental	string-db	DnaI	DnaI	DnaC	DnaC
BSU_28990	BSU_40440	database	string-db	DnaB	DnaB	DnaC	DnaC
BSU_28990	BSU_28980	database	string-db	DnaB	DnaB	DnaI	DnaI
BSU_28990	BSU_31240	experimental	string-db	DnaB	DnaB	McpA	McpA
BSU_28990	BSU_22350	database	string-db	DnaB	DnaB	DnaD	DnaD
