regulator_locus	regulator_name	mode	gene_locus	gene_name	link	source
BSU_29740	ccpA	repression	BSU_22560	qcrA	224308.BSU29740/224308.BSU22560	subtiwiki
BSU_29740	ccpA	repression	BSU_22540	qcrC	224308.BSU29740/224308.BSU22540	subtiwiki
BSU_00370	abrB	repression	BSU_22550	qcrB	224308.BSU00370/224308.BSU22550	subtiwiki
BSU_00370	abrB	repression	BSU_22560	qcrA	224308.BSU00370/224308.BSU22560	subtiwiki
BSU_00370	abrB	repression	BSU_22540	qcrC	224308.BSU00370/224308.BSU22540	subtiwiki
BSU_25200	sigA	sigma factor	BSU_22550	qcrB	224308.BSU25200/224308.BSU22550	subtiwiki
BSU_25200	sigA	sigma factor	BSU_22560	qcrA	224308.BSU25200/224308.BSU22560	subtiwiki
BSU_25200	sigA	sigma factor	BSU_22540	qcrC	224308.BSU25200/224308.BSU22540	subtiwiki
BSU_16170	codY	repression	BSU_03770	rapC	224308.BSU16170/224308.BSU03770	subtiwiki
BSU_16170	codY	repression	BSU_03780	phrC	224308.BSU16170/224308.BSU03780	subtiwiki
BSU_31680	comA	activation	BSU_03770	rapC	224308.BSU31680/224308.BSU03770	subtiwiki
BSU_31680	comA	activation	BSU_03780	phrC	224308.BSU31680/224308.BSU03780	subtiwiki
BSU_25200	sigA	sigma factor	BSU_03770	rapC	224308.BSU25200/224308.BSU03770	subtiwiki
BSU_25200	sigA	sigma factor	BSU_03780	phrC	224308.BSU25200/224308.BSU03780	subtiwiki
BSU_29740	ccpA	repression	BSU_03770	rapC	224308.BSU29740/224308.BSU03770	subtiwiki
BSU_29740	ccpA	repression	BSU_03780	phrC	224308.BSU29740/224308.BSU03780	subtiwiki
BSU_00980	sigH	sigma factor	BSU_03770	rapC	224308.BSU00980/224308.BSU03770	subtiwiki
BSU_00980	sigH	sigma factor	BSU_03780	phrC	224308.BSU00980/224308.BSU03780	subtiwiki
BSU_13670	mhqR	repression	BSU_05480	mhqN	224308.BSU13670/224308.BSU05480	subtiwiki
BSU_13670	mhqR	repression	BSU_05490	mhqO	224308.BSU13670/224308.BSU05490	subtiwiki
BSU_13670	mhqR	repression	BSU_05500	mhqP	224308.BSU13670/224308.BSU05500	subtiwiki
BSU_25200	sigA	sigma factor	BSU_05480	mhqN	224308.BSU25200/224308.BSU05480	subtiwiki
BSU_25200	sigA	sigma factor	BSU_05490	mhqO	224308.BSU25200/224308.BSU05490	subtiwiki
BSU_25200	sigA	sigma factor	BSU_05500	mhqP	224308.BSU25200/224308.BSU05500	subtiwiki
BSU_16470	sigD	sigma factor	BSU_35860	pgdS	224308.BSU16470/224308.BSU35860	subtiwiki
BSU_27520	cymR	repression	BSU_29290	sndA	224308.BSU27520/224308.BSU29290	subtiwiki
BSU_27520	cymR	repression	BSU_29360	tcyL	224308.BSU27520/224308.BSU29360	subtiwiki
BSU_27520	cymR	repression	BSU_29300	ribR	224308.BSU27520/224308.BSU29300	subtiwiki
BSU_27520	cymR	repression	BSU_29310	cmoJ	224308.BSU27520/224308.BSU29310	subtiwiki
BSU_27520	cymR	repression	BSU_29280	ytnM	224308.BSU27520/224308.BSU29280	subtiwiki
BSU_27520	cymR	repression	BSU_29380	tcyJ	224308.BSU27520/224308.BSU29380	subtiwiki
BSU_27520	cymR	repression	BSU_29370	tcyK	224308.BSU27520/224308.BSU29370	subtiwiki
BSU_27520	cymR	repression	BSU_29350	tcyM	224308.BSU27520/224308.BSU29350	subtiwiki
BSU_27520	cymR	repression	BSU_29340	tcyN	224308.BSU27520/224308.BSU29340	subtiwiki
BSU_27520	cymR	repression	BSU_29390	snaA	224308.BSU27520/224308.BSU29390	subtiwiki
BSU_27520	cymR	repression	BSU_29330	cmoO	224308.BSU27520/224308.BSU29330	subtiwiki
BSU_27520	cymR	repression	BSU_29320	cmoI	224308.BSU27520/224308.BSU29320	subtiwiki
BSU_29400	ascR	activation	BSU_29290	sndA	224308.BSU29400/224308.BSU29290	subtiwiki
BSU_29400	ascR	activation	BSU_29360	tcyL	224308.BSU29400/224308.BSU29360	subtiwiki
BSU_29400	ascR	activation	BSU_29300	ribR	224308.BSU29400/224308.BSU29300	subtiwiki
BSU_29400	ascR	activation	BSU_29310	cmoJ	224308.BSU29400/224308.BSU29310	subtiwiki
BSU_29400	ascR	activation	BSU_29280	ytnM	224308.BSU29400/224308.BSU29280	subtiwiki
BSU_29400	ascR	activation	BSU_29380	tcyJ	224308.BSU29400/224308.BSU29380	subtiwiki
BSU_29400	ascR	activation	BSU_29370	tcyK	224308.BSU29400/224308.BSU29370	subtiwiki
BSU_29400	ascR	activation	BSU_29350	tcyM	224308.BSU29400/224308.BSU29350	subtiwiki
BSU_29400	ascR	activation	BSU_29340	tcyN	224308.BSU29400/224308.BSU29340	subtiwiki
BSU_29400	ascR	activation	BSU_29390	snaA	224308.BSU29400/224308.BSU29390	subtiwiki
BSU_29400	ascR	activation	BSU_29330	cmoO	224308.BSU29400/224308.BSU29330	subtiwiki
BSU_29400	ascR	activation	BSU_29320	cmoI	224308.BSU29400/224308.BSU29320	subtiwiki
BSU_25200	sigA	sigma factor	BSU_29290	sndA	224308.BSU25200/224308.BSU29290	subtiwiki
BSU_25200	sigA	sigma factor	BSU_29360	tcyL	224308.BSU25200/224308.BSU29360	subtiwiki
BSU_25200	sigA	sigma factor	BSU_29300	ribR	224308.BSU25200/224308.BSU29300	subtiwiki
BSU_25200	sigA	sigma factor	BSU_29310	cmoJ	224308.BSU25200/224308.BSU29310	subtiwiki
BSU_25200	sigA	sigma factor	BSU_29280	ytnM	224308.BSU25200/224308.BSU29280	subtiwiki
BSU_25200	sigA	sigma factor	BSU_29380	tcyJ	224308.BSU25200/224308.BSU29380	subtiwiki
BSU_25200	sigA	sigma factor	BSU_29370	tcyK	224308.BSU25200/224308.BSU29370	subtiwiki
BSU_25200	sigA	sigma factor	BSU_29350	tcyM	224308.BSU25200/224308.BSU29350	subtiwiki
BSU_25200	sigA	sigma factor	BSU_29340	tcyN	224308.BSU25200/224308.BSU29340	subtiwiki
BSU_25200	sigA	sigma factor	BSU_29390	snaA	224308.BSU25200/224308.BSU29390	subtiwiki
BSU_25200	sigA	sigma factor	BSU_29330	cmoO	224308.BSU25200/224308.BSU29330	subtiwiki
BSU_25200	sigA	sigma factor	BSU_29320	cmoI	224308.BSU25200/224308.BSU29320	subtiwiki
BSU_16170	codY	repression	BSU_18010	yneN	224308.BSU16170/224308.BSU18010	subtiwiki
BSU_16170	codY	repression	BSU_18000	citB	224308.BSU16170/224308.BSU18000	subtiwiki
BSU_14140	ccpC	repression	BSU_18010	yneN	224308.BSU14140/224308.BSU18010	subtiwiki
BSU_14140	ccpC	repression	BSU_18000	citB	224308.BSU14140/224308.BSU18000	subtiwiki
BSU_29740	ccpA	repression	BSU_18010	yneN	224308.BSU29740/224308.BSU18010	subtiwiki
BSU_29740	ccpA	repression	BSU_18000	citB	224308.BSU29740/224308.BSU18000	subtiwiki
BSU_25200	sigA	sigma factor	BSU_18010	yneN	224308.BSU25200/224308.BSU18010	subtiwiki
BSU_25200	sigA	sigma factor	BSU_18000	citB	224308.BSU25200/224308.BSU18000	subtiwiki
BSU_27000	adhR	activation	BSU_27020	yraA	224308.BSU27000/224308.BSU27020	subtiwiki
BSU_04730	sigB	sigma factor	BSU_27020	yraA	224308.BSU04730/224308.BSU27020	subtiwiki
BSU_09520	sigM	sigma factor	BSU_27020	yraA	224308.BSU09520/224308.BSU27020	subtiwiki
BSU_10420	comK	activation	BSU_36310	ssbB	224308.BSU10420/224308.BSU36310	subtiwiki
BSU_14240	rok	repression	BSU_37390	albC	224308.BSU14240/224308.BSU37390	subtiwiki
BSU_14240	rok	repression	BSU_37430	albG	224308.BSU14240/224308.BSU37430	subtiwiki
BSU_14240	rok	repression	BSU_37360	sboX	224308.BSU14240/224308.BSU37360	subtiwiki
BSU_14240	rok	repression	BSU_37350	sboA	224308.BSU14240/224308.BSU37350	subtiwiki
BSU_14240	rok	repression	BSU_37410	albE	224308.BSU14240/224308.BSU37410	subtiwiki
BSU_14240	rok	repression	BSU_37420	albF	224308.BSU14240/224308.BSU37420	subtiwiki
BSU_14240	rok	repression	BSU_37380	albB	224308.BSU14240/224308.BSU37380	subtiwiki
BSU_14240	rok	repression	BSU_37400	albD	224308.BSU14240/224308.BSU37400	subtiwiki
BSU_14240	rok	repression	BSU_37370	albA	224308.BSU14240/224308.BSU37370	subtiwiki
BSU_23120	resD	activation	BSU_37390	albC	224308.BSU23120/224308.BSU37390	subtiwiki
BSU_23120	resD	activation	BSU_37430	albG	224308.BSU23120/224308.BSU37430	subtiwiki
BSU_23120	resD	activation	BSU_37360	sboX	224308.BSU23120/224308.BSU37360	subtiwiki
BSU_23120	resD	activation	BSU_37350	sboA	224308.BSU23120/224308.BSU37350	subtiwiki
BSU_23120	resD	activation	BSU_37410	albE	224308.BSU23120/224308.BSU37410	subtiwiki
BSU_23120	resD	activation	BSU_37420	albF	224308.BSU23120/224308.BSU37420	subtiwiki
BSU_23120	resD	activation	BSU_37380	albB	224308.BSU23120/224308.BSU37380	subtiwiki
BSU_23120	resD	activation	BSU_37400	albD	224308.BSU23120/224308.BSU37400	subtiwiki
BSU_23120	resD	activation	BSU_37370	albA	224308.BSU23120/224308.BSU37370	subtiwiki
BSU_00370	abrB	repression	BSU_37390	albC	224308.BSU00370/224308.BSU37390	subtiwiki
BSU_00370	abrB	repression	BSU_37430	albG	224308.BSU00370/224308.BSU37430	subtiwiki
BSU_00370	abrB	repression	BSU_37360	sboX	224308.BSU00370/224308.BSU37360	subtiwiki
BSU_00370	abrB	repression	BSU_37350	sboA	224308.BSU00370/224308.BSU37350	subtiwiki
BSU_00370	abrB	repression	BSU_37410	albE	224308.BSU00370/224308.BSU37410	subtiwiki
BSU_00370	abrB	repression	BSU_37420	albF	224308.BSU00370/224308.BSU37420	subtiwiki
BSU_00370	abrB	repression	BSU_37380	albB	224308.BSU00370/224308.BSU37380	subtiwiki
BSU_00370	abrB	repression	BSU_37400	albD	224308.BSU00370/224308.BSU37400	subtiwiki
BSU_00370	abrB	repression	BSU_37370	albA	224308.BSU00370/224308.BSU37370	subtiwiki
BSU_25200	sigA	sigma factor	BSU_37390	albC	224308.BSU25200/224308.BSU37390	subtiwiki
BSU_25200	sigA	sigma factor	BSU_37430	albG	224308.BSU25200/224308.BSU37430	subtiwiki
BSU_25200	sigA	sigma factor	BSU_37360	sboX	224308.BSU25200/224308.BSU37360	subtiwiki
BSU_25200	sigA	sigma factor	BSU_37350	sboA	224308.BSU25200/224308.BSU37350	subtiwiki
BSU_25200	sigA	sigma factor	BSU_37410	albE	224308.BSU25200/224308.BSU37410	subtiwiki
BSU_25200	sigA	sigma factor	BSU_37420	albF	224308.BSU25200/224308.BSU37420	subtiwiki
BSU_25200	sigA	sigma factor	BSU_37380	albB	224308.BSU25200/224308.BSU37380	subtiwiki
BSU_25200	sigA	sigma factor	BSU_37400	albD	224308.BSU25200/224308.BSU37400	subtiwiki
BSU_25200	sigA	sigma factor	BSU_37370	albA	224308.BSU25200/224308.BSU37370	subtiwiki
BSU_25200	sigA	sigma factor	BSU_41030	jag	224308.BSU25200/224308.BSU41030	subtiwiki
BSU_25200	sigA	sigma factor	BSU_41040	yidC1	224308.BSU25200/224308.BSU41040	subtiwiki
BSU_29110	phoP	activation	BSU_03510	srfAC	224308.BSU29110/224308.BSU03510	subtiwiki
BSU_29110	phoP	activation	BSU_03490	srfAB	224308.BSU29110/224308.BSU03490	subtiwiki
BSU_29110	phoP	activation	BSU_03500	comS	224308.BSU29110/224308.BSU03500	subtiwiki
BSU_29110	phoP	activation	BSU_03480	srfAA	224308.BSU29110/224308.BSU03480	subtiwiki
BSU_29110	phoP	activation	BSU_03520	srfAD	224308.BSU29110/224308.BSU03520	subtiwiki
BSU_16170	codY	repression	BSU_03510	srfAC	224308.BSU16170/224308.BSU03510	subtiwiki
BSU_16170	codY	repression	BSU_03490	srfAB	224308.BSU16170/224308.BSU03490	subtiwiki
BSU_16170	codY	repression	BSU_03500	comS	224308.BSU16170/224308.BSU03500	subtiwiki
BSU_16170	codY	repression	BSU_03480	srfAA	224308.BSU16170/224308.BSU03480	subtiwiki
BSU_16170	codY	repression	BSU_03520	srfAD	224308.BSU16170/224308.BSU03520	subtiwiki
BSU_31680	comA	activation	BSU_03510	srfAC	224308.BSU31680/224308.BSU03510	subtiwiki
BSU_31680	comA	activation	BSU_03490	srfAB	224308.BSU31680/224308.BSU03490	subtiwiki
BSU_31680	comA	activation	BSU_03500	comS	224308.BSU31680/224308.BSU03500	subtiwiki
BSU_31680	comA	activation	BSU_03480	srfAA	224308.BSU31680/224308.BSU03480	subtiwiki
BSU_31680	comA	activation	BSU_03520	srfAD	224308.BSU31680/224308.BSU03520	subtiwiki
BSU_08730	perR	activation	BSU_03510	srfAC	224308.BSU08730/224308.BSU03510	subtiwiki
BSU_08730	perR	activation	BSU_03490	srfAB	224308.BSU08730/224308.BSU03490	subtiwiki
BSU_08730	perR	activation	BSU_03500	comS	224308.BSU08730/224308.BSU03500	subtiwiki
BSU_08730	perR	activation	BSU_03480	srfAA	224308.BSU08730/224308.BSU03480	subtiwiki
BSU_08730	perR	activation	BSU_03520	srfAD	224308.BSU08730/224308.BSU03520	subtiwiki
BSU_11500	spx	repression	BSU_03510	srfAC	224308.BSU11500/224308.BSU03510	subtiwiki
BSU_11500	spx	repression	BSU_03490	srfAB	224308.BSU11500/224308.BSU03490	subtiwiki
BSU_11500	spx	repression	BSU_03500	comS	224308.BSU11500/224308.BSU03500	subtiwiki
BSU_11500	spx	repression	BSU_03480	srfAA	224308.BSU11500/224308.BSU03480	subtiwiki
BSU_11500	spx	repression	BSU_03520	srfAD	224308.BSU11500/224308.BSU03520	subtiwiki
BSU_14480	abh	repression	BSU_03510	srfAC	224308.BSU14480/224308.BSU03510	subtiwiki
BSU_14480	abh	repression	BSU_03490	srfAB	224308.BSU14480/224308.BSU03490	subtiwiki
BSU_14480	abh	repression	BSU_03500	comS	224308.BSU14480/224308.BSU03500	subtiwiki
BSU_14480	abh	repression	BSU_03480	srfAA	224308.BSU14480/224308.BSU03480	subtiwiki
BSU_14480	abh	repression	BSU_03520	srfAD	224308.BSU14480/224308.BSU03520	subtiwiki
BSU_25200	sigA	sigma factor	BSU_03510	srfAC	224308.BSU25200/224308.BSU03510	subtiwiki
BSU_25200	sigA	sigma factor	BSU_03490	srfAB	224308.BSU25200/224308.BSU03490	subtiwiki
BSU_25200	sigA	sigma factor	BSU_03500	comS	224308.BSU25200/224308.BSU03500	subtiwiki
BSU_25200	sigA	sigma factor	BSU_03480	srfAA	224308.BSU25200/224308.BSU03480	subtiwiki
BSU_25200	sigA	sigma factor	BSU_03520	srfAD	224308.BSU25200/224308.BSU03520	subtiwiki
BSU_03890	gabR	negative autoregulation	BSU_03890	gabR	224308.BSU03890/224308.BSU03890	subtiwiki
BSU_25200	sigA	sigma factor	BSU_03890	gabR	224308.BSU25200/224308.BSU03890	subtiwiki
BSU_01730	sigW	sigma factor	BSU_30000	ythQ	224308.BSU01730/224308.BSU30000	subtiwiki
BSU_01730	sigW	sigma factor	BSU_30010	ythP	224308.BSU01730/224308.BSU30010	subtiwiki
BSU_36420	spoIIID	repression	BSU_15170	spoVD	224308.BSU36420/224308.BSU15170	subtiwiki
BSU_15320	sigE	sigma factor	BSU_15170	spoVD	224308.BSU15320/224308.BSU15170	subtiwiki
BSU_28410	gerE	activation	BSU_09958	sscA	224308.BSU28410/224308.BSU09958	subtiwiki
BSU_25760	sigK	sigma factor	BSU_09958	sscA	224308.BSU25760/224308.BSU09958	subtiwiki
BSU_00370	abrB	repression	BSU_10560	ntdR	224308.BSU00370/224308.BSU10560	subtiwiki
BSU_00370	abrB	repression	BSU_22820	yphE	224308.BSU00370/224308.BSU22820	subtiwiki
BSU_00370	abrB	repression	BSU_22810	yphF	224308.BSU00370/224308.BSU22810	subtiwiki
BSU_16170	codY	repression	BSU_16160	clpY	224308.BSU16170/224308.BSU16160	subtiwiki
BSU_16170	codY	repression	BSU_16140	codV	224308.BSU16170/224308.BSU16140	subtiwiki
BSU_16170	codY	repression	BSU_16170	codY	224308.BSU16170/224308.BSU16170	subtiwiki
BSU_16170	codY	repression	BSU_16130	trmFO	224308.BSU16170/224308.BSU16130	subtiwiki
BSU_16170	codY	repression	BSU_16150	clpQ	224308.BSU16170/224308.BSU16150	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16160	clpY	224308.BSU25200/224308.BSU16160	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16140	codV	224308.BSU25200/224308.BSU16140	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16170	codY	224308.BSU25200/224308.BSU16170	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16130	trmFO	224308.BSU25200/224308.BSU16130	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16150	clpQ	224308.BSU25200/224308.BSU16150	subtiwiki
BSU_25760	sigK	sigma factor	BSU_13790	ykvQ	224308.BSU25760/224308.BSU13790	subtiwiki
BSU_25760	sigK	sigma factor	BSU_13789	ykzQ	224308.BSU25760/224308.BSU13789	subtiwiki
BSU_25760	sigK	sigma factor	BSU_13780	ykvP	224308.BSU25760/224308.BSU13780	subtiwiki
BSU_04730	sigB	sigma factor	BSU_09530	yhdN	224308.BSU04730/224308.BSU09530	subtiwiki
BSU_04730	sigB	sigma factor	BSU_09540	plsC	224308.BSU04730/224308.BSU09540	subtiwiki
BSU_15880	fapR	repression	BSU_09530	yhdN	224308.BSU15880/224308.BSU09530	subtiwiki
BSU_15880	fapR	repression	BSU_09540	plsC	224308.BSU15880/224308.BSU09540	subtiwiki
BSU_13310	tnrA	activation	BSU_06310	gabP	224308.BSU13310/224308.BSU06310	subtiwiki
BSU_16170	codY	repression	BSU_06310	gabP	224308.BSU16170/224308.BSU06310	subtiwiki
BSU_25200	sigA	sigma factor	BSU_06310	gabP	224308.BSU25200/224308.BSU06310	subtiwiki
BSU_01810	adaA	activation	BSU_01800	alkA	224308.BSU01810/224308.BSU01800	subtiwiki
BSU_25200	sigA	sigma factor	BSU_01800	alkA	224308.BSU25200/224308.BSU01800	subtiwiki
BSU_00370	abrB	repression	BSU_18300	ppsE	224308.BSU00370/224308.BSU18300	subtiwiki
BSU_00370	abrB	repression	BSU_18320	ppsC	224308.BSU00370/224308.BSU18320	subtiwiki
BSU_00370	abrB	repression	BSU_18340	ppsA	224308.BSU00370/224308.BSU18340	subtiwiki
BSU_00370	abrB	repression	BSU_18310	ppsD	224308.BSU00370/224308.BSU18310	subtiwiki
BSU_00370	abrB	repression	BSU_18330	ppsB	224308.BSU00370/224308.BSU18330	subtiwiki
BSU_35490	degU	activation	BSU_34470	yveA	224308.BSU35490/224308.BSU34470	subtiwiki
BSU_15330	sigG	sigma factor	BSU_34470	yveA	224308.BSU15330/224308.BSU34470	subtiwiki
BSU_04730	sigB	sigma factor	BSU_38940	yxjI	224308.BSU04730/224308.BSU38940	subtiwiki
BSU_01730	sigW	sigma factor	BSU_38940	yxjI	224308.BSU01730/224308.BSU38940	subtiwiki
BSU_35490	degU	repression	BSU_38940	yxjI	224308.BSU35490/224308.BSU38940	subtiwiki
BSU_29740	ccpA	repression	BSU_25190	cccA	224308.BSU29740/224308.BSU25190	subtiwiki
BSU_00370	abrB	repression	BSU_25190	cccA	224308.BSU00370/224308.BSU25190	subtiwiki
BSU_25200	sigA	sigma factor	BSU_25190	cccA	224308.BSU25200/224308.BSU25190	subtiwiki
BSU_24770	mgsR	activation	BSU_24770	mgsR	224308.BSU24770/224308.BSU24770	subtiwiki
BSU_04730	sigB	sigma factor	BSU_24770	mgsR	224308.BSU04730/224308.BSU24770	subtiwiki
BSU_28410	gerE	activation	BSU_11760	cotX	224308.BSU28410/224308.BSU11760	subtiwiki
BSU_15090	gerR	activation	BSU_11760	cotX	224308.BSU15090/224308.BSU11760	subtiwiki
BSU_25760	sigK	sigma factor	BSU_11760	cotX	224308.BSU25760/224308.BSU11760	subtiwiki
BSU_15320	sigE	sigma factor	BSU_11760	cotX	224308.BSU15320/224308.BSU11760	subtiwiki
BSU_15320	sigE	sigma factor	BSU_17640	yncD	224308.BSU15320/224308.BSU17640	subtiwiki
BSU_25200	sigA	sigma factor	BSU_00820	lysS	224308.BSU25200/224308.BSU00820	subtiwiki
BSU_25200	sigA	sigma factor	BSU_26050	txpA	224308.BSU25200/224308.BSU26050	subtiwiki
BSU_misc_RNA_81	ratA	antisense RNA	BSU_26050	txpA	224308.BSUmiscRNA81/224308.BSU26050	subtiwiki
BSU_24220	spo0A	transcription activation	BSU_26050	txpA	224308.BSU24220/224308.BSU26050	subtiwiki
BSU_25200	sigA	sigma factor	BSU_13150	ohrR	224308.BSU25200/224308.BSU13150	subtiwiki
BSU_26670	gltR	negative autoregulation	BSU_26670	gltR	224308.BSU26670/224308.BSU26670	subtiwiki
BSU_25200	sigA	sigma factor	BSU_26670	gltR	224308.BSU25200/224308.BSU26670	subtiwiki
BSU_25760	sigK	sigma factor	BSU_16770	dapA	224308.BSU25760/224308.BSU16770	subtiwiki
BSU_25760	sigK	sigma factor	BSU_16750	asd	224308.BSU25760/224308.BSU16750	subtiwiki
BSU_25760	sigK	sigma factor	BSU_16760	dapG	224308.BSU25760/224308.BSU16760	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16770	dapA	224308.BSU25200/224308.BSU16770	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16750	asd	224308.BSU25200/224308.BSU16750	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16760	dapG	224308.BSU25200/224308.BSU16760	subtiwiki
BSU_03620	bsdA	activation	BSU_03651	bsdD	224308.BSU03620/224308.BSU03651	subtiwiki
BSU_03620	bsdA	activation	BSU_03630	bsdB	224308.BSU03620/224308.BSU03630	subtiwiki
BSU_03620	bsdA	activation	BSU_03640	bsdC	224308.BSU03620/224308.BSU03640	subtiwiki
BSU_00560	spoVT	repression	BSU_03720	gerKB	224308.BSU00560/224308.BSU03720	subtiwiki
BSU_00560	spoVT	repression	BSU_03710	gerKC	224308.BSU00560/224308.BSU03710	subtiwiki
BSU_00560	spoVT	repression	BSU_03700	gerKA	224308.BSU00560/224308.BSU03700	subtiwiki
BSU_15330	sigG	sigma factor	BSU_03720	gerKB	224308.BSU15330/224308.BSU03720	subtiwiki
BSU_15330	sigG	sigma factor	BSU_03710	gerKC	224308.BSU15330/224308.BSU03710	subtiwiki
BSU_15330	sigG	sigma factor	BSU_03700	gerKA	224308.BSU15330/224308.BSU03700	subtiwiki
BSU_23450	sigF	sigma factor	BSU_10280	yhfM	224308.BSU23450/224308.BSU10280	subtiwiki
BSU_25760	sigK	sigma factor	BSU_12820	spoIISB	224308.BSU25760/224308.BSU12820	subtiwiki
BSU_25760	sigK	sigma factor	BSU_12830	spoIISA	224308.BSU25760/224308.BSU12830	subtiwiki
BSU_24220	spo0A	repression	BSU_14240	rok	224308.BSU24220/224308.BSU14240	subtiwiki
BSU_24610	sinR	repression	BSU_14240	rok	224308.BSU24610/224308.BSU14240	subtiwiki
BSU_14240	rok	repression	BSU_14240	rok	224308.BSU14240/224308.BSU14240	subtiwiki
BSU_00370	abrB	repression	BSU_14240	rok	224308.BSU00370/224308.BSU14240	subtiwiki
BSU_25200	sigA	sigma factor	BSU_18130	bglC	224308.BSU25200/224308.BSU18130	subtiwiki
BSU_02370	gamR	repression	BSU_02380	ybgB	224308.BSU02370/224308.BSU02380	subtiwiki
BSU_25200	sigA	sigma factor	BSU_02380	ybgB	224308.BSU25200/224308.BSU02380	subtiwiki
BSU_38700	sigY	sigma factor	BSU_02380	ybgB	224308.BSU38700/224308.BSU02380	subtiwiki
BSU_08730	perR	repression	BSU_08820	katA	224308.BSU08730/224308.BSU08820	subtiwiki
NA	stringent response	negative regulation	BSU_00500	gcaD	224308.NA/224308.BSU00500	subtiwiki
NA	stringent response	negative regulation	BSU_00510	prs	224308.NA/224308.BSU00510	subtiwiki
NA	stringent response	negative regulation	BSU_00520	ctc	224308.NA/224308.BSU00520	subtiwiki
BSU_11500	spx	activation	BSU_19470	yojF	224308.BSU11500/224308.BSU19470	subtiwiki
BSU_11500	spx	activation	BSU_19479	yoyC	224308.BSU11500/224308.BSU19479	subtiwiki
BSU_11500	spx	activation	BSU_19460	bshB2	224308.BSU11500/224308.BSU19460	subtiwiki
BSU_25200	sigA	sigma factor	BSU_19470	yojF	224308.BSU25200/224308.BSU19470	subtiwiki
BSU_25200	sigA	sigma factor	BSU_19479	yoyC	224308.BSU25200/224308.BSU19479	subtiwiki
BSU_25200	sigA	sigma factor	BSU_19460	bshB2	224308.BSU25200/224308.BSU19460	subtiwiki
BSU_23450	sigF	sigma factor	BSU_00560	spoVT	224308.BSU23450/224308.BSU00560	subtiwiki
BSU_15330	sigG	sigma factor	BSU_00560	spoVT	224308.BSU15330/224308.BSU00560	subtiwiki
BSU_25100	zur	repression	BSU_26830	zinT	224308.BSU25100/224308.BSU26830	subtiwiki
BSU_25200	sigA	sigma factor	BSU_26830	zinT	224308.BSU25200/224308.BSU26830	subtiwiki
BSU_36420	spoIIID	repression	BSU_22520	ypjB	224308.BSU36420/224308.BSU22520	subtiwiki
BSU_15320	sigE	sigma factor	BSU_22520	ypjB	224308.BSU15320/224308.BSU22520	subtiwiki
BSU_29740	ccpA	repression	BSU_35050	yvnA	224308.BSU29740/224308.BSU35050	subtiwiki
BSU_00370	abrB	repression	BSU_35050	yvnA	224308.BSU00370/224308.BSU35050	subtiwiki
BSU_15320	sigE	sigma factor	BSU_04630	ssdC	224308.BSU15320/224308.BSU04630	subtiwiki
BSU_15320	sigE	sigma factor	BSU_08930	cspR	224308.BSU15320/224308.BSU08930	subtiwiki
BSU_15320	sigE	sigma factor	BSU_08920	yhbB	224308.BSU15320/224308.BSU08920	subtiwiki
BSU_03750	yclJ	activation	BSU_18190	uptA	224308.BSU03750/224308.BSU18190	subtiwiki
BSU_03750	yclJ	activation	BSU_18180	yngB	224308.BSU03750/224308.BSU18180	subtiwiki
BSU_03750	yclJ	activation	BSU_18170	yngA	224308.BSU03750/224308.BSU18170	subtiwiki
BSU_29110	phoP	repression	BSU_35750	tagA	224308.BSU29110/224308.BSU35750	subtiwiki
BSU_29110	phoP	repression	BSU_35760	tagB	224308.BSU29110/224308.BSU35760	subtiwiki
BSU_40410	walR	activation	BSU_35750	tagA	224308.BSU40410/224308.BSU35750	subtiwiki
BSU_40410	walR	activation	BSU_35760	tagB	224308.BSU40410/224308.BSU35760	subtiwiki
BSU_25200	sigA	sigma factor	BSU_35750	tagA	224308.BSU25200/224308.BSU35750	subtiwiki
BSU_25200	sigA	sigma factor	BSU_35760	tagB	224308.BSU25200/224308.BSU35760	subtiwiki
NA	stringent response	negative regulation	BSU_15990	rpsP	224308.NA/224308.BSU15990	subtiwiki
NA	stringent response	negative regulation	BSU_16000	khpA	224308.NA/224308.BSU16000	subtiwiki
BSU_16170	codY	repression	BSU_39890	yxbB	224308.BSU16170/224308.BSU39890	subtiwiki
BSU_16170	codY	repression	BSU_39900	yxbA	224308.BSU16170/224308.BSU39900	subtiwiki
BSU_16170	codY	repression	BSU_39920	asnH	224308.BSU16170/224308.BSU39920	subtiwiki
BSU_16170	codY	repression	BSU_39910	yxnB	224308.BSU16170/224308.BSU39910	subtiwiki
BSU_16170	codY	repression	BSU_39930	yxaM	224308.BSU16170/224308.BSU39930	subtiwiki
BSU_00370	abrB	repression	BSU_39890	yxbB	224308.BSU00370/224308.BSU39890	subtiwiki
BSU_00370	abrB	repression	BSU_39900	yxbA	224308.BSU00370/224308.BSU39900	subtiwiki
BSU_00370	abrB	repression	BSU_39920	asnH	224308.BSU00370/224308.BSU39920	subtiwiki
