regulator_locus	regulator_name	mode	gene_locus	gene_name	link	source
BSU_12370	exuR	repression	BSU_12340	uxuA	224308.BSU12370/224308.BSU12340	subtiwiki
BSU_12370	exuR	repression	BSU_12380	uxaB	224308.BSU12370/224308.BSU12380	subtiwiki
BSU_12370	exuR	repression	BSU_12350	yjmF	224308.BSU12370/224308.BSU12350	subtiwiki
BSU_12370	exuR	repression	BSU_12330	yjmD	224308.BSU12370/224308.BSU12330	subtiwiki
BSU_12370	exuR	repression	BSU_12390	uxaA	224308.BSU12370/224308.BSU12390	subtiwiki
BSU_29740	ccpA	repression	BSU_12320	yjmC	224308.BSU29740/224308.BSU12320	subtiwiki
BSU_29740	ccpA	repression	BSU_12310	yjmB	224308.BSU29740/224308.BSU12310	subtiwiki
BSU_29740	ccpA	repression	BSU_12300	uxaC	224308.BSU29740/224308.BSU12300	subtiwiki
BSU_29740	ccpA	repression	BSU_12370	exuR	224308.BSU29740/224308.BSU12370	subtiwiki
BSU_29740	ccpA	repression	BSU_12360	exuT	224308.BSU29740/224308.BSU12360	subtiwiki
BSU_29740	ccpA	repression	BSU_12340	uxuA	224308.BSU29740/224308.BSU12340	subtiwiki
BSU_29740	ccpA	repression	BSU_12380	uxaB	224308.BSU29740/224308.BSU12380	subtiwiki
BSU_29740	ccpA	repression	BSU_12350	yjmF	224308.BSU29740/224308.BSU12350	subtiwiki
BSU_29740	ccpA	repression	BSU_12330	yjmD	224308.BSU29740/224308.BSU12330	subtiwiki
BSU_29740	ccpA	repression	BSU_12390	uxaA	224308.BSU29740/224308.BSU12390	subtiwiki
NA	T-box	RNA switch	BSU_28090	valS	224308.NA/224308.BSU28090	subtiwiki
NA	T-box	RNA switch	BSU_28080	folC	224308.NA/224308.BSU28080	subtiwiki
BSU_25200	sigA	sigma factor	BSU_28090	valS	224308.BSU25200/224308.BSU28090	subtiwiki
BSU_25200	sigA	sigma factor	BSU_28080	folC	224308.BSU25200/224308.BSU28080	subtiwiki
BSU_misc_RNA_11	Thi-box	RNA switch	BSU_11650	tenA	224308.BSUmiscRNA11/224308.BSU11650	subtiwiki
BSU_misc_RNA_11	Thi-box	RNA switch	BSU_11670	thiO	224308.BSUmiscRNA11/224308.BSU11670	subtiwiki
BSU_misc_RNA_11	Thi-box	RNA switch	BSU_11680	thiS	224308.BSUmiscRNA11/224308.BSU11680	subtiwiki
BSU_misc_RNA_11	Thi-box	RNA switch	BSU_11710	thiD	224308.BSUmiscRNA11/224308.BSU11710	subtiwiki
BSU_misc_RNA_11	Thi-box	RNA switch	BSU_11690	thiG	224308.BSUmiscRNA11/224308.BSU11690	subtiwiki
BSU_misc_RNA_11	Thi-box	RNA switch	BSU_11660	tenI	224308.BSUmiscRNA11/224308.BSU11660	subtiwiki
BSU_misc_RNA_11	Thi-box	RNA switch	BSU_11700	thiF	224308.BSUmiscRNA11/224308.BSU11700	subtiwiki
BSU_04730	sigB	sigma factor	BSU_04220	ydaG	224308.BSU04730/224308.BSU04220	subtiwiki
BSU_04730	sigB	sigma factor	BSU_04190	ydaD	224308.BSU04730/224308.BSU04190	subtiwiki
BSU_04730	sigB	sigma factor	BSU_04210	ydaF	224308.BSU04730/224308.BSU04210	subtiwiki
BSU_04730	sigB	sigma factor	BSU_04200	ydaE	224308.BSU04730/224308.BSU04200	subtiwiki
NA	stringent response	negative regulation	BSU_16640	ylxP	224308.NA/224308.BSU16640	subtiwiki
NA	stringent response	negative regulation	BSU_16630	infB	224308.NA/224308.BSU16630	subtiwiki
NA	stringent response	negative regulation	BSU_16620	rplGA	224308.NA/224308.BSU16620	subtiwiki
NA	stringent response	negative regulation	BSU_16600	nusA	224308.NA/224308.BSU16600	subtiwiki
NA	stringent response	negative regulation	BSU_16590	ylxS	224308.NA/224308.BSU16590	subtiwiki
NA	stringent response	negative regulation	BSU_16650	rbfA	224308.NA/224308.BSU16650	subtiwiki
NA	stringent response	negative regulation	BSU_16610	rnpM	224308.NA/224308.BSU16610	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16640	ylxP	224308.BSU25200/224308.BSU16640	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16630	infB	224308.BSU25200/224308.BSU16630	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16620	rplGA	224308.BSU25200/224308.BSU16620	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16600	nusA	224308.BSU25200/224308.BSU16600	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16590	ylxS	224308.BSU25200/224308.BSU16590	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16650	rbfA	224308.BSU25200/224308.BSU16650	subtiwiki
BSU_25200	sigA	sigma factor	BSU_16610	rnpM	224308.BSU25200/224308.BSU16610	subtiwiki
BSU_04730	sigB	sigma factor	BSU_16640	ylxP	224308.BSU04730/224308.BSU16640	subtiwiki
BSU_04730	sigB	sigma factor	BSU_16630	infB	224308.BSU04730/224308.BSU16630	subtiwiki
BSU_04730	sigB	sigma factor	BSU_16620	rplGA	224308.BSU04730/224308.BSU16620	subtiwiki
BSU_04730	sigB	sigma factor	BSU_16600	nusA	224308.BSU04730/224308.BSU16600	subtiwiki
BSU_04730	sigB	sigma factor	BSU_16590	ylxS	224308.BSU04730/224308.BSU16590	subtiwiki
BSU_04730	sigB	sigma factor	BSU_16650	rbfA	224308.BSU04730/224308.BSU16650	subtiwiki
BSU_04730	sigB	sigma factor	BSU_16610	rnpM	224308.BSU04730/224308.BSU16610	subtiwiki
BSU_16600	nusA	attenuation	BSU_16640	ylxP	224308.BSU16600/224308.BSU16640	subtiwiki
BSU_16600	nusA	attenuation	BSU_16630	infB	224308.BSU16600/224308.BSU16630	subtiwiki
BSU_16600	nusA	attenuation	BSU_16620	rplGA	224308.BSU16600/224308.BSU16620	subtiwiki
BSU_16600	nusA	attenuation	BSU_16600	nusA	224308.BSU16600/224308.BSU16600	subtiwiki
BSU_16600	nusA	attenuation	BSU_16590	ylxS	224308.BSU16600/224308.BSU16590	subtiwiki
BSU_16600	nusA	attenuation	BSU_16650	rbfA	224308.BSU16600/224308.BSU16650	subtiwiki
BSU_16600	nusA	attenuation	BSU_16610	rnpM	224308.BSU16600/224308.BSU16610	subtiwiki
BSU_15320	sigE	sigma factor	BSU_09780	yheC	224308.BSU15320/224308.BSU09780	subtiwiki
BSU_15320	sigE	sigma factor	BSU_09770	yheD	224308.BSU15320/224308.BSU09770	subtiwiki
BSU_36420	spoIIID	activation	BSU_09780	yheC	224308.BSU36420/224308.BSU09780	subtiwiki
BSU_36420	spoIIID	activation	BSU_09770	yheD	224308.BSU36420/224308.BSU09770	subtiwiki
BSU_28410	gerE	activation	BSU_11770	cotW	224308.BSU28410/224308.BSU11770	subtiwiki
BSU_28410	gerE	activation	BSU_11780	cotV	224308.BSU28410/224308.BSU11780	subtiwiki
BSU_28410	gerE	activation	BSU_11760	cotX	224308.BSU28410/224308.BSU11760	subtiwiki
BSU_25760	sigK	sigma factor	BSU_11770	cotW	224308.BSU25760/224308.BSU11770	subtiwiki
BSU_25760	sigK	sigma factor	BSU_11780	cotV	224308.BSU25760/224308.BSU11780	subtiwiki
BSU_25760	sigK	sigma factor	BSU_11760	cotX	224308.BSU25760/224308.BSU11760	subtiwiki
BSU_15320	sigE	sigma factor	BSU_11770	cotW	224308.BSU15320/224308.BSU11770	subtiwiki
BSU_15320	sigE	sigma factor	BSU_11780	cotV	224308.BSU15320/224308.BSU11780	subtiwiki
BSU_15320	sigE	sigma factor	BSU_11760	cotX	224308.BSU15320/224308.BSU11760	subtiwiki
BSU_36420	spoIIID	activation	BSU_11770	cotW	224308.BSU36420/224308.BSU11770	subtiwiki
BSU_36420	spoIIID	activation	BSU_11780	cotV	224308.BSU36420/224308.BSU11780	subtiwiki
BSU_36420	spoIIID	activation	BSU_11760	cotX	224308.BSU36420/224308.BSU11760	subtiwiki
NA	S-box	RNA switch	BSU_11870	metI	224308.NA/224308.BSU11870	subtiwiki
NA	S-box	RNA switch	BSU_11880	metC	224308.NA/224308.BSU11880	subtiwiki
BSU_25200	sigA	sigma factor	BSU_11870	metI	224308.BSU25200/224308.BSU11870	subtiwiki
BSU_25200	sigA	sigma factor	BSU_11880	metC	224308.BSU25200/224308.BSU11880	subtiwiki
BSU_30460	ytrA	repression	BSU_30440	ytrC	224308.BSU30460/224308.BSU30440	subtiwiki
BSU_30460	ytrA	repression	BSU_30420	ytrE	224308.BSU30460/224308.BSU30420	subtiwiki
BSU_30460	ytrA	repression	BSU_30460	ytrA	224308.BSU30460/224308.BSU30460	subtiwiki
BSU_30460	ytrA	repression	BSU_30410	ytrF	224308.BSU30460/224308.BSU30410	subtiwiki
BSU_30460	ytrA	repression	BSU_30430	ytrD	224308.BSU30460/224308.BSU30430	subtiwiki
BSU_30460	ytrA	repression	BSU_30450	ytrB	224308.BSU30460/224308.BSU30450	subtiwiki
BSU_30460	ytrA	repression	BSU_CDS_3119273	ytrG	224308.BSU30460/224308.BSUCDS3119273	subtiwiki
BSU_25200	sigA	sigma factor	BSU_30440	ytrC	224308.BSU25200/224308.BSU30440	subtiwiki
BSU_25200	sigA	sigma factor	BSU_30420	ytrE	224308.BSU25200/224308.BSU30420	subtiwiki
BSU_25200	sigA	sigma factor	BSU_30460	ytrA	224308.BSU25200/224308.BSU30460	subtiwiki
BSU_25200	sigA	sigma factor	BSU_30410	ytrF	224308.BSU25200/224308.BSU30410	subtiwiki
BSU_25200	sigA	sigma factor	BSU_30430	ytrD	224308.BSU25200/224308.BSU30430	subtiwiki
BSU_25200	sigA	sigma factor	BSU_30450	ytrB	224308.BSU25200/224308.BSU30450	subtiwiki
BSU_25200	sigA	sigma factor	BSU_CDS_3119273	ytrG	224308.BSU25200/224308.BSUCDS3119273	subtiwiki
BSU_38450	dtrR	repression	BSU_38460	tyrZ	224308.BSU38450/224308.BSU38460	subtiwiki
BSU_38450	dtrR	repression	BSU_38450	dtrR	224308.BSU38450/224308.BSU38450	subtiwiki
NA	T-box	RNA switch	BSU_38460	tyrZ	224308.NA/224308.BSU38460	subtiwiki
NA	T-box	RNA switch	BSU_38450	dtrR	224308.NA/224308.BSU38450	subtiwiki
BSU_29110	phoP	activation	BSU_02620	phoD	224308.BSU29110/224308.BSU02620	subtiwiki
BSU_29110	phoP	activation	BSU_02640	tatCD	224308.BSU29110/224308.BSU02640	subtiwiki
BSU_29110	phoP	activation	BSU_02630	tatAD	224308.BSU29110/224308.BSU02630	subtiwiki
BSU_25200	sigA	sigma factor	BSU_02620	phoD	224308.BSU25200/224308.BSU02620	subtiwiki
BSU_25200	sigA	sigma factor	BSU_02640	tatCD	224308.BSU25200/224308.BSU02640	subtiwiki
BSU_25200	sigA	sigma factor	BSU_02630	tatAD	224308.BSU25200/224308.BSU02630	subtiwiki
BSU_24220	spo0A	repression	BSU_12430	rapA	224308.BSU24220/224308.BSU12430	subtiwiki
BSU_24220	spo0A	repression	BSU_12440	phrA	224308.BSU24220/224308.BSU12440	subtiwiki
BSU_25200	sigA	sigma factor	BSU_12430	rapA	224308.BSU25200/224308.BSU12430	subtiwiki
BSU_25200	sigA	sigma factor	BSU_12440	phrA	224308.BSU25200/224308.BSU12440	subtiwiki
BSU_31680	comA	activation	BSU_12430	rapA	224308.BSU31680/224308.BSU12430	subtiwiki
BSU_31680	comA	activation	BSU_12440	phrA	224308.BSU31680/224308.BSU12440	subtiwiki
BSU_16170	codY	repression	BSU_12430	rapA	224308.BSU16170/224308.BSU12430	subtiwiki
BSU_16170	codY	repression	BSU_12440	phrA	224308.BSU16170/224308.BSU12440	subtiwiki
BSU_29740	ccpA	repression	BSU_12430	rapA	224308.BSU29740/224308.BSU12430	subtiwiki
BSU_29740	ccpA	repression	BSU_12440	phrA	224308.BSU29740/224308.BSU12440	subtiwiki
BSU_25200	sigA	sigma factor	BSU_38410	sacX	224308.BSU25200/224308.BSU38410	subtiwiki
BSU_25200	sigA	sigma factor	BSU_38420	sacY	224308.BSU25200/224308.BSU38420	subtiwiki
BSU_35490	degU	activation	BSU_38410	sacX	224308.BSU35490/224308.BSU38410	subtiwiki
BSU_35490	degU	activation	BSU_38420	sacY	224308.BSU35490/224308.BSU38420	subtiwiki
BSU_38420	sacY	antitermination	BSU_38410	sacX	224308.BSU38420/224308.BSU38410	subtiwiki
BSU_38420	sacY	antitermination	BSU_38420	sacY	224308.BSU38420/224308.BSU38420	subtiwiki
BSU_23120	resD	activation	BSU_03280	nasF	224308.BSU23120/224308.BSU03280	subtiwiki
BSU_23120	resD	activation	BSU_03320	nasB	224308.BSU23120/224308.BSU03320	subtiwiki
BSU_23120	resD	activation	BSU_03290	nasE	224308.BSU23120/224308.BSU03290	subtiwiki
BSU_23120	resD	activation	BSU_03310	nasC	224308.BSU23120/224308.BSU03310	subtiwiki
BSU_23120	resD	activation	BSU_03300	nasD	224308.BSU23120/224308.BSU03300	subtiwiki
BSU_25200	sigA	sigma factor	BSU_03280	nasF	224308.BSU25200/224308.BSU03280	subtiwiki
BSU_25200	sigA	sigma factor	BSU_03320	nasB	224308.BSU25200/224308.BSU03320	subtiwiki
BSU_25200	sigA	sigma factor	BSU_03290	nasE	224308.BSU25200/224308.BSU03290	subtiwiki
BSU_25200	sigA	sigma factor	BSU_03310	nasC	224308.BSU25200/224308.BSU03310	subtiwiki
BSU_25200	sigA	sigma factor	BSU_03300	nasD	224308.BSU25200/224308.BSU03300	subtiwiki
BSU_13310	tnrA	activation	BSU_03280	nasF	224308.BSU13310/224308.BSU03280	subtiwiki
BSU_13310	tnrA	activation	BSU_03320	nasB	224308.BSU13310/224308.BSU03320	subtiwiki
BSU_13310	tnrA	activation	BSU_03290	nasE	224308.BSU13310/224308.BSU03290	subtiwiki
BSU_13310	tnrA	activation	BSU_03310	nasC	224308.BSU13310/224308.BSU03310	subtiwiki
BSU_13310	tnrA	activation	BSU_03300	nasD	224308.BSU13310/224308.BSU03300	subtiwiki
BSU_09380	nsrR	repression	BSU_03280	nasF	224308.BSU09380/224308.BSU03280	subtiwiki
BSU_09380	nsrR	repression	BSU_03320	nasB	224308.BSU09380/224308.BSU03320	subtiwiki
BSU_09380	nsrR	repression	BSU_03290	nasE	224308.BSU09380/224308.BSU03290	subtiwiki
BSU_09380	nsrR	repression	BSU_03310	nasC	224308.BSU09380/224308.BSU03310	subtiwiki
BSU_09380	nsrR	repression	BSU_03300	nasD	224308.BSU09380/224308.BSU03300	subtiwiki
BSU_23520	fur	repression	BSU_03280	nasF	224308.BSU23520/224308.BSU03280	subtiwiki
BSU_23520	fur	repression	BSU_03320	nasB	224308.BSU23520/224308.BSU03320	subtiwiki
BSU_23520	fur	repression	BSU_03290	nasE	224308.BSU23520/224308.BSU03290	subtiwiki
BSU_23520	fur	repression	BSU_03310	nasC	224308.BSU23520/224308.BSU03310	subtiwiki
BSU_23520	fur	repression	BSU_03300	nasD	224308.BSU23520/224308.BSU03300	subtiwiki
BSU_22440	birA	repression	BSU_10370	panU	224308.BSU22440/224308.BSU10370	subtiwiki
BSU_22440	birA	repression	BSU_10360	yhfT	224308.BSU22440/224308.BSU10360	subtiwiki
BSU_22440	birA	repression	BSU_10340	yhfR	224308.BSU22440/224308.BSU10340	subtiwiki
BSU_22440	birA	repression	BSU_10350	yhfS	224308.BSU22440/224308.BSU10350	subtiwiki
NA	T-box	RNA switch	BSU_00950	mrnC	224308.NA/224308.BSU00950	subtiwiki
NA	T-box	RNA switch	BSU_00920	gltX	224308.NA/224308.BSU00920	subtiwiki
NA	T-box	RNA switch	BSU_00970	yacP	224308.NA/224308.BSU00970	subtiwiki
NA	T-box	RNA switch	BSU_00930	cysE	224308.NA/224308.BSU00930	subtiwiki
NA	T-box	RNA switch	BSU_00960	yacO	224308.NA/224308.BSU00960	subtiwiki
NA	T-box	RNA switch	BSU_00940	cysS	224308.NA/224308.BSU00940	subtiwiki
BSU_25200	sigA	sigma factor	BSU_00950	mrnC	224308.BSU25200/224308.BSU00950	subtiwiki
BSU_25200	sigA	sigma factor	BSU_00920	gltX	224308.BSU25200/224308.BSU00920	subtiwiki
BSU_25200	sigA	sigma factor	BSU_00970	yacP	224308.BSU25200/224308.BSU00970	subtiwiki
BSU_25200	sigA	sigma factor	BSU_00930	cysE	224308.BSU25200/224308.BSU00930	subtiwiki
BSU_25200	sigA	sigma factor	BSU_00960	yacO	224308.BSU25200/224308.BSU00960	subtiwiki
BSU_25200	sigA	sigma factor	BSU_00940	cysS	224308.BSU25200/224308.BSU00940	subtiwiki
BSU_13450	sigI	sigma factor	BSU_13450	sigI	224308.BSU13450/224308.BSU13450	subtiwiki
BSU_13450	sigI	sigma factor	BSU_13460	rsgI	224308.BSU13450/224308.BSU13460	subtiwiki
BSU_40410	walR	activation	BSU_13450	sigI	224308.BSU40410/224308.BSU13450	subtiwiki
BSU_40410	walR	activation	BSU_13460	rsgI	224308.BSU40410/224308.BSU13460	subtiwiki
NA	B12 riboswitch	RNA switch	BSU_33160	yvrA	224308.NA/224308.BSU33160	subtiwiki
NA	B12 riboswitch	RNA switch	BSU_33170	yvrB	224308.NA/224308.BSU33170	subtiwiki
NA	B12 riboswitch	RNA switch	BSU_33150	yvqK	224308.NA/224308.BSU33150	subtiwiki
NA	B12 riboswitch	RNA switch	BSU_33180	yvrC	224308.NA/224308.BSU33180	subtiwiki
NA	FMN-box	RNA switch	BSU_23050	ribU	224308.NA/224308.BSU23050	subtiwiki
NA	c-di-AMP Riboswitch	RNA switch	BSU_04320	kimA	224308.NA/224308.BSU04320	subtiwiki
BSU_04730	sigB	sigma factor	BSU_02840	ycdG	224308.BSU04730/224308.BSU02840	subtiwiki
BSU_04730	sigB	sigma factor	BSU_02830	ycdF	224308.BSU04730/224308.BSU02830	subtiwiki
BSU_25200	sigA	sigma factor	BSU_31860	yueB	224308.BSU25200/224308.BSU31860	subtiwiki
BSU_25200	sigA	sigma factor	BSU_31900	yukD	224308.BSU25200/224308.BSU31900	subtiwiki
BSU_25200	sigA	sigma factor	BSU_31890	essB	224308.BSU25200/224308.BSU31890	subtiwiki
BSU_25200	sigA	sigma factor	BSU_31910	yukE	224308.BSU25200/224308.BSU31910	subtiwiki
BSU_25200	sigA	sigma factor	BSU_31875	yukB	224308.BSU25200/224308.BSU31875	subtiwiki
BSU_25200	sigA	sigma factor	BSU_31840	yueD	224308.BSU25200/224308.BSU31840	subtiwiki
BSU_25200	sigA	sigma factor	BSU_31850	yueC	224308.BSU25200/224308.BSU31850	subtiwiki
BSU_35490	degU	activation	BSU_31860	yueB	224308.BSU35490/224308.BSU31860	subtiwiki
BSU_35490	degU	activation	BSU_31900	yukD	224308.BSU35490/224308.BSU31900	subtiwiki
BSU_35490	degU	activation	BSU_31890	essB	224308.BSU35490/224308.BSU31890	subtiwiki
BSU_35490	degU	activation	BSU_31910	yukE	224308.BSU35490/224308.BSU31910	subtiwiki
BSU_35490	degU	activation	BSU_31875	yukB	224308.BSU35490/224308.BSU31875	subtiwiki
BSU_35490	degU	activation	BSU_31840	yueD	224308.BSU35490/224308.BSU31840	subtiwiki
BSU_35490	degU	activation	BSU_31850	yueC	224308.BSU35490/224308.BSU31850	subtiwiki
BSU_13310	tnrA	repression	BSU_19580	yodF	224308.BSU13310/224308.BSU19580	subtiwiki
BSU_13310	tnrA	repression	BSU_19579	yoyD	224308.BSU13310/224308.BSU19579	subtiwiki
BSU_13310	tnrA	activation	BSU_11382	appA/2	224308.BSU13310/224308.BSU11382	subtiwiki
BSU_13310	tnrA	activation	BSU_11400	appC	224308.BSU13310/224308.BSU11400	subtiwiki
BSU_13310	tnrA	activation	BSU_11360	appD	224308.BSU13310/224308.BSU11360	subtiwiki
BSU_13310	tnrA	activation	BSU_11370	appF	224308.BSU13310/224308.BSU11370	subtiwiki
BSU_13310	tnrA	activation	BSU_11390	appB	224308.BSU13310/224308.BSU11390	subtiwiki
BSU_13310	tnrA	activation	BSU_11381	appA/1	224308.BSU13310/224308.BSU11381	subtiwiki
BSU_16170	codY	repression	BSU_11382	appA/2	224308.BSU16170/224308.BSU11382	subtiwiki
BSU_16170	codY	repression	BSU_11400	appC	224308.BSU16170/224308.BSU11400	subtiwiki
BSU_16170	codY	repression	BSU_11360	appD	224308.BSU16170/224308.BSU11360	subtiwiki
BSU_16170	codY	repression	BSU_11370	appF	224308.BSU16170/224308.BSU11370	subtiwiki
BSU_16170	codY	repression	BSU_11390	appB	224308.BSU16170/224308.BSU11390	subtiwiki
BSU_16170	codY	repression	BSU_11381	appA/1	224308.BSU16170/224308.BSU11381	subtiwiki
BSU_09990	scoC	repression	BSU_11382	appA/2	224308.BSU09990/224308.BSU11382	subtiwiki
BSU_09990	scoC	repression	BSU_11400	appC	224308.BSU09990/224308.BSU11400	subtiwiki
BSU_09990	scoC	repression	BSU_11360	appD	224308.BSU09990/224308.BSU11360	subtiwiki
BSU_09990	scoC	repression	BSU_11370	appF	224308.BSU09990/224308.BSU11370	subtiwiki
BSU_09990	scoC	repression	BSU_11390	appB	224308.BSU09990/224308.BSU11390	subtiwiki
BSU_09990	scoC	repression	BSU_11381	appA/1	224308.BSU09990/224308.BSU11381	subtiwiki
NA	yybP-ykoY motif	RNA switch	BSU_13440	meeY	224308.NA/224308.BSU13440	subtiwiki
BSU_25200	sigA	sigma factor	BSU_40350	rocR	224308.BSU25200/224308.BSU40350	subtiwiki
BSU_40350	rocR	autorepression	BSU_40350	rocR	224308.BSU40350/224308.BSU40350	subtiwiki
BSU_17850	lexA	autorepression	BSU_40350	rocR	224308.BSU17850/224308.BSU40350	subtiwiki
NA	G-box	RNA switch	BSU_22070	xpt	224308.NA/224308.BSU22070	subtiwiki
NA	G-box	RNA switch	BSU_22060	pbuX	224308.NA/224308.BSU22060	subtiwiki
BSU_25200	sigA	sigma factor	BSU_22070	xpt	224308.BSU25200/224308.BSU22070	subtiwiki
BSU_25200	sigA	sigma factor	BSU_22060	pbuX	224308.BSU25200/224308.BSU22060	subtiwiki
BSU_00470	purR	repression	BSU_22070	xpt	224308.BSU00470/224308.BSU22070	subtiwiki
BSU_00470	purR	repression	BSU_22060	pbuX	224308.BSU00470/224308.BSU22060	subtiwiki
BSU_25200	sigA	sigma factor	BSU_01780	glmS	224308.BSU25200/224308.BSU01780	subtiwiki
BSU_25200	sigA	sigma factor	BSU_01750	cdaA	224308.BSU25200/224308.BSU01750	subtiwiki
BSU_25200	sigA	sigma factor	BSU_01770	glmM	224308.BSU25200/224308.BSU01770	subtiwiki
BSU_25200	sigA	sigma factor	BSU_01760	cdaR	224308.BSU25200/224308.BSU01760	subtiwiki
BSU_24220	spo0A	activation	BSU_14110	ykuK	224308.BSU24220/224308.BSU14110	subtiwiki
BSU_24220	spo0A	activation	BSU_14120	abbA	224308.BSU24220/224308.BSU14120	subtiwiki
BSU_24220	spo0A	activation	BSU_14130	darB	224308.BSU24220/224308.BSU14130	subtiwiki
BSU_24220	spo0A	activation	BSU_14100	ykuJ	224308.BSU24220/224308.BSU14100	subtiwiki
BSU_24220	spo0A	activation	BSU_14140	ccpC	224308.BSU24220/224308.BSU14140	subtiwiki
BSU_29740	ccpA	repression	BSU_14110	ykuK	224308.BSU29740/224308.BSU14110	subtiwiki
BSU_29740	ccpA	repression	BSU_14120	abbA	224308.BSU29740/224308.BSU14120	subtiwiki
BSU_29740	ccpA	repression	BSU_14130	darB	224308.BSU29740/224308.BSU14130	subtiwiki
BSU_29740	ccpA	repression	BSU_14100	ykuJ	224308.BSU29740/224308.BSU14100	subtiwiki
BSU_29740	ccpA	repression	BSU_14140	ccpC	224308.BSU29740/224308.BSU14140	subtiwiki
BSU_25200	sigA	sigma factor	BSU_32470	pucE	224308.BSU25200/224308.BSU32470	subtiwiki
BSU_25200	sigA	sigma factor	BSU_32500	pucB	224308.BSU25200/224308.BSU32500	subtiwiki
BSU_25200	sigA	sigma factor	BSU_32480	pucD	224308.BSU25200/224308.BSU32480	subtiwiki
BSU_25200	sigA	sigma factor	BSU_32510	pucA	224308.BSU25200/224308.BSU32510	subtiwiki
BSU_25200	sigA	sigma factor	BSU_32490	pucC	224308.BSU25200/224308.BSU32490	subtiwiki
BSU_32420	pucR	activation	BSU_32470	pucE	224308.BSU32420/224308.BSU32470	subtiwiki
BSU_32420	pucR	activation	BSU_32500	pucB	224308.BSU32420/224308.BSU32500	subtiwiki
BSU_32420	pucR	activation	BSU_32480	pucD	224308.BSU32420/224308.BSU32480	subtiwiki
BSU_32420	pucR	activation	BSU_32510	pucA	224308.BSU32420/224308.BSU32510	subtiwiki
BSU_32420	pucR	activation	BSU_32490	pucC	224308.BSU32420/224308.BSU32490	subtiwiki
BSU_25200	sigA	sigma factor	BSU_28530	etfB	224308.BSU25200/224308.BSU28530	subtiwiki
BSU_25200	sigA	sigma factor	BSU_28540	fadB	224308.BSU25200/224308.BSU28540	subtiwiki
BSU_25200	sigA	sigma factor	BSU_28560	lcfA	224308.BSU25200/224308.BSU28560	subtiwiki
BSU_25200	sigA	sigma factor	BSU_28550	fadR	224308.BSU25200/224308.BSU28550	subtiwiki
BSU_25200	sigA	sigma factor	BSU_28520	etfA	224308.BSU25200/224308.BSU28520	subtiwiki
BSU_28550	fadR	repression	BSU_28530	etfB	224308.BSU28550/224308.BSU28530	subtiwiki
BSU_28550	fadR	repression	BSU_28540	fadB	224308.BSU28550/224308.BSU28540	subtiwiki
BSU_28550	fadR	repression	BSU_28560	lcfA	224308.BSU28550/224308.BSU28560	subtiwiki
BSU_28550	fadR	repression	BSU_28550	fadR	224308.BSU28550/224308.BSU28550	subtiwiki
BSU_28550	fadR	repression	BSU_28520	etfA	224308.BSU28550/224308.BSU28520	subtiwiki
BSU_29740	ccpA	repression	BSU_28530	etfB	224308.BSU29740/224308.BSU28530	subtiwiki
BSU_29740	ccpA	repression	BSU_28540	fadB	224308.BSU29740/224308.BSU28540	subtiwiki
BSU_29740	ccpA	repression	BSU_28560	lcfA	224308.BSU29740/224308.BSU28560	subtiwiki
BSU_29740	ccpA	repression	BSU_28550	fadR	224308.BSU29740/224308.BSU28550	subtiwiki
BSU_29740	ccpA	repression	BSU_28520	etfA	224308.BSU29740/224308.BSU28520	subtiwiki
BSU_13310	tnrA	activation	BSU_11460	oppD	224308.BSU13310/224308.BSU11460	subtiwiki
BSU_13310	tnrA	activation	BSU_11430	oppA	224308.BSU13310/224308.BSU11430	subtiwiki
BSU_13310	tnrA	activation	BSU_11470	oppF	224308.BSU13310/224308.BSU11470	subtiwiki
BSU_13310	tnrA	activation	BSU_11440	oppB	224308.BSU13310/224308.BSU11440	subtiwiki
BSU_13310	tnrA	activation	BSU_11450	oppC	224308.BSU13310/224308.BSU11450	subtiwiki
BSU_16170	codY	repression	BSU_11460	oppD	224308.BSU16170/224308.BSU11460	subtiwiki
BSU_16170	codY	repression	BSU_11430	oppA	224308.BSU16170/224308.BSU11430	subtiwiki
BSU_16170	codY	repression	BSU_11470	oppF	224308.BSU16170/224308.BSU11470	subtiwiki
BSU_16170	codY	repression	BSU_11440	oppB	224308.BSU16170/224308.BSU11440	subtiwiki
BSU_16170	codY	repression	BSU_11450	oppC	224308.BSU16170/224308.BSU11450	subtiwiki
BSU_09990	scoC	repression	BSU_11460	oppD	224308.BSU09990/224308.BSU11460	subtiwiki
BSU_09990	scoC	repression	BSU_11430	oppA	224308.BSU09990/224308.BSU11430	subtiwiki
