GENE_PRODUCT_ID	FB_ID
P54356	FBgn0003865
P54357	FBgn0004687
P54358	FBgn0263600
P54359	FBgn0014029
P54360	FBgn0000658
P54361	FBgn0014184
P54362	FBgn0001087
P54366	FBgn0010323
P54367	FBgn0015024
P54385	FBgn0001098
P54397	FBgn0013269
P54398	FBgn0000640
P54399	FBgn0286818
P54611	FBgn0283535
P54622	FBgn0010438
P54623	FBgn0013765
P54631	FBgn0005590
P54733	FBgn0010382
P55035	FBgn0015283
P55162	FBgn0011771
P55824	FBgn0005632
P55828	FBgn0019936
P55830	FBgn0017545
P55841	FBgn0017579
P55935	FBgn0010408
P55965	FBgn0011723
P56079	FBgn0010350
P56175	FBgn0020909
P56538	FBgn0034915
P56544	FBgn0025115
P56672	FBgn0015524
P56721	FBgn0001319
P58950	FBgn0045502
P58951	FBgn0045501
P58952	FBgn0265138
P58953	FBgn0045497
P58954	FBgn0041249
P58955	FBgn0045487
P58956	FBgn0264556
P58957	FBgn0264556
P58958	FBgn0264556
P58959	FBgn0264556
P58960	FBgn0041245
P58961	FBgn0041241
P58962	FBgn0041239
P58985	FBgn0041236
P61209	FBgn0010348
P61849	FBgn0011581
P61851	FBgn0003462
P61855	FBgn0004552
P61857	FBgn0003889
P62152	FBgn0000253
P80455	FBgn0286213
P81160	FBgn0250832
P81641	FBgn0000078
P81829	FBgn0028418
P81900	FBgn0022382
P81909	FBgn0026398
P81910	FBgn0026397
P81911	FBgn0026396
P81912	FBgn0026395
P81913	FBgn0026394
P81914	FBgn0026392
P81915	FBgn0026391
P81916	FBgn0026390
P81917	FBgn0026389
P81918	FBgn0026393
P81919	FBgn0026388
P81921	FBgn0026386
P81922	FBgn0026385
P81923	FBgn0026384
P81924	FBgn0026399
P81928	FBgn0010340
P82147	FBgn0011296
P82149	FBgn0011297
P82295	FBgn0026189
P82384	FBgn0025578
P82701	FBgn0067903
P82705	FBgn0040653
P82706	FBgn0034329
P82711	FBgn0033979
P82712	FBgn0050489
P82713	FBgn0041337
P82804	FBgn0034918
P82890	FBgn0040077
P82891	FBgn0040076
P82910	FBgn0013275
P82982	FBgn0041625
P82983	FBgn0041624
P82984	FBgn0041623
P82985	FBgn0041622
P82986	FBgn0041621
P83088	FBgn0044872
P83094	FBgn0045073
P83097	FBgn0046685
P83098	FBgn0046692
P83099	FBgn0287828
P83100	FBgn0267339
P83101	FBgn0046332
P83102	FBgn0027101
P83103	FBgn0046706
P83104	FBgn0046689
P83118	FBgn0045443
P83119	FBgn0045442
P83292	FBgn0041248
P83293	FBgn0045479
P83294	FBgn0045478
P83295	FBgn0045477
P83296	FBgn0045476
P83297	FBgn0052255
P83474	FBgn0259151
P83501	FBgn0053548
P83548	FBgn0052750
P83740	FBgn0052669
P83869	FBgn0067905
P83949	FBgn0003944
P83967	FBgn0000047
P83972	FBgn0004427
P84029	FBgn0284248
P84040	FBgn0001200
P84040	FBgn0051611
P84040	FBgn0053869
P84040	FBgn0053871
P84040	FBgn0053873
P84040	FBgn0053875
P84040	FBgn0053877
P84040	FBgn0053879
P84040	FBgn0053881
P84040	FBgn0053883
P84040	FBgn0053885
P84040	FBgn0053887
P84040	FBgn0053889
P84040	FBgn0053891
P84040	FBgn0053893
P84040	FBgn0053895
P84040	FBgn0053897
P84040	FBgn0053899
P84040	FBgn0053901
P84040	FBgn0053903
P84040	FBgn0053905
P84040	FBgn0053907
P84040	FBgn0053909
P84040	FBgn0013981
P84051	FBgn0001196
P84051	FBgn0051618
P84051	FBgn0053808
P84051	FBgn0053814
P84051	FBgn0053817
P84051	FBgn0053820
P84051	FBgn0053823
P84051	FBgn0053826
P84051	FBgn0053829
P84051	FBgn0053832
P84051	FBgn0053835
P84051	FBgn0053838
P84051	FBgn0053841
P84051	FBgn0053844
P84051	FBgn0053847
P84051	FBgn0053850
P84051	FBgn0053862
P84051	FBgn0053865
P84180	FBgn0045500
P84181	FBgn0045498
P84345	FBgn0013673
P91615	FBgn0000056
P91620	FBgn0085447
P91621	FBgn0085447
P91622	FBgn0017558
P91623	FBgn0001138
P91641	FBgn0013531
P91645	FBgn0263111
P91657	FBgn0014019
P91660	FBgn0010549
P91664	FBgn0017578
P91679	FBgn0265575
P91682	FBgn0003444
P91685	FBgn0019985
P91875	FBgn0019938
P91891	FBgn0017572
P91926	FBgn0264855
P91927	FBgn0284252
P91928	FBgn0019960
P91929	FBgn0019957
P91931	FBgn0019932
P91938	FBgn0020653
P91943	FBgn0085432
P92029	FBgn0260775
P92177	FBgn0020238
P92189	FBgn0003527
P92204	FBgn0017430
P92208	FBgn0000229
P98081	FBgn0000414
P98149	FBgn0011274
P98159	FBgn0002926
P98163	FBgn0004649
Q00168	FBgn0264607
Q00174	FBgn0002526
Q00449	FBgn0004512
Q00637	FBgn0010213
Q00725	FBgn0003374
Q00748	FBgn0004513
Q00805	FBgn0004569
Q00963	FBgn0250788
Q01068	FBgn0002609
Q01069	FBgn0002733
Q01070	FBgn0002735
Q01071	FBgn0002734
Q01083	FBgn0005672
Q01295	FBgn0283451
Q01583	FBgn0085390
Q01603	FBgn0004577
Q01604	FBgn0250906
Q01617	FBgn0263995
Q01637	FBgn0003257
Q01642	FBgn0004172
Q01643	FBgn0004173
Q01644	FBgn0004174
Q01645	FBgn0004175
Q01819	FBgn0005775
Q01820	FBgn0005695
Q01842	FBgn0000097
Q01989	FBgn0011225
Q02280	FBgn0000535
Q02308	FBgn0001169
Q02360	FBgn0004895
Q02361	FBgn0004896
Q02427	FBgn0260944
Q02637	FBgn0005638
Q02645	FBgn0263391
Q02748	FBgn0001942
Q02870	FBgn0001179
Q02910	FBgn0261714
Q02926	FBgn0004903
Q02936	FBgn0004644
Q03017	FBgn0000250
Q03019	FBgn0002673
Q03042	FBgn0000442
Q03043	FBgn0000721
Q03334	FBgn0010265
Q03372	FBgn0000492
Q03427	FBgn0010397
Q03445	FBgn0004619
Q03720	FBgn0003429
Q03751	FBgn0004179
Q04047	FBgn0004227
Q04164	FBgn0002306
Q04448	FBgn0010222
Q04499	FBgn0003423
Q04652	FBgn0001301
Q04688	FBgn0004510
Q04691	FBgn0000639
Q04787	FBgn0000529
Q05192	FBgn0261239
Q05201	FBgn0000320
Q05319	FBgn0003319
Q05337	FBgn0010223
Q05344	FBgn0010278
Q05547	FBgn0003132
Q05652	FBgn0010441
Q05733	FBgn0005619
Q05783	FBgn0004362
Q05825	FBgn0010217
Q05856	FBgn0262601
Q05913	FBgn0010282
Q06003	FBgn0004919
Q06453	FBgn0000061
Q06521	FBgn0003983
Q06559	FBgn0002622
Q06849	FBgn0004908
Q06943	FBgn0010228
Q07093	FBgn0013972
Q07152	FBgn0003204
Q07171	FBgn0010225
Q07327	FBgn0004574
Q07407	FBgn0010389
Q07436	FBgn0004583
Q07553	FBgn0010197
Q07886	FBgn0010220
Q07892	FBgn0000564
Q08012	FBgn0004638
Q08180	FBgn0003285
Q08473	FBgn0263396
Q08605	FBgn0013263
Q08694	FBgn0004425
Q08832	FBgn0010240
Q09024	FBgn0001257
Q09101	FBgn0010114
Q09103	FBgn0261549
Q09147	FBgn0285896
Q09332	FBgn0014075
Q0E8C8	FBgn0262057
Q0E908	FBgn0050147
Q0E940	FBgn0034237
Q0E959	FBgn0083983
Q0E961	FBgn0034049
Q0E9B6	FBgn0033699
Q0E9G3	FBgn0033224
Q0E9H9	FBgn0033159
Q0KHQ5	FBgn0031030
Q0KHT7	FBgn0052666
Q0KHU5	FBgn0052699
Q0KHV6	FBgn0029891
Q0KHY3	FBgn0051004
Q0KI28	FBgn0083967
Q0KI50	FBgn0260003
Q0KIA2	FBgn0037623
Q0KIC3	FBgn0263346
Q10714	FBgn0012037
Q11002	FBgn0012051
Q1JUZ1	FBgn0287185
Q1LZ08	FBgn0033607
Q23970	FBgn0010403
Q23971	FBgn0010401
Q23972	FBgn0016070
Q23973	FBgn0010431
Q23976	FBgn0011774
Q23977	FBgn0010303
Q23978	FBgn0086347
Q23979	FBgn0010246
Q23982	FBgn0011694
Q23983	FBgn0250791
Q23985	FBgn0000524
Q23989	FBgn0003187
Q23997	FBgn0013763
Q24008	FBgn0001263
Q24009	FBgn0000182
Q24020	FBgn0000709
Q24025	FBgn0003463
Q24039	FBgn0013755
Q24040	FBgn0013753
Q24046	FBgn0015776
Q24048	FBgn0015777
Q24049	FBgn0086782
Q24087	FBgn0002707
Q24093	FBgn0014906
Q24106	FBgn0003997
Q24114	FBgn0263930
Q24117	FBgn0011760
Q24118	FBgn0010309
Q24119	FBgn0262139
Q24120	FBgn0000256
Q24133	FBgn0263106
Q24134	FBgn0010416
Q24139	FBgn0010105
Q24141	FBgn0002715
Q24142	FBgn0015239
Q24143	FBgn0015240
Q24145	FBgn0015295
Q24151	FBgn0016917
Q24152	FBgn0010314
Q24154	FBgn0016726
Q24155	FBgn0003751
Q24157	FBgn0000221
Q24167	FBgn0266411
Q24168	FBgn0015270
Q24169	FBgn0015271
Q24174	FBgn0264442
Q24178	FBgn0265606
Q24179	FBgn0264978
Q24180	FBgn0013799
Q24185	FBgn0001202
Q24186	FBgn0002590
Q24188	FBgn0016032
Q24192	FBgn0014380
Q24206	FBgn0283451
Q24207	FBgn0011206
Q24208	FBgn0263740
Q24210	FBgn0013759
Q24211	FBgn0016976
Q24212	FBgn0016975
Q24214	FBgn0015614
Q24238	FBgn0016123
Q24239	FBgn0016762
Q24246	FBgn0003654
Q24247	FBgn0004456
Q24248	FBgn0015904
Q24251	FBgn0016120
Q24255	FBgn0011758
Q24256	FBgn0004854
Q24266	FBgn0000233
Q24270	FBgn0001991
Q24276	FBgn0011573
Q24278	FBgn0261612
Q24292	FBgn0284247
Q24297	FBgn0000426
Q24298	FBgn0003391
Q24306	FBgn0260635
Q24307	FBgn0015247
Q24311	FBgn0015509
Q24312	FBgn0005427
Q24314	FBgn0000482
Q24317	FBgn0011762
Q24318	FBgn0011763
Q24319	FBgn0014868
Q24320	FBgn0003275
Q24322	FBgn0011259
Q24323	FBgn0011260
Q24324	FBgn0010269
Q24325	FBgn0011836
Q24337	FBgn0011586
Q24338	FBgn0000588
Q24342	FBgn0011591
Q24352	FBgn0001134
Q24368	FBgn0011604
Q24371	FBgn0013548
Q24372	FBgn0010238
Q24388	FBgn0002565
Q24395	FBgn0014865
Q24400	FBgn0014863
Q24407	FBgn0016119
Q24418	FBgn0010399
Q24423	FBgn0005771
Q24432	FBgn0000179
Q24434	FBgn0003009
Q24437	FBgn0011667
Q24439	FBgn0016691
Q24451	FBgn0011740
Q24459	FBgn0003044
Q24472	FBgn0015799
Q24475	FBgn0011706
Q24478	FBgn0000283
Q24488	FBgn0010407
Q24491	FBgn0011305
Q24492	FBgn0010173
Q24498	FBgn0011286
Q24509	FBgn0011708
Q24522	FBgn0259176
Q24523	FBgn0259176
Q24524	FBgn0003447
Q24533	FBgn0000411
Q24535	FBgn0004101
Q24536	FBgn0015300
Q24537	FBgn0278608
Q24546	FBgn0004575
Q24547	FBgn0013343
Q24558	FBgn0015553
Q24560	FBgn0284243
Q24562	FBgn0005411
Q24563	FBgn0266137
Q24564	FBgn0086384
Q24567	FBgn0015773
Q24568	FBgn0015774
Q24570	FBgn0015946
Q24572	FBgn0263979
Q24573	FBgn0004795
Q24574	FBgn0016756
Q24583	FBgn0262512
Q24592	FBgn0004864
Q24595	FBgn0004698
Q26263	FBgn0010109
Q26307	FBgn0011746
Q26365	FBgn0003360
Q26366	FBgn0003975
Q26377	FBgn0013767
Q26416	FBgn0014454
Q26454	FBgn0015929
Q27237	FBgn0002174
Q27268	FBgn0014189
Q27272	FBgn0000617
Q27294	FBgn0285954
Q27297	FBgn0003479
Q27324	FBgn0015380
Q27331	FBgn0263598
Q27333	FBgn0011297
Q27350	FBgn0003460
Q27367	FBgn0015924
Q27368	FBgn0011766
Q27377	FBgn0011293
Q27403	FBgn0014179
Q27415	FBgn0016685
Q27421	FBgn0003016
Q27571	FBgn0011676
Q27575	FBgn0017556
Q27580	FBgn0014455
Q27589	FBgn0011576
Q27591	FBgn0010395
Q27593	FBgn0013772
Q27594	FBgn0013771
Q27597	FBgn0015623
Q27601	FBgn0004901
Q27606	FBgn0014469
Q27607	FBgn0004406
Q27869	FBgn0086768
Q27884	FBgn0003139
Q27889	FBgn0011826
Q27896	FBgn0010287
Q27934	FBgn0013725
Q2MGL3	FBgn0066304
Q2PE14	FBgn0035021
Q32KD2	FBgn0086908
Q3KN41	FBgn0038975
Q3LHL9	FBgn0051151
Q45VV3	FBgn0034970
Q4LBB6	FBgn0250910
Q4LBB9	FBgn0038063
Q4V4I9	FBgn0038199
Q4V516	FBgn0083946
Q4V5A3	FBgn0015561
Q4V5I9	FBgn0033274
Q4V5R4	FBgn0033572
Q4V622	FBgn0033058
Q4V645	FBgn0038343
Q4V6M7	FBgn0050157
Q4Z8K6	FBgn0262114
Q59DX8	FBgn0037747
Q59DY5	FBgn0053533
Q59DY6	FBgn0053532
Q59E04	FBgn0041707
Q59E36	FBgn0261573
Q59E55	FBgn0259986
Q5BI31	FBgn0025388
Q5BI42	FBgn0034498
Q5EAK6	FBgn0045035
Q5LJP9	FBgn0032997
Q5LJZ2	FBgn0040022
Q6AWG9	FBgn0034300
Q6AWJ9	FBgn0004839
Q6AWN0	FBgn0052068
Q6IDD9	FBgn0262579
Q6IGX9	FBgn0053527
Q6J5K9	FBgn0041164
Q6NL34	FBgn0031782
Q6NLL1	FBgn0033177
Q6NN40	FBgn0033457
Q6NN55	FBgn0033476
Q6NN85	FBgn0029157
Q6NNF2	FBgn0266377
Q6NP60	FBgn0037153
Q6NR09	FBgn0053993
Q6WV16	FBgn0035375
Q6WV17	FBgn0031681
Q6WV19	FBgn0031530
Q6WV20	FBgn0034025
Q709R6	FBgn0037719
Q70PP2	FBgn0263968
Q70PY2	FBgn0043578
Q76NQ1	FBgn0041723
Q7JQ32	FBgn0266136
Q7JQF1	FBgn0024944
Q7JQW6	FBgn0029158
Q7JR49	FBgn0262515
Q7JR71	FBgn0033631
Q7JRE4	FBgn0034962
Q7JRJ1	FBgn0033166
Q7JRP4	FBgn0033610
Q7JUN3	FBgn0039890
Q7JUR5	FBgn0033459
Q7JUR6	FBgn0042135
Q7JUX9	FBgn0034351
Q7JUY7	FBgn0029092
Q7JV70	FBgn0033928
Q7JVA5	FBgn0266708
Q7JVE7	FBgn0025469
Q7JVI3	FBgn0033902
Q7JVL3	FBgn0050342
Q7JVP4	FBgn0033155
Q7JVR7	FBgn0040754
Q7JW12	FBgn0034455
Q7JW27	FBgn0033692
Q7JWD3	FBgn0033191
Q7JWG9	FBgn0033208
Q7JWR9	FBgn0033317
Q7JWW5	FBgn0033375
Q7JX57	FBgn0062440
Q7JXA8	FBgn0004400
Q7JXF5	FBgn0034118
Q7JXF7	FBgn0263260
Q7JXG9	FBgn0033638
Q7JXV9	FBgn0022027
Q7JYV2	FBgn0033876
Q7JYV7	FBgn0033754
Q7JYX0	FBgn0033817
Q7JZB4	FBgn0037279
Q7JZM8	FBgn0034001
Q7JZV0	FBgn0086519
Q7K0D8	FBgn0033264
Q7K0E3	FBgn0259483
Q7K0F0	FBgn0034402
Q7K0L4	FBgn0037094
Q7K0P4	FBgn0033088
Q7K0S9	FBgn0033782
Q7K0Y1	FBgn0028744
Q7K175	FBgn0033686
Q7K1U0	FBgn0033926
Q7K1V5	FBgn0037374
Q7K1Y4	FBgn0033972
Q7K1Z5	FBgn0034061
Q7K237	FBgn0032078
Q7K284	FBgn0033842
Q7K2B0	FBgn0034422
Q7K2D2	FBgn0021825
Q7K2G1	FBgn0033886
Q7K2X8	FBgn0033247
Q7K2Y9	FBgn0034046
Q7K3B9	FBgn0033994
Q7K3D8	FBgn0034537
Q7K3L1	FBgn0033845
Q7K3M5	FBgn0033160
Q7K480	FBgn0263144
Q7K486	FBgn0034315
Q7K4B3	FBgn0033540
Q7K4B4	FBgn0033740
Q7K4B6	FBgn0020312
Q7K4H4	FBgn0266570
Q7K4M4	FBgn0086350
Q7K4N3	FBgn0022942
Q7K4Q5	FBgn0033021
Q7K4V4	FBgn0285962
Q7K4W1	FBgn0034214
Q7K4Y6	FBgn0034136
Q7K4Z4	FBgn0013983
Q7K550	FBgn0027619
Q7K556	FBgn0284257
Q7K566	FBgn0036199
Q7K5K3	FBgn0039635
Q7K5M0	FBgn0033033
Q7K5N4	FBgn0262166
Q7K738	FBgn0026316
Q7K7A9	FBgn0025832
Q7KBL8	FBgn0001276
Q7KHG2	FBgn0086655
Q7KIN0	FBgn0034476
Q7KKH3	FBgn0033379
Q7KLV9	FBgn0028689
Q7KM13	FBgn0027788
Q7KMJ6	FBgn0027548
Q7KML2	FBgn0027572
Q7KN62	FBgn0286784
Q7KN79	FBgn0027525
Q7KN90	FBgn0027091
Q7KNA0	FBgn0027607
Q7KNF2	FBgn0005648
Q7KNS3	FBgn0015754
Q7KPA5	FBgn0002716
Q7KQM6	FBgn0039936
Q7KQZ4	FBgn0283521
Q7KR04	FBgn0033555
Q7KR10	FBgn0053503
Q7KRI2	FBgn0022238
Q7KRR5	FBgn0033050
Q7KRS9	FBgn0039863
Q7KRU8	FBgn0015222
Q7KRW1	FBgn0039668
Q7KRW8	FBgn0039600
Q7KRY6	FBgn0027889
Q7KRY7	FBgn0263289
Q7KS38	FBgn0039129
Q7KSC4	FBgn0038662
Q7KSD8	FBgn0263738
Q7KT91	FBgn0028916
Q7KTH8	FBgn0261437
Q7KTX7	FBgn0041100
Q7KTX8	FBgn0003415
Q7KU24	FBgn0250786
Q7KU86	FBgn0053276
Q7KUD5	FBgn0044048
Q7KUT2	FBgn0036892
Q7KV12	FBgn0053236
Q7KV12	FBgn0053240
Q7KV12	FBgn0053244
Q7KV12	FBgn0053245
Q7KV13	FBgn0053237
Q7KV14	FBgn0053238
Q7KV15	FBgn0053239
Q7KV15	FBgn0053241
Q7KV19	FBgn0053243
Q7KV22	FBgn0053246
Q7KV23	FBgn0053247
Q7KVA1	FBgn0015360
Q7KVH9	FBgn0034894
Q7KVQ0	FBgn0011824
Q7KVS9	FBgn0030049
Q7KVW5	FBgn0029761
Q7KVY7	FBgn0024980
Q7KW09	FBgn0023515
Q7KW14	FBgn0023531
Q7KW39	FBgn0023537
Q7M3K2	FBgn0013311
Q7M3M8	FBgn0004878
Q7PLI2	FBgn0026401
Q7PLI7	FBgn0261387
Q7PLK0	FBgn0250816
Q7PLS8	FBgn0262117
Q7YTY6	FBgn0028988
Q7YU24	FBgn0029870
Q7YU29	FBgn0260003
Q7YU81	FBgn0015371
Q7YZA2	FBgn0030091
Q7YZH1	FBgn0035106
Q7Z020	FBgn0035934
Q7Z2C4	FBgn0030350
Q867Z4	FBgn0283521
Q868T3	FBgn0039396
Q868Z9	FBgn0003137
Q86B47	FBgn0027602
Q86B53	FBgn0053172
Q86B61	FBgn0010329
Q86B79	FBgn0004395
Q86B87	FBgn0002781
Q86B91	FBgn0261649
Q86BA1	FBgn0053208
Q86BE9	FBgn0053198
Q86BF9	FBgn0034766
Q86BJ3	FBgn0003089
Q86BL4	FBgn0064115
Q86BN8	FBgn0039111
Q86BP6	FBgn0036574
Q86BS6	FBgn0035247
Q86BY9	FBgn0250850
Q86DS1	FBgn0029676
Q86LG1	FBgn0030795
Q86NP2	FBgn0038872
Q86P48	FBgn0039946
Q86PC9	FBgn0015721
Q86PD7	FBgn0036999
Q86S05	FBgn0020279
Q8I0G5	FBgn0028968
Q8I0P1	FBgn0039141
Q8I7C3	FBgn0063485
Q8I7P9	FBgn0025875
Q8I7Q0	FBgn0025876
Q8I7Z8	FBgn0045852
Q8I8U7	FBgn0053554
Q8I8V0	FBgn0037555
Q8I9B4	FBgn0053192
Q8IA41	FBgn0036528
Q8IA42	FBgn0051956
Q8IA43	FBgn0051776
Q8IA44	FBgn0036527
Q8IFW4	FBgn0029752
Q8IGJ0	FBgn0086784
Q8IH00	FBgn0261286
Q8IH18	FBgn0052016
Q8IH24	FBgn0037262
Q8IMA8	FBgn0085432
Q8IMC6	FBgn0039908
Q8IMM9	FBgn0051053
Q8IMN5	FBgn0046885
Q8IMN6	FBgn0046886
Q8IMP6	FBgn0027574
Q8IMQ6	FBgn0041224
Q8IMU4	FBgn0051115
Q8IMX7	FBgn0039140
Q8IMZ5	FBgn0041225
Q8IMZ9	FBgn0039003
Q8IN23	FBgn0045470
Q8IN35	FBgn0038880
Q8IN41	FBgn0044810
Q8IN42	FBgn0044809
Q8IN43	FBgn0044812
Q8IN44	FBgn0028396
Q8IN58	FBgn0045471
Q8IN78	FBgn0051229
Q8IN81	FBgn0004652
Q8IN94	FBgn0261885
Q8INB9	FBgn0010379
Q8INF0	FBgn0038295
Q8INF2	FBgn0067628
Q8INF7	FBgn0288976
Q8INI8	FBgn0013277
Q8INK6	FBgn0037906
Q8INK9	FBgn0267376
Q8INM3	FBgn0037810
Q8INM9	FBgn0045473
Q8INQ7	FBgn0051460
Q8INR6	FBgn0264495
Q8INT5	FBgn0023090
Q8INV7	FBgn0053117
Q8INX3	FBgn0032698
Q8INZ1	FBgn0046888
Q8INZ2	FBgn0045485
Q8IP68	FBgn0051813
Q8IPH9	FBgn0264087
Q8IPJ3	FBgn0031857
Q8IPK4	FBgn0051915
Q8IPM8	FBgn0041605
Q8IPU5	FBgn0045474
Q8IPW2	FBgn0010583
Q8IPX7	FBgn0260648
Q8IQ05	FBgn0015376
Q8IQ13	FBgn0051957
Q8IQ27	FBgn0031187
Q8IQ56	FBgn0044419
Q8IQ70	FBgn0042185
Q8IQ72	FBgn0041232
Q8IQC1	FBgn0035944
Q8IQF1	FBgn0263241
Q8IQG1	FBgn0259481
Q8IQQ4	FBgn0053052
Q8IQV9	FBgn0031078
Q8IR45	FBgn0052590
Q8IR79	FBgn0283712
Q8IRB5	FBgn0052251
Q8IRC7	FBgn0013751
Q8IRE4	FBgn0052281
Q8IRG6	FBgn0002183
Q8IRH5	FBgn0035213
Q8IRI6	FBgn0264574
Q8IRJ8	FBgn0035110
Q8IRL8	FBgn0052693
Q8IRR1	FBgn0052751
Q8IRR5	FBgn0029783
Q8IRU4	FBgn0000479
Q8IRW8	FBgn0023518
Q8IRY7	FBgn0020381
Q8IRZ5	FBgn0062565
Q8IS44	FBgn0053517
Q8ITC7	FBgn0037100
Q8ITC9	FBgn0038201
Q8MKJ4	FBgn0043534
Q8MKK0	FBgn0043535
Q8MKK4	FBgn0033644
Q8MKL1	FBgn0050010
Q8MKN0	FBgn0050493
Q8MKW7	FBgn0028426
Q8ML92	FBgn0050476
Q8MLL3	FBgn0033086
Q8MLV1	FBgn0034657
Q8MLY8	FBgn0039713
Q8MLZ7	FBgn0020414
Q8MM24	FBgn0020416
Q8MMC4	FBgn0022343
Q8MMF9	FBgn0043536
Q8MPP0	FBgn0036101
Q8MPP3	FBgn0033438
Q8MQI6	FBgn0063670
Q8MQJ9	FBgn0010300
Q8MQW8	FBgn0085443
Q8MQX9	FBgn0028343
Q8MR31	FBgn0024728
Q8MR37	FBgn0040765
Q8MR45	FBgn0033431
Q8MR62	FBgn0036237
Q8MRC9	FBgn0050463
Q8MRQ4	FBgn0037689
Q8MRW5	FBgn0039225
Q8MS27	FBgn0038923
Q8MS59	FBgn0039620
Q8MSF5	FBgn0262116
Q8MSG8	FBgn0038704
Q8MSS1	FBgn0029688
Q8MSU3	FBgn0034067
Q8MSU4	FBgn0037371
Q8MSV2	FBgn0052423
Q8MSW4	FBgn0036856
Q8MSX1	FBgn0004875
Q8MSX2	FBgn0024330
Q8MSY4	FBgn0034380
Q8MT06	FBgn0038473
Q8MT08	FBgn0029667
Q8MT36	FBgn0039559
Q8MT80	FBgn0266438
Q8MUJ1	FBgn0033483
Q8MV48	FBgn0030930
Q8MVS5	FBgn0001970
Q8MYL1	FBgn0038827
Q8MYY6	FBgn0039596
Q8MZC4	FBgn0039360
Q8ST83	FBgn0002521
Q8SWR2	FBgn0052137
Q8SWR3	FBgn0029768
Q8SWR8	FBgn0041188
Q8SWU7	FBgn0030151
Q8SWV6	FBgn0263278
Q8SWX0	FBgn0036826
Q8SX37	FBgn0030670
Q8SX68	FBgn0034308
Q8SX83	FBgn0016977
Q8SX86	FBgn0035461
Q8SXD4	FBgn0052676
Q8SXL2	FBgn0038147
Q8SXQ7	FBgn0035977
Q8SXT3	FBgn0034262
Q8SXX4	FBgn0261555
Q8SXY6	FBgn0045866
Q8SY33	FBgn0051992
Q8SY41	FBgn0266019
Q8SY61	FBgn0034470
Q8SY72	FBgn0053169
Q8SY96	FBgn0285970
Q8SY96	FBgn0052857
Q8SY96	FBgn0053502
Q8SYD0	FBgn0032744
Q8SYG2	FBgn0027055
Q8SYK5	FBgn0031434
Q8SYS7	FBgn0262115
Q8SYV9	FBgn0052476
Q8SZ16	FBgn0038437
Q8SZ63	FBgn0039188
Q8SZA8	FBgn0035529
Q8SZZ8	FBgn0038860
Q8T045	FBgn0086253
Q8T053	FBgn0014931
Q8T062	FBgn0038818
Q8T079	FBgn0043456
Q8T088	FBgn0037943
Q8T0B1	FBgn0036090
Q8T0D4	FBgn0028980
Q8T0G4	FBgn0039994
Q8T0Q4	FBgn0086656
Q8T0R7	FBgn0064237
Q8T0S6	FBgn0261456
Q8T390	FBgn0038659
Q8T3L6	FBgn0036691
Q8T3U2	FBgn0033912
Q8T3X9	FBgn0026666
Q8T3Y0	FBgn0259794
Q8T498	FBgn0261570
Q8T4E1	FBgn0023545
Q8T4F7	FBgn0000578
Q8T626	FBgn0024510
Q8T6B9	FBgn0028577
Q8T8L8	FBgn0052076
Q8T8R1	FBgn0034802
Q8T8S1	FBgn0033784
Q8T913	FBgn0037781
Q8T9B6	FBgn0004132
Q8WSF3	FBgn0045063
Q8WTC1	FBgn0026261
Q94511	FBgn0017566
Q94514	FBgn0019624
Q94515	FBgn0001941
Q94516	FBgn0019644
Q94517	FBgn0015805
Q94518	FBgn0086904
Q94519	FBgn0011361
Q94521	FBgn0287831
Q94522	FBgn0004888
Q94523	FBgn0261439
Q94524	FBgn0024432
Q94526	FBgn0017561
Q94527	FBgn0014018
Q94529	FBgn0019982
Q94535	FBgn0017457
Q94545	FBgn0000139
Q94546	FBgn0019637
Q94547	FBgn0017550
Q94887	FBgn0013997
Q94890	FBgn0016660
Q94899	FBgn0013746
Q94900	FBgn0024963
Q94901	FBgn0011640
Q94913	FBgn0015801
Q94915	FBgn0016715
Q94918	FBgn0003984
Q94920	FBgn0004363
Q94981	FBgn0017418
Q95028	FBgn0001258
Q95029	FBgn0013770
Q95078	FBgn0010383
Q95083	FBgn0016697
Q95NH6	FBgn0041579
Q95R48	FBgn0086365
Q95RA8	FBgn0038965
Q95RA9	FBgn0038149
Q95RC0	FBgn0024362
Q95RG8	FBgn0033539
Q95RI5	FBgn0014163
Q95RJ9	FBgn0263933
Q95RN0	FBgn0038013
Q95RQ4	FBgn0265192
Q95RQ8	FBgn0034878
Q95RR8	FBgn0035397
Q95RU0	FBgn0011204
Q95RV2	FBgn0026257
Q95RW8	FBgn0025360
Q95RX5	FBgn0037655
Q95SK3	FBgn0050291
Q95SP2	FBgn0039875
Q95SS8	FBgn0035805
Q95ST2	FBgn0036141
Q95SX7	FBgn0044506
Q95SX8	FBgn0036039
Q95T10	FBgn0038268
Q95T12	FBgn0261722
Q95T19	FBgn0051133
Q95T64	FBgn0035975
Q95TJ9	FBgn0039858
Q95TN1	FBgn0032204
Q95TN4	FBgn0032258
Q95TS5	FBgn0036570
Q95TU8	FBgn0034013
Q95U54	FBgn0037301
Q95UN8	FBgn0030018
Q95V55	FBgn0038197
Q95YI5	FBgn0042641
Q960C5	FBgn0032633
Q960E8	FBgn0033929
Q960N3	FBgn0000351
Q960T2	FBgn0013334
Q960V3	FBgn0262872
Q960W6	FBgn0034142
Q960X4	FBgn0026080
