GENE_PRODUCT_ID	FB_ID
Q9VM17	FBgn0031909
Q9VM21	FBgn0031905
Q9VM33	FBgn0263133
Q9VM35	FBgn0031896
Q9VM46	FBgn0266666
Q9VM51	FBgn0031881
Q9VM60	FBgn0031875
Q9VM64	FBgn0031872
Q9VM65	FBgn0031871
Q9VM71	FBgn0031868
Q9VM75	FBgn0086451
Q9VM90	FBgn0031855
Q9VM91	FBgn0031854
Q9VM92	FBgn0031853
Q9VM95	FBgn0031851
Q9VMA0	FBgn0031848
Q9VMA2	FBgn0263200
Q9VMA3	FBgn0000392
Q9VMA7	FBgn0286898
Q9VMC8	FBgn0031822
Q9VMC9	FBgn0287695
Q9VMD0	FBgn0031820
Q9VMD5	FBgn0031815
Q9VMD6	FBgn0031814
Q9VMD9	FBgn0011722
Q9VMG0	FBgn0031791
Q9VMH0	FBgn0261697
Q9VMH7	FBgn0031777
Q9VMJ7	FBgn0031759
Q9VMK1	FBgn0031757
Q9VML1	FBgn0015381
Q9VML9	FBgn0085410
Q9VMM6	FBgn0031737
Q9VMN5	FBgn0031728
Q9VMP9	FBgn0031717
Q9VMQ5	FBgn0031713
Q9VMQ7	FBgn0031711
Q9VMR8	FBgn0031701
Q9VMS7	FBgn0031695
Q9VMS8	FBgn0031694
Q9VMS9	FBgn0031693
Q9VMT5	FBgn0031689
Q9VMT6	FBgn0031688
Q9VMU4	FBgn0261608
Q9VMU5	FBgn0028572
Q9VMU8	FBgn0031676
Q9VMV6	FBgn0031670
Q9VMW7	FBgn0031663
Q9VMW8	FBgn0031662
Q9VMW9	FBgn0031661
Q9VMX0	FBgn0031660
Q9VMX1	FBgn0031659
Q9VMX6	FBgn0031655
Q9VMY1	FBgn0031651
Q9VMY9	FBgn0261436
Q9VN03	FBgn0037232
Q9VN12	FBgn0037238
Q9VN13	FBgn0037239
Q9VN14	FBgn0037240
Q9VN19	FBgn0086605
Q9VN25	FBgn0037249
Q9VN27	FBgn0037251
Q9VN41	FBgn0037263
Q9VN45	FBgn0037265
Q9VN50	FBgn0037270
Q9VN91	FBgn0087005
Q9VN93	FBgn0260462
Q9VN95	FBgn0037305
Q9VN97	FBgn0037307
Q9VNA0	FBgn0037310
Q9VNA4	FBgn0037313
Q9VNA5	FBgn0250746
Q9VNA8	FBgn0086695
Q9VNB3	FBgn0037322
Q9VNB5	FBgn0037324
Q9VND8	FBgn0041191
Q9VNE1	FBgn0037345
Q9VNE2	FBgn0250753
Q9VNE7	FBgn0044823
Q9VNE9	FBgn0037351
Q9VNG0	FBgn0037359
Q9VNG1	FBgn0037360
Q9VNH1	FBgn0037368
Q9VNH6	FBgn0266672
Q9VNI3	FBgn0037377
Q9VNJ5	FBgn0029088
Q9VNK9	FBgn0037399
Q9VNL3	FBgn0037402
Q9VNL4	FBgn0051559
Q9VNM1	FBgn0037408
Q9VNP5	FBgn0037205
Q9VNS0	FBgn0016034
Q9VNT5	FBgn0037170
Q9VNV3	FBgn0015075
Q9VNX1	FBgn0037141
Q9VNX8	FBgn0037135
Q9VNZ8	FBgn0037116
Q9VP04	FBgn0037110
Q9VP05	FBgn0037109
Q9VP22	FBgn0037093
Q9VP47	FBgn0037073
Q9VP48	FBgn0086913
Q9VP61	FBgn0012034
Q9VP65	FBgn0037061
Q9VP76	FBgn0024150
Q9VP95	FBgn0037036
Q9VPB1	FBgn0037026
Q9VPC0	FBgn0016696
Q9VPD2	FBgn0037011
Q9VPD3	FBgn0287585
Q9VPD5	FBgn0037008
Q9VPE4	FBgn0036998
Q9VPF0	FBgn0036995
Q9VPF8	FBgn0036988
Q9VPH0	FBgn0001259
Q9VPH2	FBgn0259676
Q9VPH7	FBgn0036974
Q9VPH8	FBgn0036973
Q9VPI2	FBgn0031209
Q9VPK7	FBgn0031227
Q9VPL3	FBgn0031231
Q9VPM5	FBgn0086912
Q9VPN2	FBgn0025686
Q9VPP5	FBgn0031252
Q9VPQ2	FBgn0031256
Q9VPQ6	FBgn0003963
Q9VPR4	FBgn0021874
Q9VPR7	FBgn0031268
Q9VPS5	FBgn0011244
Q9VPT1	FBgn0041250
Q9VPT5	FBgn0031282
Q9VPT7	FBgn0031284
Q9VPT8	FBgn0015621
Q9VPU8	FBgn0020305
Q9VPW1	FBgn0015905
Q9VPW8	FBgn0016926
Q9VPY0	FBgn0031314
Q9VPY8	FBgn0031321
Q9VQ26	FBgn0051935
Q9VQ30	FBgn0086758
Q9VQ36	FBgn0086698
Q9VQ37	FBgn0031359
Q9VQ56	FBgn0031375
Q9VQ57	FBgn0267972
Q9VQ62	FBgn0031381
Q9VQ66	FBgn0040717
Q9VQ79	FBgn0031392
Q9VQ89	FBgn0031399
Q9VQ91	FBgn0031401
Q9VQ93	FBgn0267378
Q9VQB7	FBgn0264672
Q9VQC4	FBgn0031428
Q9VQD2	FBgn0031432
Q9VQD6	FBgn0031435
Q9VQE5	FBgn0031443
Q9VQE9	FBgn0051690
Q9VQF7	FBgn0031453
Q9VQF9	FBgn0031455
Q9VQG2	FBgn0031458
Q9VQG4	FBgn0019830
Q9VQH2	FBgn0283531
Q9VQI9	FBgn0041111
Q9VQK0	FBgn0025681
Q9VQM4	FBgn0260817
Q9VQN8	FBgn0031519
Q9VQP9	FBgn0031529
Q9VQQ9	FBgn0266670
Q9VQS5	FBgn0031550
Q9VQS6	FBgn0024244
Q9VQS7	FBgn0004892
Q9VQU9	FBgn0004893
Q9VQX4	FBgn0031589
Q9VQY9	FBgn0261976
Q9VQZ6	FBgn0031604
Q9VR05	FBgn0031610
Q9VR07	FBgn0011603
Q9VR17	FBgn0000227
Q9VR19	FBgn0031621
Q9VR35	FBgn0031637
Q9VR38	FBgn0031640
Q9VR50	FBgn0031183
Q9VR52	FBgn0014395
Q9VR56	FBgn0031189
Q9VR59	FBgn0027279
Q9VR81	FBgn0031099
Q9VR82	FBgn0027107
Q9VR89	FBgn0027334
Q9VR91	FBgn0031107
Q9VR93	FBgn0040651
Q9VR94	FBgn0031109
Q9VR99	FBgn0031114
Q9VRA2	FBgn0002641
Q9VRB3	FBgn0031126
Q9VRC9	FBgn0261675
Q9VRG7	FBgn0029067
Q9VRH6	FBgn0024182
Q9VRI9	FBgn0031182
Q9VRJ0	FBgn0263831
Q9VRJ1	FBgn0028962
Q9VRJ2	FBgn0035586
Q9VRJ8	FBgn0035592
Q9VRJ9	FBgn0035593
Q9VRK8	FBgn0016031
Q9VRL2	FBgn0260856
Q9VRL3	FBgn0035603
Q9VRM7	FBgn0003486
Q9VRN2	FBgn0035623
Q9VRN3	FBgn0035624
Q9VRN5	FBgn0035626
Q9VRP5	FBgn0260936
Q9VRP9	FBgn0086694
Q9VRQ7	FBgn0035644
Q9VRQ9	FBgn0052412
Q9VRR2	FBgn0035649
Q9VRV7	FBgn0035692
Q9VRX1	FBgn0035703
Q9VRX2	FBgn0035704
Q9VRX3	FBgn0052396
Q9VRX6	FBgn0024177
Q9VS05	FBgn0045759
Q9VS24	FBgn0023001
Q9VS29	FBgn0265296
Q9VS34	FBgn0035753
Q9VS36	FBgn0016036
Q9VS38	FBgn0035754
Q9VS46	FBgn0035762
Q9VS48	FBgn0002909
Q9VS50	FBgn0035766
Q9VS59	FBgn0082598
Q9VS60	FBgn0052380
Q9VS77	FBgn0035789
Q9VS78	FBgn0035790
Q9VS79	FBgn0015033
Q9VS97	FBgn0035806
Q9VSA3	FBgn0035811
Q9VSA4	FBgn0035812
Q9VSB9	FBgn0035825
Q9VSC1	FBgn0035827
Q9VSD7	FBgn0035838
Q9VSE2	FBgn0002899
Q9VSE7	FBgn0035847
Q9VSF2	FBgn0035851
Q9VSF3	FBgn0035853
Q9VSF4	FBgn0035854
Q9VSH0	FBgn0035868
Q9VSH2	FBgn0035870
Q9VSH3	FBgn0035871
Q9VSH4	FBgn0035872
Q9VSH9	FBgn0035877
Q9VSJ8	FBgn0266667
Q9VSK8	FBgn0035900
Q9VSK9	FBgn0035901
Q9VSL3	FBgn0086348
Q9VSL7	FBgn0024236
Q9VSR3	FBgn0264307
Q9VSS1	FBgn0086706
Q9VSS2	FBgn0035947
Q9VSS7	FBgn0035952
Q9VSU7	FBgn0035965
Q9VSY4	FBgn0035989
Q9VSY6	FBgn0023129
Q9VSZ6	FBgn0036000
Q9VT04	FBgn0036007
Q9VT08	FBgn0036009
Q9VT20	FBgn0036019
Q9VT28	FBgn0016081
Q9VT41	FBgn0036038
Q9VT50	FBgn0044051
Q9VT51	FBgn0036046
Q9VT52	FBgn0044050
Q9VT53	FBgn0044049
Q9VT57	FBgn0015618
Q9VT65	FBgn0025866
Q9VT67	FBgn0036057
Q9VT70	FBgn0036059
Q9VT90	FBgn0036078
Q9VT92	FBgn0036080
Q9VTC2	FBgn0036105
Q9VTC4	FBgn0036107
Q9VTE0	FBgn0036118
Q9VTE2	FBgn0025355
Q9VTE5	FBgn0010741
Q9VTE6	FBgn0036124
Q9VTE9	FBgn0261112
Q9VTF9	FBgn0036136
Q9VTG7	FBgn0036144
Q9VTH0	FBgn0036147
Q9VTH4	FBgn0041094
Q9VTI8	FBgn0036165
Q9VTJ4	FBgn0285958
Q9VTJ8	FBgn0036173
Q9VTK2	FBgn0003292
Q9VTL1	FBgn0036184
Q9VTM0	FBgn0036192
Q9VTM5	FBgn0261381
Q9VTM6	FBgn0036198
Q9VTN0	FBgn0041231
Q9VTN3	FBgn0036204
Q9VTP4	FBgn0036213
Q9VTT0	FBgn0284221
Q9VTT9	FBgn0046296
Q9VTU0	FBgn0036254
Q9VTU1	FBgn0036255
Q9VTU3	FBgn0036257
Q9VTU4	FBgn0036258
Q9VTV1	FBgn0036263
Q9VTW2	FBgn0036273
Q9VTX8	FBgn0036286
Q9VTY4	FBgn0036291
Q9VTY6	FBgn0264848
Q9VTZ5	FBgn0036299
Q9VTZ6	FBgn0036300
Q9VU02	FBgn0261933
Q9VU08	FBgn0052113
Q9VU27	FBgn0041622
Q9VU31	FBgn0036330
Q9VU41	FBgn0266709
Q9VU52	FBgn0086916
Q9VU58	FBgn0287423
Q9VU65	FBgn0036354
Q9VU68	FBgn0260049
Q9VU70	FBgn0036359
Q9VU84	FBgn0036372
Q9VU87	FBgn0086785
Q9VU95	FBgn0036381
Q9VUA0	FBgn0036386
Q9VUB4	FBgn0036397
Q9VUC6	FBgn0267795
Q9VUF8	FBgn0003388
Q9VUI3	FBgn0259099
Q9VUJ0	FBgn0036462
Q9VUK5	FBgn0036474
Q9VUK8	FBgn0027088
Q9VUL1	FBgn0266452
Q9VUL9	FBgn0036485
Q9VUM0	FBgn0036486
Q9VUN0	FBgn0036494
Q9VUN3	FBgn0036497
Q9VUQ5	FBgn0087035
Q9VUQ8	FBgn0036510
Q9VUR0	FBgn0036512
Q9VUR3	FBgn0036515
Q9VUR7	FBgn0036519
Q9VUT6	FBgn0036529
Q9VUT8	FBgn0041160
Q9VUU5	FBgn0040230
Q9VUV9	FBgn0263599
Q9VUW9	FBgn0259824
Q9VUX2	FBgn0263601
Q9VUX3	FBgn0044028
Q9VUY0	FBgn0036565
Q9VUY8	FBgn0036571
Q9VUY9	FBgn0003076
Q9VUZ1	FBgn0266724
Q9VV28	FBgn0042201
Q9VV36	FBgn0040074
Q9VV41	FBgn0283681
Q9VV43	FBgn0266417
Q9VV72	FBgn0026061
Q9VV73	FBgn0036640
Q9VV74	FBgn0036641
Q9VV87	FBgn0260960
Q9VV96	FBgn0043577
Q9VVA0	FBgn0036661
Q9VVA6	FBgn0021768
Q9VVA8	FBgn0036667
Q9VVB4	FBgn0036671
Q9VVD9	FBgn0036695
Q9VVE2	FBgn0036697
Q9VVE5	FBgn0260943
Q9VVF3	FBgn0036709
Q9VVF7	FBgn0036713
Q9VVG4	FBgn0266669
Q9VVG6	FBgn0052174
Q9VVH3	FBgn0036726
Q9VVH9	FBgn0036732
Q9VVI2	FBgn0036735
Q9VVI3	FBgn0259174
Q9VVI9	FBgn0036740
Q9VVK8	FBgn0036754
Q9VVL1	FBgn0036757
Q9VVL6	FBgn0036761
Q9VVN2	FBgn0036774
Q9VVN4	FBgn0002901
Q9VVN6	FBgn0036778
Q9VVR0	FBgn0036799
Q9VVR1	FBgn0013717
Q9VVR2	FBgn0259791
Q9VVR4	FBgn0040322
Q9VVR6	FBgn0036804
Q9VVR9	FBgn0036806
Q9VVS4	FBgn0036811
Q9VVT2	FBgn0036816
Q9VVT5	FBgn0036819
Q9VVT9	FBgn0036822
Q9VVU5	FBgn0027057
Q9VVV2	FBgn0036834
Q9VVV9	FBgn0002945
Q9VVW1	FBgn0015586
Q9VVW3	FBgn0036843
Q9VVW5	FBgn0036844
Q9VVW8	FBgn0036848
Q9VVX0	FBgn0036850
Q9VVX3	FBgn0016797
Q9VVX5	FBgn0026630
Q9VVY3	FBgn0036862
Q9VW09	FBgn0262517
Q9VW12	FBgn0036887
Q9VW14	FBgn0036889
Q9VW15	FBgn0005386
Q9VW26	FBgn0022774
Q9VW27	FBgn0036899
Q9VW43	FBgn0036910
Q9VW47	FBgn0001324
Q9VW51	FBgn0014037
Q9VW56	FBgn0036918
Q9VW60	FBgn0004852
Q9VW71	FBgn0261574
Q9VW87	FBgn0036945
Q9VW97	FBgn0260397
Q9VWA1	FBgn0024814
Q9VWA2	FBgn0036959
Q9VWA8	FBgn0036964
Q9VWB0	FBgn0288469
Q9VWB1	FBgn0036967
Q9VWB9	FBgn0031077
Q9VWC6	FBgn0259789
Q9VWD4	FBgn0031062
Q9VWD6	FBgn0031060
Q9VWE0	FBgn0043903
Q9VWE6	FBgn0031052
Q9VWE9	FBgn0031049
Q9VWF2	FBgn0087008
Q9VWF4	FBgn0031044
Q9VWG0	FBgn0031039
Q9VWG3	FBgn0285947
Q9VWH4	FBgn0027291
Q9VWH8	FBgn0040890
Q9VWI0	FBgn0031021
Q9VWI4	FBgn0031018
Q9VWK6	FBgn0030997
Q9VWL5	FBgn0030989
Q9VWN4	FBgn0030974
Q9VWN5	FBgn0030973
Q9VWN9	FBgn0085430
Q9VWP4	FBgn0030966
Q9VWQ2	FBgn0283473
Q9VWR2	FBgn0030949
Q9VWR5	FBgn0004959
Q9VWR8	FBgn0030946
Q9VWS2	FBgn0030943
Q9VWS4	FBgn0030941
Q9VWU1	FBgn0030926
Q9VWV8	FBgn0030915
Q9VWV9	FBgn0004957
Q9VWW0	FBgn0265784
Q9VWX8	FBgn0083228
Q9VWY6	FBgn0022724
Q9VX09	FBgn0030877
Q9VX10	FBgn0030876
Q9VX25	FBgn0030863
Q9VX31	FBgn0030858
Q9VX32	FBgn0026375
Q9VX39	FBgn0030850
Q9VX88	FBgn0030812
Q9VX91	FBgn0030809
Q9VX98	FBgn0030802
Q9VXA0	FBgn0030800
Q9VXA8	FBgn0030793
Q9VXB0	FBgn0030791
Q9VXB3	FBgn0030788
Q9VXB5	FBgn0030786
Q9VXD1	FBgn0261245
Q9VXD6	FBgn0030768
Q9VXD9	FBgn0030766
Q9VXE0	FBgn0261791
Q9VXE5	FBgn0025743
Q9VXE6	FBgn0061200
Q9VXF1	FBgn0267912
Q9VXG1	FBgn0026575
Q9VXG4	FBgn0030749
Q9VXG8	FBgn0004367
Q9VXH6	FBgn0260450
Q9VXH9	FBgn0030739
Q9VXJ0	FBgn0030731
Q9VXK0	FBgn0030724
Q9VXK6	FBgn0030719
Q9VXL0	FBgn0030715
Q9VXN0	FBgn0030700
Q9VXN2	FBgn0014391
Q9VXN4	FBgn0027093
Q9VXN9	FBgn0030695
Q9VXP4	FBgn0025809
Q9VXT2	FBgn0030658
Q9VXT5	FBgn0030655
Q9VXT7	FBgn0030653
Q9VXV9	FBgn0030634
Q9VXX8	FBgn0030616
Q9VXY0	FBgn0030615
Q9VXY2	FBgn0030613
Q9VXY4	FBgn0030611
Q9VXY7	FBgn0030608
Q9VY01	FBgn0030597
Q9VY28	FBgn0030572
Q9VY77	FBgn0030530
Q9VY78	FBgn0030529
Q9VY86	FBgn0030522
Q9VY93	FBgn0030518
Q9VY99	FBgn0265726
Q9VYA0	FBgn0030512
Q9VYA7	FBgn0030504
Q9VYA8	FBgn0030503
Q9VYB0	FBgn0030501
Q9VYB7	FBgn0086674
Q9VYD1	FBgn0030486
Q9VYD7	FBgn0030480
Q9VYF2	FBgn0030465
Q9VYF8	FBgn0030460
Q9VYG1	FBgn0030457
Q9VYG2	FBgn0025463
Q9VYH3	FBgn0030447
Q9VYI3	FBgn0030433
Q9VYM3	FBgn0030395
Q9VYN8	FBgn0267001
Q9VYQ0	FBgn0030373
Q9VYQ5	FBgn0030369
Q9VYQ7	FBgn0030367
Q9VYQ8	FBgn0030366
Q9VYR0	FBgn0030364
Q9VYS3	FBgn0030354
Q9VYS4	FBgn0260780
Q9VYS5	FBgn0030352
Q9VYT8	FBgn0030339
Q9VYV3	FBgn0030329
Q9VYV5	FBgn0030327
Q9VYX1	FBgn0000618
Q9VYX7	FBgn0030310
Q9VYY2	FBgn0030306
Q9VYY3	FBgn0030305
Q9VYY4	FBgn0030304
Q9VYY9	FBgn0262740
Q9VYZ1	FBgn0030298
Q9VYZ2	FBgn0030297
Q9VZ08	FBgn0030286
Q9VZ09	FBgn0003411
Q9VZ21	FBgn0261277
Q9VZ23	FBgn0020255
Q9VZ35	FBgn0030262
Q9VZ40	FBgn0030258
Q9VZ49	FBgn0030251
Q9VZ64	FBgn0030239
Q9VZA4	FBgn0260657
Q9VZD2	FBgn0035537
Q9VZD5	FBgn0035534
Q9VZD8	FBgn0035532
Q9VZE6	FBgn0035524
Q9VZE7	FBgn0035523
Q9VZF4	FBgn0041171
Q9VZH1	FBgn0040696
Q9VZH2	FBgn0011653
Q9VZI2	FBgn0028484
Q9VZI3	FBgn0035498
Q9VZJ6	FBgn0035486
Q9VZJ9	FBgn0035483
Q9VZL5	FBgn0035470
Q9VZL6	FBgn0035469
Q9VZL7	FBgn0035468
Q9VZM5	FBgn0035464
Q9VZM7	FBgn0035462
Q9VZN4	FBgn0263239
Q9VZQ1	FBgn0027616
Q9VZS3	FBgn0035423
Q9VZS5	FBgn0035422
Q9VZS6	FBgn0035421
Q9VZS7	FBgn0035420
Q9VZU2	FBgn0024194
Q9VZU4	FBgn0266582
Q9VZV5	FBgn0266918
Q9VZW5	FBgn0035385
Q9VZW8	FBgn0035382
Q9VZX1	FBgn0035379
Q9VZX9	FBgn0035371
Q9VZZ4	FBgn0011828
Q9VZZ9	FBgn0016794
Q9W011	FBgn0035344
Q9W020	FBgn0035336
Q9W021	FBgn0035335
Q9W032	FBgn0000543
Q9W040	FBgn0035317
Q9W056	FBgn0035300
Q9W058	FBgn0035298
Q9W060	FBgn0288310
Q9W062	FBgn0035294
Q9W074	FBgn0042712
Q9W088	FBgn0027903
Q9W092	FBgn0022702
Q9W0A0	FBgn0027594
Q9W0C1	FBgn0013342
Q9W0C7	FBgn0035243
Q9W0E3	FBgn0035227
Q9W0E8	FBgn0043458
Q9W0G1	FBgn0267487
Q9W0G6	FBgn0035210
Q9W0G7	FBgn0035209
Q9W0H3	FBgn0035206
Q9W0I5	FBgn0035196
Q9W0I6	FBgn0283500
Q9W0K0	FBgn0040281
Q9W0K4	FBgn0025525
Q9W0K7	FBgn0004870
Q9W0M1	FBgn0035168
Q9W0M2	FBgn0035167
Q9W0M7	FBgn0035162
Q9W0P2	FBgn0035150
Q9W0P3	FBgn0035149
Q9W0P5	FBgn0035147
Q9W0P8	FBgn0035145
Q9W0R5	FBgn0035132
Q9W0R6	FBgn0035131
Q9W0S3	FBgn0035124
Q9W0S7	FBgn0035121
Q9W0S8	FBgn0035120
Q9W0S9	FBgn0024806
Q9W0T1	FBgn0000541
Q9W0T5	FBgn0035113
Q9W0V1	FBgn0020386
Q9W0V7	FBgn0052475
Q9W0W6	FBgn0035092
Q9W0Y1	FBgn0035083
Q9W0Y2	FBgn0035082
Q9W0Y6	FBgn0060296
Q9W0Y8	FBgn0085434
Q9W107	FBgn0035064
Q9W123	FBgn0035047
Q9W130	FBgn0015040
Q9W133	FBgn0035039
Q9W138	FBgn0035035
Q9W141	FBgn0035032
Q9W145	FBgn0035028
Q9W148	FBgn0035025
Q9W157	FBgn0050169
Q9W192	FBgn0050418
Q9W197	FBgn0034988
Q9W1A2	FBgn0034982
Q9W1A4	FBgn0041582
Q9W1B0	FBgn0023081
Q9W1C5	FBgn0034964
Q9W1C9	FBgn0011695
Q9W1F4	FBgn0034939
Q9W1G0	FBgn0023477
Q9W1H4	FBgn0262619
Q9W1I2	FBgn0004581
Q9W1I9	FBgn0003401
Q9W1J3	FBgn0034908
Q9W1K0	FBgn0034902
Q9W1K5	FBgn0034897
Q9W1L5	FBgn0262728
Q9W1M8	FBgn0034880
Q9W1N5	FBgn0041234
Q9W1N6	FBgn0041233
Q9W1P7	FBgn0034866
Q9W1P8	FBgn0034865
Q9W1R4	FBgn0034853
Q9W1R5	FBgn0003977
Q9W1U4	FBgn0034824
Q9W1U5	FBgn0041235
Q9W1U6	FBgn0034822
Q9W1V1	FBgn0034817
Q9W1V3	FBgn0003062
Q9W1V6	FBgn0261363
Q9W1V7	FBgn0034814
Q9W1W9	FBgn0034803
Q9W1X4	FBgn0010660
Q9W1X7	FBgn0034795
Q9W1X8	FBgn0267823
Q9W1X9	FBgn0034793
Q9W1Y1	FBgn0034791
Q9W223	FBgn0034756
Q9W237	FBgn0034743
Q9W252	FBgn0034728
Q9W256	FBgn0034726
Q9W261	FBgn0034722
Q9W265	FBgn0017482
Q9W266	FBgn0034718
Q9W278	FBgn0034707
Q9W2B1	FBgn0041238
Q9W2B2	FBgn0041237
Q9W2C3	FBgn0034665
Q9W2D6	FBgn0027360
Q9W2D9	FBgn0034654
Q9W2E1	FBgn0050263
Q9W2E7	FBgn0034646
Q9W2F2	FBgn0034641
Q9W2H1	FBgn0034626
Q9W2H9	FBgn0034617
Q9W2M2	FBgn0003748
Q9W2N0	FBgn0034577
Q9W2P0	FBgn0034569
Q9W2Q1	FBgn0020617
Q9W2Q7	FBgn0050295
Q9W2R3	FBgn0016984
Q9W2S3	FBgn0030228
Q9W2U4	FBgn0030208
Q9W2U9	FBgn0030204
Q9W2X7	FBgn0030183
Q9W2Y3	FBgn0030178
Q9W303	FBgn0026415
Q9W328	FBgn0264691
Q9W332	FBgn0052702
Q9W334	FBgn0030136
Q9W345	FBgn0085478
Q9W349	FBgn0002576
Q9W351	FBgn0030122
Q9W352	FBgn0030121
Q9W354	FBgn0052703
Q9W358	FBgn0028292
Q9W367	FBgn0030108
Q9W369	FBgn0086367
Q9W376	FBgn0030099
Q9W379	FBgn0030096
Q9W385	FBgn0030092
Q9W391	FBgn0030087
Q9W3C0	FBgn0030063
Q9W3C1	FBgn0027330
Q9W3C2	FBgn0030061
Q9W3C7	FBgn0030057
Q9W3D3	FBgn0025864
Q9W3E1	FBgn0026679
Q9W3E2	FBgn0024943
Q9W3F7	FBgn0030037
Q9W3I5	FBgn0030016
Q9W3J5	FBgn0030007
Q9W3J8	FBgn0030004
Q9W3K5	FBgn0040319
Q9W3L5	FBgn0029989
Q9W3M2	FBgn0029986
Q9W3M3	FBgn0260970
Q9W3M9	FBgn0029977
Q9W3N6	FBgn0040087
Q9W3R7	FBgn0029943
Q9W3T5	FBgn0052736
Q9W3T7	FBgn0261284
Q9W3U1	FBgn0052732
Q9W3V8	FBgn0029906
Q9W3W5	FBgn0003390
Q9W3W8	FBgn0029897
Q9W3Y0	FBgn0029885
Q9W3Y4	FBgn0029881
Q9W3Y5	FBgn0029880
Q9W3Z3	FBgn0014031
Q9W401	FBgn0261955
Q9W413	FBgn0029858
Q9W415	FBgn0029857
Q9W420	FBgn0028982
Q9W422	FBgn0029853
Q9W429	FBgn0029849
Q9W436	FBgn0029843
Q9W440	FBgn0029838
Q9W445	FBgn0029833
Q9W462	FBgn0029819
Q9W484	FBgn0029798
Q9W485	FBgn0261383
Q9W495	FBgn0029789
Q9W497	FBgn0003747
Q9W4C3	FBgn0029763
Q9W4C5	FBgn0029762
Q9W4D2	FBgn0014024
Q9W4E2	FBgn0266098
Q9W4I5	FBgn0025612
Q9W4J5	FBgn0029714
Q9W4K2	FBgn0029708
Q9W4L1	FBgn0040907
Q9W4M8	FBgn0026085
Q9W4M9	FBgn0026079
Q9W4N2	FBgn0029693
Q9W4P5	FBgn0285910
Q9W4Q9	FBgn0044046
Q9W4S1	FBgn0029662
Q9W4S7	FBgn0262656
Q9W4S9	FBgn0000479
Q9W4T4	FBgn0000479
Q9W4V8	FBgn0250874
Q9W4X7	FBgn0029629
Q9W4X9	FBgn0004643
Q9W4Y2	FBgn0260753
Q9W4Z4	FBgn0044047
Q9W517	FBgn0004655
Q9W534	FBgn0025631
Q9W539	FBgn0264562
Q9W549	FBgn0029594
Q9W552	FBgn0014411
Q9W568	FBgn0001189
Q9W589	FBgn0027791
Q9W590	FBgn0266284
Q9W594	FBgn0265139
Q9W596	FBgn0259108
Q9W5A5	FBgn0261444
Q9W5B6	FBgn0040337
Q9W5B9	FBgn0040338
Q9W5D0	FBgn0264449
Q9W5D4	FBgn0086368
Q9W5E0	FBgn0025639
Q9W5E1	FBgn0025638
Q9W5E4	FBgn0001341
Q9W5G6	FBgn0029521
Q9W5N0	FBgn0039965
Q9W5N2	FBgn0040007
Q9W5P1	FBgn0040020
Q9W5R8	FBgn0064225
Q9W5U2	FBgn0250907
Q9W5X9	FBgn0031082
Q9W5Y0	FBgn0031081
Q9XTL9	FBgn0004507
Q9XTM1	FBgn0266673
Q9XTN2	FBgn0024248
Q9XY35	FBgn0011227
Q9XYF4	FBgn0026404
Q9XYM0	FBgn0024811
Q9XYN7	FBgn0026380
Q9XYP7	FBgn0026430
Q9XYP8	FBgn0001612
Q9XYQ2	FBgn0025549
Q9XYU0	FBgn0020633
Q9XYU1	FBgn0284442
Q9XYZ5	FBgn0260962
Q9XZ06	FBgn0027537
Q9XZ08	FBgn0027535
Q9XZ14	FBgn0027528
Q9XZ16	FBgn0027526
Q9XZ25	FBgn0027518
Q9XZ34	FBgn0050085
Q9XZ56	FBgn0261560
Q9XZ58	FBgn0027053
Q9XZ63	FBgn0027095
Q9XZF0	FBgn0288857
Q9XZH6	FBgn0283536
Q9XZJ4	FBgn0263121
Q9XZL8	FBgn0086370
Q9XZS3	FBgn0026879
Q9XZS8	FBgn0028550
Q9XZT1	FBgn0026873
Q9XZT6	FBgn0022338
Q9XZT7	FBgn0026324
Q9XZU1	FBgn0022213
Q9Y091	FBgn0000662
Q9Y0A7	FBgn0003270
Q9Y0E4	FBgn0001316
Q9Y0H4	FBgn0003557
Q9Y0I1	FBgn0027378
Q9Y0V3	FBgn0027358
Q9Y0Y2	FBgn0027493
Q9Y0Y6	FBgn0027497
Q9Y0Y7	FBgn0027498
Q9Y103	FBgn0024191
Q9Y105	FBgn0027090
Q9Y106	FBgn0027546
Q9Y113	FBgn0027553
Q9Y115	FBgn0027556
Q9Y117	FBgn0027558
Q9Y118	FBgn0283467
Q9Y123	FBgn0027564
Q9Y140	FBgn0027583
Q9Y149	FBgn0027592
Q9Y169	FBgn0029175
Q9Y1A3	FBgn0027359
Q9Y1B2	FBgn0023180
Q9Y1I2	FBgn0000257
X2JAU8	FBgn0263456
X2JDY8	FBgn0030685
