From	To
Q27488	WBGene00003923
Q18668	WBGene00008136
G3MU29	WBGene00013895
A0A0K3AUI3	WBGene00016073
Q21191	WBGene00019364
Q21352	WBGene00010678
P92186	WBGene00003014
P90822	WBGene00008630
Q7YWP9	WBGene00013573
H2KZA5	WBGene00020102
G5EGS5	WBGene00007703
O18054	WBGene00006889
P46553	WBGene00007136
Q21601	WBGene00010905
O45690	WBGene00010807
H2KYV4	WBGene00017787
H2KY65	WBGene00021374
Q10663	WBGene00001564
Q18885	WBGene00002045
Q18190	WBGene00016126
B1V8J2	WBGene00012813
A0A1I6CMB1	WBGene00020957
Q7JP67	WBGene00017342
O01736	WBGene00017647
Q22099	WBGene00002238
Q20689	WBGene00018725
O18688	WBGene00006528
O44584	WBGene00018615
Q20709	WBGene00018740
H2KYB6	WBGene00021444
H2KZI8	WBGene00022475
P34525	WBGene00019679
Q9N5U5	WBGene00018064
Q9N556	WBGene00021284
A0A0K3AT65	WBGene00009935
Q9NA72	WBGene00013269
Q93568	WBGene00009118
Q20079	WBGene00018074
Q9XVT2	WBGene00007602
Q23448	WBGene00013923
Q9BL46	WBGene00022176
O17347	WBGene00019272
O01849	WBGene00017980
Q9U385	WBGene00011194
O61861	WBGene00000205
B4E3X5	WBGene00086559
Q19162	WBGene00004423
O45738	WBGene00005475
O45946	WBGene00004430
O17863	WBGene00009513
P90991	WBGene00015191
O02082	WBGene00016749
Q18974	WBGene00017051
Q09555	WBGene00000914
Q23272	WBGene00013878
Q23098	WBGene00012166
Q93619	WBGene00006518
O17766	WBGene00008510
I2HAE8	WBGene00012125
Q23501	WBGene00003843
P91061	WBGene00015855
P34481	WBGene00010309
Q19375	WBGene00008729
Q09495	WBGene00007921
H2L0S3	WBGene00022185
Q18524	WBGene00016531
Q9TZM3	WBGene00003068
A5JYS0	WBGene00003960
Q9XTZ3	WBGene00007681
P54811	WBGene00007352
Q1ZXV0	WBGene00014055
Q5WRN1	WBGene00023491
Q20272	WBGene00018280
Q9U1W8	WBGene00003077
Q95017	WBGene00006706
Q22483	WBGene00020499
A0A2K5ATY9	WBGene00015621
O61196	WBGene00018146
P91569	WBGene00022710
Q9GZF8	WBGene00015999
V6CLB2	WBGene00021683
X5LX76	WBGene00006450
Q23629	WBGene00014098
Q6A578	WBGene00015815
Q95Y96	WBGene00019770
O01593	WBGene00019963
Q8MXV8	WBGene00001617
P80361	WBGene00004090
Q9XVY3	WBGene00013590
O45428	WBGene00009296
O44191	WBGene00004374
Q6BEW1	WBGene00017852
Q09254	WBGene00007630
A9Z1L3	WBGene00015453
Q9N4A5	WBGene00022306
Q23159	WBGene00012243
Q17786	WBGene00007414
O01473	WBGene00015419
Q9N490	WBGene00006710
O62486	WBGene00003785
G5EE73	WBGene00044989
Q18249	WBGene00007771
F5GUD5	WBGene00012282
P34385	WBGene00303021
B0M0M4	WBGene00077548
P0DM41	WBGene00000063
O62512	WBGene00013997
A0A1X7RBQ5	WBGene00022015
Q20956	WBGene00010222
G5EFT0	WBGene00011736
G5ECS9	WBGene00011122
G5EF06	WBGene00003031
G5EEM1	WBGene00013552
Q22144	WBGene00011410
A0A0K3ARQ4	WBGene00020502
O01317	WBGene00008529
P34369	WBGene00004187
P48158	WBGene00004435
Q8MYL7	WBGene00013220
Q21234	WBGene00019400
O16297	WBGene00003159
P54813	WBGene00010842
Q9U1Q4	WBGene00006936
E3W752	WBGene00012353
A0A0K3ATD0	WBGene00004145
G5EC23	WBGene00001827
P34437	WBGene00018420
Q9N3S5	WBGene00021635
A8DJA6	WBGene00021721
Q7YXA3	WBGene00000758
Q93348	WBGene00007984
F5GU88	WBGene00009008
V6CJF0	WBGene00022029
Q22470	WBGene00011759
Q9XVI9	WBGene00011734
Q966C6	WBGene00004419
O17039	WBGene00020527
O16368	WBGene00004502
Q9N357	WBGene00021933
Q11067	WBGene00015168
P34574	WBGene00011867
Q5TYK5	WBGene00015501
Q9N3H3	WBGene00021800
Q9GYJ9	WBGene00004927
A0A2C9C2Z9	WBGene00017894
Q20450	WBGene00009774
G5EFX8	WBGene00003826
P22980	WBGene00001948
I2HAH7	WBGene00014926
P19974	WBGene00017121
Q9XVD2	WBGene00007021
O17398	WBGene00018719
H2L2A3	WBGene00009578
G5EGP8	WBGene00000788
Q20936	WBGene00004133
Q95XW8	WBGene00021913
P91013	WBGene00000965
O76669	WBGene00019182
Q95XJ0	WBGene00022089
O18047	WBGene00011519
Q9TZ27	WBGene00020455
Q3S1M3	WBGene00044283
Q18013	WBGene00002220
Q9XTT8	WBGene00004086
P34341	WBGene00016202
Q19326	WBGene00006817
O45510	WBGene00009611
O45994	WBGene00014197
O45723	WBGene00011337
Q9N4F4	WBGene00022196
Q21551	WBGene00010942
D7SFQ3	WBGene00012241
Q22015	WBGene00011270
O44739	WBGene00000236
Q9U332	WBGene00004445
A8XJ46	WBGene00012471
Q18773	WBGene00016874
O62234	WBGene00009475
H2L080	WBGene00018872
Q22257	WBGene00001830
A0A0K3ASV9	WBGene00020390
C5NU64	WBGene00021324
Q965S8	WBGene00001232
K8ES01	WBGene00012895
O62238	WBGene00006377
Q9XUY1	WBGene00010159
O01300	WBGene00008621
Q8MPS3	WBGene00022613
O01887	WBGene00006623
Q8MQE8	WBGene00015507
O16956	WBGene00020016
Q95ZR6	WBGene00010727
P91177	WBGene00016838
Q9GYL3	WBGene00019872
O02055	WBGene00015008
O01542	WBGene00000779
O17560	WBGene00001645
Q23447	WBGene00022680
Q9U2Z1	WBGene00004754
Q9XW92	WBGene00013025
Q20237	WBGene00009584
A8WIS5	WBGene00016027
P91547	WBGene00022554
U4PAM0	WBGene00013193
D3KZG2	WBGene00195004
O45781	WBGene00011730
Q95ZJ1	WBGene00001630
B7FAR9	WBGene00012812
Q95ZP6	WBGene00020294
P47209	WBGene00000380
Q93518	WBGene00008879
Q22885	WBGene00015219
Q93382	WBGene00008119
Q9N579	WBGene00021201
A0A0K3ASB6	WBGene00020390
A0A2K5ATM9	WBGene00018764
Q9N4L1	WBGene00016884
Q9XW64	WBGene00013556
Q9BL81	WBGene00021646
P53014	WBGene00003371
Q18386	WBGene00016352
A0A078BPM2	WBGene00016562
Q19554	WBGene00006512
Q22174	WBGene00011449
Q09EE9	WBGene00012164
Q21732	WBGene00011015
Q95XL8	WBGene00022141
Q9GR41	WBGene00022329
Q9XV11	WBGene00009848
Q22857	WBGene00012143
Q09251	WBGene00007626
O62388	WBGene00012179
Q20909	WBGene00010174
Q19726	WBGene00002198
P34885	WBGene00004032
Q18990	WBGene00004259
U4PF86	WBGene00022059
Q2XMY1	WBGene00012765
Q8MQ22	WBGene00018953
Q94274	WBGene00019621
O45909	WBGene00012450
Q9XU69	WBGene00011951
Q9N593	WBGene00003132
Q93379	WBGene00008117
O62071	WBGene00007640
P34259	WBGene00015129
Q9TZ22	WBGene00020450
Q7JP60	WBGene00019959
Q9NAF4	WBGene00003861
Q22019	WBGene00011275
Q17706	WBGene00007366
E5QCG2	WBGene00206354
O17777	WBGene00008648
H2KZZ2	WBGene00020930
Q23520	WBGene00001778
O16637	WBGene00000162
Q21660	WBGene00010985
G5EF82	WBGene00011576
Q22474	WBGene00011763
O01763	WBGene00018156
Q8I0G4	WBGene00014075
Q11190	WBGene00002855
Q18909	WBGene00016997
Q5FC44	WBGene00044032
Q9XTJ4	WBGene00003602
P91284	WBGene00017852
D3YT88	WBGene00007357
Q21230	WBGene00010560
Q20122	WBGene00018151
Q9U2C5	WBGene00012933
Q20950	WBGene00010204
Q9N3G6	WBGene00021803
Q09397	WBGene00018613
Q22013	WBGene00011306
Q22811	WBGene00000444
A7LPF8	WBGene00006802
P91321	WBGene00018758
Q9TZB2	WBGene00016216
Q18784	WBGene00008259
Q19853	WBGene00017892
Q4R148	WBGene00044514
P34474	WBGene00001955
H1ZUX4	WBGene00020949
H2KZ00	WBGene00004131
G5EF07	WBGene00000274
O44505	WBGene00019824
Q27516	WBGene00011674
H9G2Y5	WBGene00010174
G5EFM0	WBGene00003160
H2KYG0	WBGene00019215
Q9U384	WBGene00011212
B3GWD4	WBGene00045063
Q9N455	WBGene00021333
O01531	WBGene00017678
Q86D20	WBGene00010082
O62265	WBGene00010197
Q17754	WBGene00006572
Q9BKX3	WBGene00021264
Q95Y89	WBGene00003063
Q9XWB9	WBGene00013569
Q22310	WBGene00020315
Q10946	WBGene00015156
Q23424	WBGene00001509
Q18905	WBGene00000480
Q20733	WBGene00010012
G5EGA3	WBGene00002276
Q8MQ70	WBGene00001994
A5Z2T8	WBGene00011270
P91302	WBGene00006726
Q65CL7	WBGene00023478
Q93762	WBGene00009974
Q9N3R6	WBGene00021649
Q17761	WBGene00012015
A5Z2S5	WBGene00007193
Q5DX48	WBGene00004728
E7EM35	WBGene00008255
Q23191	WBGene00004245
H9G346	WBGene00050899
O18167	WBGene00012234
Q18166	WBGene00016102
H2KZM4	WBGene00003968
Q65ZG2	WBGene00016939
G5ECD0	WBGene00007362
Q17667	WBGene00015492
Q19973	WBGene00017993
Q21327	WBGene00010659
G5EFD9	WBGene00006324
G5EBJ7	WBGene00001404
Q7YZW5	WBGene00006890
Q4R166	WBGene00044487
Q8IAA9	WBGene00000545
Q19664	WBGene00017656
Q9XXR7	WBGene00005672
Q95Y25	WBGene00021508
Q20490	WBGene00018518
P34310	WBGene00015558
Q9BL19	WBGene00004429
Q9BHL2	WBGene00013740
Q22505	WBGene00020511
Q23368	WBGene00004756
O02052	WBGene00022594
Q23190	WBGene00021060
Q95XR0	WBGene00021466
Q9BPN9	WBGene00022368
P54816	WBGene00008682
Q27395	WBGene00023497
Q10038	WBGene00006923
G5EBS6	WBGene00001481
Q09250	WBGene00007625
P41992	WBGene00015099
Q22601	WBGene00000161
Q18134	WBGene00016068
P45970	WBGene00002994
Q95Q68	WBGene00016511
Q19426	WBGene00008775
H2L2K0	WBGene00043308
Q09282	WBGene00016682
O17255	WBGene00019314
P46561	WBGene00000229
Q9BL09	WBGene00021691
Q9BKX8	WBGene00021260
E3CTH8	WBGene00045252
Q23571	WBGene00014054
Q94300	WBGene00004422
Q9TYW7	WBGene00001692
O44975	WBGene00018955
O17407	WBGene00017311
P34601	WBGene00014219
Q09607	WBGene00001784
O45502	WBGene00001030
Q95QK5	WBGene00017547
G5EEK3	WBGene00011647
Q65ZH8	WBGene00016269
A0A2C9C3D0	WBGene00019237
H2L0C5	WBGene00019237
Q1ZXS6	WBGene00010259
O17830	WBGene00005616
H2L2E6	WBGene00008453
G5EDF0	WBGene00001707
Q18251	WBGene00007774
G5EDM0	WBGene00010687
Q20855	WBGene00010119
P91230	WBGene00017250
N1NV23	WBGene00011980
A0A0K3AUV1	WBGene00018010
H2KY62	WBGene00015017
Q9N488	WBGene00022452
D2YW06	WBGene00008600
G5EES5	WBGene00009255
A0A0K3ARJ1	WBGene00017037
Q21461	WBGene00019729
Q20737	WBGene00010028
O18188	WBGene00012366
Q22554	WBGene00020553
Q22751	WBGene00001041
Q8MNU8	WBGene00016209
O01918	WBGene00017757
Q9U2W2	WBGene00013776
Q966M4	WBGene00016944
Q18986	WBGene00008425
Q23382	WBGene00014204
Q965M0	WBGene00020063
Q23026	WBGene00019987
O17901	WBGene00010333
O62289	WBGene00010440
G5EF83	WBGene00010480
G5EG37	WBGene00013203
G5ED58	WBGene00004952
Q93758	WBGene00009977
G5EGK1	WBGene00006771
Q22625	WBGene00011886
Q9N350	WBGene00021943
O44444	WBGene00015329
V6CLA2	WBGene00016405
Q22240	WBGene00011507
Q7JMS6	WBGene00009593
Q20964	WBGene00003093
Q93413	WBGene00008400
P34473	WBGene00010229
O01811	WBGene00003170
P52874	WBGene00010304
Q9XWK6	WBGene00012976
Q966H8	WBGene00019742
Q09645	WBGene00014230
Q7JPE3	WBGene00020784
O61708	WBGene00004143
Q93891	WBGene00010827
Q93839	WBGene00010336
Q20220	WBGene00018238
A0A2C9C3E6	WBGene00010513
Q22060	WBGene00011321
P34580	WBGene00012059
O45706	WBGene00011027
Q18780	WBGene00016889
Q19706	WBGene00001230
Q9XWH8	WBGene00013275
Q19014	WBGene00008436
Q21754	WBGene00004039
G5EBR5	WBGene00010868
O45133	WBGene00015468
Q21278	WBGene00010629
O02086	WBGene00001812
Q9GUI6	WBGene00021555
P41990	WBGene00000168
G5EGG2	WBGene00001998
A0A0K3AX60	WBGene00044410
Q21308	WBGene00019519
O62133	WBGene00008538
G5EDI3	WBGene00009354
B3WFY2	WBGene00012236
Q8IU11	WBGene00021484
Q22156	WBGene00000221
P34529	WBGene00000939
Q93538	WBGene00004317
Q09303	WBGene00017216
Q95Y26	WBGene00021507
P91063	WBGene00015922
Q95XZ5	WBGene00004166
Q965S3	WBGene00022394
Q400N4	WBGene00018847
Q7YWZ7	WBGene00009923
Q9U221	WBGene00013241
O17406	WBGene00017317
Q18034	WBGene00007048
Q8WQB4	WBGene00013669
Q9NEL2	WBGene00007027
O17388	WBGene00006472
P50093	WBGene00004015
O45680	WBGene00000972
Q9BL06	WBGene00021850
Q19328	WBGene00006626
O02058	WBGene00015010
Q9N5P5	WBGene00019143
O44195	WBGene00022683
Q9XXI0	WBGene00012467
B3WFY5	WBGene00077770
O18201	WBGene00013009
G5EC92	WBGene00004825
Q19626	WBGene00006921
Q8WQC9	WBGene00001093
G5EC41	WBGene00010215
Q20168	WBGene00009542
Q18886	WBGene00016961
O16526	WBGene00020264
Q4TTC7	WBGene00043297
E0R7L2	WBGene00013735
O44509	WBGene00018361
Q86D12	WBGene00010665
A3QMD7	WBGene00020287
Q9XWS0	WBGene00013725
G5EDT3	WBGene00013203
Q17606	WBGene00004437
O17607	WBGene00007784
Q95Y99	WBGene00019769
K8ESB4	WBGene00010948
Q95Y47	WBGene00016886
O62301	WBGene00010551
Q95X42	WBGene00015470
O62203	WBGene00009314
H2KYD0	WBGene00015815
Q9N492	WBGene00022448
H2L0M8	WBGene00021089
G5EC53	WBGene00016934
Q20736	WBGene00000164
Q7KPV0	WBGene00001745
P55326	WBGene00008745
Q7YTP0	WBGene00009191
J7SA63	WBGene00011028
Q9BIB8	WBGene00002075
B7FAS0	WBGene00013096
Q9XVL1	WBGene00010727
A7LPH1	WBGene00007088
G5EG22	WBGene00002046
A5JYV7	WBGene00009274
Q20186	WBGene00009551
Q21761	WBGene00019907
G5EEE5	WBGene00001239
O62520	WBGene00014082
P34624	WBGene00022697
P34662	WBGene00004449
Q22639	WBGene00006934
M1ZJT3	WBGene00010850
O45144	WBGene00016424
Q20021	WBGene00009403
V6CLA6	WBGene00022386
H2L273	WBGene00219294
Q18683	WBGene00008147
P30629	WBGene00014022
P90921	WBGene00000209
D4YW58	WBGene00195056
O01615	WBGene00020588
G5ED29	WBGene00000231
Q10124	WBGene00004095
Q18421	WBGene00007927
Q19752	WBGene00006465
Q22805	WBGene00020827
A0A0K3AV45	WBGene00020279
Q21484	WBGene00044069
O16294	WBGene00017984
O44748	WBGene00021015
X5M5Y4	WBGene00021465
A0SQM0	WBGene00021661
Q93319	WBGene00007878
Q22824	WBGene00020847
O44761	WBGene00020466
A0A0T7CIX3	WBGene00019666
A0A061ACL0	WBGene00011951
O16466	WBGene00018294
P91457	WBGene00003793
H2KY93	WBGene00018364
A0A0K3AQY8	WBGene00016073
O01301	WBGene00009135
G5EFA2	WBGene00000249
Q19583	WBGene00008948
O02495	WBGene00004897
Q8WQ98	WBGene00014259
Q95XR6	WBGene00021469
Q20097	WBGene00003668
Q93620	WBGene00009190
A0A1N7SYW5	WBGene00018373
Q03598	WBGene00008041
Q09968	WBGene00015084
Q19084	WBGene00017157
A0A131MDG3	WBGene00008747
O02220	WBGene00007712
Q9N4J2	WBGene00006927
Q20874	WBGene00018964
O76639	WBGene00020361
Q9XXK4	WBGene00001493
Q23070	WBGene00020912
Q19869	WBGene00004440
Q19788	WBGene00009132
Q2WF57	WBGene00044681
H2KZP3	WBGene00017274
G5ECL3	WBGene00004188
Q8I4G3	WBGene00011404
A3QMD6	WBGene00020286
Q09289	WBGene00016981
Q19317	WBGene00004760
Q8WT44	WBGene00000874
Q93540	WBGene00008979
H2KZB2	WBGene00021945
Q21902	WBGene00003157
Q9N5Z0	WBGene00015638
D3KFR7	WBGene00016150
Q8MXD9	WBGene00017098
Q22363	WBGene00011663
Q19555	WBGene00004738
G4S460	WBGene00018794
Q95XZ1	WBGene00006440
Q56VZ1	WBGene00044137
Q19325	WBGene00004737
C0Z1Y5	WBGene00185089
A0PD34	WBGene00014848
P34404	WBGene00017692
Q9XTY8	WBGene00010994
B2FDA6	WBGene00013553
O45554	WBGene00009953
Q9XXE2	WBGene00012853
A0A0U1RML5	WBGene00018921
Q9XVG9	WBGene00012213
Q9XVF6	WBGene00007119
O17536	WBGene00001855
Q20772	WBGene00010052
Q09506	WBGene00016678
Q22167	WBGene00011444
Q9XUY0	WBGene00010161
O02225	WBGene00001607
W6RS16	WBGene00022146
Q9XWF2	WBGene00013128
X5LQ22	WBGene00018337
O16298	WBGene00017982
Q9XX35	WBGene00012522
Q9XUL5	WBGene00012246
O01893	WBGene00019965
Q09406	WBGene00019427
U4PEN8	WBGene00019720
Q965X1	WBGene00021443
V6CJ48	WBGene00018314
Q1HB02	WBGene00012339
Q22453	WBGene00020480
H9G2Y0	WBGene00009389
Q9N2V7	WBGene00022390
Q95YF2	WBGene00015582
Q20480	WBGene00004801
A8XJ47	WBGene00012471
O16746	WBGene00018435
O45247	WBGene00007545
P34656	WBGene00014018
Q65XX1	WBGene00006888
E5TZU5	WBGene00021892
Q9N5Y7	WBGene00015641
Q9XXK8	WBGene00007697
Q1NZ17	WBGene00011270
O17322	WBGene00017040
P91001	WBGene00000817
P34453	WBGene00004201
P34650	WBGene00014013
Q7JP82	WBGene00002097
Q3LFN0	WBGene00044637
N1NTN1	WBGene00235134
Q95QS2	WBGene00007957
P91189	WBGene00001025
P91363	WBGene00019437
Q23480	WBGene00022728
Q17882	WBGene00007499
Q9XTS5	WBGene00009827
I2HAI5	WBGene00219394
G5ECP9	WBGene00006876
Q18089	WBGene00007689
Q09544	WBGene00019061
Q23554	WBGene00022780
G5EE07	WBGene00006959
Q8I7I5	WBGene00004395
P34425	WBGene00000507
Q3Y414	WBGene00019408
Q8MLZ5	WBGene00001516
O44158	WBGene00016990
Q9GYL7	WBGene00019854
B6VQ60	WBGene00000264
Q9GYF0	WBGene00006477
Q19774	WBGene00009110
Q9TXR4	WBGene00003418
Q688Z3	WBGene00022378
Q19580	WBGene00008940
Q19124	WBGene00017178
Q8IFZ7	WBGene00019908
A4UZ34	WBGene00022123
O02056	WBGene00004415
Q18331	WBGene00001537
A0A0K3AX50	WBGene00255598
Q9U1S5	WBGene00006986
Q9XVR9	WBGene00007713
Q9N402	WBGene00021458
G5EEG7	WBGene00004895
Q19324	WBGene00004461
Q22055	WBGene00011320
Q58AA7	WBGene00011311
Q9XWG2	WBGene00013406
H2KZE6	WBGene00018258
Q2L6Y0	WBGene00019657
O17136	WBGene00005912
C6KRP1	WBGene00045063
H2KZH8	WBGene00022608
A3FPI3	WBGene00045246
Q18874	WBGene00008345
P91918	WBGene00004915
O45095	WBGene00019020
Q22267	WBGene00011543
G5EFX4	WBGene00010850
S6FN15	WBGene00007284
Q09632	WBGene00022887
Q58AU9	WBGene00044221
U4PAQ6	WBGene00010197
O01766	WBGene00020653
O61758	WBGene00018939
Q9N394	WBGene00021901
H2KZ24	WBGene00016172
Q21288	WBGene00019490
H2KYE9	WBGene00044071
Q93533	WBGene00008973
Q564X4	WBGene00044147
Q9NA34	WBGene00013530
G5EDN3	WBGene00006571
Q94276	WBGene00019643
Q9TYY5	WBGene00019515
Q86FL8	WBGene00004990
O17208	WBGene00015285
Q9N3X2	WBGene00004473
O77469	WBGene00001403
Q8MPX3	WBGene00001038
O44408	WBGene00002187
H8ESG6	WBGene00012791
Q21530	WBGene00010913
Q9XUQ6	WBGene00011624
G5ECT2	WBGene00017484
Q19722	WBGene00003815
Q19275	WBGene00017302
Q4PIW0	WBGene00044565
Q8MXS5	WBGene00022015
G5EGD2	WBGene00001851
P91870	WBGene00004953
Q9BL03	WBGene00021849
O62102	WBGene00003948
A0A131MBD0	WBGene00000591
H2KZX6	WBGene00017964
Q94072	WBGene00005063
O16506	WBGene00015369
P54688	WBGene00001149
G4SRU7	WBGene00021442
G5EBU1	WBGene00010770
Q21970	WBGene00011259
Q965M2	WBGene00020649
G5EG62	WBGene00006781
Q20020	WBGene00009405
P34655	WBGene00014017
Q9TY07	WBGene00001042
Q09568	WBGene00018612
G5ED80	WBGene00011696
O18004	WBGene00011267
Q09938	WBGene00004221
Q9XUS4	WBGene00010665
Q9XXK7	WBGene00007696
Q94402	WBGene00013958
Q20039	WBGene00018050
P34276	WBGene00015336
P42170	WBGene00004392
Q94392	WBGene00003818
V6CJH0	WBGene00021329
F5GUG7	WBGene00012274
P49041	WBGene00004474
Q18582	WBGene00016599
Q03604	WBGene00004391
Q9U1S7	WBGene00004035
C6KRN9	WBGene00194660
U4PDX5	WBGene00044488
Q20128	WBGene00018154
Q9XWK0	WBGene00013198
Q95X87	WBGene00022873
Q95QV8	WBGene00015943
H9G313	WBGene00045461
A0A078BS77	WBGene00015582
Q9XUP8	WBGene00011799
Q7KPW6	WBGene00017999
G5EEP3	WBGene00001406
G5EE04	WBGene00011735
O62076	WBGene00005833
P34659	WBGene00004918
Q23145	WBGene00012221
X5M911	WBGene00007223
Q8MP09	WBGene00010984
Q20821	WBGene00010096
Q93877	WBGene00010724
A4UVL7	WBGene00045382
Q93373	WBGene00002282
H9G2Z5	WBGene00007823
Q21453	WBGene00010810
Q7Z1Q3	WBGene00000118
Q9U2T2	WBGene00013789
Q21089	WBGene00010468
O17568	WBGene00007286
Q7YTH1	WBGene00013989
Q21817	WBGene00019937
Q9NAI7	WBGene00012602
O61847	WBGene00019362
Q27371	WBGene00003495
Q7YX74	WBGene00007892
Q22918	WBGene00016496
Q9XVR5	WBGene00007826
P53489	WBGene00000200
U4PC52	WBGene00235269
O17181	WBGene00015611
G5EFG5	WBGene00004064
Q95QN2	WBGene00017162
Q9N4F2	WBGene00007019
Q20584	WBGene00009877
G4RT17	WBGene00219234
A9UJN7	WBGene00009113
Q21917	WBGene00001669
O16656	WBGene00015407
Q9U2H9	WBGene00012768
Q9XTY7	WBGene00011393
O76634	WBGene00019270
Q9GR61	WBGene00021347
Q9U229	WBGene00006937
Q22850	WBGene00012140
Q10919	WBGene00017700
Q4PIX1	WBGene00044455
E9P8A0	WBGene00010731
H9G2T4	WBGene00010317
A0A0K3AWD3	WBGene00010724
Q19185	WBGene00004790
O61968	WBGene00017818
O45398	WBGene00009064
Q17819	WBGene00007429
Q19825	WBGene00004679
Q93309	WBGene00007846
Q22459	WBGene00020485
Q20775	WBGene00010053
Q27479	WBGene00007967
P90925	WBGene00000240
H2KYV3	WBGene00015956
Q20062	WBGene00009436
V6CLH7	WBGene00006621
P34697	WBGene00004930
G5EFV2	WBGene00013994
K8FDY8	WBGene00013947
Q965W1	WBGene00021486
H2KZH7	WBGene00021359
Q7JLS6	WBGene00008032
O16850	WBGene00000912
O62183	WBGene00000121
G5EBX0	WBGene00002228
Q18741	WBGene00008232
O62220	WBGene00009367
Q9GYS9	WBGene00020348
Q20151	WBGene00009534
H2L0M2	WBGene00021906
Q8MXF1	WBGene00018991
Q9XU67	WBGene00004315
Q19842	WBGene00017864
Q95ZL3	WBGene00019719
Q22352	WBGene00020369
A0A2K5ATZ7	WBGene00015751
Q9TYV5	WBGene00021073
Q8MQB0	WBGene00016292
K8ERW1	WBGene00009588
Q960A0	WBGene00015085
Q18782	WBGene00016888
Q22782	WBGene00004270
Q9XWV3	WBGene00000203
O17823	WBGene00005122
A0A238UKL7	WBGene00019408
Q9GZF3	WBGene00000514
P45971	WBGene00011638
O02217	WBGene00007710
O01616	WBGene00020593
Q9NEW6	WBGene00004700
Q2V4S8	WBGene00044664
B5U8N3	WBGene00007619
A0A131MCZ8	WBGene00016343
Q21629	WBGene00019811
H2L0A5	WBGene00019199
Q9XXL3	WBGene00006048
P24889	WBGene00010961
O16666	WBGene00020853
G5EDK5	WBGene00001475
Q6BET9	WBGene00012009
Q8MQ51	WBGene00009674
Q95XD0	WBGene00022232
Q18358	WBGene00007883
I2HAE4	WBGene00219451
Q4R121	WBGene00044463
O44175	WBGene00004338
Q23126	WBGene00012205
Q9BIB3	WBGene00007188
O16626	WBGene00019641
Q9XVH5	WBGene00012188
Q14V35	WBGene00011563
G3MU02	WBGene00007775
O18231	WBGene00013303
Q2AAC0	WBGene00022168
Q8WQF9	WBGene00008339
A0A1X7RBT7	WBGene00012647
Q19824	WBGene00017825
G5EDG6	WBGene00000691
G5EDG6	WBGene00000594
H8ESG7	WBGene00012791
Q21429	WBGene00010774
G5EDZ2	WBGene00011559
G5EEH1	WBGene00006693
Q56VX6	WBGene00044259
G5EG03	WBGene00004002
A0A0K3AW96	WBGene00016006
Q5WRP8	WBGene00023492
P35129	WBGene00002344
Q95QQ9	WBGene00016792
Q17335	WBGene00019240
D5MCP0	WBGene00195046
Q17871	WBGene00007492
Q17790	WBGene00007419
P91859	WBGene00009306
Q09274	WBGene00006832
Q19263	WBGene00000094
P55853	WBGene00004888
Q8MXG1	WBGene00019808
A5HWA4	WBGene00013137
A0A1T5HUK2	WBGene00018351
Q967F1	WBGene00020868
A0A1D3PCK8	WBGene00011030
A9UJP1	WBGene00010727
Q93204	WBGene00007516
Q18343	WBGene00016291
D4YWC3	WBGene00012615
B3WFT6	WBGene00017390
Q93714	WBGene00009664
Q19126	WBGene00000207
Q93694	WBGene00001772
Q9TZM7	WBGene00019266
O45552	WBGene00009952
Q9XVJ1	WBGene00003692
G5EGB3	WBGene00012497
U4PRH5	WBGene00011908
D7SFP1	WBGene00044188
Q9N555	WBGene00021285
P92022	WBGene00001808
A0A1T5HUH9	WBGene00012139
Q95XR4	WBGene00021468
Q9NGT3	WBGene00003161
Q19866	WBGene00006307
O16268	WBGene00018222
Q9XXT5	WBGene00010425
Q19803	WBGene00017811
O45429	WBGene00009298
H2L0M9	WBGene00020852
O45283	WBGene00007835
Q22011	WBGene00005113
G5EF77	WBGene00005662
G5EFW0	WBGene00011742
O45981	WBGene00006187
Q10020	WBGene00020894
O01758	WBGene00000966
Q18030	WBGene00015798
O01323	WBGene00008930
D3YT98	WBGene00012765
O45527	WBGene00009835
Q19493	WBGene00008887
O44549	WBGene00019433
P37165	WBGene00006725
Q9N370	WBGene00021926
A0A0S4XRS2	WBGene00235321
Q9XTY5	WBGene00011391
Q9GYT4	WBGene00018061
Q9U2D3	WBGene00012923
P91561	WBGene00022572
Q9XVL9	WBGene00010282
Q11088	WBGene00003739
Q9XXN0	WBGene00004248
D6VPB1	WBGene00013055
Q18879	WBGene00000302
Q9N384	WBGene00002269
P91127	WBGene00016321
Q95Y91	WBGene00020050
Q18264	WBGene00016170
Q9XVH4	WBGene00012198
Q7YTQ0	WBGene00008421
Q9XXA1	WBGene00012155
Q9XUS9	WBGene00000875
S6FN37	WBGene00007445
Q18898	WBGene00016970
Q9XVK6	WBGene00006958
C0HKD6	WBGene00006946
G4SRP3	WBGene00021245
U4PAZ9	WBGene00004121
O44852	WBGene00021030
Q21883	WBGene00004228
O44606	WBGene00004139
Q22429	WBGene00020464
G5ECH5	WBGene00008878
B2D6N0	WBGene00010566
Q9TXJ0	WBGene00000553
Q9GZE4	WBGene00018645
P34325	WBGene00015591
Q22820	WBGene00000515
G5EDP2	WBGene00013284
Q23659	WBGene00014140
Q8MQ25	WBGene00018802
Q7K714	WBGene00012584
Q23044	WBGene00020674
G3MU61	WBGene00206524
O76667	WBGene00019183
O17861	WBGene00009514
O61793	WBGene00020038
Q7Z131	WBGene00018714
O61528	WBGene00006805
G5EDA0	WBGene00011661
