From	To
Q9GYR7	WBGene00016013
Q9U1U0	WBGene00013485
Q23114	WBGene00012175
H2KZ99	WBGene00016570
Q966Q0	WBGene00016468
Q17493	WBGene00007169
G1K101	WBGene00010851
G5ECM4	WBGene00001795
Q20221	WBGene00006535
O61983	WBGene00006265
P91530	WBGene00021111
B2FD95	WBGene00021456
A0A078BPI4	WBGene00009535
G5EG60	WBGene00010508
B2MZB6	WBGene00007494
Q9N321	WBGene00022012
Q9XW66	WBGene00013555
Q95QA1	WBGene00020565
Q20723	WBGene00009990
Q9TZI9	WBGene00004969
Q965P2	WBGene00021252
Q95QR9	WBGene00016451
G5EFQ2	WBGene00000016
G5EEX4	WBGene00004819
Q20982	WBGene00010255
Q2L6V4	WBGene00044723
Q9TZI8	WBGene00018580
Q11108	WBGene00015372
O01804	WBGene00016652
Q9U214	WBGene00013247
Q9N3V3	WBGene00001714
Q18604	WBGene00008080
Q8I4K8	WBGene00009033
G5EGH6	WBGene00001399
Q18645	WBGene00016664
A5JYY7	WBGene00010856
Q9XVC1	WBGene00008067
Q9BI63	WBGene00018512
A7LPI0	WBGene00045488
Q966E7	WBGene00022427
Q18428	WBGene00005172
Q8MXU4	WBGene00022428
A0A0K3ATX0	WBGene00016809
Q20829	WBGene00018877
D1YSH3	WBGene00194909
Q19558	WBGene00005814
G3MTY8	WBGene00206527
Q18391	WBGene00016364
G5ECC8	WBGene00010479
A8WFJ8	WBGene00016190
Q22677	WBGene00011925
Q17661	WBGene00007339
Q7YWR3	WBGene00012780
O77081	WBGene00013737
O45829	WBGene00012036
Q4R143	WBGene00044537
O16271	WBGene00018210
Q9U2U4	WBGene00013814
Q10033	WBGene00008865
Q9GYN3	WBGene00019404
Q965P0	WBGene00021254
O17972	WBGene00010898
D1YSH1	WBGene00194894
Q20058	WBGene00009445
O45642	WBGene00010530
P91451	WBGene00020533
G5EDS9	WBGene00006445
G5EE56	WBGene00005077
Q9XV76	WBGene00005370
O62369	WBGene00011547
O01840	WBGene00003878
Q95ZS2	WBGene00006562
P27715	WBGene00006752
Q95YC7	WBGene00016659
Q8IAB8	WBGene00015642
Q2EEL8	WBGene00044741
G5EFN8	WBGene00010247
Q9XUR3	WBGene00011494
U4PMU1	WBGene00022090
N1NV15	WBGene00008758
A0A0K3AWM6	WBGene00003397
Q20136	WBGene00004300
Q20969	WBGene00010231
Q94213	WBGene00018168
Q7YWY7	WBGene00010784
G5EEN7	WBGene00012643
Q20609	WBGene00009891
Q9N474	WBGene00021279
Q93289	WBGene00007778
D3YTA0	WBGene00194981
G5EFQ0	WBGene00001543
Q9XVE6	WBGene00007303
P91914	WBGene00004441
Q9NAJ4	WBGene00012595
Q22752	WBGene00012004
B7WN74	WBGene00175034
G5ED77	WBGene00011910
Q21954	WBGene00020018
X5LX78	WBGene00017069
O17178	WBGene00015607
E1B6V9	WBGene00011388
Q17596	WBGene00007268
O17034	WBGene00020525
O61667	WBGene00001170
A4UVK7	WBGene00045379
P90831	WBGene00001095
Q9NLD2	WBGene00010242
H8ESF1	WBGene00012828
O45318	WBGene00008346
Q20084	WBGene00001368
O62432	WBGene00001066
O44672	WBGene00015762
G5ECN5	WBGene00013132
D3KFU5	WBGene00044990
A3KFE7	WBGene00045297
Q6A1T5	WBGene00008667
Q9XXG8	WBGene00012516
Q9TXT6	WBGene00018747
A3RMU2	WBGene00045289
Q23042	WBGene00020672
U4PQZ9	WBGene00015993
Q21168	WBGene00010520
Q17670	WBGene00007344
A0A0K3AY27	WBGene00019972
P48162	WBGene00004438
Q9TYU9	WBGene00019030
P42573	WBGene00000417
O17876	WBGene00006010
Q23198	WBGene00012301
Q23136	WBGene00020966
O45528	WBGene00009854
Q65XY3	WBGene00019904
P30625	WBGene00002190
Q18328	WBGene00007816
G4RU19	WBGene00195179
P90742	WBGene00015630
Q9TXZ7	WBGene00019236
H2KYF9	WBGene00020069
O44326	WBGene00001979
Q7YXA2	WBGene00005355
Q966K2	WBGene00017475
Q11110	WBGene00015374
Q9N2Y1	WBGene00003941
Q86D14	WBGene00008972
Q65XY1	WBGene00022469
A3QM99	WBGene00016825
Q18311	WBGene00016215
Q9XXS2	WBGene00012527
A0A0K3AXY5	WBGene00019239
Q19013	WBGene00008435
Q9N3U9	WBGene00004820
Q09626	WBGene00002087
U4PRP9	WBGene00016300
Q20618	WBGene00005039
O45011	WBGene00021128
Q17758	WBGene00003876
H2KZ03	WBGene00016049
H2KZP2	WBGene00017274
Q86DB4	WBGene00001147
P91100	WBGene00016066
Q9TZK9	WBGene00016486
Q7Z137	WBGene00000176
Q5F4U1	WBGene00015018
Q95QZ6	WBGene00016634
E7EM28	WBGene00043469
Q17441	WBGene00006646
O45397	WBGene00009063
O45739	WBGene00005820
Q0KHC3	WBGene00044922
Q18004	WBGene00015785
Q966F7	WBGene00020489
Q8I105	WBGene00012223
Q8T3B0	WBGene00001988
Q9GZF2	WBGene00017721
Q21862	WBGene00011162
O62385	WBGene00012069
Q19862	WBGene00009203
Q93705	WBGene00006743
P90953	WBGene00011327
Q56VY5	WBGene00044164
A0A9S6	WBGene00017009
Q22214	WBGene00011465
O17997	WBGene00011192
B6EU64	WBGene00008301
O01928	WBGene00007550
Q69ZI6	WBGene00023450
A4F332	WBGene00013837
Q20580	WBGene00009872
Q22525	WBGene00004023
C7FZT4	WBGene00194702
Q20932	WBGene00000276
D0VWP6	WBGene00194799
A0A061ADQ6	WBGene00012011
A0A0K3AU99	WBGene00255605
H2KZW6	WBGene00020678
A0A131MBZ9	WBGene00006966
Q9N3U2	WBGene00021625
G5EGC4	WBGene00000012
O62174	WBGene00008858
E3W719	WBGene00202511
A8DZ30	WBGene00018979
O18238	WBGene00013310
O44697	WBGene00016690
Q7Z1Q6	WBGene00022353
A0A078BS67	WBGene00012742
A0A078BS67	WBGene00012743
B1GRL2	WBGene00022641
Q9XTV9	WBGene00009029
B5BM42	WBGene00086562
P34322	WBGene00003572
Q09615	WBGene00014066
C0VXV9	WBGene00022158
H2KMK2	WBGene00013567
Q9N5F0	WBGene00020178
Q22537	WBGene00020550
O16116	WBGene00001751
Q9N5Q0	WBGene00019139
O17297	WBGene00020073
Q965S0	WBGene00022400
Q9N3M8	WBGene00021704
O62311	WBGene00005858
O44986	WBGene00004778
P34688	WBGene00001069
O01853	WBGene00017976
Q95Q57	WBGene00017921
P34352	WBGene00016242
G5ED05	WBGene00011260
G5EFZ8	WBGene00194868
Q20526	WBGene00009802
G5EDA8	WBGene00012875
O16538	WBGene00015869
Q9N5H6	WBGene00019690
Q9N4Q9	WBGene00021165
O17852	WBGene00009227
O18277	WBGene00005757
H2KYK9	WBGene00017998
S6FWQ9	WBGene00012795
Q22798	WBGene00020823
Q3LRZ3	WBGene00010497
Q20437	WBGene00009727
Q9U2U9	WBGene00013799
Q7YX52	WBGene00008459
O17566	WBGene00007287
G5EF90	WBGene00010474
G5EF90	WBGene00010466
Q9XXP2	WBGene00008574
H2L015	WBGene00021950
O18128	WBGene00011961
A0A0K3AW37	WBGene00021743
Q9XWB8	WBGene00013567
O18134	WBGene00012063
A0A0K3AS33	WBGene00013802
O18251	WBGene00013319
Q1W0R4	WBGene00044744
Q94279	WBGene00006801
Q18347	WBGene00016294
O45505	WBGene00003672
A3QMA1	WBGene00016827
O17019	WBGene00022757
Q20717	WBGene00009967
P91025	WBGene00015688
Q18647	WBGene00016700
O16689	WBGene00019495
Q52GY3	WBGene00219208
Q7JLE3	WBGene00013895
G5EEH5	WBGene00003509
Q9XX29	WBGene00012656
Q9GYK1	WBGene00015474
O18011	WBGene00011341
U4PC35	WBGene00235304
Q95QL3	WBGene00008688
A0A0M7RF59	WBGene00021457
D3KZG6	WBGene00195010
Q17538	WBGene00015281
O61881	WBGene00005932
B5U8M5	WBGene00013853
P34535	WBGene00019877
U4PBS6	WBGene00235324
Q22880	WBGene00015221
Q95XK0	WBGene00022415
I2HAH4	WBGene00219423
Q18618	WBGene00008090
A0A0S4XRS1	WBGene00016639
O44185	WBGene00001456
D0G904	WBGene00016264
Q9UAX6	WBGene00021389
A0T4E6	WBGene00023414
Q9XXB2	WBGene00005496
Q22380	WBGene00000741
H2KYG8	WBGene00020819
O16940	WBGene00019562
Q10023	WBGene00020896
D0VWN4	WBGene00194793
B0M0M9	WBGene00077521
I7K4I9	WBGene00012191
Q9XUX6	WBGene00010206
Q7KPV8	WBGene00019818
Q20928	WBGene00010192
H2KYX0	WBGene00018210
O16662	WBGene00003705
Q93573	WBGene00009122
Q21880	WBGene00011179
Q9GQ00	WBGene00003386
Q18416	WBGene00016371
Q9U2V8	WBGene00013777
P91917	WBGene00012344
P34454	WBGene00018836
O16489	WBGene00015072
H2L2J0	WBGene00011018
O18143	WBGene00012095
Q8I7J4	WBGene00000762
G4SC46	WBGene00017794
Q965T5	WBGene00021755
O17346	WBGene00020887
Q8ITX7	WBGene00006488
P34889	WBGene00000858
Q4TTA7	WBGene00018870
D6VP94	WBGene00195164
A0A0K3AX96	WBGene00044401
Q9XUY6	WBGene00010107
Q20368	WBGene00009659
Q18903	WBGene00016985
G5EBJ1	WBGene00010182
Q9XUC5	WBGene00012089
P18831	WBGene00004398
P46570	WBGene00005159
D0Z5N3	WBGene00194855
Q9BL87	WBGene00021212
Q21653	WBGene00019832
O44588	WBGene00018620
Q18329	WBGene00007817
Q19931	WBGene00017948
Q9U1S1	WBGene00013581
Q18037	WBGene00015809
O16772	WBGene00019929
Q09408	WBGene00019628
H2L0D0	WBGene00019249
G5ECJ7	WBGene00045338
G3MU05	WBGene00009102
P49809	WBGene00001179
Q18824	WBGene00004004
O17685	WBGene00008211
I2HAM1	WBGene00194926
O16599	WBGene00005583
H9G2W0	WBGene00014105
Q19769	WBGene00009099
E4UEB6	WBGene00020285
Q5FC17	WBGene00044003
Q95PZ8	WBGene00013447
Q7YWS1	WBGene00012093
G5EEJ7	WBGene00016447
G5EEJ7	WBGene00009680
G5EEJ7	WBGene00009682
G5EEJ7	WBGene00009684
Q19892	WBGene00009238
P41830	WBGene00004786
Q20044	WBGene00018040
Q9N5B2	WBGene00021087
H2FLL2	WBGene00014807
Q93368	WBGene00008062
G5EBF7	WBGene00007664
Q22501	WBGene00004091
Q22017	WBGene00011271
Q21618	WBGene00010970
G5EFE1	WBGene00006468
P34483	WBGene00010310
H2KZT0	WBGene00003700
A0A2I2LDX7	WBGene00007387
Q9XW24	WBGene00012475
P24890	WBGene00000829
Q9XU98	WBGene00009304
Q8I0Y7	WBGene00014065
Q9XVU5	WBGene00008851
H2KYY1	WBGene00016029
Q9U1P0	WBGene00013951
Q9XVM9	WBGene00006641
P34261	WBGene00015131
B7WN91	WBGene00010878
Q9N371	WBGene00021925
Q22761	WBGene00020792
A0A1X7RBQ0	WBGene00043983
Q2V4T1	WBGene00022823
Q7YWP0	WBGene00013299
Q18953	WBGene00008379
Q0WKU2	WBGene00044906
Q93409	WBGene00003746
Q86NH1	WBGene00006363
Q23682	WBGene00001532
O61947	WBGene00001737
Q9XWG4	WBGene00013409
Q17666	WBGene00015493
Q10009	WBGene00020561
O02260	WBGene00009695
A0A2C9C301	WBGene00018965
Q23683	WBGene00014173
Q9GYH9	WBGene00017919
Q9XU38	WBGene00006125
O62060	WBGene00006135
C9IY33	WBGene00194788
Q22573	WBGene00020580
Q9XX58	WBGene00013702
O45348	WBGene00003249
O18256	WBGene00012416
A0A0K3AXM4	WBGene00015759
O76743	WBGene00001601
I7LHV5	WBGene00007900
A0FLR2	WBGene00045078
Q23028	WBGene00019988
O02060	WBGene00015006
P34393	WBGene00017322
G5ED79	WBGene00001990
Q9U211	WBGene00013264
Q9NAB4	WBGene00001774
Q10909	WBGene00015080
Q20744	WBGene00000598
G5EEZ7	WBGene00010261
U4PCH0	WBGene00235305
Q8ITZ9	WBGene00017153
A8WIT0	WBGene00019204
O01553	WBGene00018528
Q18158	WBGene00023417
A0A0K3ARM0	WBGene00019279
Q21402	WBGene00019583
Q7Z1P9	WBGene00020012
Q9N4V2	WBGene00021628
O01833	WBGene00001856
Q22297	WBGene00011568
O62051	WBGene00007456
P20631	WBGene00000602
Q93642	WBGene00009261
Q65ZG7	WBGene00022575
Q86G45	WBGene00006742
Q17565	WBGene00015305
Q9XXA2	WBGene00012156
Q94148	WBGene00004273
Q20285	WBGene00005965
O17290	WBGene00020077
Q4R164	WBGene00044491
I2HAG5	WBGene00006669
O01446	WBGene00015396
Q9N5S6	WBGene00018655
D1YSI0	WBGene00194902
G5ECD4	WBGene00021085
G5ECD4	WBGene00021086
F5GUB1	WBGene00077697
Q18525	WBGene00016530
Q9XUJ8	WBGene00012334
Q95YB3	WBGene00017875
Q9N3F1	WBGene00021827
A4F324	WBGene00011612
Q9U2W1	WBGene00013773
Q23066	WBGene00020911
Q9XVM4	WBGene00010133
Q22183	WBGene00000696
O62345	WBGene00011228
Q965Q2	WBGene00021247
C3JXF1	WBGene00189943
E4MVD5	WBGene00206358
Q19498	WBGene00017530
Q95PY1	WBGene00022606
Q23222	WBGene00000697
D2YW05	WBGene00194907
Q20677	WBGene00006948
H2L0S7	WBGene00022519
Q17473	WBGene00007142
Q1HB01	WBGene00010189
Q18552	WBGene00005090
H2L2I6	WBGene00001947
A0A0K3AV71	WBGene00021740
Q20791	WBGene00006965
Q3S1L7	WBGene00020069
Q95QC9	WBGene00044698
A7LPI9	WBGene00010073
O62116	WBGene00003671
H2KZR8	WBGene00017461
Q17586	WBGene00007255
O17302	WBGene00022685
G5EGU4	WBGene00001687
Q18010	WBGene00015790
Q9GYU2	WBGene00018057
B7WN93	WBGene00009208
Q22249	WBGene00011523
A0A1I6CMA1	WBGene00020678
O76651	WBGene00017786
P41952	WBGene00017029
Q17825	WBGene00007448
O16534	WBGene00015875
Q2L6X1	WBGene00044021
O44849	WBGene00020203
H2L0Q5	WBGene00001769
Q21528	WBGene00000652
Q94231	WBGene00000190
A0A061ACF1	WBGene00008178
Q11101	WBGene00015355
Q22145	WBGene00011415
Q5FC50	WBGene00044002
G5EDI0	WBGene00007395
O17169	WBGene00015199
A8WJ47	WBGene00050914
Q20811	WBGene00018873
O02111	WBGene00021092
Q18152	WBGene00016095
B5U8N7	WBGene00119201
G5ED57	WBGene00009058
Q1XFZ0	WBGene00044777
O76413	WBGene00020425
P34459	WBGene00018845
S6F503	WBGene00011859
Q9BMK9	WBGene00000530
G5ECE3	WBGene00002248
O76611	WBGene00020329
Q9GUB8	WBGene00005308
O17247	WBGene00018767
Q19269	WBGene00003533
Q1ENI7	WBGene00020406
O45790	WBGene00011841
Q22468	WBGene00011757
O17138	WBGene00005914
Q9U3C5	WBGene00005392
A0A061ACI9	WBGene00045198
Q9N476	WBGene00021275
Q9UAX4	WBGene00006164
Q95X59	WBGene00018009
Q86GT7	WBGene00015561
O44858	WBGene00020229
Q965K8	WBGene00017507
P91137	WBGene00003528
Q21835	WBGene00001690
A3FPI7	WBGene00045269
O62427	WBGene00012636
U4PM70	WBGene00235298
Q20080	WBGene00009446
Q7YWP3	WBGene00013417
Q9BL26	WBGene00022189
Q21263	WBGene00003938
A0A1X7RBN0	WBGene00271715
Q03571	WBGene00000770
Q20883	WBGene00010148
O01453	WBGene00015394
U4PAL0	WBGene00235275
O16390	WBGene00015902
P91872	WBGene00009345
Q09442	WBGene00004723
Q8MPZ6	WBGene00020012
O44585	WBGene00018616
Q23396	WBGene00014216
Q9XVY1	WBGene00000661
Q4R169	WBGene00044485
Q9GYF7	WBGene00022726
Q9U3B4	WBGene00010714
P34554	WBGene00011498
G4RV56	WBGene00206529
U4PBV8	WBGene00019166
O44547	WBGene00019814
O17204	WBGene00015287
G5EG82	WBGene00008322
G5EG82	WBGene00008324
Q9TXT2	WBGene00018751
P83351	WBGene00019305
O76620	WBGene00005813
Q95PZ0	WBGene00000818
O02210	WBGene00007218
Q23328	WBGene00022611
O02356	WBGene00009427
H2L0H1	WBGene00022679
Q18820	WBGene00002163
O16213	WBGene00017535
J7SF87	WBGene00021183
Q19415	WBGene00008759
Q23227	WBGene00012364
E7EM27	WBGene00206382
P91176	WBGene00016836
Q19065	WBGene00017129
Q20808	WBGene00018871
W6RXW2	WBGene00019673
Q9U217	WBGene00013232
A5Z2T3	WBGene00045460
Q17411	WBGene00007087
Q93243	WBGene00003553
Q9NAR3	WBGene00000698
H2L0J1	WBGene00000531
O45490	WBGene00009536
G5EGH4	WBGene00009865
Q9N5E7	WBGene00020175
U4PCI4	WBGene00235317
Q23613	WBGene00014089
Q19427	WBGene00003586
Q9XUP3	WBGene00001233
Q86S74	WBGene00000027
Q23202	WBGene00021063
H9G2Q1	WBGene00007494
Q7YTP9	WBGene00008076
Q9XWR5	WBGene00012431
Q966Q1	WBGene00016467
Q95ZM9	WBGene00015476
H2L0R0	WBGene00021873
Q9XU92	WBGene00010216
G4RXM9	WBGene00206518
Q23534	WBGene00022770
P52882	WBGene00009780
U4PB75	WBGene00018084
P34576	WBGene00003482
Q95X54	WBGene00016396
A7DT38	WBGene00020722
O61766	WBGene00016460
Q18486	WBGene00000767
P34587	WBGene00022505
Q9XX02	WBGene00003759
Q9N4D3	WBGene00022288
A7YPF2	WBGene00050881
P91107	WBGene00016302
Q9U3R9	WBGene00007301
O16511	WBGene00000031
Q9N5Z2	WBGene00003859
O76609	WBGene00020328
P91282	WBGene00017853
Q23079	WBGene00022590
P91496	WBGene00020743
X5M5P7	WBGene00021764
Q9N3T8	WBGene00003422
Q21760	WBGene00019896
Q94298	WBGene00020141
P91181	WBGene00016840
Q19872	WBGene00009212
P24896	WBGene00010967
U4PFG4	WBGene00019783
Q27464	WBGene00007108
O61891	WBGene00019623
P34516	WBGene00019459
Q03575	WBGene00008040
A5A8Q7	WBGene00016512
Q20879	WBGene00010147
H2KYN4	WBGene00016181
H2KYT9	WBGene00015894
Q19195	WBGene00017236
G3MU12	WBGene00219217
Q19601	WBGene00008957
Q21647	WBGene00019835
P91840	WBGene00012285
Q7YX83	WBGene00007241
O45657	WBGene00004048
Q19283	WBGene00017308
H2L0B7	WBGene00019204
A0A2K5ATR7	WBGene00022450
Q95QE2	WBGene00003407
Q9N2W9	WBGene00006705
Q9XWC6	WBGene00006068
P91504	WBGene00005599
Q09337	WBGene00022891
Q3V5K6	WBGene00044612
B5U8L3	WBGene00138711
P52010	WBGene00000878
F0IWT0	WBGene00020057
O45795	WBGene00005328
Q9NAB6	WBGene00013170
J3K003	WBGene00007862
O76562	WBGene00017424
A0A1X7RC32	WBGene00015818
L8EC29	WBGene00086568
B2MZC6	WBGene00011597
P34213	WBGene00004269
Q9BKY1	WBGene00021257
O62111	WBGene00008157
Q6AHP6	WBGene00023460
Q21955	WBGene00007016
H2KYF6	WBGene00022823
Q21211	WBGene00019382
Q22484	WBGene00020498
V6CLG3	WBGene00015531
Q5F4W0	WBGene00019994
Q9N4V0	WBGene00001461
G5EE90	WBGene00008603
Q21000	WBGene00019064
O17515	WBGene00022522
Q9TXY1	WBGene00018497
Q9U2Z2	WBGene00013748
O44713	WBGene00006001
G5EBW7	WBGene00007777
Q22208	WBGene00020224
Q1ZXS9	WBGene00012114
P41842	WBGene00020600
Q95Y87	WBGene00020052
O17612	WBGene00001150
Q09492	WBGene00007891
Q22217	WBGene00020248
Q4W5T2	WBGene00044441
O16539	WBGene00005501
Q1ZXU0	WBGene00044791
D3DEM1	WBGene00013634
A0A131MBP8	WBGene00020609
Q27473	WBGene00003590
E0AHC8	WBGene00008407
Q19817	WBGene00017828
Q2L6X2	WBGene00044724
Q9XWT1	WBGene00013396
O61898	WBGene00020333
Q9UAZ9	WBGene00021156
Q22704	WBGene00011965
O45640	WBGene00010528
Q7YX22	WBGene00009382
O16455	WBGene00018288
Q60F71	WBGene00043062
Q95XT6	WBGene00022064
O18002	WBGene00011252
Q9NA54	WBGene00013525
A0A2C9C344	WBGene00011465
D5MCS9	WBGene00010979
O16907	WBGene00016285
Q21948	WBGene00020010
Q20225	WBGene00018236
Q9GYQ4	WBGene00001535
Q9N4T7	WBGene00021153
Q19350	WBGene00000792
Q23147	WBGene00012219
E6N0U6	WBGene00206374
Q8WTL3	WBGene00021835
H2KZB9	WBGene00016695
E1B6T5	WBGene00009081
Q18989	WBGene00008426
Q8MYP4	WBGene00012670
P91278	WBGene00002601
O17376	WBGene00020473
G5EEW3	WBGene00003462
G5EEW3	WBGene00019026
G5EEW3	WBGene00022875
A5JYX2	WBGene00010509
Q19294	WBGene00003134
Q9GUE6	WBGene00006266
Q19026	WBGene00005938
U4PEP7	WBGene00235329
Q22004	WBGene00011303
Q21770	WBGene00011061
H2KY83	WBGene00015112
Q9XTY9	WBGene00010993
Q4TT95	WBGene00044299
O76573	WBGene00019486
Q8MXS7	WBGene00021897
Q5WRT3	WBGene00043984
Q9XUP5	WBGene00001711
Q18475	WBGene00007951
Q19776	WBGene00009107
Q19218	WBGene00000704
Q9XWS6	WBGene00013393
Q21972	WBGene00011257
A0A061AKK5	WBGene00008178
A0A0K3AS98	WBGene00019972
Q20269	WBGene00018278
A0A0K3AS20	WBGene00008713
Q22125	WBGene00006983
O16995	WBGene00021003
G5EDU7	WBGene00002245
F9UKU9	WBGene00206510
A0A131MBA2	WBGene00018006
G5EBV8	WBGene00003889
Q11174	WBGene00000503
Q7YX87	WBGene00007497
O16429	WBGene00015341
Q18859	WBGene00016935
P91006	WBGene00015255
Q7Z148	WBGene00021653
F5GUF8	WBGene00010073
P91345	WBGene00018895
Q21824	WBGene00011110
A0A061AIU0	WBGene00044906
Q9N2T3	WBGene00021178
K8F7Y3	WBGene00220253
P90997	WBGene00015183
G5EFS2	WBGene00003423
Q18746	WBGene00008236
A3KFC9	WBGene00021297
Q4W506	WBGene00044416
Q95ZY1	WBGene00005067
A8XK66	WBGene00050911
Q9GUF5	WBGene00022242
O02200	WBGene00007082
Q19976	WBGene00009338
Q9XUN9	WBGene00006585
Q9N364	WBGene00005903
Q9GP92	WBGene00020211
G5EBR8	WBGene00009955
Q9U2F9	WBGene00012899
A7LPH6	WBGene00045517
O17785	WBGene00008677
Q9GR67	WBGene00021338
G5EDW9	WBGene00008361
Q18632	WBGene00008102
Q19222	WBGene00008583
W6RRW5	WBGene00016795
H9G327	WBGene00007864
Q9XVR4	WBGene00006487
Q23162	WBGene00012255
Q7YWX6	WBGene00010455
Q21934	WBGene00011242
Q9BKS9	WBGene00022343
A0A0K3ATU3	WBGene00012178
Q9NET6	WBGene00012671
B5D5N6	WBGene00021765
Q18988	WBGene00008424
O17962	WBGene00010801
O45945	WBGene00012883
Q9U339	WBGene00012309
Q9TYN4	WBGene00021376
Q7YX58	WBGene00008285
G2HK06	WBGene00012997
O16878	WBGene00015718
A0A2C9C2U4	WBGene00018965
P17486	WBGene00001174
Q9U3E5	WBGene00010005
Q22158	WBGene00011438
G4S102	WBGene00017180
O44819	WBGene00018661
O45841	WBGene00012049
Q9N576	WBGene00021205
Q10019	WBGene00020801
P34489	WBGene00010453
Q18520	WBGene00008025
P91307	WBGene00018510
G5EGM4	WBGene00010835
Q10018	WBGene00004996
Q17919	WBGene00015714
P91002	WBGene00015259
Q22180	WBGene00011452
P91428	WBGene00000764
A8DZ48	WBGene00050893
O16421	WBGene00020243
Q86D08	WBGene00009540
H2KYC1	WBGene00021448
B6VQ69	WBGene00164969
Q4PIS2	WBGene00044541
Q21418	WBGene00010738
Q4R146	WBGene00044520
Q9GRZ0	WBGene00007062
Q8IAA7	WBGene00021545
Q9XV71	WBGene00009018
A0A0K3AXD0	WBGene00016877
Q23548	WBGene00014009
O62108	WBGene00008133
Q21252	WBGene00003522
Q7YX56	WBGene00008020
Q18LB3	WBGene00044805
P91004	WBGene00015257
Q9U3L4	WBGene00008134
A5JYY8	WBGene00010856
O45289	WBGene00007961
Q965P1	WBGene00021253
G5EBZ8	WBGene00000186
Q9NA59	WBGene00013520
P34562	WBGene00011503
Q4U219	WBGene00044389
Q9XU74	WBGene00011780
O02232	WBGene00008292
O02156	WBGene00020380
Q4W500	WBGene00044424
O45326	WBGene00005145
Q17452	WBGene00015052
Q9U1U8	WBGene00013451
Q9XWP9	WBGene00013062
Q22852	WBGene00012138
Q11077	WBGene00015167
P91103	WBGene00016063
Q7YWR7	WBGene00012514
P91538	WBGene00022558
B1Q276	WBGene00077573
A0A0M7RE14	WBGene00015273
A0A0M7RE14	WBGene00021227
Q9U2E5	WBGene00012913
O02306	WBGene00011653
P90917	WBGene00004312
Q9N4X2	WBGene00021576
Q94398	WBGene00000433
Q7K7S6	WBGene00012402
Q7YXC0	WBGene00005503
O44789	WBGene00017036
H2L054	WBGene00021967
O17200	WBGene00015601
A0A0S4XR75	WBGene00019525
A8WHN5	WBGene00050936
Q7YTI0	WBGene00013336
P91060	WBGene00015841
Q9U2T8	WBGene00013811
Q95ZN4	WBGene00003771
Q56VY4	WBGene00044260
O01830	WBGene00016948
Q9U257	WBGene00013126
Q93795	WBGene00010089
H2KY86	WBGene00021905
O44586	WBGene00018618
P32739	WBGene00003518
Q9XXS1	WBGene00003092
Q09487	WBGene00004244
Q20862	WBGene00018949
O61715	WBGene00002141
N1NVB8	WBGene00013416
Q22220	WBGene00020252
D4S385	WBGene00195049
P30639	WBGene00014023
A0A2C9C368	WBGene00019156
O62424	WBGene00012638
O16699	WBGene00020893
O45515	WBGene00009710
G5EC27	WBGene00001647
I2HAI3	WBGene00219455
Q9TY03	WBGene00001486
A0A0K3AXF9	WBGene00013814
Q9XXF0	WBGene00012784
E3W727	WBGene00043120
Q9N585	WBGene00004094
Q9XUB6	WBGene00004156
O16499	WBGene00005930
Q19514	WBGene00000726
P92015	WBGene00005104
O16409	WBGene00016473
Q965M6	WBGene00015905
Q9U312	WBGene00005727
Q18439	WBGene00003527
P54073	WBGene00009711
Q86DC0	WBGene00016725
O61753	WBGene00018940
O17606	WBGene00007787
Q21853	WBGene00011153
O62426	WBGene00012637
Q9GYJ3	WBGene00016732
Q17604	WBGene00007278
Q9XX90	WBGene00013613
Q17874	WBGene00006409
G4SP89	WBGene00044466
O44803	WBGene00017459
Q23052	WBGene00020862
O62271	WBGene00010267
A0A0K3AYD9	WBGene00006084
Q21425	WBGene00010756
Q9NAM1	WBGene00013659
Q8MXI1	WBGene00019007
O02329	WBGene00011971
Q21782	WBGene00011075
G5EF35	WBGene00010299
Q9N4P7	WBGene00022316
O02154	WBGene00001693
Q5DTE7	WBGene00044084
A0A2C9C3L6	WBGene00010513
G5EBX4	WBGene00019807
Q9XU59	WBGene00005824
Q65ZI5	WBGene00017091
Q22821	WBGene00020844
Q18812	WBGene00008280
G5EGL5	WBGene00004010
Q9N3P6	WBGene00021675
O01732	WBGene00015636
O61948	WBGene00001738
Q9XW88	WBGene00004024
Q9N3V7	WBGene00021592
H2L036	WBGene00006224
Q9BL68	WBGene00004884
Q10926	WBGene00015119
O16227	WBGene00005385
O17834	WBGene00009125
G5EEQ1	WBGene00009625
Q2V4T5	WBGene00044667
Q95XA8	WBGene00021237
O44904	WBGene00000663
A0A0K3AV43	WBGene00013802
Q9BLB9	WBGene00017402
G5EDS7	WBGene00014195
Q10904	WBGene00014998
Q10008	WBGene00020560
P34300	WBGene00015520
O45234	WBGene00007243
U4PBZ7	WBGene00016639
G5EG70	WBGene00008277
Q23142	WBGene00020973
A8WI09	WBGene00050955
A0A0K3AUY7	WBGene00019239
O18086	WBGene00011750
Q18424	WBGene00007916
G5ECK2	WBGene00013579
Q22722	WBGene00020764
Q20973	WBGene00010236
P42168	WBGene00002202
U4PBF0	WBGene00235271
Q9XV19	WBGene00009760
V6CJI9	WBGene00235383
Q9TZ49	WBGene00019277
O17105	WBGene00019452
Q7K7K8	WBGene00010355
M1ZJY8	WBGene00010669
P91118	WBGene00005479
Q4TTC5	WBGene00044354
A5HU93	WBGene00045395
Q4R176	WBGene00044556
