uniprotID1	uniprotID2	source	alt_name1	alt_name2	name1	name2
Q803I4	Q8QHL5	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polyhomeotic-like protein 2	E3 ubiquitin-protein ligase RING2	Polyhomeotic-like protein 2
Q803I4	Q8QHL5	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polyhomeotic-like protein 2	E3 ubiquitin-protein ligase RING2	Polyhomeotic-like protein 2
Q803I4	Q8QHL5	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polyhomeotic-like protein 2	E3 ubiquitin-protein ligase RING2	Polyhomeotic-like protein 2
Q803I4	Q7T3E6	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polycomb complex protein BMI-1-B (Polycomb group RING finger protein 4-B)	E3 ubiquitin-protein ligase RING2	Polycomb complex protein BMI-1-B
Q803I4	Q7T3E6	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polycomb complex protein BMI-1-B (Polycomb group RING finger protein 4-B)	E3 ubiquitin-protein ligase RING2	Polycomb complex protein BMI-1-B
Q803I4	Q7T3E6	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polycomb complex protein BMI-1-B (Polycomb group RING finger protein 4-B)	E3 ubiquitin-protein ligase RING2	Polycomb complex protein BMI-1-B
B8A668	Q58EK5	string-db	Calponin	Tudor domain-containing protein 1	Calponin	Tudor domain-containing protein 1
Q803J2	Q6IWL4	string-db	Ube2n protein (Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19)) (Ubiquitin-conjugating enzyme E2N) (Ubiquitin-conjugating enzyme E2Na)	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	Ube2n protein	TNF receptor-associated factor 6
Q803J2	Q6IWL4	string-db	Ube2n protein (Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19)) (Ubiquitin-conjugating enzyme E2N) (Ubiquitin-conjugating enzyme E2Na)	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	Ube2n protein	TNF receptor-associated factor 6
Q803J2	Q6IWL4	string-db	Ube2n protein (Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19)) (Ubiquitin-conjugating enzyme E2N) (Ubiquitin-conjugating enzyme E2Na)	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	Ube2n protein	TNF receptor-associated factor 6
Q803J2	F1QHN6	string-db	Ube2n protein (Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19)) (Ubiquitin-conjugating enzyme E2N) (Ubiquitin-conjugating enzyme E2Na)	Polyubiquitin-C (Ubiquitin C)	Ube2n protein	Polyubiquitin-C
Q803J2	Q3B7P7	string-db	Ube2n protein (Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19)) (Ubiquitin-conjugating enzyme E2N) (Ubiquitin-conjugating enzyme E2Na)	Ubiquitin-ribosomal protein eL40 fusion protein	Ube2n protein	Ubiquitin-ribosomal protein eL40 fusion protein
Q803J2	A0A0N4SUD2	string-db	Ube2n protein (Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19)) (Ubiquitin-conjugating enzyme E2N) (Ubiquitin-conjugating enzyme E2Na)	Polyubiquitin-B (Ubiquitin B)	Ube2n protein	Polyubiquitin-B
Q803J2	Q7SXA3	string-db	Ube2n protein (Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19)) (Ubiquitin-conjugating enzyme E2N) (Ubiquitin-conjugating enzyme E2Na)	Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80)	Ube2n protein	Ubiquitin-ribosomal protein eS31 fusion protein
Q9I879	Q5RIV1	string-db	Aryl hydrocarbon receptor nuclear translocator-like 1a (Aryl hydrocarbon receptor nuclear translocator-like 1a isoform X1) (Bmal1)	Circadian locomoter output cycles protein kaput (EC 2.3.1.48) (Circadian locomoter output cycles protein kaput isoform X1) (Clock circadian regulator a)	Aryl hydrocarbon receptor nuclear translocator-like 1a	Circadian locomoter output cycles protein kaput
Q9I879	A4QN37	string-db	Aryl hydrocarbon receptor nuclear translocator-like 1a (Aryl hydrocarbon receptor nuclear translocator-like 1a isoform X1) (Bmal1)	Cry1a protein (Cryptochrome 1a) (Cryptochrome circadian regulator 1a)	Aryl hydrocarbon receptor nuclear translocator-like 1a	Cry1a protein
Q6PEH5	Q7T3F3	string-db	Ubiquitin-conjugating enzyme E2 variant 2	Ubiquitin-conjugating enzyme E2N-like (Ubiquitin-conjugating enzyme E2Nb)	Ubiquitin-conjugating enzyme E2 variant 2	Ubiquitin-conjugating enzyme E2N-like
F1R0M9	Q58EK5	string-db	Tudor and KH domain-containing (Tudor and KH domain-containing protein)	Tudor domain-containing protein 1	Tudor and KH domain-containing	Tudor domain-containing protein 1
Q7SXS7	Q6PI20	string-db	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Histone H3.3	Actin-histidine N-methyltransferase	Histone H3.3
Q7SXS7	Q6PI20	string-db	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Histone H3.3	Actin-histidine N-methyltransferase	Histone H3.3
Q7SXS7	Q6PI20	string-db	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Histone H3.3	Actin-histidine N-methyltransferase	Histone H3.3
Q7SXS7	Q6PI20	string-db	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Histone H3.3	Actin-histidine N-methyltransferase	Histone H3.3
Q7SXS7	Q6PI20	string-db	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Histone H3.3	Actin-histidine N-methyltransferase	Histone H3.3
Q7SXS7	Q6PI20	string-db	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Histone H3.3	Actin-histidine N-methyltransferase	Histone H3.3
Q6DGL9	Q6P3J5	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Elongation factor 2b (EF-2) (EC 3.6.5.-)	Large ribosomal subunit protein eL38	Elongation factor 2b
Q6DGL9	Q90Z10	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL13 (60S ribosomal protein L13)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL13
Q6DGL9	Q5BJA1	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS17 (40S ribosomal protein S17)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein eS17
Q6DGL9	Q24JV3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL31
Q6DGL9	Q6Q420	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS8 (40S ribosomal protein S15a)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein uS8
Q6DGL9	Q6DGL4	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L29	Large ribosomal subunit protein eL38	60S ribosomal protein L29
Q6DGL9	Q6PC01	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S30 (FAU ubiquitin-like and ribosomal protein S30 fusion a) (Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (Fox derived) ribosomal protein S30)	Large ribosomal subunit protein eL38	40S ribosomal protein S30
Q6DGL9	Q803F6	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS2 (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (40S ribosomal protein SA) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein uS2
Q6DGL9	F1QG80	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Ribosomal protein L22	Large ribosomal subunit protein eL38	Ribosomal protein L22
Q6DGL9	Q7ZV82	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL27 (60S ribosomal protein L27)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL27
Q6DGL9	B7ZD34	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S24	Large ribosomal subunit protein eL38	40S ribosomal protein S24
Q6DGL9	Q642H9	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS4 (40S ribosomal protein S4, X isoform)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein eS4
Q6DGL9	Q7ZW95	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L4 (Ribosomal protein L4)	Large ribosomal subunit protein eL38	60S ribosomal protein L4
Q6DGL9	Q6Q419	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS14 (40S ribosomal protein S29)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein uS14
Q6DGL9	Q7T1K0	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL22 (60S ribosomal protein L17)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein uL22
Q6DGL9	Q6Q421	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S15	Large ribosomal subunit protein eL38	40S ribosomal protein S15
Q6DGL9	Q6NX89	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1)	Large ribosomal subunit protein eL38	Eukaryotic translation initiation factor 5A-1
Q6DGL9	Q8JGS9	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS13 (40S ribosomal protein S18)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein uS13
Q6DGL9	Q8JGS9	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS13 (40S ribosomal protein S18)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein uS13
Q6DGL9	Q8JGR4	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL24
Q6DGL9	Q8JGR4	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL24
Q6DGL9	Q6IQB1	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Ribosomal protein L5 (Ribosomal protein L5b)	Large ribosomal subunit protein eL38	Ribosomal protein L5
Q6DGL9	Q6PBZ1	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L7a	Large ribosomal subunit protein eL38	60S ribosomal protein L7a
Q6DGL9	Q6PBI5	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS25 (40S ribosomal protein S25)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein eS25
Q6DGL9	Q6PC14	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL14 (60S ribosomal protein L23)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein uL14
Q6DGL9	Q6PC14	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL14 (60S ribosomal protein L23)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein uL14
Q6DGL9	F1QGI3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Ribosomal protein L23a	Large ribosomal subunit protein eL38	Ribosomal protein L23a
Q6DGL9	Q567N5	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL6
Q6DGL9	Q567N5	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL6
Q6DGL9	A8KB78	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS12 (40S ribosomal protein S23)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein uS12
Q6DGL9	Q8AW82	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Novel protein similar to human proliferation-associated 2G4 protein (PA2G4) (Proliferation-associated 2G4, a)	Large ribosomal subunit protein eL38	Novel protein similar to human proliferation-associated 2G4 protein
Q6DGL9	Q6Q415	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL36 (60S ribosomal protein L36)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL36
Q6DGL9	Q6PC80	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S5 isoform X1 (Ribosomal protein S5)	Large ribosomal subunit protein eL38	40S ribosomal protein S5 isoform X1
Q6DGL9	Q6DGM0	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL33
Q6DGL9	Q6DGM0	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL33
Q6DGL9	Q6DGM0	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL33
Q6DGL9	A7YY10	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L37a (Zgc:171772) (Zgc:171772 protein)	Large ribosomal subunit protein eL38	60S ribosomal protein L37a
Q6DGL9	Q6DGL0	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L18 (Ribosomal protein L18) (Zgc:92872) (Zgc:92872 protein)	Large ribosomal subunit protein eL38	60S ribosomal protein L18
Q6DGL9	Q9I9N0	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Death-associated protein-like 1 homolog (Death-associated protein 1b)	Large ribosomal subunit protein eL38	Death-associated protein-like 1 homolog
Q6DGL9	Q6P5M3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS4 (40S ribosomal protein S9)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein uS4
Q6DGL9	Q6P0V6	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL2 (60S ribosomal protein L8)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein uL2
Q6DGL9	Q6NWC3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS5 (40S ribosomal protein S2)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein uS5
Q6DGL9	Q6Q417	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L7 (Ribosomal protein L7)	Large ribosomal subunit protein eL38	60S ribosomal protein L7
Q6DGL9	Q6P6E2	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S26	Large ribosomal subunit protein eL38	40S ribosomal protein S26
Q6DGL9	Q6PBK3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS28 (40S ribosomal protein S28)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein eS28
Q6DGL9	Q7ZUG5	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS21 (40S ribosomal protein S21)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein eS21
Q6DGL9	Q6DHL6	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S6	Large ribosomal subunit protein eL38	40S ribosomal protein S6
Q6DGL9	Q7ZWJ7	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL34
Q6DGL9	Q1LYB7	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL13 (60S ribosomal protein L13a)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein uL13
Q6DGL9	Q1LWH1	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S16 (Ribosomal protein S16) (Rps16 protein)	Large ribosomal subunit protein eL38	40S ribosomal protein S16
Q6DGL9	Q7ZV05	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS17 (40S ribosomal protein S11)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein uS17
Q6DGL9	P62084	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS7 (40S ribosomal protein S7)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein eS7
Q6DGL9	Q7T1J9	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S10 (Ribosomal protein S10)	Large ribosomal subunit protein eL38	40S ribosomal protein S10
Q6DGL9	A8E526	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL14 (60S ribosomal protein L14)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL14
Q6DGL9	O42248	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein RACK1 (Guanine nucleotide-binding protein subunit beta-2-like 1) (Receptor of activated protein kinase C) (RACK)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein RACK1
Q6DGL9	A0A0R4IJ49	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS19 (40S ribosomal protein S19)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein eS19
Q6DGL9	Q6PBY1	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS1 (40S ribosomal protein S3a)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein eS1
Q6DGL9	A0A286YBP4	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL28 (60S ribosomal protein L28)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL28
Q6DGL9	Q4VBV2	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S27	Large ribosomal subunit protein eL38	40S ribosomal protein S27
Q6DGL9	Q6PBW3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S14 (Ribosomal protein S14)	Large ribosomal subunit protein eL38	40S ribosomal protein S14
Q6DGL9	Q6IQI6	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL5 (60S ribosomal protein L11)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein uL5
Q6DGL9	P62247	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS8 (40S ribosomal protein S8)	Large ribosomal subunit protein eL38	Small ribosomal subunit protein eS8
Q6DGL9	Q6IMW8	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L39 (Ribosomal protein L39) (Zgc:92371)	Large ribosomal subunit protein eL38	60S ribosomal protein L39
Q6DGL9	Q7ZUG6	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL30 (60S ribosomal protein L30)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL30
Q6DGL9	Q6DHS3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Ribosomal protein L15	Large ribosomal subunit protein eL38	Ribosomal protein L15
Q6DGL9	Q6IQQ0	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L21	Large ribosomal subunit protein eL38	60S ribosomal protein L21
Q6DGL9	Q6P5L3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL19 (60S ribosomal protein L19)	Large ribosomal subunit protein eL38	Large ribosomal subunit protein eL19
