From	To
Q1LYN4	si:ch211-39e15.2
Q5RH90	si:dkey-183c2.4
F6PCI7	icam3
B8A5L7	zgc:171922
E7FH62	il12rb2l
Q1MT85	LOC556431
F1Q5G8	si:dkey-49n23.1
Q5RIC0	elp3
B0CLV3	zgc:101704
E9QGI3	rce1b
E9QGC4	wwc1
F1Q5P6	si:dkey-170e5.1
F1QC03	zgc:171680
A2BEG3	sb:eu827
F1RAH8	im:7141316
A0A8M1NH89	si:ch211-243a20.1
Q29ST4	si:dkey-13b16.1
Q5BJI9	spcs2
B0R0V8	chunp6890
F1R9M2	tinf2
Q7ZYW0	fb72h01
E7F7T2	zgc:110608
A3KP37	ndufaf5
B8A526	casp19b
Q66I77	zgc:103594
Q1LXA2	zgc:73376
Q7ZVJ6	qtrt2
E9QIQ3	fb13d02
F1R9F5	Beta3.1
E7F7J1	fdx1
Q1LYG4	creb3l3b
F1QVN6	im:7137347
Q9YGW7	dazl
A5HAK2	rnasel4
Q7T3H5	gpd1
A0A8M1NH10	si:dkey-7o6.3
A9C3T6	si:dkey-20d21.7
E9QIB7	ulk1b
A0A8M1NSX5	si:dkey-45k15.2
A5WUL3	med22
Q5XIY8	paxip1
F1QTE3	add2
Q6NWL4	cnot9
E7F9I2	sox18
B0S5Q0	ppp2r3a
F1QU82	fi22c11
A2BGQ6	zgc:91969
F1QU76	cyp7a1a
E9QI45	grna
A0A8M1NC80	s1pr3
A2BIR7	wu:fc55b04
A5PEY8	pak6
B3DH20	dnaaf11
F1QMB9	ccnk
Q6PC89	zgc:73056
Q6DHN7	zgc:92197
B7TWP7	pnrc2
F1QQE5	wu:fa09g12
B0UYL7	ddx26a
F1Q5X3	wu:fb54g06
P79742	tbx6l
B0UYJ3	si:dkey-52h10.3
B7ZD09	fk52g01
E9QHY4	rad54b
Q1LUA9	si:ch211-197n10.4
A0A8M2B6I1	shisa7b
Q6IQK3	zgc:86726
F1Q5E7	XPD
Q1LXX4	zgc:92354
E9QDE2	si:ch211-170h2.4
F1R6F6	grk5l
F6NYV8	si:ch211-67e16.2
F1QMY9	nrip1a
Q5RHR2	si:dkey-206f10.1
E7F6D8	zfyve16
Q5RGD1	si:ch211-279m15.2
A2BEN4	fc03g04
E9QC50	smarcd3a
B0S7D6	PDE5
B0S8I4	si:ch211-173o4.2
E9QBZ2	ankrd28b
A0A8M1NE33	si:ch211-199o1.2
F1QYE2	tenc
A5WWG2	cip1
F1QXP0	vash1
F1QXL6	naf1
B8A5S6	zgc:154007
Q9W7C0	lef1
B8A655	tcirg1a
A5WVU0	tbl1xr1
F1QF30	cb162
A0A8M9PWA7	c7b
B0S6Y8	si:dkey-9g20.2
F1QF18	dcaf8
Q08BW0	otud5a
B8JM40	rg9mtd1
F1QGL5	flnb
F1QGL1	chd7
Q5TZ51	mpv17
Q6TEN1	rap1b
A0AUQ6	lin52
A2CEI6	piwil2
F1QGF8	Pax[Zf-b]
B0S733	upf3a
F1QJJ9	adipor1
Q1LX18	si:dkey-94n12.3
A8WIQ5	si:ch211-165b19.9
B0V236	si:dkeyp-68h1.1
Q6PC03	c20orf20
A2CEP2	sh3glb2
Q7ZUI8	eif1b
A8WHV3	zgc:92916
A0A8M2BAZ7	bckdhbl
F1QEB4	ssrp1
F1QEA9	slc3a1
F6NTA0	TXNL
B8X730	si:ch211-231h20.3
A7MD57	dcun1d3
E9QEB3	ccka
F1QFP8	zgc:101617
F1QFP0	sytl3
F1Q5H9	frs2
Q567W6	dph1
Q7T2B1	SOCS6
F1QK10	zgc:136850
B8A4S3	fb78a01
A4FVI0	zswim7
A8WIQ7	olig1
Q5RHX6	dcun1d4
E7F350	dis3l2
F1QHT3	cb359
A4JYQ0	cb549
Q7T006	telo2
B0EVP5	SOCS2
Q6PBN0	wu:fb78c03
Q5BL21	cnih2
F6NK88	wu:fc33a03
A0A8M9QEC8	myhc3
F1Q7E1	mgat3
F1QAG4	greb1
Q6P0V6	rpl8
Q6NYM1	klhl21
E7FGT1	ccar2
F1Q5T1	fj99g05
E9QH19	si:dkey-261h17.1
Q32PR0	tmem55ba
B8JHY6	si:dkey-22i16.2
Q801G3	mprb
Q0P3X8	lamtor4
B0UXI4	si:dkey-90n12.3
F6NHI0	g6pd
F1RBY1	akap1
E9QGQ0	setd1a
E9QGF9	arhgap31
Q7T3E6	bmi1b
F6NQA9	mboat2a
Q6PCS4	arhgap29
Q7SZW4	si:dkey-76p14.4
A0A8M9QEC7	si:ch211-51n14.1
F1Q8A2	wu:fc74h04
A5WUU0	si:dkey-165i4.4
B0R1E9	si:dkey-8m7.1
A1L223	id:ibd2026
F1Q5Q3	PAI-RBP1
E9QG20	canb1
E7F143	chmp5a
F1Q7Z9	fc50a12
Q05AL1	armc8
F1Q7W7	fd11a07
B0I1T8	brorin
Q4FE55	usp9
E9QFS0	EDN3
E9QJI4	si:ch211-264f5.6
B8JIP2	PRIM2A
A8KC22	hnrnpl
Q7ZV84	dnaaf1
Q7T320	gorab
Q6DEH4	zgc:100999
F1Q6R0	sb:eu378
B0UZC8	vwc2l
F1Q6N3	kcnv2a
Q6PBK3	rps28
Q5RGW1	plxnc1
E9QJ68	trak1
F1Q681	si:dkey-253i9.3
A2CEB4	si:dkey-215k6.6
F1Q6F3	zgc:92465
E7F825	ndst3
B0UY97	si:dkey-57a22.7
Q6NW93	prkar2a
F1QDI9	mcm9
Q68EG5	grb10
E7F7W2	atp6v0a2a
A0A0R4J755	hck
F1QAT8	epsti1
A2RUZ0	zgc:158474
Q6DG38	gpat3
F1QAR8	cep170aa
Q9PTJ3	lmo2
Q5RIW6	bach2b
Q7SX85	sestd1
B8A4Z2	im:7140207
A0A8M9PPS1	calcr
P51028	wnt8a
A0A8N1Z0D3	cx50.5
F1R6C7	myha
Q1MT21	si:ch211-284e20.8
B0UXI2	fkd9
F1R5J2	zgc:103419
A2BGQ3	wu:fk83f10
E7F184	si:dkey-92f12.2
Q7ZW47	stau2
F6PDP0	atn1
E9QC42	zgc:56506
Q5RIW8	med23
Q24JV6	myl2
F1R3B9	fc21c10
Q1LYI3	hecw1
F1R383	vipr1
B8A4W8	zgc:158667
A2BIR4	UBE2L3
Q6DRL8	med19b
B0R0P1	illr2
Q4V9F0	dgat2
Q7T2E0	cd82
E7F8G8	si:dkey-17e16.10
A5PN28	otol1a
A0A8M9Q613	si:ch211-113e8.3
A2BG85	im:7154697
A8WHZ0	si:ch211-261p7.4
A0A8M1N1J9	cb822
F6P8Y7	si:dkey-207j16.6
E9QBC5	cd9
Q63ZW2	chchd6a
Q98SV1	sepp1a
Q0VFV7	kctd7
Q803I8	syvn1
B8A5J2	si:ch211-258f14.5
Q58EL7	ska3
E7FCM6	si:dkey-199f5.8
Q1LV15	daw1
B8JLJ8	wu:fc19f05
F1R187	abi1
A8DZD1	zgc:113232
F1R184	wu:fb20a07
Q9YI66	tyro3
Q1LWC2	tmem106b
B0V0X1	zgc:85813
E9QB24	tmem67
F1Q7S5	fb11b01
P79734	tp53
Q06725	nr2f1a
F1R0Q9	si:dkey-103j14.5
F1R0Q1	slc2a1b
B0R190	cxcl11.7
A0A8M9Q7U4	si:rp71-17i16.4
B0UXV4	ggt5
Q503S6	lamtor3
Q1L959	fb12g11
Q1L8L1	nudt4
F6P390	brpf3b
Q6NYA0	srsf1b
A5WWI3	fj23a05
Q5WQV6	LOC572703
Q1LXH6	etID309779.18
Q1LX84	sGC
F1QQP6	brd3
A2CG95	MCAD
A5PMV7	ppp2r1a
A2CEB2	fi34a12
Q7T3S5	b3gnt5a
A0A8M1NRF7	CH73-131E21.7
F1Q5Z8	p62
E9QIK0	emd
B0S697	ch:af064832
Q6IQU6	rpf1
F1QQ05	im:7166005
F1QPL8	si:ch211-1n9.11
Q8JFD2	cx48.5
Q6PBJ3	vamp1
Q502L1	acbd5a
F1QPF7	fb58d08
E9QCG0	commd6
A5WW46	si:busm1-172e19.1
B1H1G8	LOC559863
E9QE70	gabra5
B0S541	myo10
Q6DHP2	zgc:92191
A0JMN0	zgc:154039
A2BG80	MDS026
B0S5T4	si:ch211-269e2.1
F1QNS6	bub1
F1QNR8	ireb2
Q6NUV2	zgc:66109
B8A4V9	si:ch211-42i9.8
E9QD73	tnksa
F1QZR6	LOC569566
Q7ZTY4	rbbp7
Q5RIX9	e2f7
Q800H6	matr3l1.2
Q1L8T6	wu:fc46c10
A5WVZ0	si:ch211-162i19.1
Q804G7	ANXIV
F1QY53	asb2a.1
Q6NWC3	fc94f01
A0A8M1NIE6	ikk2
Q6PBR4	gngt2
F1QZG1	zgc:63504
F6P2T1	si:dkey-32e23.4
Q6PFT9	apbb1ip
A3KPM6	si:ch211-233h19.1
Q1L8F9	kics2
B3DJR5	si:ch211-81i17.1
Q5VSI7	si:dkey-217m5.1
Q5WN09	zgc:103673
B3DKC6	si:dkey-216e9.5
F1QN44	dap12
F1QN39	prkx
F1QN33	znf106a
Q5RFU5	mmachc
F1QYM4	wbscr1
F1QYM3	wu:fb33a01
E9QDH7	si:ch211-67e16.3
E7FCU0	npm1
B8JKM0	lrrtm1
F1QYH7	fb80f04
A8E7N8	im:6909492
Q803V5	mlst8
E9QGN5	grik1a
Q6DRG7	ppp1r12a
B8A4D7	cb360
F6NKG5	cecr1b
Q5CZW0	zgc:113197
A2BHL7	tpcn1
A2BEM8	ctsl
F1QC06	itga2.2
Q6IQX2	alpha2(I)
B8A651	zgc:165520
E7F8N2	pear1
Q4KMK0	nsun3
F1QKB5	ror1
F6NJE2	irak1
F6NJE0	ankrd6
Q5SPC5	otof
F6NJC6	si:ch211-222h17.4
A0A8M2BL72	amot
A2AV32	shank2
E9QFW9	zgc:112064
A5PM89	chst2
Q6WQ24	pth2
Q1LX29	ccdc79
Q5RHJ8	fip1l1a
E9QJN4	PAN2
A2BGV1	mcoln1
A8WGA0	cyp27c1
B0S516	si:dkeyp-15f12.2
A0A2R9YJL3	si:ch211-199m3.4
B7ZCV1	nrxn2a
Q15KG7	il15
F1QLP1	hsd11b2
F1QLN8	ptpn3
B8JLP1	si:dkey-285c2.8
Q1L957	si:dkey-211g8.4
F1Q6B2	wu:fj09f02
A0A8M1P8P0	zgc:112144
F1QLJ9	zgc:92576
A2CF49	fc23d07
F1Q5Z6	wu:fc23c07
Q502M9	zgc:92635
A0A8M9QIL9	wu:fb24e01
A0A8M1NB85	ack1
F1QB03	sr:nyz177
F1QAZ3	MICAL-2
A0A8M3B132	zgc:152987
Q5RHZ6	osgep
F1R1B6	si:dkeyp-19e1.3
B8JJL3	ER[b]1
Q5M7Y2	zgc:92074
A0A8M1NT99	sgms2
A8WIQ4	si:ch211-165b19.8
F1QKR1	fmnl2a
Q568F0	eef1a1l2
E9QI13	pigo
F6NLJ7	ssrp1b
Q66IB0	fb75b09
A8B6E8	cacna1eb
B0UXK0	phf13
A0A0R4J7R2	myo18aa
E9QHT9	fk24g11
F1Q8M7	zgc:100832
Q1L8Y6	bbip1
F1Q8K3	wu:fc22f04
B7ZC96	kcnma1a
B0S750	si:ch211-251j10.3
Q68EK2	calcrla
F1Q7N8	si:dkey-28b4.8
F2Z4V3	fb98c11
E9QBV1	fd07f11
Q6ZM84	rgs9
F1Q580	fa17f11
A5PMG8	sort1
A2BFD2	ddx31
Q1LWS2	fk96b08
F1QA47	ccdc120
Q5TZ29	apobb
F4ZGF2	comta
F1Q555	cb853
Q38JL1	hm:zeh0300
F1R7G8	cdh23
Q5W7F1	asah2
E7FBB9	tjp2.1
E9QFA6	coxXVIII
Q6DEH3	camk2d1
F1R563	im:7142218
Q5RGP9	ccdc59
A0A8M3B6F1	wu:fj38c03
B8JKT2	si:ch73-263f13.4
A8E7A9	wu:fi22b08
A0A8M1NF67	si:ch73-237c6.1
Q66I53	zgc:103765
E9QEY0	bmk1
F1Q5K8	zgc:171568
E7F4R8	itpkca
Q561S6	wu:fa99c01
F1Q504	zgc:100924
E7FEJ0	fc38b04
F1R807	dfnb31b
Q1LXB2	fk47a03
Q1L9A0	si:dkey-12o15.1
F1R7B3	catL
Q566S5	pdrg1
A1L1N5	hnf1ba
Q6P2U5	arf6b
Q6T938	fibpb
A0A8M1PS86	fmodb
F1R520	clstn1
Q1LYC9	capns1
E9QDP8	il-7ra
E9QDP4	LOC100332095
Q5TZ25	fj39h11
F1R480	si:ch73-74h11.1
Q5RHM7	man1a1
Q7T1K0	zgc:65996
Q568L5	akr1a1b
Q6AZD4	immp2l
F1QD07	zgc:153025
F1R2P1	zgc:92134
E9QDB8	apba1b
Q1L8K1	si:dkey-266i6.1
F6P529	pag1
B0V2R7	C1IN
B0R034	si:ch211-150g2.3
Q68EL6	nfil3
A3QJX1	TREK-2A
F1R7U0	dram2
A5WWG4	sfrs3
A0A8M1QHV0	znf451
O13033	rag1
A0A8M9Q6X3	rxfp3.3a3
Q503U3	zgc:110130
B0JZP5	fa56d08
Q6DKF5	copz2
A0A8M1N9U9	si:dkey-222b8.1
F1QCQ7	band7.2
A3KPX4	CHUNP6885
F1QCP6	tafazzin
A9C3W3	kazna
E7FC33	stag1b
E9QH56	id:ibd5068
A2BFP5	slc12a9
B0UYF4	si:dkey-8e10.1
E9QGU7	LOC568656
A3KGQ1	mc5ar
F1QC45	rp2
E9QGK9	c19orf39
Q6P112	rgl1
Q6PBW8	zgc:73210
F1Q4Y0	im:7155372
B0S5B5	rxfp2l
A8WHX9	kcnh3
A0A8M9QGN3	jmjd3
Q7ZVP1	jade3
A3KNK7	med11
A0A8M2BIL8	elavl1
Q6DH99	zgc:92567
A0A8M2B7S9	znf512
B8A507	fb93g11
Q7ZW93	eif1b
Q24JV2	zgc:136901
F1QMI6	nfatc3b
B3DGL5	LOC561184
F1QL35	thbs1b
B0UXH1	crfb2
Q7SXM7	prpf31
F1QL21	cx45.6
Q6TH14	ENO1
Q564A4	bcl2
F1QB98	aftphb
E9QIT3	si:ch211-225g23.1
F1QB78	plat
B3DH92	clock3
B0V1J1	pld1
A5PMY5	wu:fv75b10
A0A8M2B806	znf532
Q1LX53	si:ch211-238n5.7
Q568I2	acer1
F1QKX9	ghr
Q7ZV96	rpl10
F1QB32	p3h3
A0A8M2BAK6	hltf
Q1L8Y9	si:ch211-39a7.1
A0JMQ0	bop1
F1QM84	nisch
F1QM73	hnf4gamma
B0UYR9	zgc:171226
E9QCS7	fi34f05
E9QEG9	fa99f08
Q1LUD8	cnot3
A0A8M2B4I2	id:ibd1257
A8E7C4	si:dkey-192p21.6
A8WGA6	b44
Q6DEG7	zgc:101040
B3DIM4	LOC100007047
Q8UVX0	piwil1
F1R5C0	syt2a
Q1LW07	si:ch211-207c7.1
Q90Y57	jag1a
B8JMB1	wu:fi06a12
A3QK16	erlin2
E9QDI1	apoc1l
F1QZB1	CD4-1
F6P697	HSF
E9QC62	zgc:109975
Q0II00	p100
A3KQM6	kcng4
Q5I0F6	prkar1a
Q6P402	cep89
B8A565	wu:fb60b05
E9QBW3	nppcl2
Q7ZUN8	ykt6
B0R167	si:ch211-119o8.4
E7F6M0	nck1b
A3KQK4	si:dkey-202e17.1
A0A8M1QVE3	si:dkey-1h24.6
B8JM30	si:ch73-343l4.8
Q6NYL5	gpt2l
B0R197	wu:fb01e12
A3KQK1	si:dkey-202e17.4
F1R2E0	si:ch211-197g15.1
B0S5Q2	fa91d04
F6P4G9	si:dkey-261j4.7
F6P3V1	epha6
A3KGZ6	ppp3cc
Q7ZW82	cb874
A8WHV7	si:dkey-190g11.7
A8KBY5	taf11
Q208T6	figf
A0A8M3B2X7	si:ch73-376l24.6
Q5BKV9	ab02c03
A3KQ55	mepce
A8WHR0	dcaf17
A0A8M9PQY4	fc07b09
B8JIS5	gstm3
Q58EG3	nectin3
A0A8M2BL09	Sep2
E7F5E1	cep162
B0UYM1	irg1
Q1L8T0	si:dkey-204a24.5
A8E7C5	inpp5f
A2BIA5	zgc:111974
B0R0W9	tbc1d8b
B0S509	rad9a
A2BFZ1	mxd1
B8A4T6	cb339
F1R7A8	abcb5
Q498W6	zgc:112053
E9QEH6	scap
Q503Z7	si:dkey-4c23.7
A0A8M9PX23	asxl1
E9QE09	zgc:158795
Q7ZUK0	rnf146
A2CF03	si:dkey-286f3.7
A0A8N7TAE1	tbc1d14
B8JLR1	wu:fb70d03
E9QE01	tac2a
E9QHW0	tgfb1b
F1QSQ4	si:dkeyp-9d4.1
Q58EC4	kcnab1
F1QSL6	fbxo44
M9MMC0	si:dkey-91f15.5
A5PMS9	fa11e04
E7FG55	specc1lb
A0A8M1RHF3	steap3
F1QX01	si:ch211-38m6.6
Q1L8R4	si:dkey-234p10.2
F1QH59	wu:fb92b09
B8JL64	klf5b
A2CE93	fc20f09
A3QJX7	ZFOR1
E9QHF3	fb02f11
Q90423	hoxb1b
F1QU35	im:7137623
E9QHA7	im:7165310
Q7ZYX1	aktip
F1R844	pnpla6
A0A8M9Q3L6	im:7137060
F2Z4R1	zgc:92840
E9QH38	si:dkey-12j5.1
Q08CE7	zgc:153177
Q801V3	azin1
F1QRT4	prkag2b
B3DHR9	fgf7
F1QR26	LOC110437754
F6NW67	si:dkey-21p19.1
Q6P7X5	wu:fb30g12
Q708S5	asic2
A0JML7	zgc:153956
F1QW63	fut8a
Q1L8E1	si:ch211-246f9.1
E9QDQ3	lrrc4.1
E9QGH2	pldn
A5WVL3	zgc:77293
F6NUQ2	fbxo41
Q9YHV4	fsta
Q5U3Z9	wu:fi06d09
Q90Y37	rock2
E7FDH8	Socs1b
Q6DHJ0	sfrs5b
B0S8H2	si:dkey-5i22.5
F1Q5Q7	Pmscl2
Q7T163	kidins220b
Q1LVE2	si:dkey-72l14.4
Q6PBT9	znf385b
A8E7S2	penkl
Q5RGF8	itpkb
Q1L981	tdrd5
E9QFU8	fb37h12
B8A4S4	si:ch211-281g13.3
F1QSC3	grb10b
F1QSA8	galr1a
E9QFU6	si:ch73-36p18.1
E9QFQ5	usp21
Q6PC73	grb2
E9QFQ1	pidd1
Q5RGW0	bltp3b
E9QJJ1	igfals
E7EZ46	sclt1
Q5NIW0	zgc:123028
A9ZPE0	ccl20
A2BGH3	gal3st1
A0A8M1PSV3	si:ch211-274f20.2
Q5RIV6	Opn5m
E9QJ73	cxcr3.2
B8A4N0	si:dkey-71p21.8
Q5PRC7	nabp1
E7F5I9	pde6b
A0A2R9YJL7	grm1a
Q2PRG5	OR126-1
B8A4Q2	pdxk
D9IWE2	zgc:56571
E9QDC5	hwa
E9QDB6	wu:fa18c12
Q5RIH0	cnih3
B3DI16	gna11
Q5XIZ6	gpd1l
E9QD20	fc08g11
Q803F6	rpsa
E9QCP4	fa56f11
Q5BJJ6	mat2b
F1QJY8	im:7149538
B8JKI8	htatip
Q68FN4	pp2cb
B0R107	bel
B7ZDA6	si:dkey-32e6.2
A9JR56	cdc42se2
A0A8M2BJP0	mg:cb01g09
B8JHU4	actn1
Q8JHF4	pals1a
A8WHV8	si:dkey-186m8.3
F1QEB7	wdr11
A0A8M9P612	cul2
Q5XJP0	b3gnt5b
A2BHJ6	cxc64
A3QJU6	zgc:136923
A0A8M2BKU4	depdc6
A0A8M9PYD8	grxcr1
Q1LWI2	glsl
B3DFU6	wu:fb14b12
Q4VBU7	zgc:114165
A0A8M2B248	ISGF3G
B8JLR6	wu:fq25a07
F1QDY2	Ugp2
E7FFM7	si:dkey-269g4.3
Q6NY23	kirrel
F1QJS3	ercc5
Q66IC9	ropn1l
Q1LUS8	ranbp10
E9QBE2	ctsl
F1QM89	sc:d0645
F8W5D3	si:ch211-186e20.7
F8W5C6	fa55b10
Q5RH02	sco2
F1QJL5	zgc:100942
F8W580	kmt2bb
A5HAK0	rnasel3
Q5PQZ4	fb48g05
E7F1E4	gpr156
B7ZVD7	sb:cb857
Q67FY3	bcl9l
F8W4Z6	fb60a10
A0A8M2BID5	dspa
Q6EWH2	fyna
F1QLR7	c-met
F8W4K0	sgca
E7FEV5	cylda
F8W4B3	scn3b
F8W4A8	otofb
O13148	epha4a
F8W477	TRAP[b]
Q8AWE0	drd2a
F8W3X3	pcdh19
Q5U7D2	im:7141548
F8W3T7	ggt1l2.2
F8W3T1	adam23a
B3DIV2	itgb1
F8W3R9	alk
F8W3I2	NR0B2-A
F1RDC0	apg5l
F8W3H2	atp5e
A0A8M3ANZ5	gng12
A0A8M2BJT7	si:ch73-111e15.1
E7F5A7	si:ch73-116o1.2
E7FGT2	h6pd
A0A8M1P7F8	zgc:85942
Q6NV18	nhej1
E7EXT3	zgc:63642
Q803A8	wwox
F1QC13	zgc:77519
F1QG70	SCD1
A0A8M3AQW8	tyk2
A0A8M1N0Z5	zgc:100948
E7F6Z5	atxn1b
F8W4F1	tlr5a
Q6NYU8	hnrpab
A0A2R8Q1W5	keap1b
F8W4B7	hdac6
F8W4B6	si:dkey-85n7.8
F8W428	im:7140950
F8W425	fes
E7EXC4	serpinb14
A0A8N7UW22	rad50
F8W409	kif21a
F1QUD8	zgc:111884
F8W3Z2	zgc:110167
F8W3Q0	asgr1a
Q7ZW94	zgc:56668
F1QUT1	fj43b09
F8W3K6	fa97b01
F8W3K2	card15
F8W3J5	tlr5
Q7ZVA4	hm:zehn1116
F8W3D4	ddx10
E7FF16	cx31.7
F8W3D2	pparda
A8CVX7	ttll6
F8W3B7	btk
E7FCN5	itgb2
F8W3A9	kel
Q8JG38	fgfr2
Q6PBP1	gnao1
F1QMZ9	sur1
E1AZA4	kcnc3a
Q1LWQ2	rdbp
E7FAM7	si:dkey-78a14.4
A3KH14	TLR1.2
E7FFZ5	smad10b
Q7T304	fb68e12
Q5M7Y0	cert1
F1Q6P4	fc18f11
F8W2U6	Drgal1-L3
B0BLY0	exoc5
A8WH91	il-2rgc.b
E7F0D3	stx12l
Q7SYN4	nt5c3
Q98TU0	gdnf
E7FEQ8	agtr1b
F8W2M3	clcf1
E7FH61	ncapg2
Q08CK1	ecsit
Q6PBI5	rps25
F8W2F9	abl1
F8W2D1	wu:fb34f09
A0A8M2BHX1	zgc:158659
A0A8M9PN99	si:dkey-249d8.1
F8W2B2	cdc14a
Q4VBT1	fabp1b.1
Q7SXU0	eif3ja
Q24JV3	zgc:136896
F8W289	CHUNP6865
F8W266	bcl2b
B2KTE4	pip5k3
B3DIT1	zgc:194528
E7EY86	ubxn2a
A0A8M3B7K3	thbs2b
E7F8V4	zgc:136557
Q9DGJ4	CHUNP6922
E7F921	wfs1b
E7FCJ1	anapc10
P85001	cep290
E7FBZ4	LOC565638
F8W5R6	polg
A0JME2	atf7ip
F8W5P9	zgc:153329
F8W5P0	ggt1b
F8W5N7	lgr8.2
Q92008	shha
F8W5H6	zgc:136403
A4FVK4	rab8
H0WES8	USMG5
H0WER0	si:dkey-14d8.1
H0WEU8	ost4
H0WFA5	buc
H0WFA9	ccr8.1
I3IRW6	tnrc6c1
I3IRW7	cb880
Q803C1	rnf8
I3IRX3	calcrlb
I3IRY7	PAR2b
Q568G6	klc4
I3IS28	prf1.7
A0A8M1QUR0	wipf1b
I3IS54	si:ch1073-342h5.2
Q7SYN5	rxrba
E7F683	map3k2
E7F0Z8	notum2
Q3B750	zgc:123330
Q1LUD3	rcv2b
E7FEY1	map3k14a
F1QXF5	scn1lab
I3ISK1	aff4
F1R3G4	myh10
I3ISP1	fc85c01
E7FDN9	LOC100536673
I3ISQ1	cb674
A0A8M1P8Y1	col11a1
I3ISV3	nob1
I3ISX5	si:ch73-233k15.2
I3IT01	rgl3a
A0A8M9PEX1	lrrc4ba
A0A8M9P169	usp8
E7FAM4	gpr161a
E7FGH0	sept12
Q6TEN6	wdr91
I3IT74	si:ch211-234f14.1
I3IT80	ntng2b
I3ITC2	LOC100004321
A8E7N9	gdf6b
Q6DGM0	zgc:92859
Q7ZW98	ap2m1b
I3ITL1	si:dkey-91f15.1
I3ITM8	si:ch73-362m14.4
I3ITN3	si:dkey-20j1.3
I3ITP0	prf1.8
I3ITQ8	fmnl1a
K7DY35	si:dkey-256k13.2
K7DY57	PPAR[a]
K7DY59	si:dkey-81e3.1
K7DYB2	chst2b
K7DYB6	nlrc5
F1R1K5	dnmt3a1
A0A386CAB9	nlrp1
A0A8M2B5G2	ptk2ba
Q5SNQ6	si:dkey-12h9.4
K7DYN0	RAB3
A0A8M3APY8	myo1c
R4GDN4	med9
F1R866	Sin
A0A8M1NFA3	sc:d0374
E7FC00	fm52d09
E7FDW7	nlrx1
Q5RFW0	scara5
R4GDY2	etaa1
R4GE15	si:ch211-113a14.29
A2VCZ5	zgc:153454
E2DGP8	ngfrl
R4GE45	si:ch211-286b5.5
E7EYN2	si:ch211-286b5.4
R4GE71	sytl2b
Q5RIV1	clock
F1RDK4	arhgap32a
B7SEE0	irf3
Q6NWF4	vps25
E7F0L6	si:ch211-250b22.5
R4GEJ6	hrc
E7EYS4	dbf4b
E7FBU4	mms19
Q0KIZ7	Kir7.1
E7FE43	lrfn2b
P0C8Y1	mzt1
R4GEU0	aclyb
E7F951	si:ch73-24a15.1
R4GEY3	si:ch211-113a14.18
E7F6D6	si:ch1073-174d20.2
P86347	cdca9
U3JA39	fbxo11b
E7F2I0	si:dkey-57h18.2
E7F114	sec31b
U3JA75	cx23
A0A8M9QJ67	kcng3
U3JA92	kctd17
E7F7G6	cdc42ep4b
F1QGK5	fj08c01
E7F913	cdc42ep1a
E7FAZ7	srcap
Q5RHQ8	lin9
U3JAH8	si:rp71-1c10.8
U3JAH9	zgc:101571
E7F995	ndst2b
U3JAJ0	zgc:110570
Q58EK5	tdrd1
E7F6D7	zdhhc6
U3JAR8	si:dkey-57h18.1
F1R2X6	psme4b
U3JAT9	thrab
E7F1U2	dnmbp
E7F9J6	fb39e12
Q5RIV4	adat2
Q7T346	ddit4
E7F6M7	gpam
A0A8N7UVK4	rdh20
Q6QX43	GPHa
E7F1X5	cyldl
X1WBG0	fb09a11
E7FGK0	osbpl5
E7F2A4	epn3a
Q1LYG0	sh3pxd2a
X1WBK2	cep152
E9QCG4	zgc:136803
Q6P031	zgc:77759
X1WBL7	pgfb
X1WBL9	muc5.1
Q3KR14	zgc:123245
A0A8M1RE25	si:dkey-56f14.7
X1WBP3	cd44b
X1WBR1	drd2b
X1WBR5	hspa4l
X1WBS5	si:ch73-15b2.6
E7F1U3	trim3a
B3DG31	si:rp71-45k5.4
X1WBY3	tdg.2
X1WBY5	cbx6b
X1WBZ5	si:dkeyp-33b5.4
X1WC30	si:dkey-243i1.1
Q5BJA1	zgc:114188
X1WC58	il-21ra.a
X1WCE5	man2c1
X1WCE6	colgalt1
X1WCF3	top3a
E7F8G5	LOC100004299
X1WCJ5	ppfia3
F1R1A7	siat4
X1WCN4	ehbp1
Q1RLT2	sptssb
E7FAN6	kif20ba
E7F5V1	adma
X1WCP5	si:ch73-376i21.2
X1WCR0	fb06e02
F1QTA6	zgc:66030
X1WCU6	si:ch211-175f11.5
E7EZZ3	prelid3a
X1WD22	si:ch211-256e16.3
E7F643	mcm8
E7F6P4	rasip1
X1WD38	zgc:136911
E7FBT7	fj64e05
E7F0H3	si:ch211-202f3.4
A0A8M9Q6N4	map4k3b
X1WD98	shprh
E7EZ53	gal
A0A8M3AQJ0	pik3r6b
U6C7X6	itchb
F1QTL0	fc06a08
X1WDD8	gb:cf995958
X1WDE8	sharpin
E7FCK0	zgc:56533
X1WDH8	si:dkey-261m9.19
X1WDI1	si:dkeyp-57f11.2
E7FE45	ptgir
E7EY34	akt1s1
Q6DGL3	zgc:92869
E7EZR6	ptafr
A0A8M9PST5	pias1b
A0A8M9PPG4	zgc:165461
X1WDS1	phf12b
X1WDS4	ppp2r2aa
E7EYF3	uba7
A0A8M1RLN6	fzr1b
E7F251	pik3cb
E7EY37	bahd1
X1WDY4	g6pcb
F1RAN4	si:busm1-142b24.1
X1WE18	kank2
A8WH92	il-2rb
Q6DG60	ube2z
F1R9Z0	zgc:172271
