From	To
B0R1D0	CH211-265P12.8
Q6DG84	wu:fj81f08
Q7T1H5	dnd
Q6Q413	nf2a
Q7SY53	tdo2b
Q6DGU9	gstk1
Q6DRD5	zgc:92341
B0BF33	pkp2
Q6P3H4	naprt
Q1JPY6	im:6895552
Q5RG45	cep135
A8KB78	rps23
Q4U3K9	si:dkey-159d6.1
P61799	aptx
Q4VBJ6	si:dkey-265o13.3
A8WHR3	yju2
Q6NV25	sumo3l
B0S6D4	cdh7
F1QRB4	sec24d
Q7SZE3	llgl2
E7FG90	adra1a
Q9DGE1	mapk14b
Q7ZTT4	cb142
F1QP72	kif26bb
E7FFY9	sst1.2
F1QNX4	top3b
Q5U395	ctdnep1a
Q1MTK1	LOC559473
B8A5Y1	prdm8a
Q6NV11	zgc:85677
A4FUP0	sult2st3
Q5SP67	wdr26
Q5I0F7	fb50g02
F1QCP4	mb21d1
Q6P964	ppp4r2a
Q5VK49	bnip3l2
Q5PYH6	dlg1
A1L1R0	shq1
B3DIG4	fzd8c
Q19U09	zgc:85632
F1Q4W3	wu:fb09d07
A7MBY6	CH1073-272H17.1
B0V3F8	prkra
Q6NZ72	fj33g04
Q6IWL4	traf6
Q7ZTI5	med21
Q7T310	pigm
F1QMI7	zgc:158263
Q6DEN0	ufc1
F6NQL8	hcn3
F1QL10	cyr61
B7ZD04	sfr1
Q90ZZ8	aldh3a2
B0UXY9	fc25h12
F1RDG9	fynb
Q7ZV34	mcts1
Q6PH06	wu:fj60e01
Q7ZUZ0	cops8
Q4QRM2	nip2
Q5BJK2	fk66h08
Q7T3D3	zgc:63957
Q6P6E4	zgc:77848
O12990	jak1
Q8JGS1	stil
F1QCD8	zgc:63690
Q6DHS3	wu:fa92b05
Q7ZVP4	ucp4
Q1LXU2	cb343
Q5XJB6	zgc:103456
Q0D2W2	hm:zehn0173
O57416	pax3
F1QQ04	cb216
Q5TYW5	si:ch211-117l16.3
A2BHA3	CK-M
F1R3L9	Ap1m1
E7FB24	zmp:0000001073
Q6ZM67	NMDAR1.2
Q7ZV80	smndc1
Q7ZZC6	cenpm
B8JHS7	vrk
Q8QFM3	fz7b
Q7ZV23	nhp2l1
Q7T372	arpc1a
Q7ZUX8	DNCL2A
A0A4W4	zgc:100871
Q66IE3	ap1s3b
Q6DEG0	zgc:92367
Q7T1D7	sb:cb1007
Q5XJP2	zgc:101717
Q7ZWJ4	rpl18a
Q8QHA4	fam101a
Q7ZUC6	fj09e12
Q7ZTY9	wdr57
Q49GP5	pi4k2b
A8CYR1	brd2
Q6GQN8	mecr
Q7ZV26	inip
F1QUK5	net1
A0PJS8	zgc:158431
Q66I03	zgc:92126
Q7SY24	prkcbb
A4IG53	comtb
Q7ZW78	rnf181
B0UXS0	fc27c04
Q6TH05	GABARAPL2
Q6IQM5	zgc:86702
Q8UVG7	fabp11
Q6DGL5	wu:fc34a11
E7F0E2	gnpda2
Q803D2	pafah1b1b
A0PJQ5	zgc:158229
F1QFM5	c1qa
Q6PGX4	zgc:63663
Q5EAP5	rfx2
A9JRS9	cb430
F1QG85	itgb1
Q8JG61	epb41
F1QEJ5	mg:bb03b10
Q6VN46	mb
E7EZG2	myo9aa
Q68FN7	sdhdb
E7EZD6	usp4
Q5TZE1	btbd6b
Q6AXL5	hspbap1
F1QI68	nt5c1bb
Q801M3	cmlc2
Q5RGI2	si:dkey-27k7.3
Q1ECZ4	casc3
A3KNS2	cnpy3
Q5RID7	snx17
Q6PC95	zgc:73046
O13147	ephb3
F1QRX7	tbc1d7
Q6VNZ9	myf6
P0C7U4	c3ar1
P79727	efna2
A6NAF9	tdrd7a
Q7ZUY3	h2ax
Q6NY31	prkab1
Q9DGE2	mapk14a
Q6DGJ6	cb58
Q7ZT42	snd1
B6DUH7	si:dkey-31f5.2
Q6PH71	zgc:66026
Q5TZ37	fb82d10
Q1LUP1	add3
E7FDV8	arhgef12a
Q6NUX8	rhoaa
Q6NY98	rngtt
A5WVS7	LOC792168
Q6P132	tax1bp1b
F1QW96	DC-SIGN
Q7ZWJ7	rpl34
Q7ZW63	nuf2
Q8AXX2	tbx1
Q5RH01	ncaph2
Q568Q7	fj38b07
Q9IBD0	celf1
Q08BA4	slc38a9
Q6DHI9	zgc:92282
B8A4T7	dkeyp-86f8.6
Q6U1J7	fabp7b
Q6P5M9	tubb2c
Q6PFS7	atg3
Q6PFS3	cacng2
Q8AWD7	zgc:55317
Q6P951	wu:fc31e01
Q1MTE3	psa-4
E7F1H0	camk1b
B7ZD40	sar1a
Q1RMA6	parpbp
Q6DG66	krt95
F1QH36	ZfCav1.4
Q58G59	kif7
E7F4S7	chrnb2b
Q7ZVL5	zgc:55929
B0UXN7	cb272
F1QE32	unc119a
Q68EH0	zgc:91975
P79739	cyp26a1
Q6NY87	zgc:77511
Q6WFZ4	fc02d09
B0S776	csrnp1a
Q6PC19	ssu72
B8JLJ3	fb14h09
Q6P016	zgc:77825
P59723	hif1an
Q803A0	jade1
F1QA15	GCP3
F1Q8Z1	dock7
Q7T394	pafah1b1a
Q5RJ79	fam60a
Q6NX90	MAP1-LC3A
Q5PZ43	xirp1
Q567Y8	ppp2ca
F1Q691	cb85
Q803A7	sepsecs
Q7T3H1	dctn2
Q08BZ6	zgc:153907
Q6IQE1	pip4k2c
Q5SPD0	eef1d
Q6P3G5	zgc:77905
Q7T2J4	adh8b
Q7ZSZ0	rab1a
Q9IBH3	dac
A0A8M1PIC7	P450c17
E7EYZ5	LOC101884755
Q6PBS6	tmem258
Q6DGL0	zgc:92872
Q6P7Y0	zgc:63554
Q8UUX9	gcap3
Q08CT3	zgc:152741
F1R121	zgc:63991
Q801G2	paqr7b
Q6P0S4	fos
A2CE80	FoxD1.1
A4QNV2	cb454
E7EXJ6	nup188
A0A8M9PY87	traf2a
Q6NUY4	zgc:66304
Q7ZV15	sec22ba
Q9PTE3	Twist1b
F1RBF1	crfb8
Q9PUE4	copg2
F1R9W4	celsr1a
F1R9V3	si:dkey-4p15.3
A2CEJ3	fi18g12
Q7T293	sde2
Q7ZV11	wu:fk48d01
Q7ZVG6	siah1
Q7ZVS3	plk4
Q6P6E5	zgc:77820
Q6DHI2	ccdc65
A3KNG1	zgc:161973
B0S5N4	plxna3
B8A5K6	kitb
Q7ZVN6	zgc:55840
A2BGU8	septin3
Q6TA36	her12
Q6NYU2	helz
Q6IQ63	med6
Q8AVB1	tnnt1
Q6DHT8	cb141
B0R0W1	sb:cb947
F1QNB9	hif1aa
F1QYS7	cb395
Q5RKP9	zgc:101761
Q6IQL3	ppil3
Q7ZTI3	rarab
Q71E64	Gria1
Q7T3H0	maft
Q6DGS3	camk2d2
E7F533	epha2b
Q6TEM4	rnd1b
B8A467	prkceb
O57472	chd
F1QKU6	zgc:110252
Q4V8X5	fj39f09
Q4VBS0	wu:fb11d09
Q6IQJ7	zgc:86733
Q8AY15	madh3
B0S6J3	srgap2
Q6P5J5	zgc:63558
Q30JB6	etv2
F1Q8T4	zgc:63474
E7FCZ6	csnk2a2b
Q568A0	prkrip1
Q1JQE7	hfe2
F1QAJ4	qrsl1
F1QAJ3	gabbr1b
O13166	tle3a
Q1L876	cb268
Q7ZUI4	TXN
Q1ECZ2	keap1a
F1Q890	wu:fb70e09
Q6TV19	dicer1
E7F8S4	tkta
Q7T1J9	zgc:65936
B0V151	im:5777505
Q6P949	phf2
E7F8D8	pbrm1
A0JME5	zgc:153009
Q7ZUS1	vrk1
B8A6G0	capn1
Q5M9P8	arl6
F1R506	si:ch211-239o15.1
Q6PBY7	trappc13
Q7ZZT0	ldlr
A1L1U3	zgc:158370
Q32LX0	zgc:123268
A3KGT9	agpat9l
Q1LYK7	si:ch211-134n17.3
E7F2L3	Ask1
B3DKM3	wu:fb09b11
B0V1B5	zgc:86609
Q6PC78	rnf185
M9MM97	fc22d04
Q5U3E2	zgc:103675
Q7T3A4	rab13
Q6P131	zgc:77127
Q5EAR6	ccdc115
F1QSB1	im:7136887
Q5RHR9	dnm3
F1QQQ5	gsnl
F1QXE8	im:7151535
Q6ZM60	SERCA2
Q0P3Y2	zgc:153708
C5H5C4	notum1a
Q6GMF9	zgc:91964
Q4V908	ube2s
A0JMD0	cluh
A9JTC8	gnai3
Q8JIE4	igf2
Q7SZQ0	mboat7
O93430	glra1
F1QPN5	zgc:64101
A2BHF4	si:ch211-238e12.1
F1QGZ6	melk
Q6NWH1	dcaf10
Q5TYW4	nbas
F1QP75	fi40c09
Q7ZU89	arcn1l
Q6PGY9	atx
Q7T2G0	tm4sf12
F1QFX6	ltbp3
Q6P3H7	rbbp4
D6RRB7	MKK7
E7EXP6	zgc:171628
A0A8M9PDX2	lamb2l
Q1LYG2	sierrabraf
Q6NWD4	timm50
B3DIE5	gabrr3a
Q6R005	dlg4
Q1MTC7	mhc2a
Q6DBY5	uevld
Q8AY90	fgf10
A0A0R4IJ49	rps19
Q588C1	dnmt2
Q6L5P4	MRPS33
A9C3T0	wu:fb55f12
Q6P5J2	zgc:77874
F1QML0	inosb
Q6DHI8	zgc:92283
A5WWJ4	matn1
Q5RGY9	cdkn1bl
Q6PH52	trip13
E7F5A4	si:dkey-261m9.12
Q5SPK3	pthlh
Q9PUC4	unp309
Q6NW47	ckap4
Q68EJ8	wu:fb95e09
Q5GIT4	kdr
F1R3W0	taf1b
Q6DH51	pqbp1l
Q7SZR1	tob1
Q7SZ49	sdr16c5
A2CG69	gria3.1
Q7SZS1	sox21a
Q6DG68	wu:fb38h07
Q5U3A5	zgc:92109
Q90YL4	sec61al2
Q5TZ42	si:dkeyp-93h6.2
Q6DI36	zgc:86635
F1Q8X5	fermt2
B0V237	jak3
Q6DHJ8	zgc:92268
Q91392	rarga
D6MUD3	COL11A1b
P51029	wnt8b
E7F5L4	cdk21
A9JT16	wu:fa09c11
B7ZDB5	bgn
Q5U379	smarcb1a
A7IT77	si:dkey-11p23.7
Q8AV68	chrnb3
Q6P0J9	zgc:77184
F1QFG9	sb:eu862
E4W699	oxtr
Q6P0U9	nup42
Q503G5	zgc:110617
Q6PGZ9	zgc:63493
A2BHD8	fc04h11
Q7ZUG0	snrpe
Q6DBR2	zgc:91925
Q5YKG4	gna12
Q08C26	zgc:153732
Q9DGJ3	npc2
F1QEC9	tyrp1a
A5D8S5	sh3rf1
Q6DI22	hadhsc
Q6IQP4	rap1a
F1QD35	wu:fb10c07
Q6DHC7	zgc:92513
Q4KMJ1	chac2
F1QC62	fi26c04
E9QGV7	ehd2a
Q4VBU5	zgc:110005
B0R160	lrwd1
B0R157	zgc:56182
F1QBV5	unm_st43
Q08ES4	btg4
Q71SG7	gcnt4
Q2V6H0	zgc:85821
Q502E4	DKEYP-88A5.2
Q6AZW2	akr1a1a
A5WUT7	wu:fe48f07
Q6P0F0	emc6
E7FF48	SMRT
Q7ZW09	zgc:55429
Q1LYC2	wu:fi04f03
A0A8M9PYB8	mis18a
O73727	ins
Q5BJ11	im:7138539
Q5TLE2	fgf5
Q502I9	fcho2
A0A8N7TD97	tnpo1
Q08C78	wu:fb05d06
Q7T337	cb598
Q6AXL8	zmat5
Q7T2K9	Srfp1a
E9QCW0	tacr1a
F1R3X3	rasa1a
Q1JPY4	tbpl2
Q2VJ87	gjb1a
Q6PSS4	gabarap
Q90ZE2	znf703
Q6P009	zgc:77858
Q502L2	pgam5
Q66L51	coq5
F6P784	zgc:194112
Q6DRK4	zgc:110313
E7F4J7	prkdc
Q6PBY1	rps3a
Q7T3C9	zgc:63961
Q9W7J1	sema3aa
Q4VBI7	stx18
Q6PBN9	gng1
A1L2B7	zgc:158774
Q5DJ14	Drd4c
Q0D289	mosmob
F1QZX8	zgc:101658
Q801V1	fd60g10
Q7ZUG6	fa93d05
Q5XIY6	atp6v1c1b
Q6AXL2	zgc:92739
Q66HV9	lingo1b
Q6TGS6	yars1
F1QRX2	sumo3b
Q9W767	zgc:86655
Q7SYE0	atg13
E7FAN5	wu:fb57c10
Q9I9N5	tradd
Q6P967	zgc:73153
Q6P0I8	exosc6
Q561X0	cnep1r1
Q7SXU7	bat1
Q1LWR1	znrd1
Q8UVY8	c/ebpg
Q8UVZ1	c/ebpa
Q6PFU1	cd81
F1QWI2	itga11
Q6TNS1	PARD6G
Q08BE2	zgc:153888
A0A8M2BHE6	si:dkeyp-92c9.2
Q7ZWB6	txnip
F1QU39	wu:fk66h11
Q5PR67	eif3hb
Q6DBR4	tipin
A8E7L5	si:ch211-122p23.1
E7FDV9	cars
A4VCH4	vps35l
Q9W5Z2	pitx2
E7FDL5	TRPM1b
Q9I8P3	npy
Q568M0	wu:fc47b08
F1QX32	rasal2
F1QX13	C3-3
A0A8M2BK33	si:ch211-247n2.1
Q6IMW6	fd13f08
Q9DDJ0	ube2ib
Q6IMW8	zgc:92371
E7FBK8	fc59b02
Q6DHP1	cldn7a
Q5XJ22	fj61g07
F1QSI9	fc65h12
Q6AZA2	wu:fc01f01
Q9DDE3	ache
F2Z4S3	si:ch211-102c2.6
A5D8S8	hexim1
E7F4Y9	si:ch73-174h16.4
Q802D2	zgc:55690
Q6ZM12	OTTDARP00000002003
Q9I8K8	s1pr2
Q1LYS1	fj37c11
Q6V7J8	zgc:73074
Q6P041	zgc:77708
Q7SYD0	cbr1
A8E7F4	hlazel
Q535D9	admr
Q6DGS5	zgc:92790
B0S6H4	fj47d05
Q6PBW3	fa92e08
Q5U373	fc52g02
Q803Q8	ccnt2
Q6DGM9	zgc:92850
E7F244	si:ch211-114n24.6
Q6NWH3	zgc:85715
Q7ZW16	rnf41
Q5U385	tbpl1
Q6PC90	fa95a02
B8A458	cb1027
E7F349	bms1l
Q6IMW9	zgc:92379
Q78AP9	arf3
Q7ZZA3	si:dz202l16.2
Q6P026	banf1
Q6P3H9	zgc:55813
F1Q5A9	UFD2
Q6DRD2	wu:fc85c10
Q5SNY2	papolb
Q802W2	aldh9a1b
P79729	dhh
A9JT04	zgc:110199
F1QAZ5	wu:fd13g07
Q7SX94	zgc:66282
Q8AV10	SDF-1
Q58EF9	zgc:110847
Q6P0E5	ddrgk1
B0S5D8	pcca
Q9DE40	hm:zeh0655
Q504I6	ik:tdsubc_2g1
B8JLL8	zgc:103583
E7F888	arid5b
B0S525	igfbp5
Q9W7E7	smad5
Q6PBJ6	zgc:73375
Q7ZVG7	fb60h05
Q7SZQ8	ptges3
Q6DEI6	mip1
Q58E00	Dpf2
Q1XHK0	fb13f09
Q561Y0	dnaaf10
Q8QHL5	phc2
Q5G872	scube2
Q6PH70	kdelr2l
E7F6Z4	fbxl3l
Q08C81	med19a
F2Z4U5	zgc:56197
Q5RKN3	med28
P26632	egr1
Q5XJJ5	zgc:101880
Q501W9	zgc:112501
A0A8M1N7Q2	IL10R2
Q08CA5	fc64g03
Q803C3	hdac3
B8JKC1	MCM3
Q503D6	ccnq
Q6IQ64	stnnc
P51046	mtnr1aa
F1RCA6	st3Gal-V
A0A8M2B975	ube1
Q68EL0	zgc:100881
Q6DRI4	polr1d
Q1RLX4	trappc11
Q6NW76	aurkb
Q6P0R9	wu:fb94g06
Q7ZTY6	ints15
Q6DG81	zgc:91903
Q6PBN5	aup1
P83751	actb
P83750	actb
Q7ZVI7	actba
Q7ZVF9	actbb
Q6PBH5	ndufa4
Q7SYB3	rybpa
A0A2R8Q6G5	wu:fa04c03
Q3YL68	b4galt5
Q6DGU0	zgc:92774
F6P873	atp5j2
Q7SYM1	wu:fi75f05
Q6DGB3	zgc:100889
B6V3E2	wnt9b
Q5PNM7	si:dkey-204f11.61
Q5BJ19	nmrk1
B3DH98	LOC568402
A0A8M9QA60	itga3a
Q6DH00	zgc:92704
Q6DRE8	snrp70
Q1RM55	pih1d1
Q5XJS5	thoc6
F1R0M4	zgc:56390
P35621	dvr1
Q6NW90	Tubb5
Q6PEH8	med25
F1RBL6	cyth4a
A7YE96	ift70a
A4FUL3	im:7137515
Q6NY88	chmp3
A9JRZ0	smurf2
F1Q5L6	wu:fa56a07
Q3B7R0	fb80h03
Q6NYD1	romo1
Q6DEF9	SOCS1
Q7ZUK9	fb23h08
A3QJZ0	si:dkeyp-84g1.5
F1QYK9	zgc:103467
Q0H2G3	RALDH3
A7MBV8	atf4b2
B8JMH0	iba57
Q5BLF6	zgc:110736
Q1JQ34	ghl
O73791	tek
Q7T3J0	hes5
P79737	nras
Q4V8R6	e4f1
E7FE54	si:ch73-49o8.1
Q6DBV4	phospho1
Q5XJD1	zgc:103425
Q6NY52	thoc5
B0UXH0	si:ch211-224m9.5
B0S5G4	zgc:92393
Q6PC60	hist2h2l
Q9I9N6	pycard
Q90259	ascl1a
B0UYH6	rpap2
Q6DH30	zgc:92668
F1QNI8	si:zfos-1505d6.3
Q498P2	mrps35
F1QZ15	tprkb
F1QZ04	si:zfos-226g1.1
Q6GQN0	cep41
Q568H8	polr2h
B0S6V7	wu:fb65b05
Q6PFM9	wdr48
Q7T2F4	CH211-281O21.3
Q4KME6	gigyf2
Q6NYV3	zgc:65861
Q6ZM23	si:ch211-239j9.2
Q6P978	elovl4
Q6IVV7	MGC35261l
Q566Y8	magoh
B8A5T6	wu:fc49c05
Q9PWC2	nacre
Q6DHP7	zgc:92185
Q6DGZ5	zgc:92709
B8A5H6	cb370
Q503K9	s100z
Q68EI2	zgc:91986
B0S7C3	Tcfubf
Q9DFS2	klf4
E9QC58	fc33f09
Q6DRD4	cenpl
A5WUE8	E2F4
Q6DHG0	setd7
Q6DH47	zgc:92650
Q568D5	babam2
Q90419	shhb
E7F136	trim59
B0V0X0	msl2s
B6E506	drd1
Q4V920	pacsin1b
Q9I903	icat
Q7T1K1	traf4
F6NVK8	cul3
Q503C4	csnk1g2
E7F518	egln1a
F1QJL7	zgc:100969
Q0V967	fbxo5
Q7ZVG8	stk25
B3DIV9	klhl40a
Q5CZR5	aep1
Q9W722	tef
B8A6D9	cdkn3
Q2Q551	zgc:91982
Q803M7	wu:fb09c07
E7FAH9	arhgef4
Q08CD8	zgc:153231
E7FAH6	mhc1uma
Q561X4	zgc:110552
A8E5G1	anx2b
Q6DHU4	prpf38a
F1Q5Y4	st6galnac5a
Q8JHW2	thbs3a
Q6PH54	ARG2
Q7SY45	zgc:63525
B8A4X3	zgc:103575
F1QRC8	CHUNP6903
Q6DHF9	six1a
Q701R2	st6gal2
Q6DHG8	ska1
Q7SXR2	dnajb12
E7FC21	fc36f11
R4GDR2	im:7148817
B8JHS2	ZFOR2
Q6DGR5	zgc:92802
B0UXN0	fk65c10
E7FAZ2	git1
Q58ED9	naa20
A8HAJ8	si:ch211-188c16.3
Q7T2P8	pyk2
Q8AW82	pa2g4
Q805B2	fgf8b
Q5SPD5	tsta3
Q6DC41	wu:fe16c04
Q5U3I0	samm50b
Q6DH29	zgc:92670
Q1LVE4	wu:fb12d05
Q5XJ39	hm:zeh1186
Q7SXY4	dync2li1
Q7T3E0	wdr68
Q7ZWB7	bbs5
Q6TH03	xx:tdsubc_2c12
F1R4Z8	gstal
F1Q5F5	lifr.b
Q6DEG4	lamtor2
Q6DGS0	zgc:92795
F1R3F7	fa14h03
Q4VBJ4	zgc:112267
Q5MJ86	gapdh-2
Q8JHV6	lamb4
A0JPF6	fam46b
Q7T377	zgc:64050
E9QD93	gzma
E7F4T8	ph1
A8E6E2	ifn2
Q5PR93	zgc:101872
Q802C7	tardbp
Q6NZV2	cb1025
Q5PQY5	cb147
Q5R328	rspo3
F1R6C4	wu:fb82g12
Q9YI01	gbp
Q49GP3	pi4kb
Q4VBR8	psma2
F1R4T3	FOG-A
E7F1F7	fosaa
Q7ZUQ1	Cdc42
Q6NUZ3	nsap1
E7F084	kif13bb
B8JHR9	cb273
Q9DDD7	sox19b
Q802C9	eif4a1
Q7ZWB4	ARL6IP
Q6P102	hm:zehn0976
O42364	apoeb
Q5I2W8	nbn
Q1L8I4	kcnj1
P0C7U5	c5ar1
Q6DGH3	zgc:92922
F1QS85	fc10d08
Q6P3J7	ehd2
A2RUX1	arhgef1
A6H8I0	usp22
Q567V5	im:6908977
Q7SZQ4	zgc:66022
Q1LVK2	zgc:103515
Q6P0T0	ndufs8
F1QUD7	NSMase
Q503N2	spc24
E7F6G2	csgalnact1a
Q6DBS3	wu:fd19a12
Q5CB02	si:dkey-22o20.1
Q4VBU0	wu:fd20d04
Q6P2T4	zgc:56502
F1QSV1	si:ch73-352p4.8
A2RUX8	zgc:158347
Q568F1	sb:cb574
F1Q6J9	fk71b09
Q8JIY8	nifk
Q1RLV7	zgc:136790
Q5U3N0	plekha8
Q7ZVR1	wdr75
E7F602	fc22c09
B0S7E0	actbetaB
Q6DC92	zgc:100801
Q1LUW2	ncf4
Q6DH87	fundc1
Q90WY4	adra2a
Q1L8Y7	shoc2
Q5CZW2	im:6911242
Q6P0V0	zgc:77712
Q6PFS5	kdelr3
Q7ZUX1	polr3c
Q801F7	wnt10b
Q1LWJ1	zgc:77182
Q24JV1	zgc:136952
Q4V9B6	fj55h11
Q6DH82	wu:fj43a09
Q90XG0	tpi1b
F1R879	gemin7
B0S6Z8	im:6911675
P47805	mid1ip1a
A4VAK4	hsp1
Q7SYK7	got2a
Q1LWF1	im:7143625
F1R540	rtn1
Q1LX78	cftr
Q6P0U6	dnajc3
Q68EI0	wdr18
Q92048	wnt2
Q8QGW4	rapsyn
A8WGC6	atp5b
Q7ZVH1	paqr5a
Q6DGA3	ramp1
Q7ZW95	zgc:56659
F1R8S0	fb26e10
F1R789	cetn4
Q6Q419	zgc:113935
Q7T3H7	med18
Q5CZV1	zgc:113342
F1R5N2	mia3
Q567W4	zgc:110709
Q567Y4	wu:fb10b03
Q2HPG0	Lgi3
Q6PBQ2	chmp7
Q499B3	kansl3
Q6GQL6	wu:fc38g10
A0A0A0MPH9	si:ch211-57i17.5
Q7ZVM9	rmi1
Q6NWI7	TMP21
Q6NXC7	zgc:77512
Q5TYR1	wu:fb38e12
F1R9A7	atp6ap1a
Q3B7P7	wu:fa91f08
F1R8L8	si:ch211-215j19.10
Q5U3E1	wu:fi15h09
E7F4U5	pip5k1ca
F1R7R1	smg5
Q4L216	fa18f02
Q561X3	med4
Q5XJ92	zgc:103520
Q4JNX5	foxp2
Q7ZVQ9	zgc:136730
Q66I85	yju2b
Q6XFR2	fj41h10
F1R5K5	wu:fi06b02
P60622	zfpm1
Q6DH44	wdr83
Q98TT6	eif4ebp3l
Q98SP7	bbs2
O42248	gnb2l1
Q4VBT5	mkrn1
Q2TTK0	si:ch211-214g8.2
Q2PGD2	bhlhb3l
Q1LXR3	rrbp1
Q6PHG0	fe38f01
F1QW15	cep85l
Q6P0D3	arpc5l
Q32LU1	rhot2
Q7T2D7	cx32.3
Q5TYN8	cx28.1
Q5TYN9	cx28.9
O57474	gja1
Q5TYQ0	ccl2
Q58ER0	rnpc2l
Q5RHH4	ift172
F1QS94	si:dkey-221h15.4
Q6PBV8	hsbp1
Q9PTF7	CXCR4
Q6IQ86	brk1
Q5TKT0	f3
F1QVU0	ltk
Q32LR5	im:6907446
Q503Z1	fc85b02
Q5XJC2	zgc:103443
Q6PUF3	hsd11b1l
Q5TYP5	pou3
E5DV48	si:ch211-260g14.4
Q1JPV2	foxl2-1
F1QRC1	drc1
Q5SP90	smek1
Q9W686	sema3ab
F1QQ79	fk48e08
Q2HXK8	fgf16
Q7T316	tmem231
F1QFF1	zgc:101053
Q6DBT9	zgc:91878
Q6P5M5	DKEY-238C7.11
A3KQA5	cimap1b
Q4VBS8	zgc:110436
E7EZ94	cb870
Q568H3	mad2l2
A5PL98	sdhb
Q5SPG8	acot20
Q90WX5	gnat2
Q6IQR3	actc1l
Q7ZUM0	ywhaq
Q503Z0	zgc:110003
Q6RKB0	cacna1s
Q0P3Z4	CH1073-380L12.2
A0A8M2BIF4	zgc:123246
Q9PUR2	cryab
Q1JPY5	cyp51
Q7SXL7	wtap
Q6P980	cb463
Q1LXI7	etID35223.22
Q8AYE3	wu:fb18f10
Q5U3U6	bora
Q9DDK4	s1pr1
Q503F4	cx33.8
Q9DDT5	supt5h
B0S6A6	gfra2
Q68EH9	crbn
Q567Y3	fb51b08
Q66HW0	zgc:92337
Q7SXE9	zgc:66391
Q7T1S3	yy1
Q05159	egr2b
Q9DGI4	cb714
Q6R5J1	disp2
F1QC01	IP3K
Q6TGV7	abracl
B0S521	si:ch211-222f23.6
F1QBP9	NTHL1
Q6DBW2	fb53g01
Q6PC69	rpl10a
Q56A36	hsh2d
Q6DG05	zgc:91970
Q9I918	gpr173
Q5YB40	mfng
Q5RI33	ctgf
Q5TZ80	hook1
Q68IN2	gdf8l
Q6DGJ0	cb995
Q503Q6	zgc:110316
Q5TZ75	cyp2j24
Q5TZ86	cyp2j23
F1RC32	fi35f06
A8E7H5	si:ch211-233a1.7
Q7SYK1	qtrt1
Q90XR9	fb16e12
Q7ZT18	pomc
Q9W720	ucp2
Q6PC13	phb2
Q6DBW5	zgc:101136
A5HAK1	si:ch211-139g14.6
F1RDG4	si:dkey-222f2.1
F1R3V2	mgmt
A4FUM4	dZ63M10.1
Q0IIQ6	zgc:152755
Q3B736	atg101
B0S5A8	siat7E
Q7ZUC4	ccdc6
Q1LVP6	abraxas1
B3DIJ2	npyrya
Q502H4	dph3
Q4V9A1	zgc:92024
Q7T334	zgc:64133
A4IG54	cxcr7b
Q6PC80	chunp6933
Q5XJ10	gapdh
Q5TZ59	kcnk3
Q1LYN0	im:6897973
F1R983	rbbp8
Q7ZUK1	zgc:55886
F1R966	cb1033
Q6IQI6	zgc:86748
Q5TZD0	fc14c11
Q6NZT5	fj36h07
Q6IQ72	wu:fj14c10
F1R904	gcsfr
F1R8Z0	gadd45al
Q5RKQ0	bcas2
Q6DHP4	hi3634
Q502B2	zgc:112358
Q90Y50	cxadr
F1RA98	im:7142593
Q6PBM1	glrx5
Q567A1	zgc:112197
Q6DRM4	parva
Q6NUZ6	zgc:85723
Q7ZU79	cdc45l
Q7ZW86	cwc27
Q6P0H6	cops4
E9QIC1	zgc:55853
Q5P991	si:ch211-51n14.2
Q6PC37	nme2l
O73872	sod1
E7FAK0	si:ch211-113a14.24
Q499A1	zgc:110391
Q6GQM3	psma6b
Q568N4	timm10b
Q5TZ15	si:dkey-77b17.2
E7F9I6	LOC100333270
Q5TKT4	IL-17_1
Q5TKT3	IL-17_2
Q6P0C5	bxdc1
Q803E5	etf1
A0A8M2B209	epb49
F1QWZ8	LOC571410
Q1LYB7	rpl13a
Q6DGI6	zgc:92903
F1QUQ0	si:ch211-214p16.3
Q1LV50	cenpp
E4W698	oxtrl
Q6DHM2	zgc:92228
A4QN62	glt8d4
Q90WX6	fk56e06
Q7SZR5	sumo1
Q6YBR5	ngf
Q7T351	wu:fc92c07
Q52PJ5	dpysl3
F1QBQ4	wu:fa03b04
F1QAK5	im:7162273
Q90YM8	cyfip1
Q7SYL3	siah2l
A0A8M2BHN3	zgc:92260
F1QHZ6	dnai4
E7F2T0	crocc2
Q6PBT7	dnajc19
A2BIB3	si:dkey-273o13.5
A2BIB1	fb18a08
F1QFS9	usp13
Q7ZVH3	zgc:56013
F1QDF0	wu:fi34h02
F1QK50	siat1
E7F1N1	kcnj3b
Q6PC33	camk1g
E7F118	abcc6a
B8A4C9	fb51d07
Q6IMW5	zgc:92421
Q567D5	zgc:112141
Q1JPU9	zgc:136560
F1Q4P4	polq
Q6ZM98	GUCA1D
B5DDZ2	dbf4
Q803M0	ppp1r3b
Q5NJJ5	im:7137546
Q5Y835	cGnRH-II
A9ULR9	kctd13
Q90270	pou5f1
Q24JW8	zgc:136643
Q7SXE8	cdk9
Q58EN8	vps33b
Q4JLT0	wnt7a
Q7T369	wbp2
A0MGZ7	hs6st3b
F1QGX0	itgb6
Q8AYN0	opn1lw2
Q9W6A7	opn1lw1
Q8JFP9	gdf11
E7F7U9	kpna6
Q6DBS5	dhrs3
Q6P972	zgc:73108
