protein_1_locus	protein_1_name	protein_2_locus	protein_2_name	evidence	source
BSU_01040	RplJ	BSU_28850	RplT	experimental	string-db
BSU_01040	RplJ	BSU_01410	RpsM	experimental	string-db
BSU_01040	RplJ	BSU_01290	RpsNA	experimental	string-db
BSU_01040	RplJ	BSU_15640	YloA	experimental	string-db
BSU_01040	RplJ	BSU_01220	RpsC	experimental	string-db
BSU_01040	RplJ	BSU_01240	RpmC	experimental	string-db
BSU_01040	RplJ	BSU_01230	RplP	experimental	string-db
BSU_01040	RplJ	BSU_28860	RpmI	experimental	string-db
BSU_01040	RplJ	BSU_01350	RplO	experimental	string-db
BSU_01040	RplJ	BSU_01100	RpsL	experimental	string-db
BSU_01040	RplJ	BSU_01160	RplC	experimental	string-db
BSU_01040	RplJ	BSU_01310	RplF	experimental	string-db
BSU_01040	RplJ	BSU_01170	RplD	experimental	string-db
BSU_01040	RplJ	BSU_01320	RplR	experimental	string-db
BSU_01040	RplJ	BSU_24900	RpmGA	experimental	string-db
BSU_01040	RplJ	BSU_23880	MifM	experimental	string-db
BSU_01040	RplJ	BSU_16680	RpsO	experimental	string-db
BSU_01040	RplJ	BSU_01180	RplW	experimental	string-db
BSU_01040	RplJ	BSU_01300	RpsH	experimental	string-db
BSU_01040	RplJ	BSU_41060	RpmH	experimental	string-db
BSU_01040	RplJ	BSU_15080	RpmF	experimental	string-db
BSU_01040	RplJ	BSU_01500	RpsI	experimental	string-db
BSU_01040	RplJ	BSU_28190	YsxC	experimental	string-db
BSU_01040	RplJ	BSU_29740	CcpA	experimental	string-db
BSU_01040	RplJ	BSU_35310	Hpf	experimental	string-db
BSU_01040	RplJ	BSU_40910	RpsF	experimental	string-db
BSU_01040	RplJ	BSU_27940	RpmA	experimental	string-db
BSU_01040	RplJ	BSU_16040	RplS	experimental	string-db
BSU_01040	RplJ	BSU_01280	RplE	experimental	string-db
BSU_01040	RplJ	BSU_15990	RpsP	experimental	string-db
BSU_01040	RplJ	BSU_40890	RpsR	experimental	string-db
BSU_01040	RplJ	BSU_15980	Ffh	experimental	string-db
BSU_01040	RplJ	BSU_01270	RplX	experimental	string-db
BSU_01050	RplL	BSU_29740	CcpA	experimental	string-db
BSU_01050	RplL	BSU_28190	YsxC	experimental	string-db
BSU_01070	RpoB	BSU_11500	SpxA	experimental	string-db
BSU_01070	RpoB	BSU_34360	EpsB	experimental	string-db
BSU_01070	RpoB	BSU_24020	BmrR	experimental	string-db
BSU_01070	RpoB	BSU_25200	SigA	experimental	string-db
BSU_01070	RpoB	BSU_06610	PcrA	experimental	string-db
BSU_01070	RpoB	BSU_27120	SigV	experimental	string-db
BSU_01070	RpoB	BSU_01130	TufA	textmined	string-db
BSU_01070	RpoB	BSU_33230	SigO	experimental	string-db
BSU_01070	RpoB	BSU_36240	YwqE	experimental	string-db
BSU_01070	RpoB	BSU_06030	GroEL	textmined	string-db
BSU_01070	RpoB	BSU_33450	HelD	experimental	string-db
BSU_01070	RpoB	BSU_15690	RpoZ	experimental	string-db
BSU_01070	RpoB	BSU_14540	RnpZA	experimental	string-db
BSU_01070	RpoB	BSU_37160	RpoE	experimental	string-db
BSU_01070	RpoB	BSU_25470	DnaK	textmined	string-db
BSU_01070	RpoB	BSU_04730	SigB	experimental	string-db
BSU_01070	RpoB	BSU_00660	YabT	experimental	string-db
BSU_01070	RpoB	BSU_13450	SigI	experimental	string-db
BSU_01070	RpoB	BSU_29740	CcpA	experimental	string-db
BSU_01070	RpoB	BSU_08970	PrkA	textmined	string-db
BSU_01070	RpoB	BSU_01430	RpoA	experimental	string-db
BSU_01070	RpoB	BSU_01080	RpoC	experimental	string-db
BSU_01080	RpoC	BSU_11500	SpxA	experimental	string-db
BSU_01080	RpoC	BSU_33450	HelD	experimental	string-db
BSU_01080	RpoC	BSU_15690	RpoZ	experimental	string-db
BSU_01080	RpoC	BSU_14540	RnpZA	experimental	string-db
BSU_01080	RpoC	BSU_24020	BmrR	experimental	string-db
BSU_01080	RpoC	BSU_01070	RpoB	experimental	string-db
BSU_01080	RpoC	BSU_25200	SigA	experimental	string-db
BSU_01080	RpoC	BSU_37160	RpoE	experimental	string-db
BSU_01080	RpoC	BSU_29740	CcpA	experimental	string-db
BSU_01080	RpoC	BSU_04730	SigB	textmined	string-db
BSU_01080	RpoC	BSU_33222	RsoA	experimental	string-db
BSU_01080	RpoC	BSU_25210	DnaG	experimental	string-db
BSU_01080	RpoC	BSU_01430	RpoA	experimental	string-db
BSU_01080	RpoC	BSU_33230	SigO	experimental	string-db
BSU_01080	RpoC	BSU_01130	TufA	textmined	string-db
BSU_01100	RpsL	BSU_01270	RplX	experimental	string-db
BSU_01100	RpsL	BSU_15980	Ffh	experimental	string-db
BSU_01100	RpsL	BSU_15990	RpsP	experimental	string-db
BSU_01100	RpsL	BSU_40890	RpsR	experimental	string-db
BSU_01100	RpsL	BSU_25410	RpsU	experimental	string-db
BSU_01100	RpsL	BSU_01280	RplE	experimental	string-db
BSU_01100	RpsL	BSU_16040	RplS	experimental	string-db
BSU_01100	RpsL	BSU_27940	RpmA	experimental	string-db
BSU_01100	RpsL	BSU_40910	RpsF	experimental	string-db
BSU_01100	RpsL	BSU_35310	Hpf	experimental	string-db
BSU_01100	RpsL	BSU_01500	RpsI	experimental	string-db
BSU_01100	RpsL	BSU_15080	RpmF	experimental	string-db
BSU_01100	RpsL	BSU_41060	RpmH	experimental	string-db
BSU_01100	RpsL	BSU_01300	RpsH	experimental	string-db
BSU_01100	RpsL	BSU_01180	RplW	experimental	string-db
BSU_01100	RpsL	BSU_01040	RplJ	experimental	string-db
BSU_01100	RpsL	BSU_16680	RpsO	experimental	string-db
BSU_01100	RpsL	BSU_23880	MifM	experimental	string-db
BSU_01100	RpsL	BSU_01320	RplR	experimental	string-db
BSU_01100	RpsL	BSU_24900	RpmGA	experimental	string-db
BSU_01100	RpsL	BSU_01170	RplD	experimental	string-db
BSU_01100	RpsL	BSU_01310	RplF	experimental	string-db
BSU_01100	RpsL	BSU_01160	RplC	experimental	string-db
BSU_01100	RpsL	BSU_01350	RplO	experimental	string-db
BSU_01100	RpsL	BSU_01230	RplP	experimental	string-db
BSU_01100	RpsL	BSU_28860	RpmI	experimental	string-db
BSU_01100	RpsL	BSU_01240	RpmC	experimental	string-db
BSU_01100	RpsL	BSU_01220	RpsC	experimental	string-db
BSU_01100	RpsL	BSU_01290	RpsNA	experimental	string-db
BSU_01100	RpsL	BSU_01410	RpsM	experimental	string-db
BSU_01100	RpsL	BSU_28850	RplT	experimental	string-db
BSU_01100	RpsL	BSU_01440	RplQ	experimental	string-db
BSU_01100	RpsL	BSU_01030	RplA	experimental	string-db
BSU_01100	RpsL	BSU_37070	RpmEA	experimental	string-db
BSU_01100	RpsL	BSU_29660	RpsD	experimental	string-db
BSU_01100	RpsL	BSU_01150	RpsJ	experimental	string-db
BSU_01100	RpsL	BSU_01400	RpmJ	experimental	string-db
BSU_01100	RpsL	BSU_01200	RpsS	experimental	string-db
BSU_01100	RpsL	BSU_01420	RpsK	experimental	string-db
BSU_01100	RpsL	BSU_05610	VmlR	experimental	string-db
BSU_01100	RpsL	BSU_25550	RpsT	experimental	string-db
BSU_01100	RpsL	BSU_28580	MutSB	experimental	string-db
BSU_01100	RpsL	BSU_01020	RplK	experimental	string-db
BSU_01100	RpsL	BSU_01210	RplV	experimental	string-db
BSU_01100	RpsL	BSU_27600	Rsh	experimental	string-db
BSU_01100	RpsL	BSU_01190	RplB	experimental	string-db
BSU_01100	RpsL	BSU_16490	RpsB	experimental	string-db
BSU_01100	RpsL	BSU_01340	RpmD	experimental	string-db
BSU_01100	RpsL	BSU_01260	RplNA	experimental	string-db
BSU_01100	RpsL	BSU_01490	RplM	experimental	string-db
BSU_01100	RpsL	BSU_27960	RplU	experimental	string-db
BSU_01100	RpsL	BSU_40500	RplI	experimental	string-db
BSU_01100	RpsL	BSU_15820	RpmB	experimental	string-db
BSU_01100	RpsL	BSU_01250	RpsQ	experimental	string-db
BSU_01100	RpsL	BSU_01110	RpsG	experimental	string-db
BSU_01100	RpsL	BSU_01330	RpsE	experimental	string-db
BSU_01110	RpsG	BSU_01210	RplV	experimental	string-db
BSU_01110	RpsG	BSU_27600	Rsh	experimental	string-db
BSU_01110	RpsG	BSU_25550	RpsT	experimental	string-db
BSU_01110	RpsG	BSU_28580	MutSB	experimental	string-db
BSU_01110	RpsG	BSU_01020	RplK	experimental	string-db
BSU_01110	RpsG	BSU_22880	RpfA	database	string-db
BSU_01110	RpsG	BSU_16490	RpsB	experimental	string-db
BSU_01110	RpsG	BSU_01340	RpmD	experimental	string-db
BSU_01110	RpsG	BSU_01190	RplB	experimental	string-db
BSU_01110	RpsG	BSU_01420	RpsK	experimental	string-db
BSU_01110	RpsG	BSU_05610	VmlR	experimental	string-db
BSU_01110	RpsG	BSU_01200	RpsS	experimental	string-db
BSU_01110	RpsG	BSU_01250	RpsQ	experimental	string-db
BSU_01110	RpsG	BSU_00630	YabR	database	string-db
BSU_01110	RpsG	BSU_01330	RpsE	experimental	string-db
BSU_01110	RpsG	BSU_40500	RplI	experimental	string-db
BSU_01110	RpsG	BSU_01260	RplNA	experimental	string-db
BSU_01110	RpsG	BSU_01490	RplM	experimental	string-db
BSU_01110	RpsG	BSU_27960	RplU	experimental	string-db
BSU_01110	RpsG	BSU_15820	RpmB	experimental	string-db
BSU_01110	RpsG	BSU_15080	RpmF	experimental	string-db
BSU_01110	RpsG	BSU_41060	RpmH	experimental	string-db
BSU_01110	RpsG	BSU_01300	RpsH	experimental	string-db
BSU_01110	RpsG	BSU_40910	RpsF	experimental	string-db
BSU_01110	RpsG	BSU_35310	Hpf	experimental	string-db
BSU_01110	RpsG	BSU_01500	RpsI	experimental	string-db
BSU_01110	RpsG	BSU_23880	MifM	experimental	string-db
BSU_01110	RpsG	BSU_24900	RpmGA	experimental	string-db
BSU_01110	RpsG	BSU_01320	RplR	experimental	string-db
BSU_01110	RpsG	BSU_01170	RplD	experimental	string-db
BSU_01110	RpsG	BSU_01040	RplJ	experimental	string-db
BSU_01110	RpsG	BSU_01180	RplW	experimental	string-db
BSU_01110	RpsG	BSU_16680	RpsO	experimental	string-db
BSU_01110	RpsG	BSU_40890	RpsR	experimental	string-db
BSU_01110	RpsG	BSU_15990	RpsP	experimental	string-db
BSU_01110	RpsG	BSU_01270	RplX	experimental	string-db
BSU_01110	RpsG	BSU_15980	Ffh	experimental	string-db
BSU_01110	RpsG	BSU_16040	RplS	experimental	string-db
BSU_01110	RpsG	BSU_01280	RplE	experimental	string-db
BSU_01110	RpsG	BSU_27940	RpmA	experimental	string-db
BSU_01110	RpsG	BSU_25410	RpsU	experimental	string-db
BSU_01110	RpsG	BSU_28850	RplT	experimental	string-db
BSU_01110	RpsG	BSU_01440	RplQ	experimental	string-db
BSU_01110	RpsG	BSU_01030	RplA	experimental	string-db
BSU_01110	RpsG	BSU_37070	RpmEA	experimental	string-db
BSU_01110	RpsG	BSU_01410	RpsM	experimental	string-db
BSU_01110	RpsG	BSU_29660	RpsD	experimental	string-db
BSU_01110	RpsG	BSU_01150	RpsJ	experimental	string-db
BSU_01110	RpsG	BSU_01400	RpmJ	experimental	string-db
BSU_01110	RpsG	BSU_01160	RplC	experimental	string-db
BSU_01110	RpsG	BSU_01100	RpsL	experimental	string-db
BSU_01110	RpsG	BSU_01350	RplO	experimental	string-db
BSU_01110	RpsG	BSU_01310	RplF	experimental	string-db
BSU_01110	RpsG	BSU_28860	RpmI	experimental	string-db
BSU_01110	RpsG	BSU_01230	RplP	experimental	string-db
BSU_01110	RpsG	BSU_01240	RpmC	experimental	string-db
BSU_01110	RpsG	BSU_01220	RpsC	experimental	string-db
BSU_01110	RpsG	BSU_01290	RpsNA	experimental	string-db
BSU_01120	FusA	BSU_08970	PrkA	textmined	string-db
BSU_01120	FusA	BSU_29740	CcpA	experimental	string-db
BSU_01120	FusA	BSU_40440	DnaC	experimental	string-db
BSU_01120	FusA	BSU_16520	Frr	textmined	string-db
BSU_01120	FusA	BSU_15280	FtsA	experimental	string-db
BSU_01120	FusA	BSU_19400	SodC	experimental	string-db
BSU_01130	TufA	BSU_16500	Tsf	experimental	string-db
BSU_01130	TufA	BSU_00370	AbrB	textmined	string-db
BSU_01130	TufA	BSU_22880	RpfA	textmined	string-db
BSU_01130	TufA	BSU_16490	RpsB	experimental	string-db
BSU_01130	TufA	BSU_28030	MreB	experimental	string-db
BSU_01130	TufA	BSU_15280	FtsA	experimental	string-db
BSU_01130	TufA	BSU_33600	SmpB	textmined	string-db
BSU_01130	TufA	BSU_40440	DnaC	experimental	string-db
BSU_01130	TufA	BSU_01070	RpoB	textmined	string-db
BSU_01130	TufA	BSU_00710	HslO	textmined	string-db
BSU_01130	TufA	BSU_29740	CcpA	experimental	string-db
BSU_01130	TufA	BSU_28190	YsxC	textmined	string-db
BSU_01130	TufA	BSU_01080	RpoC	textmined	string-db
BSU_01130	TufA	BSU_36410	Mbl	experimental	string-db
BSU_01150	RpsJ	BSU_29660	RpsD	experimental	string-db
BSU_01150	RpsJ	BSU_01400	RpmJ	experimental	string-db
BSU_01150	RpsJ	BSU_01440	RplQ	experimental	string-db
BSU_01150	RpsJ	BSU_01030	RplA	experimental	string-db
BSU_01150	RpsJ	BSU_01240	RpmC	experimental	string-db
BSU_01150	RpsJ	BSU_01160	RplC	experimental	string-db
BSU_01150	RpsJ	BSU_01350	RplO	experimental	string-db
BSU_01150	RpsJ	BSU_01310	RplF	experimental	string-db
BSU_01150	RpsJ	BSU_23880	MifM	experimental	string-db
BSU_01150	RpsJ	BSU_24900	RpmGA	experimental	string-db
BSU_01150	RpsJ	BSU_01180	RplW	experimental	string-db
BSU_01150	RpsJ	BSU_35310	Hpf	experimental	string-db
BSU_01150	RpsJ	BSU_01500	RpsI	experimental	string-db
BSU_01150	RpsJ	BSU_16040	RplS	experimental	string-db
BSU_01150	RpsJ	BSU_27940	RpmA	experimental	string-db
BSU_01150	RpsJ	BSU_25410	RpsU	experimental	string-db
BSU_01150	RpsJ	BSU_01330	RpsE	experimental	string-db
BSU_01150	RpsJ	BSU_01250	RpsQ	experimental	string-db
BSU_01150	RpsJ	BSU_01110	RpsG	experimental	string-db
BSU_01150	RpsJ	BSU_01260	RplNA	experimental	string-db
BSU_01150	RpsJ	BSU_01490	RplM	experimental	string-db
BSU_01150	RpsJ	BSU_16490	RpsB	experimental	string-db
BSU_01150	RpsJ	BSU_01190	RplB	experimental	string-db
BSU_01150	RpsJ	BSU_01210	RplV	experimental	string-db
BSU_01150	RpsJ	BSU_25550	RpsT	experimental	string-db
BSU_01150	RpsJ	BSU_01200	RpsS	experimental	string-db
BSU_01150	RpsJ	BSU_28850	RplT	experimental	string-db
BSU_01150	RpsJ	BSU_37070	RpmEA	experimental	string-db
BSU_01150	RpsJ	BSU_01410	RpsM	experimental	string-db
BSU_01150	RpsJ	BSU_01230	RplP	experimental	string-db
BSU_01150	RpsJ	BSU_28860	RpmI	experimental	string-db
BSU_01150	RpsJ	BSU_01290	RpsNA	experimental	string-db
BSU_01150	RpsJ	BSU_01220	RpsC	experimental	string-db
BSU_01150	RpsJ	BSU_01100	RpsL	experimental	string-db
BSU_01150	RpsJ	BSU_01320	RplR	experimental	string-db
BSU_01150	RpsJ	BSU_01170	RplD	experimental	string-db
BSU_01150	RpsJ	BSU_01040	RplJ	experimental	string-db
BSU_01150	RpsJ	BSU_16680	RpsO	experimental	string-db
BSU_01150	RpsJ	BSU_15080	RpmF	experimental	string-db
BSU_01150	RpsJ	BSU_01300	RpsH	experimental	string-db
BSU_01150	RpsJ	BSU_41060	RpmH	experimental	string-db
BSU_01150	RpsJ	BSU_40910	RpsF	experimental	string-db
BSU_01150	RpsJ	BSU_29740	CcpA	experimental	string-db
BSU_01150	RpsJ	BSU_01280	RplE	experimental	string-db
BSU_01150	RpsJ	BSU_15990	RpsP	experimental	string-db
BSU_01150	RpsJ	BSU_40890	RpsR	experimental	string-db
BSU_01150	RpsJ	BSU_01270	RplX	experimental	string-db
BSU_01150	RpsJ	BSU_15980	Ffh	experimental	string-db
BSU_01150	RpsJ	BSU_15820	RpmB	experimental	string-db
BSU_01150	RpsJ	BSU_40500	RplI	experimental	string-db
BSU_01150	RpsJ	BSU_27960	RplU	experimental	string-db
BSU_01150	RpsJ	BSU_01340	RpmD	experimental	string-db
BSU_01150	RpsJ	BSU_27600	Rsh	experimental	string-db
BSU_01150	RpsJ	BSU_01020	RplK	experimental	string-db
BSU_01150	RpsJ	BSU_28580	MutSB	experimental	string-db
BSU_01150	RpsJ	BSU_01420	RpsK	experimental	string-db
BSU_01150	RpsJ	BSU_05610	VmlR	experimental	string-db
BSU_01160	RplC	BSU_01200	RpsS	experimental	string-db
BSU_01160	RplC	BSU_01420	RpsK	experimental	string-db
BSU_01160	RplC	BSU_05610	VmlR	experimental	string-db
BSU_01160	RplC	BSU_01190	RplB	experimental	string-db
BSU_01160	RplC	BSU_00950	MrnC	experimental	string-db
BSU_01160	RplC	BSU_16490	RpsB	experimental	string-db
BSU_01160	RplC	BSU_01340	RpmD	experimental	string-db
BSU_01160	RplC	BSU_25550	RpsT	experimental	string-db
BSU_01160	RplC	BSU_28580	MutSB	experimental	string-db
BSU_01160	RplC	BSU_01020	RplK	experimental	string-db
BSU_01160	RplC	BSU_01210	RplV	experimental	string-db
BSU_01160	RplC	BSU_27600	Rsh	experimental	string-db
BSU_01160	RplC	BSU_15820	RpmB	experimental	string-db
BSU_01160	RplC	BSU_01260	RplNA	experimental	string-db
BSU_01160	RplC	BSU_27960	RplU	experimental	string-db
BSU_01160	RplC	BSU_01490	RplM	experimental	string-db
BSU_01160	RplC	BSU_40500	RplI	experimental	string-db
BSU_01160	RplC	BSU_01330	RpsE	experimental	string-db
BSU_01160	RplC	BSU_16050	RbgA	experimental	string-db
BSU_01160	RplC	BSU_01250	RpsQ	experimental	string-db
BSU_01160	RplC	BSU_01110	RpsG	experimental	string-db
BSU_01160	RplC	BSU_25410	RpsU	experimental	string-db
BSU_01160	RplC	BSU_16040	RplS	experimental	string-db
BSU_01160	RplC	BSU_01280	RplE	experimental	string-db
BSU_01160	RplC	BSU_27940	RpmA	experimental	string-db
BSU_01160	RplC	BSU_01270	RplX	experimental	string-db
BSU_01160	RplC	BSU_15980	Ffh	experimental	string-db
BSU_01160	RplC	BSU_40890	RpsR	experimental	string-db
BSU_01160	RplC	BSU_15990	RpsP	experimental	string-db
BSU_01160	RplC	BSU_01180	RplW	experimental	string-db
BSU_01160	RplC	BSU_01040	RplJ	experimental	string-db
BSU_01160	RplC	BSU_16680	RpsO	experimental	string-db
BSU_01160	RplC	BSU_23880	MifM	experimental	string-db
BSU_01160	RplC	BSU_24900	RpmGA	experimental	string-db
BSU_01160	RplC	BSU_01320	RplR	experimental	string-db
BSU_01160	RplC	BSU_01170	RplD	experimental	string-db
BSU_01160	RplC	BSU_40910	RpsF	experimental	string-db
BSU_01160	RplC	BSU_35310	Hpf	experimental	string-db
BSU_01160	RplC	BSU_28190	YsxC	experimental	string-db
BSU_01160	RplC	BSU_01500	RpsI	experimental	string-db
BSU_01160	RplC	BSU_15080	RpmF	experimental	string-db
BSU_01160	RplC	BSU_41060	RpmH	experimental	string-db
BSU_01160	RplC	BSU_01300	RpsH	experimental	string-db
BSU_01160	RplC	BSU_28860	RpmI	experimental	string-db
BSU_01160	RplC	BSU_01230	RplP	experimental	string-db
BSU_01160	RplC	BSU_01240	RpmC	experimental	string-db
BSU_01160	RplC	BSU_01220	RpsC	experimental	string-db
BSU_01160	RplC	BSU_15640	YloA	experimental	string-db
BSU_01160	RplC	BSU_01290	RpsNA	experimental	string-db
BSU_01160	RplC	BSU_01310	RplF	experimental	string-db
BSU_01160	RplC	BSU_01100	RpsL	experimental	string-db
BSU_01160	RplC	BSU_01350	RplO	experimental	string-db
BSU_01160	RplC	BSU_00590	HslR	experimental	string-db
BSU_01160	RplC	BSU_29660	RpsD	experimental	string-db
BSU_01160	RplC	BSU_01150	RpsJ	experimental	string-db
BSU_01160	RplC	BSU_01400	RpmJ	experimental	string-db
BSU_01160	RplC	BSU_01410	RpsM	experimental	string-db
BSU_01160	RplC	BSU_28850	RplT	experimental	string-db
BSU_01160	RplC	BSU_01440	RplQ	experimental	string-db
BSU_01160	RplC	BSU_01030	RplA	experimental	string-db
BSU_01160	RplC	BSU_37070	RpmEA	experimental	string-db
BSU_01170	RplD	BSU_15820	RpmB	experimental	string-db
BSU_01170	RplD	BSU_01260	RplNA	experimental	string-db
BSU_01170	RplD	BSU_01490	RplM	experimental	string-db
BSU_01170	RplD	BSU_27960	RplU	experimental	string-db
BSU_01170	RplD	BSU_40500	RplI	experimental	string-db
BSU_01170	RplD	BSU_01330	RpsE	experimental	string-db
BSU_01170	RplD	BSU_16050	RbgA	experimental	string-db
BSU_01170	RplD	BSU_01250	RpsQ	experimental	string-db
BSU_01170	RplD	BSU_01110	RpsG	experimental	string-db
BSU_01170	RplD	BSU_01200	RpsS	experimental	string-db
BSU_01170	RplD	BSU_01420	RpsK	experimental	string-db
BSU_01170	RplD	BSU_05610	VmlR	experimental	string-db
BSU_01170	RplD	BSU_01190	RplB	experimental	string-db
BSU_01170	RplD	BSU_00950	MrnC	experimental	string-db
BSU_01170	RplD	BSU_16490	RpsB	experimental	string-db
BSU_01170	RplD	BSU_01340	RpmD	experimental	string-db
BSU_01170	RplD	BSU_25550	RpsT	experimental	string-db
BSU_01170	RplD	BSU_28580	MutSB	experimental	string-db
BSU_01170	RplD	BSU_01020	RplK	experimental	string-db
BSU_01170	RplD	BSU_01210	RplV	experimental	string-db
BSU_01170	RplD	BSU_27600	Rsh	experimental	string-db
BSU_01170	RplD	BSU_28860	RpmI	experimental	string-db
BSU_01170	RplD	BSU_01230	RplP	experimental	string-db
BSU_01170	RplD	BSU_01240	RpmC	experimental	string-db
BSU_01170	RplD	BSU_15640	YloA	experimental	string-db
BSU_01170	RplD	BSU_01220	RpsC	experimental	string-db
BSU_01170	RplD	BSU_01290	RpsNA	experimental	string-db
BSU_01170	RplD	BSU_01310	RplF	experimental	string-db
BSU_01170	RplD	BSU_01160	RplC	experimental	string-db
BSU_01170	RplD	BSU_01100	RpsL	experimental	string-db
BSU_01170	RplD	BSU_01350	RplO	experimental	string-db
BSU_01170	RplD	BSU_00590	HslR	experimental	string-db
BSU_01170	RplD	BSU_29660	RpsD	experimental	string-db
BSU_01170	RplD	BSU_01150	RpsJ	experimental	string-db
BSU_01170	RplD	BSU_01400	RpmJ	experimental	string-db
BSU_01170	RplD	BSU_01410	RpsM	experimental	string-db
BSU_01170	RplD	BSU_28850	RplT	experimental	string-db
BSU_01170	RplD	BSU_01440	RplQ	experimental	string-db
BSU_01170	RplD	BSU_01030	RplA	experimental	string-db
BSU_01170	RplD	BSU_37070	RpmEA	experimental	string-db
BSU_01170	RplD	BSU_25410	RpsU	experimental	string-db
BSU_01170	RplD	BSU_16040	RplS	experimental	string-db
BSU_01170	RplD	BSU_01280	RplE	experimental	string-db
BSU_01170	RplD	BSU_27940	RpmA	experimental	string-db
BSU_01170	RplD	BSU_01270	RplX	experimental	string-db
BSU_01170	RplD	BSU_15980	Ffh	experimental	string-db
BSU_01170	RplD	BSU_40890	RpsR	experimental	string-db
BSU_01170	RplD	BSU_15990	RpsP	experimental	string-db
BSU_01170	RplD	BSU_01180	RplW	experimental	string-db
BSU_01170	RplD	BSU_01040	RplJ	experimental	string-db
BSU_01170	RplD	BSU_16680	RpsO	experimental	string-db
BSU_01170	RplD	BSU_23880	MifM	experimental	string-db
BSU_01170	RplD	BSU_01320	RplR	experimental	string-db
BSU_01170	RplD	BSU_24900	RpmGA	experimental	string-db
BSU_01170	RplD	BSU_40910	RpsF	experimental	string-db
BSU_01170	RplD	BSU_35310	Hpf	experimental	string-db
BSU_01170	RplD	BSU_01500	RpsI	experimental	string-db
BSU_01170	RplD	BSU_15080	RpmF	experimental	string-db
BSU_01170	RplD	BSU_41060	RpmH	experimental	string-db
BSU_01170	RplD	BSU_01300	RpsH	experimental	string-db
BSU_01180	RplW	BSU_16680	RpsO	experimental	string-db
BSU_01180	RplW	BSU_01040	RplJ	experimental	string-db
BSU_01180	RplW	BSU_01170	RplD	experimental	string-db
BSU_01180	RplW	BSU_01320	RplR	experimental	string-db
BSU_01180	RplW	BSU_24900	RpmGA	experimental	string-db
BSU_01180	RplW	BSU_23880	MifM	experimental	string-db
BSU_01180	RplW	BSU_01500	RpsI	experimental	string-db
BSU_01180	RplW	BSU_28190	YsxC	experimental	string-db
BSU_01180	RplW	BSU_35310	Hpf	experimental	string-db
BSU_01180	RplW	BSU_40910	RpsF	experimental	string-db
BSU_01180	RplW	BSU_01300	RpsH	experimental	string-db
BSU_01180	RplW	BSU_41060	RpmH	experimental	string-db
BSU_01180	RplW	BSU_15080	RpmF	experimental	string-db
BSU_01180	RplW	BSU_19660	YozD	experimental	string-db
BSU_01180	RplW	BSU_25410	RpsU	experimental	string-db
BSU_01180	RplW	BSU_27940	RpmA	experimental	string-db
BSU_01180	RplW	BSU_16040	RplS	experimental	string-db
BSU_01180	RplW	BSU_01280	RplE	experimental	string-db
BSU_01180	RplW	BSU_15980	Ffh	experimental	string-db
BSU_01180	RplW	BSU_01270	RplX	experimental	string-db
BSU_01180	RplW	BSU_40890	RpsR	experimental	string-db
BSU_01180	RplW	BSU_15990	RpsP	experimental	string-db
BSU_01180	RplW	BSU_00590	HslR	experimental	string-db
BSU_01180	RplW	BSU_01400	RpmJ	experimental	string-db
BSU_01180	RplW	BSU_01150	RpsJ	experimental	string-db
BSU_01180	RplW	BSU_29660	RpsD	experimental	string-db
