protein_1_locus	protein_1_name	protein_2_locus	protein_2_name	evidence	source
BSU_23970	ArtQ	BSU_33710	OpuBC	database	string-db
BSU_23970	ArtQ	BSU_29360	TcyL	database	string-db
BSU_23970	ArtQ	BSU_03600	TcyB	database	string-db
BSU_23970	ArtQ	BSU_35710	TagG	database	string-db
BSU_23970	ArtQ	BSU_29350	TcyM	database	string-db
BSU_23970	ArtQ	BSU_30750	MntC	database	string-db
BSU_23980	ArtP	BSU_23960	ArtR	database	string-db
BSU_23980	ArtP	BSU_23970	ArtQ	database	string-db
BSU_24020	BmrR	BSU_01070	RpoB	experimental	string-db
BSU_24020	BmrR	BSU_25200	SigA	experimental	string-db
BSU_24020	BmrR	BSU_14540	RnpZA	experimental	string-db
BSU_24020	BmrR	BSU_15690	RpoZ	experimental	string-db
BSU_24020	BmrR	BSU_01080	RpoC	experimental	string-db
BSU_24020	BmrR	BSU_01430	RpoA	experimental	string-db
BSU_24030	BkdB	BSU_24060	LpdV	database	string-db
BSU_24030	BkdB	BSU_08090	AcoL	database	string-db
BSU_24030	BkdB	BSU_24050	BkdAA	database	string-db
BSU_24030	BkdB	BSU_24040	BkdAB	database	string-db
BSU_24030	BkdB	BSU_14610	PdhD	database	string-db
BSU_24030	BkdB	BSU_34360	EpsB	experimental	string-db
BSU_24040	BkdAB	BSU_25210	DnaG	experimental	string-db
BSU_24040	BkdAB	BSU_24050	BkdAA	database	string-db
BSU_24040	BkdAB	BSU_08090	AcoL	database	string-db
BSU_24040	BkdAB	BSU_14610	PdhD	database	string-db
BSU_24040	BkdAB	BSU_40440	DnaC	experimental	string-db
BSU_24040	BkdAB	BSU_24060	LpdV	database	string-db
BSU_24040	BkdAB	BSU_24030	BkdB	database	string-db
BSU_24050	BkdAA	BSU_24040	BkdAB	database	string-db
BSU_24050	BkdAA	BSU_14610	PdhD	database	string-db
BSU_24050	BkdAA	BSU_24030	BkdB	database	string-db
BSU_24050	BkdAA	BSU_24060	LpdV	database	string-db
BSU_24050	BkdAA	BSU_08090	AcoL	database	string-db
BSU_24060	LpdV	BSU_24560	GcvPA	database	string-db
BSU_24060	LpdV	BSU_19360	OdhB	database	string-db
BSU_24060	LpdV	BSU_24570	GcvT	database	string-db
BSU_24060	LpdV	BSU_14580	PdhA	database	string-db
BSU_24060	LpdV	BSU_24040	BkdAB	database	string-db
BSU_24060	LpdV	BSU_14610	PdhD	database	string-db
BSU_24060	LpdV	BSU_08080	AcoC	database	string-db
BSU_24060	LpdV	BSU_08090	AcoL	database	string-db
BSU_24060	LpdV	BSU_24050	BkdAA	database	string-db
BSU_24060	LpdV	BSU_24550	GcvPB	database	string-db
BSU_24060	LpdV	BSU_14600	PdhC	database	string-db
BSU_24060	LpdV	BSU_14590	PdhB	database	string-db
BSU_24060	LpdV	BSU_19370	OdhA	database	string-db
BSU_24060	LpdV	BSU_32800	GcvH	database	string-db
BSU_24060	LpdV	BSU_24030	BkdB	database	string-db
BSU_24080	Bcd	BSU_38550	IlvK	database	string-db
BSU_24080	Bcd	BSU_02390	IlvE	database	string-db
BSU_24080	Bcd	BSU_29740	CcpA	experimental	string-db
BSU_24120	MmgF	BSU_24130	MmgE	textmined	string-db
BSU_24130	MmgE	BSU_24120	MmgF	textmined	string-db
BSU_24140	MmgD	BSU_29130	Icd	textmined	string-db
BSU_24140	MmgD	BSU_29140	CitZ	database	string-db
BSU_24140	MmgD	BSU_09440	CitA	database	string-db
BSU_24140	MmgD	BSU_18000	CitB	textmined	string-db
BSU_24160	MmgB	BSU_32840	FadN	database	string-db
BSU_24170	MmgA	BSU_32830	FadA	database	string-db
BSU_24170	MmgA	BSU_10350	YhfS	database	string-db
BSU_24180	YqiK	BSU_02130	GlpQA	database	string-db
BSU_24180	YqiK	BSU_09620	YhdW	database	string-db
BSU_24220	Spo0A	BSU_31450	KinB	textmined	string-db
BSU_24220	Spo0A	BSU_24610	SinR	textmined	string-db
BSU_24230	SpoIVB	BSU_27980	SpoIVFA	experimental	string-db
BSU_24290	XseB	BSU_06180	PspA	experimental	string-db
BSU_24290	XseB	BSU_24300	XseA	experimental	string-db
BSU_24290	XseB	BSU_41020	MnmE	experimental	string-db
BSU_24290	XseB	BSU_16690	PnpA	experimental	string-db
BSU_24290	XseB	BSU_15970	YlxM	experimental	string-db
BSU_24290	XseB	BSU_00510	Prs	experimental	string-db
BSU_24290	XseB	BSU_22030	DynA	experimental	string-db
BSU_24290	XseB	BSU_10570	YhjN	experimental	string-db
BSU_24300	XseA	BSU_14740	YlaD	experimental	string-db
BSU_24300	XseA	BSU_14400	FruA	experimental	string-db
BSU_24300	XseA	BSU_37950	YwdI	experimental	string-db
BSU_24300	XseA	BSU_20690	YoqB	experimental	string-db
BSU_24300	XseA	BSU_15660	YloC	experimental	string-db
BSU_24300	XseA	BSU_12890	YkcC	experimental	string-db
BSU_24300	XseA	BSU_04720	RsbW	experimental	string-db
BSU_24300	XseA	BSU_03440	TlpC	experimental	string-db
BSU_24300	XseA	BSU_24290	XseB	experimental	string-db
BSU_24300	XseA	BSU_19770	CgeC	experimental	string-db
BSU_24300	XseA	BSU_40900	SsbA	experimental	string-db
BSU_24300	XseA	BSU_00010	DnaA	experimental	string-db
BSU_24300	XseA	BSU_04680	RsbS	experimental	string-db
BSU_24300	XseA	BSU_15420	DivIVA	experimental	string-db
BSU_24300	XseA	BSU_35500	DegS	experimental	string-db
BSU_24300	XseA	BSU_28980	DnaI	experimental	string-db
BSU_24300	XseA	BSU_15280	FtsA	experimental	string-db
BSU_24300	XseA	BSU_37030	RacA	experimental	string-db
BSU_24300	XseA	BSU_25250	CcpN	experimental	string-db
BSU_24300	XseA	BSU_20860	YopK	experimental	string-db
BSU_24300	XseA	BSU_18200	NrnB	experimental	string-db
BSU_24300	XseA	BSU_29610	EzrA	experimental	string-db
BSU_24300	XseA	BSU_09980	YhaI	experimental	string-db
BSU_24300	XseA	BSU_25490	HrcA	experimental	string-db
BSU_24300	XseA	BSU_31240	McpA	experimental	string-db
BSU_24300	XseA	BSU_40440	DnaC	experimental	string-db
BSU_24300	XseA	BSU_29440	ArgH	experimental	string-db
BSU_24300	XseA	BSU_05000	YddK	experimental	string-db
BSU_24300	XseA	BSU_37450	YwhK	experimental	string-db
BSU_24300	XseA	BSU_15970	YlxM	experimental	string-db
BSU_24300	XseA	BSU_13180	MetE	experimental	string-db
BSU_24300	XseA	BSU_27600	Rsh	experimental	string-db
BSU_24300	XseA	BSU_08940	YhbD	experimental	string-db
BSU_24300	XseA	BSU_39580	YxeE	experimental	string-db
BSU_24300	XseA	BSU_25340	PhoH	experimental	string-db
BSU_24300	XseA	BSU_00070	GyrA	experimental	string-db
BSU_24310	FolD	BSU_29740	CcpA	experimental	string-db
BSU_24320	NusB	BSU_01010	NusG	textmined	string-db
BSU_24320	NusB	BSU_14670	SuhB	textmined	string-db
BSU_24330	YqhY	BSU_09100	CspB	textmined	string-db
BSU_24340	AccC	BSU_24350	AccB	database	string-db
BSU_24340	AccC	BSU_18240	YngHA	database	string-db
BSU_24340	AccC	BSU_29740	CcpA	experimental	string-db
BSU_24340	AccC	BSU_29200	AccA	database	string-db
BSU_24340	AccC	BSU_29210	AccD	database	string-db
BSU_24350	AccB	BSU_29210	AccD	database	string-db
BSU_24350	AccB	BSU_15900	FabD	textmined	string-db
BSU_24350	AccB	BSU_24340	AccC	database	string-db
BSU_24350	AccB	BSU_29200	AccA	database	string-db
BSU_24350	AccB	BSU_23920	YqjD	database	string-db
BSU_24350	AccB	BSU_18240	YngHA	database	string-db
BSU_24360	SpoIIIAH	BSU_36750	SpoIID	textmined	string-db
BSU_24360	SpoIIIAH	BSU_25530	SpoIIP	textmined	string-db
BSU_24360	SpoIIIAH	BSU_36550	SpoIIQ	experimental	string-db
BSU_24360	SpoIIIAH	BSU_24370	SpoIIIAG	textmined	string-db
BSU_24370	SpoIIIAG	BSU_24360	SpoIIIAH	textmined	string-db
BSU_24370	SpoIIIAG	BSU_24380	SpoIIIAF	textmined	string-db
BSU_24380	SpoIIIAF	BSU_24420	SpoIIIAB	textmined	string-db
BSU_24380	SpoIIIAF	BSU_24370	SpoIIIAG	textmined	string-db
BSU_24380	SpoIIIAF	BSU_24390	SpoIIIAE	textmined	string-db
BSU_24380	SpoIIIAF	BSU_24400	SpoIIIAD	textmined	string-db
BSU_24390	SpoIIIAE	BSU_24380	SpoIIIAF	textmined	string-db
BSU_24390	SpoIIIAE	BSU_23890	OxaAB	experimental	string-db
BSU_24390	SpoIIIAE	BSU_24420	SpoIIIAB	textmined	string-db
BSU_24390	SpoIIIAE	BSU_24400	SpoIIIAD	textmined	string-db
BSU_24390	SpoIIIAE	BSU_41040	OxaAA	experimental	string-db
BSU_24400	SpoIIIAD	BSU_24380	SpoIIIAF	textmined	string-db
BSU_24400	SpoIIIAD	BSU_24390	SpoIIIAE	textmined	string-db
BSU_24400	SpoIIIAD	BSU_24420	SpoIIIAB	textmined	string-db
BSU_24420	SpoIIIAB	BSU_24380	SpoIIIAF	textmined	string-db
BSU_24420	SpoIIIAB	BSU_24400	SpoIIIAD	textmined	string-db
BSU_24420	SpoIIIAB	BSU_24390	SpoIIIAE	textmined	string-db
BSU_24430	SpoIIIAA	BSU_36550	SpoIIQ	textmined	string-db
BSU_24470	AroQ	BSU_23080	AroC	database	string-db
BSU_24470	AroQ	BSU_13990	KinA	textmined	string-db
BSU_24550	GcvPB	BSU_24570	GcvT	database	string-db
BSU_24550	GcvPB	BSU_24060	LpdV	database	string-db
BSU_24550	GcvPB	BSU_08090	AcoL	database	string-db
BSU_24550	GcvPB	BSU_32800	GcvH	database	string-db
BSU_24550	GcvPB	BSU_14610	PdhD	database	string-db
BSU_24550	GcvPB	BSU_24560	GcvPA	database	string-db
BSU_24560	GcvPA	BSU_08090	AcoL	database	string-db
BSU_24560	GcvPA	BSU_14610	PdhD	database	string-db
BSU_24560	GcvPA	BSU_24060	LpdV	database	string-db
BSU_24560	GcvPA	BSU_32800	GcvH	database	string-db
BSU_24560	GcvPA	BSU_24570	GcvT	database	string-db
BSU_24560	GcvPA	BSU_24550	GcvPB	database	string-db
BSU_24570	GcvT	BSU_36900	GlyA	database	string-db
BSU_24570	GcvT	BSU_24550	GcvPB	database	string-db
BSU_24570	GcvT	BSU_24560	GcvPA	database	string-db
BSU_24570	GcvT	BSU_24060	LpdV	database	string-db
BSU_24570	GcvT	BSU_08090	AcoL	database	string-db
BSU_24570	GcvT	BSU_32800	GcvH	database	string-db
BSU_24570	GcvT	BSU_14610	PdhD	database	string-db
BSU_24600	SinI	BSU_24610	SinR	experimental	string-db
BSU_24610	SinR	BSU_24220	Spo0A	textmined	string-db
BSU_24610	SinR	BSU_24600	SinI	experimental	string-db
BSU_24610	SinR	BSU_09990	ScoC	experimental	string-db
BSU_24610	SinR	BSU_31450	KinB	textmined	string-db
BSU_24670	ComGG	BSU_00690	FtsH	textmined	string-db
BSU_24690	ComGE	BSU_24710	ComGC	textmined	string-db
BSU_24710	ComGC	BSU_24720	ComGB	textmined	string-db
BSU_24710	ComGC	BSU_24690	ComGE	textmined	string-db
BSU_24710	ComGC	BSU_24730	ComGA	textmined	string-db
BSU_24720	ComGB	BSU_24710	ComGC	textmined	string-db
BSU_24720	ComGB	BSU_24730	ComGA	textmined	string-db
BSU_24730	ComGA	BSU_24710	ComGC	textmined	string-db
BSU_24730	ComGA	BSU_24720	ComGB	textmined	string-db
BSU_24730	ComGA	BSU_25570	ComEC	textmined	string-db
BSU_24730	ComGA	BSU_35470	ComFA	textmined	string-db
BSU_24760	RsbRD	BSU_13200	RsbRB	textmined	string-db
BSU_24760	RsbRD	BSU_04670	RsbRA	textmined	string-db
BSU_24850	GlcK	BSU_22230	YpqE	database	string-db
BSU_24850	GlcK	BSU_13890	PtsG	database	string-db
BSU_24850	GlcK	BSU_40120	YyzE	database	string-db
BSU_24900	RpmGA	BSU_41060	RpmH	experimental	string-db
BSU_24900	RpmGA	BSU_01300	RpsH	experimental	string-db
BSU_24900	RpmGA	BSU_15080	RpmF	experimental	string-db
BSU_24900	RpmGA	BSU_40910	RpsF	experimental	string-db
BSU_24900	RpmGA	BSU_35310	Hpf	experimental	string-db
BSU_24900	RpmGA	BSU_01500	RpsI	experimental	string-db
BSU_24900	RpmGA	BSU_01320	RplR	experimental	string-db
BSU_24900	RpmGA	BSU_23880	MifM	experimental	string-db
BSU_24900	RpmGA	BSU_01170	RplD	experimental	string-db
BSU_24900	RpmGA	BSU_16680	RpsO	experimental	string-db
BSU_24900	RpmGA	BSU_01040	RplJ	experimental	string-db
BSU_24900	RpmGA	BSU_01180	RplW	experimental	string-db
BSU_24900	RpmGA	BSU_40890	RpsR	experimental	string-db
BSU_24900	RpmGA	BSU_15990	RpsP	experimental	string-db
BSU_24900	RpmGA	BSU_01270	RplX	experimental	string-db
BSU_24900	RpmGA	BSU_15980	Ffh	experimental	string-db
BSU_24900	RpmGA	BSU_01280	RplE	experimental	string-db
BSU_24900	RpmGA	BSU_16040	RplS	experimental	string-db
BSU_24900	RpmGA	BSU_27940	RpmA	experimental	string-db
BSU_24900	RpmGA	BSU_25410	RpsU	experimental	string-db
BSU_24900	RpmGA	BSU_01440	RplQ	experimental	string-db
BSU_24900	RpmGA	BSU_28850	RplT	experimental	string-db
BSU_24900	RpmGA	BSU_01030	RplA	experimental	string-db
BSU_24900	RpmGA	BSU_37070	RpmEA	experimental	string-db
BSU_24900	RpmGA	BSU_01410	RpsM	experimental	string-db
BSU_24900	RpmGA	BSU_29660	RpsD	experimental	string-db
BSU_24900	RpmGA	BSU_01400	RpmJ	experimental	string-db
BSU_24900	RpmGA	BSU_01150	RpsJ	experimental	string-db
BSU_24900	RpmGA	BSU_00590	HslR	experimental	string-db
BSU_24900	RpmGA	BSU_01100	RpsL	experimental	string-db
BSU_24900	RpmGA	BSU_01160	RplC	experimental	string-db
BSU_24900	RpmGA	BSU_01350	RplO	experimental	string-db
BSU_24900	RpmGA	BSU_01310	RplF	experimental	string-db
BSU_24900	RpmGA	BSU_28860	RpmI	experimental	string-db
BSU_24900	RpmGA	BSU_01230	RplP	experimental	string-db
BSU_24900	RpmGA	BSU_01240	RpmC	experimental	string-db
BSU_24900	RpmGA	BSU_01220	RpsC	experimental	string-db
BSU_24900	RpmGA	BSU_15640	YloA	experimental	string-db
BSU_24900	RpmGA	BSU_01290	RpsNA	experimental	string-db
BSU_24900	RpmGA	BSU_01210	RplV	experimental	string-db
BSU_24900	RpmGA	BSU_27600	Rsh	experimental	string-db
BSU_24900	RpmGA	BSU_25550	RpsT	experimental	string-db
BSU_24900	RpmGA	BSU_28580	MutSB	experimental	string-db
BSU_24900	RpmGA	BSU_01020	RplK	experimental	string-db
BSU_24900	RpmGA	BSU_00950	MrnC	experimental	string-db
BSU_24900	RpmGA	BSU_01340	RpmD	experimental	string-db
BSU_24900	RpmGA	BSU_16490	RpsB	experimental	string-db
BSU_24900	RpmGA	BSU_01190	RplB	experimental	string-db
BSU_24900	RpmGA	BSU_05610	VmlR	experimental	string-db
BSU_24900	RpmGA	BSU_01420	RpsK	experimental	string-db
BSU_24900	RpmGA	BSU_01200	RpsS	experimental	string-db
BSU_24900	RpmGA	BSU_01250	RpsQ	experimental	string-db
BSU_24900	RpmGA	BSU_01110	RpsG	experimental	string-db
BSU_24900	RpmGA	BSU_00990	RpmGB	database	string-db
BSU_24900	RpmGA	BSU_01330	RpsE	experimental	string-db
BSU_24900	RpmGA	BSU_40500	RplI	experimental	string-db
BSU_24900	RpmGA	BSU_01260	RplNA	experimental	string-db
BSU_24900	RpmGA	BSU_27960	RplU	experimental	string-db
BSU_24900	RpmGA	BSU_01490	RplM	experimental	string-db
BSU_24900	RpmGA	BSU_15820	RpmB	experimental	string-db
BSU_24950	PstBB	BSU_24970	PstA	database	string-db
BSU_24950	PstBB	BSU_24980	PstC	database	string-db
BSU_24950	PstBB	BSU_24990	PstS	database	string-db
BSU_24950	PstBB	BSU_24960	PstBA	database	string-db
BSU_24960	PstBA	BSU_24950	PstBB	database	string-db
BSU_24960	PstBA	BSU_24980	PstC	database	string-db
BSU_24960	PstBA	BSU_24970	PstA	database	string-db
BSU_24960	PstBA	BSU_24990	PstS	database	string-db
BSU_24970	PstA	BSU_24990	PstS	database	string-db
BSU_24970	PstA	BSU_24980	PstC	database	string-db
BSU_24970	PstA	BSU_24960	PstBA	database	string-db
BSU_24970	PstA	BSU_24950	PstBB	database	string-db
BSU_24980	PstC	BSU_24960	PstBA	database	string-db
BSU_24980	PstC	BSU_24990	PstS	database	string-db
BSU_24980	PstC	BSU_24970	PstA	database	string-db
BSU_24980	PstC	BSU_24950	PstBB	database	string-db
BSU_24990	PstS	BSU_24950	PstBB	database	string-db
BSU_24990	PstS	BSU_24960	PstBA	database	string-db
BSU_24990	PstS	BSU_24970	PstA	database	string-db
BSU_24990	PstS	BSU_24980	PstC	database	string-db
BSU_25020	SodA	BSU_29740	CcpA	experimental	string-db
BSU_25070	IspG	BSU_29740	CcpA	experimental	string-db
BSU_25130	Nfo	BSU_00880	DisA	textmined	string-db
BSU_25140	CshB	BSU_10770	WprA	experimental	string-db
BSU_25140	CshB	BSU_16960	Rny	textmined	string-db
BSU_25190	CccA	BSU_23150	ResA	experimental	string-db
BSU_25200	SigA	BSU_01430	RpoA	experimental	string-db
BSU_25200	SigA	BSU_01080	RpoC	experimental	string-db
BSU_25200	SigA	BSU_01070	RpoB	experimental	string-db
BSU_25200	SigA	BSU_37160	RpoE	experimental	string-db
BSU_25200	SigA	BSU_14540	RnpZA	experimental	string-db
BSU_25200	SigA	BSU_24020	BmrR	experimental	string-db
BSU_25200	SigA	BSU_15690	RpoZ	experimental	string-db
BSU_25200	SigA	BSU_11500	SpxA	experimental	string-db
BSU_25210	DnaG	BSU_40440	DnaC	experimental	string-db
BSU_25210	DnaG	BSU_14600	PdhC	experimental	string-db
BSU_25210	DnaG	BSU_25250	CcpN	experimental	string-db
BSU_25210	DnaG	BSU_00020	DnaN	textmined	string-db
BSU_25210	DnaG	BSU_10650	SbcC	experimental	string-db
BSU_25210	DnaG	BSU_39580	YxeE	experimental	string-db
BSU_25210	DnaG	BSU_09920	SbcE	experimental	string-db
BSU_25210	DnaG	BSU_27600	Rsh	textmined	string-db
BSU_25210	DnaG	BSU_28990	DnaB	database	string-db
BSU_25210	DnaG	BSU_01080	RpoC	experimental	string-db
BSU_25210	DnaG	BSU_22350	DnaD	database	string-db
BSU_25210	DnaG	BSU_15710	PriA	database	string-db
BSU_25210	DnaG	BSU_28980	DnaI	database	string-db
BSU_25210	DnaG	BSU_15420	DivIVA	experimental	string-db
BSU_25210	DnaG	BSU_08080	AcoC	experimental	string-db
BSU_25210	DnaG	BSU_22400	DinG	experimental	string-db
BSU_25210	DnaG	BSU_40900	SsbA	textmined	string-db
BSU_25210	DnaG	BSU_19220	RtbI	database	string-db
BSU_25210	DnaG	BSU_23020	RecQ	database	string-db
BSU_25210	DnaG	BSU_24040	BkdAB	experimental	string-db
BSU_25250	CcpN	BSU_28850	RplT	textmined	string-db
BSU_25250	CcpN	BSU_24300	XseA	experimental	string-db
BSU_25250	CcpN	BSU_25210	DnaG	experimental	string-db
BSU_25260	GlyS	BSU_25270	GlyQ	database	string-db
BSU_25260	GlyS	BSU_29740	CcpA	experimental	string-db
BSU_25270	GlyQ	BSU_25260	GlyS	database	string-db
BSU_25280	RecO	BSU_00210	RecR	textmined	string-db
BSU_25280	RecO	BSU_00040	RecF	textmined	string-db
BSU_25280	RecO	BSU_16940	RecA	textmined	string-db
BSU_25290	Era	BSU_04580	CshA	textmined	string-db
BSU_25290	Era	BSU_25320	YqfG	textmined	string-db
BSU_25320	YqfG	BSU_25290	Era	textmined	string-db
BSU_25330	YqfF	BSU_04120	YczI	experimental	string-db
BSU_25330	YqfF	BSU_13390	YkoT	experimental	string-db
BSU_25330	YqfF	BSU_13060	YkjA	experimental	string-db
BSU_25330	YqfF	BSU_00660	YabT	experimental	string-db
BSU_25330	YqfF	BSU_15940	Smc	experimental	string-db
BSU_25330	YqfF	BSU_15150	FtsL	experimental	string-db
BSU_25330	YqfF	BSU_00620	DivIC	experimental	string-db
BSU_25330	YqfF	BSU_15160	PbpB	experimental	string-db
BSU_25330	YqfF	BSU_04480	YdbI	experimental	string-db
BSU_25330	YqfF	BSU_07580	CitS	experimental	string-db
BSU_25330	YqfF	BSU_31740	YuxH	textmined	string-db
BSU_25330	YqfF	BSU_33880	YvbJ	experimental	string-db
BSU_25330	YqfF	BSU_30150	YtdP	experimental	string-db
BSU_25330	YqfF	BSU_15280	FtsA	experimental	string-db
BSU_25330	YqfF	BSU_36190	RttN	experimental	string-db
BSU_25330	YqfF	BSU_20710	YopZ	experimental	string-db
BSU_25330	YqfF	BSU_37030	RacA	experimental	string-db
BSU_25330	YqfF	BSU_03740	YclI	experimental	string-db
BSU_25330	YqfF	BSU_21820	ThyB	experimental	string-db
BSU_25330	YqfF	BSU_26150	YqbD	experimental	string-db
BSU_25330	YqfF	BSU_14850	FtsW	experimental	string-db
BSU_25330	YqfF	BSU_18320	PpsC	experimental	string-db
BSU_25330	YqfF	BSU_14400	FruA	experimental	string-db
BSU_25330	YqfF	BSU_16340	FliZ	experimental	string-db
BSU_25330	YqfF	BSU_32260	Hom	experimental	string-db
BSU_25330	YqfF	BSU_06620	LigA	experimental	string-db
BSU_25330	YqfF	BSU_33020	CssS	experimental	string-db
BSU_25330	YqfF	BSU_00640	SpoIIE	experimental	string-db
BSU_25330	YqfF	BSU_40360	HtrC	experimental	string-db
BSU_25330	YqfF	BSU_12890	YkcC	experimental	string-db
BSU_25330	YqfF	BSU_28010	MreD	experimental	string-db
BSU_25330	YqfF	BSU_17180	PksJ	experimental	string-db
BSU_25330	YqfF	BSU_12790	XhlA	experimental	string-db
BSU_25330	YqfF	BSU_15240	DivIB	experimental	string-db
BSU_25330	YqfF	BSU_07010	YesS	experimental	string-db
BSU_25330	YqfF	BSU_05240	YdeL	experimental	string-db
BSU_25330	YqfF	BSU_10160	YhgE	experimental	string-db
BSU_25330	YqfF	BSU_06710	SwrC	experimental	string-db
BSU_25330	YqfF	BSU_09900	YhaP	experimental	string-db
BSU_25340	PhoH	BSU_24300	XseA	experimental	string-db
BSU_25400	YqeY	BSU_29740	CcpA	experimental	string-db
BSU_25410	RpsU	BSU_40890	RpsR	experimental	string-db
BSU_25410	RpsU	BSU_15990	RpsP	experimental	string-db
BSU_25410	RpsU	BSU_01270	RplX	experimental	string-db
BSU_25410	RpsU	BSU_27940	RpmA	experimental	string-db
BSU_25410	RpsU	BSU_01280	RplE	experimental	string-db
BSU_25410	RpsU	BSU_16040	RplS	experimental	string-db
BSU_25410	RpsU	BSU_41060	RpmH	experimental	string-db
BSU_25410	RpsU	BSU_01300	RpsH	experimental	string-db
BSU_25410	RpsU	BSU_15080	RpmF	experimental	string-db
BSU_25410	RpsU	BSU_01500	RpsI	experimental	string-db
BSU_25410	RpsU	BSU_40910	RpsF	experimental	string-db
BSU_25410	RpsU	BSU_01170	RplD	experimental	string-db
BSU_25410	RpsU	BSU_24900	RpmGA	experimental	string-db
BSU_25410	RpsU	BSU_01320	RplR	experimental	string-db
BSU_25410	RpsU	BSU_16680	RpsO	experimental	string-db
BSU_25410	RpsU	BSU_01180	RplW	experimental	string-db
BSU_25410	RpsU	BSU_01350	RplO	experimental	string-db
BSU_25410	RpsU	BSU_01100	RpsL	experimental	string-db
BSU_25410	RpsU	BSU_01160	RplC	experimental	string-db
BSU_25410	RpsU	BSU_01310	RplF	experimental	string-db
BSU_25410	RpsU	BSU_01220	RpsC	experimental	string-db
BSU_25410	RpsU	BSU_01290	RpsNA	experimental	string-db
BSU_25410	RpsU	BSU_28860	RpmI	experimental	string-db
BSU_25410	RpsU	BSU_01230	RplP	experimental	string-db
BSU_25410	RpsU	BSU_01240	RpmC	experimental	string-db
BSU_25410	RpsU	BSU_37070	RpmEA	experimental	string-db
BSU_25410	RpsU	BSU_01440	RplQ	experimental	string-db
BSU_25410	RpsU	BSU_28850	RplT	experimental	string-db
BSU_25410	RpsU	BSU_01410	RpsM	experimental	string-db
BSU_25410	RpsU	BSU_01400	RpmJ	experimental	string-db
BSU_25410	RpsU	BSU_01150	RpsJ	experimental	string-db
BSU_25410	RpsU	BSU_29660	RpsD	experimental	string-db
BSU_25410	RpsU	BSU_01420	RpsK	experimental	string-db
BSU_25410	RpsU	BSU_01200	RpsS	experimental	string-db
BSU_25410	RpsU	BSU_01210	RplV	experimental	string-db
BSU_25410	RpsU	BSU_28580	MutSB	experimental	string-db
BSU_25410	RpsU	BSU_25550	RpsT	experimental	string-db
BSU_25410	RpsU	BSU_01340	RpmD	experimental	string-db
BSU_25410	RpsU	BSU_01190	RplB	experimental	string-db
BSU_25410	RpsU	BSU_40500	RplI	experimental	string-db
BSU_25410	RpsU	BSU_27960	RplU	experimental	string-db
BSU_25410	RpsU	BSU_01490	RplM	experimental	string-db
BSU_25410	RpsU	BSU_01260	RplNA	experimental	string-db
BSU_25410	RpsU	BSU_15820	RpmB	experimental	string-db
BSU_25410	RpsU	BSU_01110	RpsG	experimental	string-db
BSU_25410	RpsU	BSU_01250	RpsQ	experimental	string-db
BSU_25410	RpsU	BSU_01330	RpsE	experimental	string-db
BSU_25460	DnaJ	BSU_25480	GrpE	textmined	string-db
BSU_25460	DnaJ	BSU_37080	Rho	textmined	string-db
BSU_25460	DnaJ	BSU_25470	DnaK	experimental	string-db
BSU_25460	DnaJ	BSU_04730	SigB	experimental	string-db
BSU_25470	DnaK	BSU_01430	RpoA	textmined	string-db
BSU_25470	DnaK	BSU_29740	CcpA	experimental	string-db
BSU_25470	DnaK	BSU_25490	HrcA	textmined	string-db
BSU_25470	DnaK	BSU_35360	Hag	textmined	string-db
BSU_25470	DnaK	BSU_37080	Rho	textmined	string-db
BSU_25470	DnaK	BSU_15150	FtsL	experimental	string-db
BSU_25470	DnaK	BSU_01070	RpoB	textmined	string-db
BSU_25470	DnaK	BSU_33610	Rnr	textmined	string-db
BSU_25470	DnaK	BSU_25480	GrpE	textmined	string-db
BSU_25470	DnaK	BSU_25460	DnaJ	experimental	string-db
BSU_25480	GrpE	BSU_06020	GroES	textmined	string-db
BSU_25480	GrpE	BSU_25490	HrcA	textmined	string-db
BSU_25480	GrpE	BSU_25460	DnaJ	textmined	string-db
BSU_25480	GrpE	BSU_15130	MraZ	textmined	string-db
BSU_25480	GrpE	BSU_25470	DnaK	textmined	string-db
BSU_25480	GrpE	BSU_25510	LepA	textmined	string-db
BSU_25490	HrcA	BSU_25470	DnaK	textmined	string-db
BSU_25490	HrcA	BSU_24300	XseA	experimental	string-db
BSU_25490	HrcA	BSU_08670	YgaB	experimental	string-db
BSU_25490	HrcA	BSU_41020	MnmE	experimental	string-db
BSU_25490	HrcA	BSU_25480	GrpE	textmined	string-db
BSU_25490	HrcA	BSU_02820	RapJ	experimental	string-db
BSU_25490	HrcA	BSU_25510	LepA	textmined	string-db
BSU_25490	HrcA	BSU_15130	MraZ	textmined	string-db
BSU_25490	HrcA	BSU_03750	YclJ	experimental	string-db
BSU_25490	HrcA	BSU_10780	YisN	experimental	string-db
BSU_25500	HemN	BSU_17340	Hfq	textmined	string-db
BSU_25500	HemN	BSU_09840	HemZ	database	string-db
BSU_25510	LepA	BSU_25560	HolA	experimental	string-db
BSU_25510	LepA	BSU_25490	HrcA	textmined	string-db
BSU_25510	LepA	BSU_25480	GrpE	textmined	string-db
BSU_25530	SpoIIP	BSU_00230	BofA	textmined	string-db
BSU_25530	SpoIIP	BSU_36750	SpoIID	textmined	string-db
BSU_25530	SpoIIP	BSU_23530	SpoIIM	textmined	string-db
BSU_25530	SpoIIP	BSU_24360	SpoIIIAH	textmined	string-db
