regulator_locus	regulator_name	mode	gene_locus	gene_name	link
BSU_09520	sigM	sigma factor	BSU_38250	ywbO	224308.BSU09520/224308.BSU38250
BSU_01730	sigW	sigma factor	BSU_38260	efeB	224308.BSU01730/224308.BSU38260
BSU_01730	sigW	sigma factor	BSU_38250	ywbO	224308.BSU01730/224308.BSU38250
BSU_23100	sigX	sigma factor	BSU_38260	efeB	224308.BSU23100/224308.BSU38260
BSU_23100	sigX	sigma factor	BSU_38250	ywbO	224308.BSU23100/224308.BSU38250
NA	stringent response	negative regulation	BSU_31390	yugI	224308.NA/224308.BSU31390
BSU_00370	abrB	repression	BSU_17250	ymaE	224308.BSU00370/224308.BSU17250
BSU_00370	abrB	repression	BSU_17240	ymzB	224308.BSU00370/224308.BSU17240
BSU_04730	sigB	sigma factor	BSU_17250	ymaE	224308.BSU04730/224308.BSU17250
BSU_04730	sigB	sigma factor	BSU_17240	ymzB	224308.BSU04730/224308.BSU17240
BSU_03230	putR	activation	BSU_03200	putB	224308.BSU03230/224308.BSU03200
BSU_03230	putR	activation	BSU_03210	putC	224308.BSU03230/224308.BSU03210
BSU_03230	putR	activation	BSU_03220	putP	224308.BSU03230/224308.BSU03220
BSU_24220	spo0A	activation	BSU_03200	putB	224308.BSU24220/224308.BSU03200
BSU_24220	spo0A	activation	BSU_03210	putC	224308.BSU24220/224308.BSU03210
BSU_24220	spo0A	activation	BSU_03220	putP	224308.BSU24220/224308.BSU03220
BSU_16170	codY	repression	BSU_03200	putB	224308.BSU16170/224308.BSU03200
BSU_16170	codY	repression	BSU_03210	putC	224308.BSU16170/224308.BSU03210
BSU_16170	codY	repression	BSU_03220	putP	224308.BSU16170/224308.BSU03220
BSU_25200	sigA	sigma factor	BSU_03200	putB	224308.BSU25200/224308.BSU03200
BSU_25200	sigA	sigma factor	BSU_03210	putC	224308.BSU25200/224308.BSU03210
BSU_25200	sigA	sigma factor	BSU_03220	putP	224308.BSU25200/224308.BSU03220
BSU_11500	spx	activation	BSU_22460	bshA	224308.BSU11500/224308.BSU22460
BSU_11500	spx	activation	BSU_22480	mgsA	224308.BSU11500/224308.BSU22480
BSU_11500	spx	activation	BSU_22450	cca	224308.BSU11500/224308.BSU22450
BSU_11500	spx	activation	BSU_22490	dapB	224308.BSU11500/224308.BSU22490
BSU_11500	spx	activation	BSU_22470	bshB1	224308.BSU11500/224308.BSU22470
BSU_11500	spx	activation	BSU_22500	ypjD	224308.BSU11500/224308.BSU22500
BSU_11500	spx	activation	BSU_22440	birA	224308.BSU11500/224308.BSU22440
BSU_25200	sigA	sigma factor	BSU_22460	bshA	224308.BSU25200/224308.BSU22460
BSU_25200	sigA	sigma factor	BSU_22480	mgsA	224308.BSU25200/224308.BSU22480
BSU_25200	sigA	sigma factor	BSU_22450	cca	224308.BSU25200/224308.BSU22450
BSU_25200	sigA	sigma factor	BSU_22490	dapB	224308.BSU25200/224308.BSU22490
BSU_25200	sigA	sigma factor	BSU_22470	bshB1	224308.BSU25200/224308.BSU22470
BSU_25200	sigA	sigma factor	BSU_22500	ypjD	224308.BSU25200/224308.BSU22500
BSU_25200	sigA	sigma factor	BSU_22440	birA	224308.BSU25200/224308.BSU22440
BSU_36420	spoIIID	activation	BSU_40530	cotF	224308.BSU36420/224308.BSU40530
BSU_25760	sigK	sigma factor	BSU_40530	cotF	224308.BSU25760/224308.BSU40530
BSU_28410	gerE	activation	BSU_06850	yeeK	224308.BSU28410/224308.BSU06850
BSU_25760	sigK	sigma factor	BSU_06850	yeeK	224308.BSU25760/224308.BSU06850
BSU_16170	codY	repression	BSU_21870	ilvD	224308.BSU16170/224308.BSU21870
BSU_24220	spo0A	repression	BSU_11300	med	224308.BSU24220/224308.BSU11300
BSU_24220	spo0A	repression	BSU_11310	comZ	224308.BSU24220/224308.BSU11310
BSU_25200	sigA	sigma factor	BSU_11300	med	224308.BSU25200/224308.BSU11300
BSU_25200	sigA	sigma factor	BSU_11310	comZ	224308.BSU25200/224308.BSU11310
BSU_04730	sigB	sigma factor	BSU_09450	yhdF	224308.BSU04730/224308.BSU09450
BSU_25760	sigK	sigma factor	BSU_00430	yabG	224308.BSU25760/224308.BSU00430
NA	T-box	RNA switch	BSU_13130	proA	224308.NA/224308.BSU13130
NA	T-box	RNA switch	BSU_13120	proB	224308.NA/224308.BSU13120
BSU_25200	sigA	sigma factor	BSU_13130	proA	224308.BSU25200/224308.BSU13130
BSU_25200	sigA	sigma factor	BSU_13120	proB	224308.BSU25200/224308.BSU13120
BSU_15330	sigG	sigma factor	BSU_09230	yhcV	224308.BSU15330/224308.BSU09230
BSU_32420	pucR	auto-repression	BSU_32450	pucL	224308.BSU32420/224308.BSU32450
BSU_32420	pucR	auto-repression	BSU_32440	pucK	224308.BSU32420/224308.BSU32440
BSU_32420	pucR	auto-repression	BSU_32420	pucR	224308.BSU32420/224308.BSU32420
BSU_32420	pucR	auto-repression	BSU_32430	pucJ	224308.BSU32420/224308.BSU32430
BSU_32420	pucR	auto-repression	BSU_32460	pucM	224308.BSU32420/224308.BSU32460
BSU_13310	tnrA	activation	BSU_32450	pucL	224308.BSU13310/224308.BSU32450
BSU_13310	tnrA	activation	BSU_32440	pucK	224308.BSU13310/224308.BSU32440
BSU_13310	tnrA	activation	BSU_32420	pucR	224308.BSU13310/224308.BSU32420
BSU_13310	tnrA	activation	BSU_32430	pucJ	224308.BSU13310/224308.BSU32430
BSU_13310	tnrA	activation	BSU_32460	pucM	224308.BSU13310/224308.BSU32460
BSU_25200	sigA	sigma factor	BSU_39820	htpG	224308.BSU25200/224308.BSU39820
BSU_26720	azlB	repression	BSU_26680	yrdK	224308.BSU26720/224308.BSU26680
BSU_26720	azlB	repression	BSU_26700	azlD	224308.BSU26720/224308.BSU26700
BSU_26720	azlB	repression	BSU_26690	brnQ	224308.BSU26720/224308.BSU26690
BSU_26720	azlB	repression	BSU_26710	azlC	224308.BSU26720/224308.BSU26710
BSU_26720	azlB	repression	BSU_26720	azlB	224308.BSU26720/224308.BSU26720
BSU_24220	spo0A	activation	BSU_23470	spoIIAA	224308.BSU24220/224308.BSU23470
BSU_24220	spo0A	activation	BSU_23460	spoIIAB	224308.BSU24220/224308.BSU23460
BSU_24220	spo0A	activation	BSU_23450	sigF	224308.BSU24220/224308.BSU23450
BSU_00370	abrB	repression	BSU_23470	spoIIAA	224308.BSU00370/224308.BSU23470
BSU_00370	abrB	repression	BSU_23460	spoIIAB	224308.BSU00370/224308.BSU23460
BSU_00370	abrB	repression	BSU_23450	sigF	224308.BSU00370/224308.BSU23450
BSU_23450	sigF	sigma factor	BSU_23470	spoIIAA	224308.BSU23450/224308.BSU23470
BSU_23450	sigF	sigma factor	BSU_23460	spoIIAB	224308.BSU23450/224308.BSU23460
BSU_23450	sigF	sigma factor	BSU_23450	sigF	224308.BSU23450/224308.BSU23450
BSU_15330	sigG	sigma factor	BSU_23470	spoIIAA	224308.BSU15330/224308.BSU23470
BSU_15330	sigG	sigma factor	BSU_23460	spoIIAB	224308.BSU15330/224308.BSU23460
BSU_15330	sigG	sigma factor	BSU_23450	sigF	224308.BSU15330/224308.BSU23450
BSU_00980	sigH	sigma factor	BSU_23470	spoIIAA	224308.BSU00980/224308.BSU23470
BSU_00980	sigH	sigma factor	BSU_23460	spoIIAB	224308.BSU00980/224308.BSU23460
BSU_00980	sigH	sigma factor	BSU_23450	sigF	224308.BSU00980/224308.BSU23450
BSU_24610	sinR	repression	BSU_23470	spoIIAA	224308.BSU24610/224308.BSU23470
BSU_24610	sinR	repression	BSU_23460	spoIIAB	224308.BSU24610/224308.BSU23460
BSU_24610	sinR	repression	BSU_23450	sigF	224308.BSU24610/224308.BSU23450
BSU_23450	sigF	sigma factor	BSU_14960	ylbC	224308.BSU23450/224308.BSU14960
BSU_23450	sigF	sigma factor	BSU_14950	ylbB	224308.BSU23450/224308.BSU14950
BSU_15320	sigE	sigma factor	BSU_22240	ypqA	224308.BSU15320/224308.BSU22240
BSU_25760	sigK	sigma factor	BSU_22240	ypqA	224308.BSU25760/224308.BSU22240
BSU_26350	sknR	repression	BSU_26330	yqdA	224308.BSU26350/224308.BSU26330
BSU_26350	sknR	repression	BSU_26320	yqaG	224308.BSU26350/224308.BSU26320
BSU_26350	sknR	repression	BSU_26340	yqaF	224308.BSU26350/224308.BSU26340
BSU_26350	sknR	repression	BSU_26250	yqaN	224308.BSU26350/224308.BSU26250
BSU_26350	sknR	repression	BSU_26300	yqaI	224308.BSU26350/224308.BSU26300
BSU_26350	sknR	repression	BSU_26280	yqaK	224308.BSU26350/224308.BSU26280
BSU_26350	sknR	repression	BSU_26259	yqzO	224308.BSU26350/224308.BSU26259
BSU_26350	sknR	repression	BSU_26270	yqaL	224308.BSU26350/224308.BSU26270
BSU_26350	sknR	repression	BSU_26290	yqaJ	224308.BSU26350/224308.BSU26290
BSU_26350	sknR	repression	BSU_26260	yqaM	224308.BSU26350/224308.BSU26260
BSU_26350	sknR	repression	BSU_26310	yqaH	224308.BSU26350/224308.BSU26310
BSU_25200	sigA	sigma factor	BSU_26330	yqdA	224308.BSU25200/224308.BSU26330
BSU_25200	sigA	sigma factor	BSU_26320	yqaG	224308.BSU25200/224308.BSU26320
BSU_25200	sigA	sigma factor	BSU_26340	yqaF	224308.BSU25200/224308.BSU26340
BSU_25200	sigA	sigma factor	BSU_26250	yqaN	224308.BSU25200/224308.BSU26250
BSU_25200	sigA	sigma factor	BSU_26300	yqaI	224308.BSU25200/224308.BSU26300
BSU_25200	sigA	sigma factor	BSU_26280	yqaK	224308.BSU25200/224308.BSU26280
BSU_25200	sigA	sigma factor	BSU_26259	yqzO	224308.BSU25200/224308.BSU26259
BSU_25200	sigA	sigma factor	BSU_26270	yqaL	224308.BSU25200/224308.BSU26270
BSU_25200	sigA	sigma factor	BSU_26290	yqaJ	224308.BSU25200/224308.BSU26290
BSU_25200	sigA	sigma factor	BSU_26260	yqaM	224308.BSU25200/224308.BSU26260
BSU_25200	sigA	sigma factor	BSU_26310	yqaH	224308.BSU25200/224308.BSU26310
BSU_29740	ccpA	repression	BSU_04160	mtlR	224308.BSU29740/224308.BSU04160
BSU_25200	sigA	sigma factor	BSU_04160	mtlR	224308.BSU25200/224308.BSU04160
BSU_09520	sigM	sigma factor	BSU_07260	yfnI	224308.BSU09520/224308.BSU07260
BSU_04730	sigB	sigma factor	BSU_38940	yxjI	224308.BSU04730/224308.BSU38940
BSU_04730	sigB	sigma factor	BSU_38930	yxjJ	224308.BSU04730/224308.BSU38930
BSU_35490	degU	repression	BSU_38940	yxjI	224308.BSU35490/224308.BSU38940
BSU_35490	degU	repression	BSU_38930	yxjJ	224308.BSU35490/224308.BSU38930
BSU_25200	sigA	sigma factor	BSU_00820	lysS	224308.BSU25200/224308.BSU00820
BSU_25200	sigA	sigma factor	BSU_00760	pabC	224308.BSU25200/224308.BSU00760
BSU_25200	sigA	sigma factor	BSU_00750	pabA	224308.BSU25200/224308.BSU00750
BSU_25200	sigA	sigma factor	BSU_00780	folB	224308.BSU25200/224308.BSU00780
BSU_25200	sigA	sigma factor	BSU_00740	pabB	224308.BSU25200/224308.BSU00740
BSU_25200	sigA	sigma factor	BSU_00810	dusB1	224308.BSU25200/224308.BSU00810
BSU_25200	sigA	sigma factor	BSU_00790	folK	224308.BSU25200/224308.BSU00790
BSU_25200	sigA	sigma factor	BSU_00800	yazB	224308.BSU25200/224308.BSU00800
BSU_25200	sigA	sigma factor	BSU_00770	sul	224308.BSU25200/224308.BSU00770
BSU_04730	sigB	sigma factor	BSU_40000	yxnA	224308.BSU04730/224308.BSU40000
BSU_11500	spx	activation	BSU_31290	yugT	224308.BSU11500/224308.BSU31290
BSU_29740	ccpA	repression	BSU_28800	araA	224308.BSU29740/224308.BSU28800
BSU_29740	ccpA	repression	BSU_28760	araM	224308.BSU29740/224308.BSU28760
BSU_29740	ccpA	repression	BSU_28720	abfA	224308.BSU29740/224308.BSU28720
BSU_29740	ccpA	repression	BSU_28780	araD	224308.BSU29740/224308.BSU28780
BSU_29740	ccpA	repression	BSU_28740	araP	224308.BSU29740/224308.BSU28740
BSU_29740	ccpA	repression	BSU_28730	araQ	224308.BSU29740/224308.BSU28730
BSU_29740	ccpA	repression	BSU_28770	araL	224308.BSU29740/224308.BSU28770
BSU_29740	ccpA	repression	BSU_28750	araN	224308.BSU29740/224308.BSU28750
BSU_29740	ccpA	repression	BSU_28790	araB	224308.BSU29740/224308.BSU28790
BSU_33970	araR	repression	BSU_28800	araA	224308.BSU33970/224308.BSU28800
BSU_33970	araR	repression	BSU_28760	araM	224308.BSU33970/224308.BSU28760
BSU_33970	araR	repression	BSU_28720	abfA	224308.BSU33970/224308.BSU28720
BSU_33970	araR	repression	BSU_28780	araD	224308.BSU33970/224308.BSU28780
BSU_33970	araR	repression	BSU_28740	araP	224308.BSU33970/224308.BSU28740
BSU_33970	araR	repression	BSU_28730	araQ	224308.BSU33970/224308.BSU28730
BSU_33970	araR	repression	BSU_28770	araL	224308.BSU33970/224308.BSU28770
BSU_33970	araR	repression	BSU_28750	araN	224308.BSU33970/224308.BSU28750
BSU_33970	araR	repression	BSU_28790	araB	224308.BSU33970/224308.BSU28790
BSU_25200	sigA	sigma factor	BSU_28800	araA	224308.BSU25200/224308.BSU28800
BSU_25200	sigA	sigma factor	BSU_28760	araM	224308.BSU25200/224308.BSU28760
BSU_25200	sigA	sigma factor	BSU_28720	abfA	224308.BSU25200/224308.BSU28720
BSU_25200	sigA	sigma factor	BSU_28780	araD	224308.BSU25200/224308.BSU28780
BSU_25200	sigA	sigma factor	BSU_28740	araP	224308.BSU25200/224308.BSU28740
BSU_25200	sigA	sigma factor	BSU_28730	araQ	224308.BSU25200/224308.BSU28730
BSU_25200	sigA	sigma factor	BSU_28770	araL	224308.BSU25200/224308.BSU28770
BSU_25200	sigA	sigma factor	BSU_28750	araN	224308.BSU25200/224308.BSU28750
BSU_25200	sigA	sigma factor	BSU_28790	araB	224308.BSU25200/224308.BSU28790
BSU_00980	sigH	sigma factor	BSU_08760	spo0M	224308.BSU00980/224308.BSU08760
BSU_01730	sigW	sigma factor	BSU_08760	spo0M	224308.BSU01730/224308.BSU08760
BSU_35490	degU	activation	BSU_02780	ycdA	224308.BSU35490/224308.BSU02780
BSU_35239	swrAA/2	activation	BSU_02780	ycdA	224308.BSU35239/224308.BSU02780
BSU_14480	abh	repression	BSU_02780	ycdA	224308.BSU14480/224308.BSU02780
BSU_00370	abrB	repression	BSU_02780	ycdA	224308.BSU00370/224308.BSU02780
BSU_23120	resD	activation	BSU_13040	hmp	224308.BSU23120/224308.BSU13040
BSU_09380	nsrR	repression	BSU_13040	hmp	224308.BSU09380/224308.BSU13040
BSU_25200	sigA	sigma factor	BSU_13040	hmp	224308.BSU25200/224308.BSU13040
BSU_00560	spoVT	activation	BSU_09750	sspB	224308.BSU00560/224308.BSU09750
BSU_15330	sigG	sigma factor	BSU_09750	sspB	224308.BSU15330/224308.BSU09750
BSU_15330	sigG	sigma factor	BSU_34510	yvdQ	224308.BSU15330/224308.BSU34510
BSU_25200	sigA	sigma factor	BSU_16800	spoIIIE	224308.BSU25200/224308.BSU16800
BSU_25200	sigA	sigma factor	BSU_16810	ymfC	224308.BSU25200/224308.BSU16810
NA	RNA switch	RNA switch	BSU_37150	pyrG	224308.NA/224308.BSU37150
BSU_25200	sigA	sigma factor	BSU_37150	pyrG	224308.BSU25200/224308.BSU37150
BSU_15330	sigG	sigma factor	BSU_21950	ypzA	224308.BSU15330/224308.BSU21950
BSU_37310	fnr	activation	BSU_37290	arfM	224308.BSU37310/224308.BSU37290
BSU_25200	sigA	sigma factor	BSU_37290	arfM	224308.BSU25200/224308.BSU37290
BSU_23450	sigF	sigma factor	BSU_09150	yhcN	224308.BSU23450/224308.BSU09150
BSU_15330	sigG	sigma factor	BSU_09150	yhcN	224308.BSU15330/224308.BSU09150
BSU_29740	ccpA	repression	BSU_38200	galK	224308.BSU29740/224308.BSU38200
BSU_29740	ccpA	repression	BSU_38190	galT	224308.BSU29740/224308.BSU38190
BSU_00830	ctsR	repression	BSU_28190	ysxC	224308.BSU00830/224308.BSU28190
BSU_00830	ctsR	repression	BSU_28200	lonA	224308.BSU00830/224308.BSU28200
BSU_25200	sigA	sigma factor	BSU_28190	ysxC	224308.BSU25200/224308.BSU28190
BSU_25200	sigA	sigma factor	BSU_28200	lonA	224308.BSU25200/224308.BSU28200
BSU_25200	sigA	sigma factor	BSU_28440	sdhA	224308.BSU25200/224308.BSU28440
BSU_25200	sigA	sigma factor	BSU_28450	sdhC	224308.BSU25200/224308.BSU28450
BSU_25200	sigA	sigma factor	BSU_28430	sdhB	224308.BSU25200/224308.BSU28430
BSU_17850	lexA	repression	BSU_12500	xkdA	224308.BSU17850/224308.BSU12500
BSU_16470	sigD	sigma factor	BSU_12500	xkdA	224308.BSU16470/224308.BSU12500
BSU_25200	sigA	sigma factor	BSU_22960	gudB	224308.BSU25200/224308.BSU22960
BSU_15330	sigG	sigma factor	BSU_18600	yozQ	224308.BSU15330/224308.BSU18600
BSU_12000	manR	activation	BSU_12000	manR	224308.BSU12000/224308.BSU12000
BSU_29740	ccpA	repression	BSU_12000	manR	224308.BSU29740/224308.BSU12000
BSU_25200	sigA	sigma factor	BSU_12000	manR	224308.BSU25200/224308.BSU12000
BSU_33221	yvrHb	activation	BSU_33230	sigO	224308.BSU33221/224308.BSU33230
BSU_33221	yvrHb	activation	BSU_33222	rsoA	224308.BSU33221/224308.BSU33222
BSU_33230	sigO	sigma factor	BSU_33230	sigO	224308.BSU33230/224308.BSU33230
BSU_33230	sigO	sigma factor	BSU_33222	rsoA	224308.BSU33230/224308.BSU33222
BSU_33222	rsoA	sigma factor	BSU_33230	sigO	224308.BSU33222/224308.BSU33230
BSU_33222	rsoA	sigma factor	BSU_33222	rsoA	224308.BSU33222/224308.BSU33222
BSU_29740	ccpA	repression	BSU_38730	cydD	224308.BSU29740/224308.BSU38730
BSU_29740	ccpA	repression	BSU_38740	cydC	224308.BSU29740/224308.BSU38740
BSU_29740	ccpA	repression	BSU_38760	cydA	224308.BSU29740/224308.BSU38760
BSU_29740	ccpA	repression	BSU_38750	cydB	224308.BSU29740/224308.BSU38750
BSU_05970	rex	repression	BSU_38730	cydD	224308.BSU05970/224308.BSU38730
BSU_05970	rex	repression	BSU_38740	cydC	224308.BSU05970/224308.BSU38740
BSU_05970	rex	repression	BSU_38760	cydA	224308.BSU05970/224308.BSU38760
BSU_05970	rex	repression	BSU_38750	cydB	224308.BSU05970/224308.BSU38750
BSU_23120	resD	activation	BSU_38730	cydD	224308.BSU23120/224308.BSU38730
BSU_23120	resD	activation	BSU_38740	cydC	224308.BSU23120/224308.BSU38740
BSU_23120	resD	activation	BSU_38760	cydA	224308.BSU23120/224308.BSU38760
BSU_23120	resD	activation	BSU_38750	cydB	224308.BSU23120/224308.BSU38750
BSU_23450	sigF	sigma factor	BSU_38730	cydD	224308.BSU23450/224308.BSU38730
BSU_23450	sigF	sigma factor	BSU_38740	cydC	224308.BSU23450/224308.BSU38740
BSU_23450	sigF	sigma factor	BSU_38760	cydA	224308.BSU23450/224308.BSU38760
BSU_23450	sigF	sigma factor	BSU_38750	cydB	224308.BSU23450/224308.BSU38750
BSU_04730	sigB	sigma factor	BSU_04340	ydaP	224308.BSU04730/224308.BSU04340
BSU_00370	abrB	repression	BSU_21530	yolB	224308.BSU00370/224308.BSU21530
BSU_00370	abrB	repression	BSU_21540	yolA	224308.BSU00370/224308.BSU21540
BSU_04730	sigB	sigma factor	BSU_04290	ydaL	224308.BSU04730/224308.BSU04290
BSU_04730	sigB	sigma factor	BSU_04270	ydaJ	224308.BSU04730/224308.BSU04270
BSU_04730	sigB	sigma factor	BSU_04280	ydaK	224308.BSU04730/224308.BSU04280
BSU_04730	sigB	sigma factor	BSU_04300	ydaM	224308.BSU04730/224308.BSU04300
BSU_04730	sigB	sigma factor	BSU_04310	ydaN	224308.BSU04730/224308.BSU04310
BSU_28410	gerE	repression	BSU_18670	oxdD	224308.BSU28410/224308.BSU18670
BSU_25760	sigK	sigma factor	BSU_18670	oxdD	224308.BSU25760/224308.BSU18670
BSU_04730	sigB	sigma factor	BSU_23830	yqjL	224308.BSU04730/224308.BSU23830
BSU_09520	sigM	sigma factor	BSU_23830	yqjL	224308.BSU09520/224308.BSU23830
BSU_01730	sigW	sigma factor	BSU_23830	yqjL	224308.BSU01730/224308.BSU23830
BSU_27120	sigV	sigma factor	BSU_23830	yqjL	224308.BSU27120/224308.BSU23830
BSU_04730	sigB	sigma factor	BSU_38430	gspA	224308.BSU04730/224308.BSU38430
BSU_24220	spo0A	repression	BSU_00010	dnaA	224308.BSU24220/224308.BSU00010
BSU_24220	spo0A	repression	BSU_00020	dnaN	224308.BSU24220/224308.BSU00020
BSU_25200	sigA	sigma factor	BSU_00010	dnaA	224308.BSU25200/224308.BSU00010
BSU_25200	sigA	sigma factor	BSU_00020	dnaN	224308.BSU25200/224308.BSU00020
BSU_31680	comA	activation	BSU_03530	ycxA	224308.BSU31680/224308.BSU03530
BSU_36420	spoIIID	repression	BSU_28380	gerM	224308.BSU36420/224308.BSU28380
BSU_15320	sigE	sigma factor	BSU_28380	gerM	224308.BSU15320/224308.BSU28380
BSU_37620	rsfA	activation	BSU_38630	katX	224308.BSU37620/224308.BSU38630
BSU_04730	sigB	sigma factor	BSU_38630	katX	224308.BSU04730/224308.BSU38630
BSU_23450	sigF	sigma factor	BSU_38630	katX	224308.BSU23450/224308.BSU38630
BSU_23450	sigF	sigma factor	BSU_40950	yyaC	224308.BSU23450/224308.BSU40950
BSU_37650	cysL	auto-repression	BSU_37650	cysL	224308.BSU37650/224308.BSU37650
BSU_25200	sigA	sigma factor	BSU_37650	cysL	224308.BSU25200/224308.BSU37650
BSU_27890	nadR	repression	BSU_27890	nadR	224308.BSU27890/224308.BSU27890
BSU_27890	nadR	repression	BSU_27880	nifS	224308.BSU27890/224308.BSU27880
BSU_25200	sigA	sigma factor	BSU_27890	nadR	224308.BSU25200/224308.BSU27890
BSU_25200	sigA	sigma factor	BSU_27880	nifS	224308.BSU25200/224308.BSU27880
BSU_29740	ccpA	repression	BSU_19030	yobO	224308.BSU29740/224308.BSU19030
BSU_00370	abrB	repression	BSU_19030	yobO	224308.BSU00370/224308.BSU19030
BSU_misc_RNA_11	Thi-box	RNA switch	BSU_08790	thiC	224308.BSUmiscRNA11/224308.BSU08790
BSU_00370	abrB	repression	BSU_24650	yqzG	224308.BSU00370/224308.BSU24650
BSU_23450	sigF	sigma factor	BSU_24650	yqzG	224308.BSU23450/224308.BSU24650
BSU_35490	degU	repression	BSU_39230	wapA	224308.BSU35490/224308.BSU39230
BSU_35490	degU	repression	BSU_39220	wapI	224308.BSU35490/224308.BSU39220
BSU_33221	yvrHb	activation	BSU_39230	wapA	224308.BSU33221/224308.BSU39230
BSU_33221	yvrHb	activation	BSU_39220	wapI	224308.BSU33221/224308.BSU39220
BSU_40410	walR	repression	BSU_39230	wapA	224308.BSU40410/224308.BSU39230
BSU_40410	walR	repression	BSU_39220	wapI	224308.BSU40410/224308.BSU39220
BSU_25200	sigA	sigma factor	BSU_39230	wapA	224308.BSU25200/224308.BSU39230
BSU_25200	sigA	sigma factor	BSU_39220	wapI	224308.BSU25200/224308.BSU39220
BSU_17850	lexA	repression	BSU_13800	ykvR	224308.BSU17850/224308.BSU13800
BSU_36420	spoIIID	activation	BSU_15090	gerR	224308.BSU36420/224308.BSU15090
BSU_15320	sigE	sigma factor	BSU_15090	gerR	224308.BSU15320/224308.BSU15090
BSU_25200	sigA	sigma factor	BSU_37160	rpoE	224308.BSU25200/224308.BSU37160
BSU_00370	abrB	repression	BSU_14230	ahpT	224308.BSU00370/224308.BSU14230
BSU_00370	abrB	repression	BSU_14220	ahpA	224308.BSU00370/224308.BSU14220
BSU_04730	sigB	sigma factor	BSU_38180	ywzA	224308.BSU04730/224308.BSU38180
BSU_17450	glnR	repression	BSU_36660	ureA	224308.BSU17450/224308.BSU36660
BSU_17450	glnR	repression	BSU_36650	ureB	224308.BSU17450/224308.BSU36650
BSU_17450	glnR	repression	BSU_36640	ureC	224308.BSU17450/224308.BSU36640
BSU_13310	tnrA	activation	BSU_36660	ureA	224308.BSU13310/224308.BSU36660
BSU_13310	tnrA	activation	BSU_36650	ureB	224308.BSU13310/224308.BSU36650
BSU_13310	tnrA	activation	BSU_36640	ureC	224308.BSU13310/224308.BSU36640
BSU_32420	pucR	activation	BSU_36660	ureA	224308.BSU32420/224308.BSU36660
BSU_32420	pucR	activation	BSU_36650	ureB	224308.BSU32420/224308.BSU36650
BSU_32420	pucR	activation	BSU_36640	ureC	224308.BSU32420/224308.BSU36640
BSU_16170	codY	repression	BSU_36660	ureA	224308.BSU16170/224308.BSU36660
BSU_16170	codY	repression	BSU_36650	ureB	224308.BSU16170/224308.BSU36650
BSU_16170	codY	repression	BSU_36640	ureC	224308.BSU16170/224308.BSU36640
BSU_25200	sigA	sigma factor	BSU_36660	ureA	224308.BSU25200/224308.BSU36660
BSU_25200	sigA	sigma factor	BSU_36650	ureB	224308.BSU25200/224308.BSU36650
BSU_25200	sigA	sigma factor	BSU_36640	ureC	224308.BSU25200/224308.BSU36640
BSU_00980	sigH	sigma factor	BSU_36660	ureA	224308.BSU00980/224308.BSU36660
BSU_00980	sigH	sigma factor	BSU_36650	ureB	224308.BSU00980/224308.BSU36650
BSU_00980	sigH	sigma factor	BSU_36640	ureC	224308.BSU00980/224308.BSU36640
BSU_36420	spoIIID	activation	BSU_17420	spoVK	224308.BSU36420/224308.BSU17420
BSU_15320	sigE	sigma factor	BSU_17420	spoVK	224308.BSU15320/224308.BSU17420
BSU_25760	sigK	sigma factor	BSU_17420	spoVK	224308.BSU25760/224308.BSU17420
BSU_04730	sigB	sigma factor	BSU_23329	ypuC/1	224308.BSU04730/224308.BSU23329
BSU_04730	sigB	sigma factor	BSU_23340	ypuB	224308.BSU04730/224308.BSU23340
BSU_25200	sigA	sigma factor	BSU_22780	folE	224308.BSU25200/224308.BSU22780
BSU_25200	sigA	sigma factor	BSU_22770	mtrB	224308.BSU25200/224308.BSU22770
BSU_16170	codY	repression	BSU_32090	yuiA	224308.BSU16170/224308.BSU32090
BSU_16170	codY	repression	BSU_32080	yuiB	224308.BSU16170/224308.BSU32080
BSU_13310	tnrA	repression	BSU_32090	yuiA	224308.BSU13310/224308.BSU32090
BSU_13310	tnrA	repression	BSU_32080	yuiB	224308.BSU13310/224308.BSU32080
BSU_29740	ccpA	repression	BSU_19360	odhB	224308.BSU29740/224308.BSU19360
BSU_29740	ccpA	repression	BSU_19370	odhA	224308.BSU29740/224308.BSU19370
BSU_25200	sigA	sigma factor	BSU_19360	odhB	224308.BSU25200/224308.BSU19360
BSU_25200	sigA	sigma factor	BSU_19370	odhA	224308.BSU25200/224308.BSU19370
BSU_33080	liaR	activation	BSU_33120	liaH	224308.BSU33080/224308.BSU33120
BSU_33080	liaR	activation	BSU_33130	liaI	224308.BSU33080/224308.BSU33130
BSU_25200	sigA	sigma factor	BSU_33120	liaH	224308.BSU25200/224308.BSU33120
BSU_25200	sigA	sigma factor	BSU_33130	liaI	224308.BSU25200/224308.BSU33130
BSU_25200	sigA	sigma factor	BSU_09100	cspB	224308.BSU25200/224308.BSU09100
BSU_15320	sigE	sigma factor	BSU_10950	yitD	224308.BSU15320/224308.BSU10950
BSU_15320	sigE	sigma factor	BSU_10940	yitC	224308.BSU15320/224308.BSU10940
BSU_25760	sigK	sigma factor	BSU_10950	yitD	224308.BSU25760/224308.BSU10950
BSU_25760	sigK	sigma factor	BSU_10940	yitC	224308.BSU25760/224308.BSU10940
BSU_16170	codY	repression	BSU_29600	braB	224308.BSU16170/224308.BSU29600
