protein_1_locus	protein_2_locus	evidence	source	protein_1_alt_name	protein_1_name	protein_2_alt_name	protein_2_name	link
BSU_27600	BSU_16040	experimental	string-db	Rel	Rsh	RplS	RplS	224308.BSU27600/224308.BSU16040
BSU_27600	BSU_27940	experimental	string-db	Rel	Rsh	RpmA	RpmA	224308.BSU27600/224308.BSU27940
BSU_27600	BSU_27940	experimental	string-db	Rel	Rsh	RpmA	RpmA	224308.BSU27600/224308.BSU27940
BSU_27600	BSU_28850	experimental	string-db	Rel	Rsh	RplT	RplT	224308.BSU27600/224308.BSU28850
BSU_27600	BSU_28850	experimental	string-db	Rel	Rsh	RplT	RplT	224308.BSU27600/224308.BSU28850
BSU_27600	BSU_01440	experimental	string-db	Rel	Rsh	RplQ	RplQ	224308.BSU27600/224308.BSU01440
BSU_27600	BSU_01440	experimental	string-db	Rel	Rsh	RplQ	RplQ	224308.BSU27600/224308.BSU01440
BSU_27600	BSU_37070	experimental	string-db	Rel	Rsh	RpmE	RpmEA	224308.BSU27600/224308.BSU37070
BSU_27600	BSU_37070	experimental	string-db	Rel	Rsh	RpmE	RpmEA	224308.BSU27600/224308.BSU37070
BSU_27600	BSU_37070	experimental	string-db	Rel	Rsh	RpmE	RpmEA	224308.BSU27600/224308.BSU37070
BSU_27600	BSU_37070	experimental	string-db	Rel	Rsh	RpmE	RpmEA	224308.BSU27600/224308.BSU37070
BSU_27600	BSU_01410	experimental	string-db	Rel	Rsh	RpsM	RpsM	224308.BSU27600/224308.BSU01410
BSU_27600	BSU_01410	experimental	string-db	Rel	Rsh	RpsM	RpsM	224308.BSU27600/224308.BSU01410
BSU_27600	BSU_29660	experimental	string-db	Rel	Rsh	RpsD	RpsD	224308.BSU27600/224308.BSU29660
BSU_27600	BSU_29660	experimental	string-db	Rel	Rsh	RpsD	RpsD	224308.BSU27600/224308.BSU29660
BSU_27600	BSU_01150	experimental	string-db	Rel	Rsh	RpsJ	RpsJ	224308.BSU27600/224308.BSU01150
BSU_27600	BSU_01150	experimental	string-db	Rel	Rsh	RpsJ	RpsJ	224308.BSU27600/224308.BSU01150
BSU_27600	BSU_01400	experimental	string-db	Rel	Rsh	RpmJ	RpmJ	224308.BSU27600/224308.BSU01400
BSU_27600	BSU_01400	experimental	string-db	Rel	Rsh	RpmJ	RpmJ	224308.BSU27600/224308.BSU01400
BSU_27600	BSU_24300	experimental	string-db	Rel	Rsh	XseA	XseA	224308.BSU27600/224308.BSU24300
BSU_27600	BSU_24300	experimental	string-db	Rel	Rsh	XseA	XseA	224308.BSU27600/224308.BSU24300
BSU_27600	BSU_01160	experimental	string-db	Rel	Rsh	RplC	RplC	224308.BSU27600/224308.BSU01160
BSU_27600	BSU_01160	experimental	string-db	Rel	Rsh	RplC	RplC	224308.BSU27600/224308.BSU01160
BSU_27600	BSU_01100	experimental	string-db	Rel	Rsh	RpsL	RpsL	224308.BSU27600/224308.BSU01100
BSU_27600	BSU_01100	experimental	string-db	Rel	Rsh	RpsL	RpsL	224308.BSU27600/224308.BSU01100
BSU_27600	BSU_01350	experimental	string-db	Rel	Rsh	RplO	RplO	224308.BSU27600/224308.BSU01350
BSU_27600	BSU_01350	experimental	string-db	Rel	Rsh	RplO	RplO	224308.BSU27600/224308.BSU01350
BSU_27600	BSU_01310	experimental	string-db	Rel	Rsh	RplF	RplF	224308.BSU27600/224308.BSU01310
BSU_27600	BSU_01310	experimental	string-db	Rel	Rsh	RplF	RplF	224308.BSU27600/224308.BSU01310
BSU_27600	BSU_01240	experimental	string-db	Rel	Rsh	RpmC	RpmC	224308.BSU27600/224308.BSU01240
BSU_27600	BSU_01240	experimental	string-db	Rel	Rsh	RpmC	RpmC	224308.BSU27600/224308.BSU01240
BSU_27600	BSU_28860	experimental	string-db	Rel	Rsh	RpmI	RpmI	224308.BSU27600/224308.BSU28860
BSU_27600	BSU_28860	experimental	string-db	Rel	Rsh	RpmI	RpmI	224308.BSU27600/224308.BSU28860
BSU_27600	BSU_01230	experimental	string-db	Rel	Rsh	RplP	RplP	224308.BSU27600/224308.BSU01230
BSU_27600	BSU_01230	experimental	string-db	Rel	Rsh	RplP	RplP	224308.BSU27600/224308.BSU01230
BSU_27600	BSU_01290	experimental	string-db	Rel	Rsh	RpsN	RpsNA	224308.BSU27600/224308.BSU01290
BSU_27600	BSU_01290	experimental	string-db	Rel	Rsh	RpsN	RpsNA	224308.BSU27600/224308.BSU01290
BSU_27600	BSU_01220	experimental	string-db	Rel	Rsh	RpsC	RpsC	224308.BSU27600/224308.BSU01220
BSU_27600	BSU_01220	experimental	string-db	Rel	Rsh	RpsC	RpsC	224308.BSU27600/224308.BSU01220
BSU_27600	BSU_25210	textmined	string-db	Rel	Rsh	DnaG	DnaG	224308.BSU27600/224308.BSU25210
BSU_27600	BSU_25210	textmined	string-db	Rel	Rsh	DnaG	DnaG	224308.BSU27600/224308.BSU25210
BSU_27600	BSU_01210	experimental	string-db	Rel	Rsh	RplV	RplV	224308.BSU27600/224308.BSU01210
BSU_27600	BSU_01210	experimental	string-db	Rel	Rsh	RplV	RplV	224308.BSU27600/224308.BSU01210
BSU_27600	BSU_38480	database	string-db	Rel	Rsh	RelQ	RelQ	224308.BSU27600/224308.BSU38480
BSU_27600	BSU_38480	database	string-db	Rel	Rsh	RelQ	RelQ	224308.BSU27600/224308.BSU38480
BSU_27600	BSU_25550	experimental	string-db	Rel	Rsh	RpsT	RpsT	224308.BSU27600/224308.BSU25550
BSU_27600	BSU_25550	experimental	string-db	Rel	Rsh	RpsT	RpsT	224308.BSU27600/224308.BSU25550
BSU_27600	BSU_16490	experimental	string-db	Rel	Rsh	RpsB	RpsB	224308.BSU27600/224308.BSU16490
BSU_27600	BSU_16490	experimental	string-db	Rel	Rsh	RpsB	RpsB	224308.BSU27600/224308.BSU16490
BSU_27600	BSU_01340	experimental	string-db	Rel	Rsh	RpmD	RpmD	224308.BSU27600/224308.BSU01340
BSU_27600	BSU_01340	experimental	string-db	Rel	Rsh	RpmD	RpmD	224308.BSU27600/224308.BSU01340
BSU_27600	BSU_01190	experimental	string-db	Rel	Rsh	RplB	RplB	224308.BSU27600/224308.BSU01190
BSU_27600	BSU_01190	experimental	string-db	Rel	Rsh	RplB	RplB	224308.BSU27600/224308.BSU01190
BSU_27600	BSU_11600	database	string-db	Rel	Rsh	SasB	RelP	224308.BSU27600/224308.BSU11600
BSU_27600	BSU_11600	database	string-db	Rel	Rsh	SasB	RelP	224308.BSU27600/224308.BSU11600
BSU_27600	BSU_11600	database	string-db	Rel	Rsh	SasB	RelP	224308.BSU27600/224308.BSU11600
BSU_27600	BSU_11600	database	string-db	Rel	Rsh	SasB	RelP	224308.BSU27600/224308.BSU11600
BSU_27600	BSU_01420	experimental	string-db	Rel	Rsh	RpsK	RpsK	224308.BSU27600/224308.BSU01420
BSU_27600	BSU_01420	experimental	string-db	Rel	Rsh	RpsK	RpsK	224308.BSU27600/224308.BSU01420
BSU_27600	BSU_01200	experimental	string-db	Rel	Rsh	RpsS	RpsS	224308.BSU27600/224308.BSU01200
BSU_27600	BSU_01200	experimental	string-db	Rel	Rsh	RpsS	RpsS	224308.BSU27600/224308.BSU01200
BSU_27600	BSU_01250	experimental	string-db	Rel	Rsh	RpsQ	RpsQ	224308.BSU27600/224308.BSU01250
BSU_27600	BSU_01250	experimental	string-db	Rel	Rsh	RpsQ	RpsQ	224308.BSU27600/224308.BSU01250
BSU_27600	BSU_01110	experimental	string-db	Rel	Rsh	RpsG	RpsG	224308.BSU27600/224308.BSU01110
BSU_27600	BSU_01110	experimental	string-db	Rel	Rsh	RpsG	RpsG	224308.BSU27600/224308.BSU01110
BSU_27600	BSU_01330	experimental	string-db	Rel	Rsh	RpsE	RpsE	224308.BSU27600/224308.BSU01330
BSU_27600	BSU_01330	experimental	string-db	Rel	Rsh	RpsE	RpsE	224308.BSU27600/224308.BSU01330
BSU_27600	BSU_01260	experimental	string-db	Rel	Rsh	RplN	RplNA	224308.BSU27600/224308.BSU01260
BSU_27600	BSU_01260	experimental	string-db	Rel	Rsh	RplN	RplNA	224308.BSU27600/224308.BSU01260
BSU_27600	BSU_01260	experimental	string-db	Rel	Rsh	RplN	RplNA	224308.BSU27600/224308.BSU01260
BSU_27600	BSU_01260	experimental	string-db	Rel	Rsh	RplN	RplNA	224308.BSU27600/224308.BSU01260
BSU_27600	BSU_01490	experimental	string-db	Rel	Rsh	RplM	RplM	224308.BSU27600/224308.BSU01490
BSU_27600	BSU_01490	experimental	string-db	Rel	Rsh	RplM	RplM	224308.BSU27600/224308.BSU01490
BSU_27600	BSU_27960	experimental	string-db	Rel	Rsh	RplU	RplU	224308.BSU27600/224308.BSU27960
BSU_27600	BSU_27960	experimental	string-db	Rel	Rsh	RplU	RplU	224308.BSU27600/224308.BSU27960
BSU_27600	BSU_15820	experimental	string-db	Rel	Rsh	RpmB	RpmB	224308.BSU27600/224308.BSU15820
BSU_27600	BSU_15820	experimental	string-db	Rel	Rsh	RpmB	RpmB	224308.BSU27600/224308.BSU15820
BSU_27610	BSU_22070	database	string-db	Apt	Apt	Xpt	Xpt	224308.BSU27610/224308.BSU22070
BSU_27610	BSU_00680	database	string-db	Apt	Apt	HprT	HprT	224308.BSU27610/224308.BSU00680
BSU_27620	BSU_20350	database	string-db	RecJ	RecJ	YorK	YorK	224308.BSU27620/224308.BSU20350
BSU_27620	BSU_19220	textmined	string-db	RecJ	RecJ	RecQ	RtbI	224308.BSU27620/224308.BSU19220
BSU_27620	BSU_19220	textmined	string-db	RecJ	RecJ	RecQ	RtbI	224308.BSU27620/224308.BSU19220
BSU_27620	BSU_23020	textmined	string-db	RecJ	RecJ	RecS	RecQ	224308.BSU27620/224308.BSU23020
BSU_27620	BSU_00040	textmined	string-db	RecJ	RecJ	RecF	RecF	224308.BSU27620/224308.BSU00040
BSU_27650	BSU_15980	database	string-db	SecDF	SecDF	Ffh	Ffh	224308.BSU27650/224308.BSU15980
BSU_27650	BSU_01360	database	string-db	SecDF	SecDF	SecY	SecY	224308.BSU27650/224308.BSU01360
BSU_27650	BSU_27700	database	string-db	SecDF	SecDF	YrbF	YrbF	224308.BSU27650/224308.BSU27700
BSU_27650	BSU_41040	database	string-db	SecDF	SecDF	YidC1	OxaAA	224308.BSU27650/224308.BSU41040
BSU_27650	BSU_41040	database	string-db	SecDF	SecDF	YidC1	OxaAA	224308.BSU27650/224308.BSU41040
BSU_27650	BSU_15950	database	string-db	SecDF	SecDF	FtsY	FtsY	224308.BSU27650/224308.BSU15950
BSU_27650	BSU_35300	database	string-db	SecDF	SecDF	SecA	SecA	224308.BSU27650/224308.BSU35300
BSU_27650	BSU_23890	database	string-db	SecDF	SecDF	OxaAB	OxaAB	224308.BSU27650/224308.BSU23890
BSU_27650	BSU_33630	database	string-db	SecDF	SecDF	SecG	SecG	224308.BSU27650/224308.BSU33630
BSU_27650	BSU_01000	database	string-db	SecDF	SecDF	SecE	SecE	224308.BSU27650/224308.BSU01000
BSU_27660	BSU_35220	textmined	string-db	ComN	ComN	MinJ	MinJ	224308.BSU27660/224308.BSU35220
BSU_27660	BSU_15420	experimental	string-db	ComN	ComN	DivIVA	DivIVA	224308.BSU27660/224308.BSU15420
BSU_27660	BSU_28050	textmined	string-db	ComN	ComN	Maf	Maf	224308.BSU27660/224308.BSU28050
BSU_27660	BSU_40970	textmined	string-db	ComN	ComN	ParA	ParA	224308.BSU27660/224308.BSU40970
BSU_27700	BSU_33630	database	string-db	YrbF	YrbF	SecG	SecG	224308.BSU27700/224308.BSU33630
BSU_27700	BSU_01000	database	string-db	YrbF	YrbF	SecE	SecE	224308.BSU27700/224308.BSU01000
BSU_27700	BSU_35300	database	string-db	YrbF	YrbF	SecA	SecA	224308.BSU27700/224308.BSU35300
BSU_27700	BSU_27650	database	string-db	YrbF	YrbF	SecDF	SecDF	224308.BSU27700/224308.BSU27650
BSU_27700	BSU_41040	database	string-db	YrbF	YrbF	YidC1	OxaAA	224308.BSU27700/224308.BSU41040
BSU_27700	BSU_41040	database	string-db	YrbF	YrbF	YidC1	OxaAA	224308.BSU27700/224308.BSU41040
BSU_27700	BSU_15950	database	string-db	YrbF	YrbF	FtsY	FtsY	224308.BSU27700/224308.BSU15950
BSU_27700	BSU_23890	database	string-db	YrbF	YrbF	OxaAB	OxaAB	224308.BSU27700/224308.BSU23890
BSU_27700	BSU_01360	database	string-db	YrbF	YrbF	SecY	SecY	224308.BSU27700/224308.BSU01360
BSU_27700	BSU_15980	database	string-db	YrbF	YrbF	Ffh	Ffh	224308.BSU27700/224308.BSU15980
BSU_27710	BSU_07580	experimental	string-db	Tgt	Tgt	CitS	CitS	224308.BSU27710/224308.BSU07580
BSU_27730	BSU_27740	textmined	string-db	RuvB	RuvB	RuvA	RuvA	224308.BSU27730/224308.BSU27740
BSU_27740	BSU_27730	textmined	string-db	RuvA	RuvA	RuvB	RuvB	224308.BSU27740/224308.BSU27730
BSU_27740	BSU_11820	database	string-db	RuvA	RuvA	YjcD	YjcD	224308.BSU27740/224308.BSU11820
BSU_27740	BSU_10630	database	string-db	RuvA	RuvA	AddA	AddA	224308.BSU27740/224308.BSU10630
BSU_27740	BSU_10620	database	string-db	RuvA	RuvA	AddB	AddB	224308.BSU27740/224308.BSU10620
BSU_27740	BSU_06610	database	string-db	RuvA	RuvA	PcrA	PcrA	224308.BSU27740/224308.BSU06610
BSU_27770	BSU_39700	database	string-db	YrbE	YrbE	IolG	IolG	224308.BSU27770/224308.BSU39700
BSU_27840	BSU_22800	textmined	string-db	SafA	SafA	SpoIVA	SpoIVA	224308.BSU27840/224308.BSU22800
BSU_27840	BSU_28110	experimental	string-db	SafA	SafA	SpoVID	SpoVID	224308.BSU27840/224308.BSU28110
BSU_27840	BSU_37920	textmined	string-db	SafA	SafA	GerQ	GerQ	224308.BSU27840/224308.BSU37920
BSU_27850	BSU_29740	experimental	string-db	NadA	NadA	CcpA	CcpA	224308.BSU27850/224308.BSU29740
BSU_27880	BSU_27510	database	string-db	NifS	NifS	YrvO	IscSA	224308.BSU27880/224308.BSU27510
BSU_27880	BSU_29590	database	string-db	NifS	NifS	NifZ	IscSB	224308.BSU27880/224308.BSU29590
BSU_27910	BSU_22690	database	string-db	YszB	YszB	AroH	AroH	224308.BSU27910/224308.BSU22690
BSU_27910	BSU_29750	database	string-db	YszB	YszB	AroA	AroX	224308.BSU27910/224308.BSU29750
BSU_27910	BSU_29750	database	string-db	YszB	YszB	AroA	AroX	224308.BSU27910/224308.BSU29750
BSU_27920	BSU_29740	experimental	string-db	Obg	Obg	CcpA	CcpA	224308.BSU27920/224308.BSU29740
BSU_27920	BSU_04720	textmined	string-db	Obg	Obg	RsbW	RsbW	224308.BSU27920/224308.BSU04720
BSU_27920	BSU_04740	textmined	string-db	Obg	Obg	RsbX	RsbX	224308.BSU27920/224308.BSU04740
BSU_27930	BSU_37130	experimental	string-db	Spo0B	Spo0B	Spo0F	Spo0F	224308.BSU27930/224308.BSU37130
BSU_27940	BSU_01110	experimental	string-db	RpmA	RpmA	RpsG	RpsG	224308.BSU27940/224308.BSU01110
BSU_27940	BSU_01250	experimental	string-db	RpmA	RpmA	RpsQ	RpsQ	224308.BSU27940/224308.BSU01250
BSU_27940	BSU_01330	experimental	string-db	RpmA	RpmA	RpsE	RpsE	224308.BSU27940/224308.BSU01330
BSU_27940	BSU_16050	experimental	string-db	RpmA	RpmA	RbgA	RbgA	224308.BSU27940/224308.BSU16050
BSU_27940	BSU_01490	experimental	string-db	RpmA	RpmA	RplM	RplM	224308.BSU27940/224308.BSU01490
BSU_27940	BSU_27960	experimental	string-db	RpmA	RpmA	RplU	RplU	224308.BSU27940/224308.BSU27960
BSU_27940	BSU_01260	experimental	string-db	RpmA	RpmA	RplN	RplNA	224308.BSU27940/224308.BSU01260
BSU_27940	BSU_01260	experimental	string-db	RpmA	RpmA	RplN	RplNA	224308.BSU27940/224308.BSU01260
BSU_27940	BSU_40500	experimental	string-db	RpmA	RpmA	RplI	RplI	224308.BSU27940/224308.BSU40500
BSU_27940	BSU_15820	experimental	string-db	RpmA	RpmA	RpmB	RpmB	224308.BSU27940/224308.BSU15820
BSU_27940	BSU_28580	experimental	string-db	RpmA	RpmA	RqcU	MutSB	224308.BSU27940/224308.BSU28580
BSU_27940	BSU_28580	experimental	string-db	RpmA	RpmA	RqcU	MutSB	224308.BSU27940/224308.BSU28580
BSU_27940	BSU_01020	experimental	string-db	RpmA	RpmA	RplK	RplK	224308.BSU27940/224308.BSU01020
BSU_27940	BSU_25550	experimental	string-db	RpmA	RpmA	RpsT	RpsT	224308.BSU27940/224308.BSU25550
BSU_27940	BSU_27600	experimental	string-db	RpmA	RpmA	Rel	Rsh	224308.BSU27940/224308.BSU27600
BSU_27940	BSU_27600	experimental	string-db	RpmA	RpmA	Rel	Rsh	224308.BSU27940/224308.BSU27600
BSU_27940	BSU_01210	experimental	string-db	RpmA	RpmA	RplV	RplV	224308.BSU27940/224308.BSU01210
BSU_27940	BSU_01190	experimental	string-db	RpmA	RpmA	RplB	RplB	224308.BSU27940/224308.BSU01190
BSU_27940	BSU_16490	experimental	string-db	RpmA	RpmA	RpsB	RpsB	224308.BSU27940/224308.BSU16490
BSU_27940	BSU_01340	experimental	string-db	RpmA	RpmA	RpmD	RpmD	224308.BSU27940/224308.BSU01340
BSU_27940	BSU_00950	experimental	string-db	RpmA	RpmA	MrnC	MrnC	224308.BSU27940/224308.BSU00950
BSU_27940	BSU_01200	experimental	string-db	RpmA	RpmA	RpsS	RpsS	224308.BSU27940/224308.BSU01200
BSU_27940	BSU_01420	experimental	string-db	RpmA	RpmA	RpsK	RpsK	224308.BSU27940/224308.BSU01420
BSU_27940	BSU_05610	experimental	string-db	RpmA	RpmA	VmlR	VmlR	224308.BSU27940/224308.BSU05610
BSU_27940	BSU_01410	experimental	string-db	RpmA	RpmA	RpsM	RpsM	224308.BSU27940/224308.BSU01410
BSU_27940	BSU_01030	experimental	string-db	RpmA	RpmA	RplA	RplA	224308.BSU27940/224308.BSU01030
BSU_27940	BSU_37070	experimental	string-db	RpmA	RpmA	RpmE	RpmEA	224308.BSU27940/224308.BSU37070
BSU_27940	BSU_37070	experimental	string-db	RpmA	RpmA	RpmE	RpmEA	224308.BSU27940/224308.BSU37070
BSU_27940	BSU_28850	experimental	string-db	RpmA	RpmA	RplT	RplT	224308.BSU27940/224308.BSU28850
BSU_27940	BSU_01440	experimental	string-db	RpmA	RpmA	RplQ	RplQ	224308.BSU27940/224308.BSU01440
BSU_27940	BSU_00590	experimental	string-db	RpmA	RpmA	RqcP	HslR	224308.BSU27940/224308.BSU00590
BSU_27940	BSU_01150	experimental	string-db	RpmA	RpmA	RpsJ	RpsJ	224308.BSU27940/224308.BSU01150
BSU_27940	BSU_01400	experimental	string-db	RpmA	RpmA	RpmJ	RpmJ	224308.BSU27940/224308.BSU01400
BSU_27940	BSU_29660	experimental	string-db	RpmA	RpmA	RpsD	RpsD	224308.BSU27940/224308.BSU29660
BSU_27940	BSU_01310	experimental	string-db	RpmA	RpmA	RplF	RplF	224308.BSU27940/224308.BSU01310
BSU_27940	BSU_01350	experimental	string-db	RpmA	RpmA	RplO	RplO	224308.BSU27940/224308.BSU01350
BSU_27940	BSU_01160	experimental	string-db	RpmA	RpmA	RplC	RplC	224308.BSU27940/224308.BSU01160
BSU_27940	BSU_01100	experimental	string-db	RpmA	RpmA	RpsL	RpsL	224308.BSU27940/224308.BSU01100
BSU_27940	BSU_01220	experimental	string-db	RpmA	RpmA	RpsC	RpsC	224308.BSU27940/224308.BSU01220
BSU_27940	BSU_15640	experimental	string-db	RpmA	RpmA	RqcH	YloA	224308.BSU27940/224308.BSU15640
BSU_27940	BSU_01290	experimental	string-db	RpmA	RpmA	RpsN	RpsNA	224308.BSU27940/224308.BSU01290
BSU_27940	BSU_28860	experimental	string-db	RpmA	RpmA	RpmI	RpmI	224308.BSU27940/224308.BSU28860
BSU_27940	BSU_01230	experimental	string-db	RpmA	RpmA	RplP	RplP	224308.BSU27940/224308.BSU01230
BSU_27940	BSU_01240	experimental	string-db	RpmA	RpmA	RpmC	RpmC	224308.BSU27940/224308.BSU01240
BSU_27940	BSU_28190	experimental	string-db	RpmA	RpmA	YsxC	YsxC	224308.BSU27940/224308.BSU28190
BSU_27940	BSU_01500	experimental	string-db	RpmA	RpmA	RpsI	RpsI	224308.BSU27940/224308.BSU01500
BSU_27940	BSU_40910	experimental	string-db	RpmA	RpmA	RpsF	RpsF	224308.BSU27940/224308.BSU40910
BSU_27940	BSU_35310	experimental	string-db	RpmA	RpmA	Hpf	Hpf	224308.BSU27940/224308.BSU35310
BSU_27940	BSU_15080	experimental	string-db	RpmA	RpmA	RpmF	RpmF	224308.BSU27940/224308.BSU15080
BSU_27940	BSU_41060	experimental	string-db	RpmA	RpmA	RpmH	RpmH	224308.BSU27940/224308.BSU41060
BSU_27940	BSU_01300	experimental	string-db	RpmA	RpmA	RpsH	RpsH	224308.BSU27940/224308.BSU01300
BSU_27940	BSU_01180	experimental	string-db	RpmA	RpmA	RplW	RplW	224308.BSU27940/224308.BSU01180
BSU_27940	BSU_01040	experimental	string-db	RpmA	RpmA	RplJ	RplJ	224308.BSU27940/224308.BSU01040
BSU_27940	BSU_16680	experimental	string-db	RpmA	RpmA	RpsO	RpsO	224308.BSU27940/224308.BSU16680
BSU_27940	BSU_01170	experimental	string-db	RpmA	RpmA	RplD	RplD	224308.BSU27940/224308.BSU01170
BSU_27940	BSU_23880	experimental	string-db	RpmA	RpmA	MifM	MifM	224308.BSU27940/224308.BSU23880
BSU_27940	BSU_01320	experimental	string-db	RpmA	RpmA	RplR	RplR	224308.BSU27940/224308.BSU01320
BSU_27940	BSU_24900	experimental	string-db	RpmA	RpmA	RpmGA	RpmGA	224308.BSU27940/224308.BSU24900
BSU_27940	BSU_15980	experimental	string-db	RpmA	RpmA	Ffh	Ffh	224308.BSU27940/224308.BSU15980
BSU_27940	BSU_01270	experimental	string-db	RpmA	RpmA	RplX	RplX	224308.BSU27940/224308.BSU01270
BSU_27940	BSU_40890	experimental	string-db	RpmA	RpmA	RpsR	RpsR	224308.BSU27940/224308.BSU40890
BSU_27940	BSU_15990	experimental	string-db	RpmA	RpmA	RpsP	RpsP	224308.BSU27940/224308.BSU15990
BSU_27940	BSU_25410	experimental	string-db	RpmA	RpmA	RpsU	RpsU	224308.BSU27940/224308.BSU25410
BSU_27940	BSU_01280	experimental	string-db	RpmA	RpmA	RplE	RplE	224308.BSU27940/224308.BSU01280
BSU_27940	BSU_16040	experimental	string-db	RpmA	RpmA	RplS	RplS	224308.BSU27940/224308.BSU16040
BSU_27960	BSU_27600	experimental	string-db	RplU	RplU	Rel	Rsh	224308.BSU27960/224308.BSU27600
BSU_27960	BSU_27600	experimental	string-db	RplU	RplU	Rel	Rsh	224308.BSU27960/224308.BSU27600
BSU_27960	BSU_01210	experimental	string-db	RplU	RplU	RplV	RplV	224308.BSU27960/224308.BSU01210
BSU_27960	BSU_01020	experimental	string-db	RplU	RplU	RplK	RplK	224308.BSU27960/224308.BSU01020
BSU_27960	BSU_28580	experimental	string-db	RplU	RplU	RqcU	MutSB	224308.BSU27960/224308.BSU28580
BSU_27960	BSU_28580	experimental	string-db	RplU	RplU	RqcU	MutSB	224308.BSU27960/224308.BSU28580
BSU_27960	BSU_25550	experimental	string-db	RplU	RplU	RpsT	RpsT	224308.BSU27960/224308.BSU25550
BSU_27960	BSU_01340	experimental	string-db	RplU	RplU	RpmD	RpmD	224308.BSU27960/224308.BSU01340
BSU_27960	BSU_16490	experimental	string-db	RplU	RplU	RpsB	RpsB	224308.BSU27960/224308.BSU16490
BSU_27960	BSU_00950	experimental	string-db	RplU	RplU	MrnC	MrnC	224308.BSU27960/224308.BSU00950
BSU_27960	BSU_01190	experimental	string-db	RplU	RplU	RplB	RplB	224308.BSU27960/224308.BSU01190
BSU_27960	BSU_05610	experimental	string-db	RplU	RplU	VmlR	VmlR	224308.BSU27960/224308.BSU05610
BSU_27960	BSU_01420	experimental	string-db	RplU	RplU	RpsK	RpsK	224308.BSU27960/224308.BSU01420
BSU_27960	BSU_01200	experimental	string-db	RplU	RplU	RpsS	RpsS	224308.BSU27960/224308.BSU01200
BSU_27960	BSU_01110	experimental	string-db	RplU	RplU	RpsG	RpsG	224308.BSU27960/224308.BSU01110
BSU_27960	BSU_01250	experimental	string-db	RplU	RplU	RpsQ	RpsQ	224308.BSU27960/224308.BSU01250
BSU_27960	BSU_16050	experimental	string-db	RplU	RplU	RbgA	RbgA	224308.BSU27960/224308.BSU16050
BSU_27960	BSU_01330	experimental	string-db	RplU	RplU	RpsE	RpsE	224308.BSU27960/224308.BSU01330
BSU_27960	BSU_40500	experimental	string-db	RplU	RplU	RplI	RplI	224308.BSU27960/224308.BSU40500
BSU_27960	BSU_01490	experimental	string-db	RplU	RplU	RplM	RplM	224308.BSU27960/224308.BSU01490
BSU_27960	BSU_01260	experimental	string-db	RplU	RplU	RplN	RplNA	224308.BSU27960/224308.BSU01260
BSU_27960	BSU_01260	experimental	string-db	RplU	RplU	RplN	RplNA	224308.BSU27960/224308.BSU01260
BSU_27960	BSU_15820	experimental	string-db	RplU	RplU	RpmB	RpmB	224308.BSU27960/224308.BSU15820
BSU_27960	BSU_01300	experimental	string-db	RplU	RplU	RpsH	RpsH	224308.BSU27960/224308.BSU01300
BSU_27960	BSU_41060	experimental	string-db	RplU	RplU	RpmH	RpmH	224308.BSU27960/224308.BSU41060
BSU_27960	BSU_15080	experimental	string-db	RplU	RplU	RpmF	RpmF	224308.BSU27960/224308.BSU15080
BSU_27960	BSU_01500	experimental	string-db	RplU	RplU	RpsI	RpsI	224308.BSU27960/224308.BSU01500
BSU_27960	BSU_35310	experimental	string-db	RplU	RplU	Hpf	Hpf	224308.BSU27960/224308.BSU35310
BSU_27960	BSU_40910	experimental	string-db	RplU	RplU	RpsF	RpsF	224308.BSU27960/224308.BSU40910
BSU_27960	BSU_01170	experimental	string-db	RplU	RplU	RplD	RplD	224308.BSU27960/224308.BSU01170
BSU_27960	BSU_24900	experimental	string-db	RplU	RplU	RpmGA	RpmGA	224308.BSU27960/224308.BSU24900
BSU_27960	BSU_01320	experimental	string-db	RplU	RplU	RplR	RplR	224308.BSU27960/224308.BSU01320
BSU_27960	BSU_23880	experimental	string-db	RplU	RplU	MifM	MifM	224308.BSU27960/224308.BSU23880
BSU_27960	BSU_16680	experimental	string-db	RplU	RplU	RpsO	RpsO	224308.BSU27960/224308.BSU16680
BSU_27960	BSU_01180	experimental	string-db	RplU	RplU	RplW	RplW	224308.BSU27960/224308.BSU01180
BSU_27960	BSU_01040	experimental	string-db	RplU	RplU	RplJ	RplJ	224308.BSU27960/224308.BSU01040
BSU_27960	BSU_15990	experimental	string-db	RplU	RplU	RpsP	RpsP	224308.BSU27960/224308.BSU15990
BSU_27960	BSU_40890	experimental	string-db	RplU	RplU	RpsR	RpsR	224308.BSU27960/224308.BSU40890
BSU_27960	BSU_15980	experimental	string-db	RplU	RplU	Ffh	Ffh	224308.BSU27960/224308.BSU15980
BSU_27960	BSU_01270	experimental	string-db	RplU	RplU	RplX	RplX	224308.BSU27960/224308.BSU01270
BSU_27960	BSU_27940	experimental	string-db	RplU	RplU	RpmA	RpmA	224308.BSU27960/224308.BSU27940
BSU_27960	BSU_16040	experimental	string-db	RplU	RplU	RplS	RplS	224308.BSU27960/224308.BSU16040
BSU_27960	BSU_01280	experimental	string-db	RplU	RplU	RplE	RplE	224308.BSU27960/224308.BSU01280
BSU_27960	BSU_25410	experimental	string-db	RplU	RplU	RpsU	RpsU	224308.BSU27960/224308.BSU25410
