"regulator_locus","regulator_name","mode","gene_locus","gene_name"
"BSU_04730","sigB","sigma factor","BSU_00910","ispF"
"BSU_04730","sigB","sigma factor","BSU_00900","ispD"
"BSU_09520","sigM","sigma factor","BSU_00890","yacL"
"BSU_09520","sigM","sigma factor","BSU_00910","ispF"
"BSU_09520","sigM","sigma factor","BSU_00900","ispD"
"BSU_25200","sigA","sigma factor","BSU_27930","spo0B"
"BSU_25200","sigA","sigma factor","BSU_27920","obg"
"BSU_25200","sigA","sigma factor","BSU_27910","thrR"
"BSU_25200","sigA","sigma factor","BSU_27900","pheA"
"BSU_36420","spoIIID","repression","BSU_22800","spoIVA"
"BSU_15320","sigE","sigma factor","BSU_22800","spoIVA"
"BSU_29740","ccpA","repression","BSU_29120","mdh"
"BSU_29740","ccpA","repression","BSU_29140","citZ"
"BSU_29740","ccpA","repression","BSU_29130","icd"
"BSU_14140","ccpC","repression","BSU_29120","mdh"
"BSU_14140","ccpC","repression","BSU_29140","citZ"
"BSU_14140","ccpC","repression","BSU_29130","icd"
"BSU_18000","citB","mRNA stability control","BSU_29120","mdh"
"BSU_18000","citB","mRNA stability control","BSU_29140","citZ"
"BSU_18000","citB","mRNA stability control","BSU_29130","icd"
"BSU_25200","sigA","sigma factor","BSU_29120","mdh"
"BSU_25200","sigA","sigma factor","BSU_29140","citZ"
"BSU_25200","sigA","sigma factor","BSU_29130","icd"
"BSU_13310","tnrA","repression","BSU_30360","yttA"
"BSU_16470","sigD","sigma factor","BSU_38800","yxkH"
"BSU_16170","codY","repression","BSU_02250","ybfJ"
"BSU_16170","codY","repression","BSU_02240","mpr"
"BSU_33221","yvrHb","activation","BSU_23090","rsiX"
"BSU_33221","yvrHb","activation","BSU_23100","sigX"
"BSU_25200","sigA","sigma factor","BSU_23090","rsiX"
"BSU_25200","sigA","sigma factor","BSU_23100","sigX"
"BSU_23100","sigX","sigma factor","BSU_23090","rsiX"
"BSU_23100","sigX","sigma factor","BSU_23100","sigX"
"BSU_08730","perR","repression","BSU_11500","spx"
"BSU_08730","perR","repression","BSU_11490","yjbC"
"BSU_09520","sigM","sigma factor","BSU_11500","spx"
"BSU_09520","sigM","sigma factor","BSU_11490","yjbC"
"BSU_01730","sigW","sigma factor","BSU_11500","spx"
"BSU_01730","sigW","sigma factor","BSU_11490","yjbC"
"BSU_04730","sigB","sigma factor","BSU_11500","spx"
"BSU_04730","sigB","sigma factor","BSU_11490","yjbC"
"BSU_23100","sigX","sigma factor","BSU_11500","spx"
"BSU_23100","sigX","sigma factor","BSU_11490","yjbC"
"BSU_16170","codY","repression","BSU_37680","bacG"
"BSU_00010","dnaA","repression","BSU_36950","tsaC"
"BSU_14240","rok","repression","BSU_11920","yjcN"
"BSU_36420","spoIIID","activation","BSU_15810","spoVM"
"BSU_15320","sigE","sigma factor","BSU_15810","spoVM"
"BSU_04730","sigB","sigma factor","BSU_36670","csbD"
"BSU_04730","sigB","sigma factor","BSU_36680","ywmF"
"BSU_28410","gerE","repression","BSU_19490","gerT"
"BSU_25760","sigK","sigma factor","BSU_19490","gerT"
"BSU_29740","ccpA","repression","BSU_23500","drm"
"BSU_29740","ccpA","repression","BSU_23490","pupG"
"BSU_25200","sigA","sigma factor","BSU_23500","drm"
"BSU_25200","sigA","sigma factor","BSU_23490","pupG"
"BSU_24220","spo0A","repression","BSU_00110","pdxS"
"BSU_24220","spo0A","repression","BSU_00120","pdxT"
"BSU_00370","abrB","repression","BSU_18150","xynC"
"BSU_00370","abrB","repression","BSU_18160","xynD"
"BSU_00370","abrB","repression","BSU_18780","yoaW"
"BSU_15320","sigE","sigma factor","BSU_18780","yoaW"
"BSU_04160","mtlR","activation","BSU_03990","mtlD"
"BSU_04160","mtlR","activation","BSU_03981","mtlA"
"BSU_04160","mtlR","activation","BSU_03982","mtlF"
"BSU_25200","sigA","sigma factor","BSU_03990","mtlD"
"BSU_25200","sigA","sigma factor","BSU_03981","mtlA"
"BSU_25200","sigA","sigma factor","BSU_03982","mtlF"
"BSU_23450","sigF","sigma factor","BSU_01550","gerD"
"BSU_15330","sigG","sigma factor","BSU_01550","gerD"
"BSU_04730","sigB","sigma factor","BSU_18530","yoaA"
"BSU_04730","sigB","sigma factor","BSU_18520","yoxB"
"BSU_04730","sigB","sigma factor","BSU_18510","yoxC"
"BSU_16470","sigD","sigma factor","BSU_07360","yfmS"
"BSU_16470","sigD","sigma factor","BSU_07350","yfmT"
"BSU_01730","sigW","sigma factor","BSU_04600","ydbT"
"BSU_01730","sigW","sigma factor","BSU_04590","ydbS"
"BSU_15330","sigG","sigma factor","BSU_18720","yoaR"
"BSU_15320","sigE","sigma factor","BSU_36430","usd"
"BSU_15320","sigE","sigma factor","BSU_36410","mbl"
"BSU_15320","sigE","sigma factor","BSU_36420","spoIIID"
"BSU_17850","lexA","repression","BSU_35770","tagC"
"BSU_24250","ahrC","repression","BSU_29440","argH"
"BSU_24250","ahrC","repression","BSU_29450","argG"
"BSU_09520","sigM","sigma factor","BSU_00700","coaX"
"BSU_09520","sigM","sigma factor","BSU_00710","yacC"
"BSU_00980","sigH","sigma factor","BSU_18350","dacC"
"BSU_00980","sigH","sigma factor","BSU_18360","galM"
"BSU_04730","sigB","sigma factor","BSU_18350","dacC"
"BSU_04730","sigB","sigma factor","BSU_18360","galM"
"BSU_17850","lexA","repression","BSU_29220","ytsJ"
"BSU_17850","lexA","repression","BSU_29230","dnaE"
"BSU_03470","hxlR","activation","BSU_03460","hxlA"
"BSU_03470","hxlR","activation","BSU_03450","hxlB"
"BSU_31530","malR","activation","BSU_07570","yflS"
"BSU_28410","gerE","activation","BSU_19790","cgeB"
"BSU_28410","gerE","activation","BSU_19780","cgeA"
"BSU_15090","gerR","activation","BSU_19790","cgeB"
"BSU_15090","gerR","activation","BSU_19780","cgeA"
"BSU_25760","sigK","sigma factor","BSU_19790","cgeB"
"BSU_25760","sigK","sigma factor","BSU_19780","cgeA"
"BSU_13310","tnrA","activation","BSU_36100","ywrD"
"BSU_40540","hypR","activation","BSU_07830","hypO"
"BSU_25200","sigA","sigma factor","BSU_07830","hypO"
"BSU_31680","comA","activation","BSU_31720","degQ"
"BSU_35490","degU","activation","BSU_31720","degQ"
"BSU_25200","sigA","sigma factor","BSU_31720","degQ"
"BSU_00560","spoVT","repression","BSU_33060","gerAB"
"BSU_00560","spoVT","repression","BSU_33070","gerAC"
"BSU_00560","spoVT","repression","BSU_33050","gerAA"
"BSU_15330","sigG","sigma factor","BSU_33060","gerAB"
"BSU_15330","sigG","sigma factor","BSU_33070","gerAC"
"BSU_15330","sigG","sigma factor","BSU_33050","gerAA"
"BSU_23450","sigF","sigma factor","BSU_33060","gerAB"
"BSU_23450","sigF","sigma factor","BSU_33070","gerAC"
"BSU_23450","sigF","sigma factor","BSU_33050","gerAA"
"","T-box","RNA switch","BSU_29670","tyrS"
"BSU_25200","sigA","sigma factor","BSU_29670","tyrS"
"BSU_02680","lmrA","repression","BSU_02670","lmrB"
"BSU_02680","lmrA","repression","BSU_02680","lmrA"
"BSU_25200","sigA","sigma factor","BSU_02670","lmrB"
"BSU_25200","sigA","sigma factor","BSU_02680","lmrA"
"BSU_16470","sigD","sigma factor","BSU_35780","lytD"
"BSU_39770","iolR","repression","BSU_39770","iolR"
"BSU_39770","iolR","repression","BSU_39780","iolS"
"BSU_25200","sigA","sigma factor","BSU_39770","iolR"
"BSU_25200","sigA","sigma factor","BSU_39780","iolS"
"BSU_08190","glvR","activation","BSU_08190","glvR"
"BSU_08190","glvR","activation","BSU_08180","malA"
"BSU_08190","glvR","activation","BSU_08200","malP"
"BSU_29740","ccpA","repression","BSU_08190","glvR"
"BSU_29740","ccpA","repression","BSU_08180","malA"
"BSU_29740","ccpA","repression","BSU_08200","malP"
"BSU_25200","sigA","sigma factor","BSU_08190","glvR"
"BSU_25200","sigA","sigma factor","BSU_08180","malA"
"BSU_25200","sigA","sigma factor","BSU_08200","malP"
"BSU_29740","ccpA","repression","BSU_08110","sspH"
"BSU_29740","ccpA","repression","BSU_08100","acoR"
"BSU_25200","sigA","sigma factor","BSU_08110","sspH"
"BSU_25200","sigA","sigma factor","BSU_08100","acoR"
"BSU_15320","sigE","sigma factor","BSU_37920","gerQ"
"BSU_09520","sigM","sigma factor","BSU_22320","ponA"
"BSU_09520","sigM","sigma factor","BSU_22310","recU"
"BSU_25200","sigA","sigma factor","BSU_22320","ponA"
"BSU_25200","sigA","sigma factor","BSU_22310","recU"
"BSU_17850","lexA","repression","BSU_06620","ligA"
"BSU_17850","lexA","repression","BSU_06600","pcrB"
"BSU_17850","lexA","repression","BSU_06630","yerH"
"BSU_17850","lexA","repression","BSU_06610","pcrA"
"BSU_04730","sigB","sigma factor","BSU_13010","ykgB"
"BSU_04730","sigB","sigma factor","BSU_13020","ykgA"
"BSU_04730","sigB","sigma factor","BSU_19240","yocK"
"BSU_29740","ccpA","repression","BSU_39410","nupC"
"BSU_29740","ccpA","repression","BSU_39420","dra"
"BSU_29740","ccpA","repression","BSU_39400","pdp"
"BSU_39430","deoR","repression","BSU_39410","nupC"
"BSU_39430","deoR","repression","BSU_39420","dra"
"BSU_39430","deoR","repression","BSU_39400","pdp"
"BSU_25200","sigA","sigma factor","BSU_39410","nupC"
"BSU_25200","sigA","sigma factor","BSU_39420","dra"
"BSU_25200","sigA","sigma factor","BSU_39400","pdp"
"BSU_15330","sigG","sigma factor","BSU_31380","yuzA"
"BSU_04730","sigB","sigma factor","BSU_31380","yuzA"
"BSU_23120","resD","transcriptional activation","BSU_misc_RNA_67","roxS"
"BSU_05970","rex","repression","BSU_misc_RNA_67","roxS"
"BSU_23120","resD","repression","BSU_09280","glpF"
"BSU_23120","resD","repression","BSU_09290","glpK"
"BSU_23120","resD","repression","BSU_12290","ndh"
"BSU_23120","resD","repression","BSU_12280","yjlC"
"BSU_23120","resD","repression","BSU_38130","ywcE"
"BSU_25200","sigA","sigma factor","BSU_34140","ganQ"
"BSU_25200","sigA","sigma factor","BSU_34150","ganP"
"BSU_25200","sigA","sigma factor","BSU_34120","ganB"
"BSU_25200","sigA","sigma factor","BSU_34160","ganS"
"BSU_25200","sigA","sigma factor","BSU_34130","ganA"
"BSU_misc_RNA_16","YkkC riboswitch","RNA switch","BSU_13100","ykkD"
"BSU_misc_RNA_16","YkkC riboswitch","RNA switch","BSU_13090","ykkC"
"BSU_25200","sigA","sigma factor","BSU_04260","topB"
"BSU_25200","sigA","sigma factor","BSU_04250","lrpC"
"BSU_23520","fur","repression","BSU_33310","fhuB"
"BSU_23520","fur","repression","BSU_33290","fhuC"
"BSU_23520","fur","repression","BSU_33300","fhuG"
"BSU_22770","mtrB","transcription termination","BSU_22660","trpC"
"BSU_22770","mtrB","transcription termination","BSU_22630","trpA"
"BSU_22770","mtrB","transcription termination","BSU_22680","trpE"
"BSU_22770","mtrB","transcription termination","BSU_22670","trpD"
"BSU_22770","mtrB","transcription termination","BSU_22620","hisC"
"BSU_22770","mtrB","transcription termination","BSU_22640","trpB"
"BSU_22770","mtrB","transcription termination","BSU_22650","trpF"
"BSU_22770","mtrB","transcription termination","BSU_22600","aroE"
"BSU_22770","mtrB","transcription termination","BSU_22610","tyrA"
"BSU_25200","sigA","sigma factor","BSU_21670","ypqP"
"BSU_25200","sigA","sigma factor","BSU_21660","sprA"
"BSU_16170","codY","repression","BSU_09460","bcaP"
"BSU_25200","sigA","sigma factor","BSU_34800","cwlO"
"BSU_40410","walR","activation","BSU_34800","cwlO"
"BSU_25200","sigA","sigma factor","BSU_00500","gcaD"
"BSU_25200","sigA","sigma factor","BSU_00510","prs"
"BSU_25200","sigA","sigma factor","BSU_00520","ctc"
"BSU_04730","sigB","sigma factor","BSU_00520","ctc"
"BSU_04730","sigB","sigma factor","BSU_00540","fin"
"BSU_04730","sigB","sigma factor","BSU_00530","pth"
"BSU_04730","sigB","sigma factor","BSU_00520","ctc"
"BSU_13310","tnrA","repression","BSU_18120","alsT"
"","T-box","RNA switch","BSU_27390","yrrK"
"","T-box","RNA switch","BSU_27410","alaS"
"","T-box","RNA switch","BSU_27380","yrzB"
"","T-box","RNA switch","BSU_27400","reoM"
"BSU_05330","aseR","repression","BSU_05344","ydzS/2"
"BSU_05330","aseR","repression","BSU_05343","ydzS/1"
"BSU_05330","aseR","repression","BSU_05340","aseA"
"BSU_05330","aseR","repression","BSU_05330","aseR"
"BSU_19540","yodB","repression","BSU_19230","azoR1"
"BSU_25200","sigA","sigma factor","BSU_34820","bmrA"
"BSU_25200","sigA","sigma factor","BSU_34810","yvcD"
"BSU_35490","degU","activation","BSU_15300","bpr"
"BSU_misc_RNA_92","as-bsrH","antisense RNA","BSU_26055","bsrH"
"BSU_misc_RNA_92","as-bsrH","antisense RNA","BSU_misc_RNA_81","ratA"
"BSU_04730","sigB","sigma factor","BSU_39810","csbC"
"BSU_00370","abrB","repression","BSU_26890","csn"
"BSU_16470","sigD","sigma factor","BSU_19410","cwlS"
"BSU_00980","sigH","sigma factor","BSU_19410","cwlS"
"BSU_29740","ccpA","repression","BSU_19410","cwlS"
"BSU_14480","abh","repression","BSU_19410","cwlS"
"BSU_00370","abrB","repression","BSU_19410","cwlS"
"","stringent response","negative regulation","BSU_24240","recN"
"","stringent response","negative regulation","BSU_24250","ahrC"
"","stringent response","negative regulation","BSU_24260","yqxC"
"","stringent response","negative regulation","BSU_24270","dxs"
"BSU_25200","sigA","sigma factor","BSU_40190","fbp"
"BSU_23520","fur","repression","BSU_22036","fbpC"
"","stringent response","negative regulation","BSU_16520","frr"
"","stringent response","negative regulation","BSU_16510","pyrH"
"","stringent response","negative regulation","BSU_16500","tsf"
"","stringent response","negative regulation","BSU_16490","rpsB"
"BSU_23520","fur","repression","BSU_misc_RNA_69","fsrA"
"","stringent response","negative regulation","BSU_01100","rpsL"
"","stringent response","negative regulation","BSU_01090","rplGB"
"","stringent response","negative regulation","BSU_01120","fusA"
"","stringent response","negative regulation","BSU_01110","rpsG"
"","stringent response","negative regulation","BSU_01130","tufA"
"","T-box","RNA switch","BSU_15430","ileS"
"BSU_39770","iolR","repression","BSU_06230","iolT"
"BSU_04730","sigB","sigma factor","BSU_33530","iolW"
"BSU_25200","sigA","sigma factor","BSU_34180","lutR"
"BSU_13310","tnrA","activation","BSU_03330","nasA"
"BSU_25200","sigA","sigma factor","BSU_30070","opuD"
"BSU_25200","sigA","sigma factor","BSU_30060","ytfP"
"BSU_04730","sigB","sigma factor","BSU_30070","opuD"
"BSU_04730","sigB","sigma factor","BSU_30060","ytfP"
"BSU_00370","abrB","repression","BSU_13980","pbpH"
"","a-box","RNA switch","BSU_05800","pbuE"
"BSU_00370","abrB","repression","BSU_34390","pnbA"
"","stringent response","negative regulation","BSU_16690","pnpA"
"","stringent response","negative regulation","BSU_16040","rplS"
"","stringent response","negative regulation","BSU_15820","rpmB"
"BSU_25100","zur","repression","new_2477758_2477958_c","rpmGC"
"","stringent response","negative regulation","BSU_16490","rpsB"
"BSU_25100","zur","repression","BSU_08880","rpsNB"
"BSU_01540","salA","repression","BSU_01540","salA"
"BSU_04730","sigB","sigma factor","BSU_25020","sodA"
"BSU_28410","gerE","repression","BSU_26390","sigKC"
"BSU_36420","spoIIID","activation","BSU_26390","sigKC"
"BSU_15320","sigE","sigma factor","BSU_26390","sigKC"
"BSU_25760","sigK","sigma factor","BSU_26390","sigKC"
"BSU_15330","sigG","sigma factor","BSU_33340","sspJ"
"BSU_23450","sigF","sigma factor","BSU_00540","fin"
"BSU_15330","sigG","sigma factor","BSU_00540","fin"
"BSU_25760","sigK","sigma factor","BSU_misc_RNA_79","surC"
"BSU_28410","gerE","transcription repression","BSU_misc_RNA_79","surC"
"BSU_misc_RNA_11","Thi-box","RNA switch","BSU_30990","thiT"
"BSU_11500","spx","activation","BSU_34790","trxB"
"BSU_00370","abrB","repression","BSU_01510","ybaJ"
"BSU_04730","sigB","sigma factor","BSU_02590","ycbP"
"BSU_04730","sigB","sigma factor","BSU_04039","yczO"
"BSU_04730","sigB","sigma factor","BSU_04180","ydaC"
"BSU_00370","abrB","repression","BSU_04990","yddJ"
"BSU_05420","ydfI","activation","BSU_05430","ydfJ"
"BSU_25200","sigA","sigma factor","BSU_05470","mneP"
"BSU_24520","mntR","transcription activation","BSU_05470","mneP"
"BSU_25200","sigA","sigma factor","BSU_06320","mneS"
"BSU_24520","mntR","transcription activation","BSU_06320","mneS"
"BSU_00370","abrB","repression","BSU_06640","yerI"
"BSU_23520","fur","repression","BSU_08480","yfhC"
"BSU_04730","sigB","sigma factor","BSU_07750","yflA"
"BSU_14480","abh","repression","BSU_07750","yflA"
"BSU_00370","abrB","repression","BSU_07750","yflA"
"BSU_04730","sigB","sigma factor","BSU_09390","ygxB"
"BSU_15320","sigE","sigma factor","BSU_09940","yhaL"
"BSU_23520","fur","repression","BSU_10330","yhfQ"
"BSU_35080","pchR","activation","BSU_10730","yisI"
"BSU_04730","sigB","sigma factor","BSU_10810","yisP"
"BSU_23450","sigF","sigma factor","BSU_11410","yjbA"
"BSU_00370","abrB","repression","BSU_11910","yjcM"
"BSU_16470","sigD","sigma factor","BSU_11910","yjcM"
"BSU_00370","abrB","repression","BSU_12040","yjdG"
"BSU_40410","walR","repression","BSU_12100","pdaC"
"BSU_04730","sigB","sigma factor","BSU_11839","yjzE"
"BSU_04730","sigB","sigma factor","BSU_14210","ykuT"
"BSU_15320","sigE","sigma factor","BSU_13710","ykvI"
"BSU_04730","sigB","sigma factor","BSU_14660","ykzI"
"BSU_28410","gerE","activation","BSU_13789","ykzQ"
"BSU_25760","sigK","sigma factor","BSU_13789","ykzQ"
"BSU_14480","abh","repression","BSU_14750","ylaE"
"BSU_00370","abrB","repression","BSU_14750","ylaE"
"BSU_00370","abrB","repression","BSU_14940","ylbA"
"BSU_16170","codY","repression","BSU_15340","ylmA"
"BSU_misc_RNA_11","Thi-box","RNA switch","BSU_15350","ylmB"
"BSU_36420","spoIIID","repression","BSU_15360","ylmC"
"BSU_15320","sigE","sigma factor","BSU_15360","ylmC"
"BSU_00370","abrB","repression","BSU_17690","yncM"
"BSU_04730","sigB","sigma factor","BSU_19150","yocB"
"BSU_00370","abrB","repression","BSU_19170","yocD"
"BSU_19540","yodB","repression","BSU_19540","yodB"
"BSU_19540","yodB","repression","BSU_19550","nox"
"BSU_00370","abrB","repression","BSU_21340","yomJ"
"","SR6","antisense RNA","BSU_21000","yonT"
"BSU_29740","ccpA","repression","BSU_20850","aimP"
"BSU_00370","abrB","repression","BSU_20580","yoqM"
"BSU_00370","abrB","repression","BSU_20420","yorD"
"BSU_16470","sigD","sigma factor","BSU_19749","yoyG"
"BSU_23450","sigF","sigma factor","BSU_22900","ypfB"
"BSU_29740","ccpA","repression","BSU_22570","ypiF"
"BSU_00370","abrB","repression","BSU_26230","yqaP"
"BSU_16470","sigD","sigma factor","BSU_26210","yqaR"
"BSU_16470","sigD","sigma factor","BSU_26200","yqaS"
"BSU_15330","sigG","sigma factor","BSU_25080","yqfX"
"BSU_13310","tnrA","activation","BSU_27810","yrbD"
"BSU_00370","abrB","repression","BSU_26820","yrpD"
"BSU_00370","abrB","repression","BSU_27190","yrzI"
"BSU_04730","sigB","sigma factor","BSU_30640","ytkC"
"BSU_11500","spx","activation","BSU_30340","ytvA"
"BSU_22440","birA","repression","BSU_32030","yuiG"
"BSU_16170","codY","repression","BSU_32550","frlP"
"BSU_16470","sigD","sigma factor","BSU_33690","yvaQ"
"BSU_04730","sigB","sigma factor","BSU_33850","yvbG"
"","T-box","RNA switch","BSU_34010","yvbW"
"BSU_24610","sinR","repression","BSU_33400","yvgN"
"BSU_04730","sigB","sigma factor","BSU_33400","yvgN"
"BSU_00370","abrB","repression","BSU_33140","yvqJ"
"","L-box","RNA switch","BSU_33330","yvsH"
"BSU_04730","sigB","sigma factor","BSU_35699","yvzE"
"BSU_24610","sinR","repression","BSU_38360","rlmQ"
"BSU_05970","rex","repression","BSU_38060","ywcJ"
"BSU_04730","sigB","sigma factor","BSU_35830","ywtG"
"BSU_03750","yclJ","activation","BSU_40490","yycA"
"BSU_15320","sigE","sigma factor","BSU_23616","mciZ"
"BSU_15320","sigE","sigma factor","BSU_23620","yqkF"
"BSU_23450","sigF","sigma factor","BSU_15680","gmk"
"BSU_23450","sigF","sigma factor","BSU_15670","remA"
"BSU_23450","sigF","sigma factor","BSU_15690","yloH"
"BSU_23450","sigF","sigma factor","BSU_15660","yloC"
"","stringent response","negative regulation","BSU_01030","rplA"
"","stringent response","negative regulation","BSU_01040","rplJ"
"","stringent response","negative regulation","BSU_misc_RNA_3","BSU_misc_RNA_3"
"","stringent response","negative regulation","BSU_01050","rplL"
"","stringent response","negative regulation","BSU_01020","rplK"
"","stringent response","negative regulation","BSU_01490","rplM"
"","stringent response","negative regulation","BSU_01500","rpsI"
"BSU_04730","sigB","sigma factor","new_3036310_3036529_c","SR7P"
"BSU_04730","sigB","sigma factor","new_3035475_3036308_c","S1134"
"BSU_09520","sigM","sigma factor","BSU_27650","secDF"
"BSU_09520","sigM","sigma factor","BSU_27660","comN"
"BSU_16470","sigD","sigma factor","new_3631609_3631729_c","S1350"
"BSU_16470","sigD","sigma factor","BSU_35310","hpf"
"BSU_16470","sigD","sigma factor","BSU_35330","fliS"
"BSU_16470","sigD","sigma factor","BSU_35350","yvyC"
"BSU_16470","sigD","sigma factor","BSU_35320","fliT"
"BSU_16470","sigD","sigma factor","BSU_35319","smiA"
"BSU_16470","sigD","sigma factor","BSU_35340","fliD"
"BSU_35490","degU","activation","BSU_35239","swrAA/2"
"BSU_35490","degU","activation","BSU_35230","swrA"
"BSU_16470","sigD","sigma factor","BSU_35239","swrAA/2"
"BSU_16470","sigD","sigma factor","BSU_35230","swrA"
"BSU_25200","sigA","sigma factor","BSU_35239","swrAA/2"
"BSU_25200","sigA","sigma factor","BSU_35230","swrA"
"","stringent response","negative regulation","BSU_01480","truA"
"","stringent response","negative regulation","BSU_01490","rplM"
"","stringent response","negative regulation","BSU_01500","rpsI"
"BSU_04820","immR","repression","BSU_04880","ydcS"
"BSU_04820","immR","repression","BSU_04839","ydzL"
"BSU_04820","immR","repression","BSU_04980","yddI"
"BSU_04820","immR","repression","BSU_04990","yddJ"
"BSU_04820","immR","repression","BSU_04960","conG"
"BSU_04820","immR","repression","BSU_04840","devI"
"BSU_04820","immR","repression","BSU_04860","ydcQ"
"BSU_04820","immR","repression","BSU_04900","yddA"
"BSU_04820","immR","repression","new_535832_536095","S172"
"BSU_04820","immR","repression","BSU_04970","cwlT"
"BSU_04820","immR","repression","BSU_04870","nicK"
"BSU_04820","immR","repression","BSU_04890","ydcT"
"BSU_04820","immR","repression","BSU_04910","conB"
"BSU_04820","immR","repression","BSU_04950","yddF"
"BSU_04820","immR","repression","BSU_04850","ydcP"
"BSU_04820","immR","repression","BSU_04940","conE"
"BSU_04820","immR","repression","BSU_04830","xis"
"BSU_04820","immR","repression","BSU_04930","conD"
"BSU_04820","immR","repression","BSU_04920","conC"
"BSU_04730","sigB","sigma factor","BSU_00160","yaaH"
"BSU_04730","sigB","sigma factor","BSU_00170","yaaI"
"BSU_23450","sigF","sigma factor","BSU_00670","tilS"
"BSU_23450","sigF","sigma factor","BSU_00690","ftsH"
"BSU_23450","sigF","sigma factor","BSU_00640","spoIIE"
"BSU_23450","sigF","sigma factor","BSU_00680","hprT"
"BSU_23450","sigF","sigma factor","BSU_00650","yabS"
"BSU_23450","sigF","sigma factor","BSU_00660","yabT"
"BSU_09520","sigM","sigma factor","BSU_03250","ycgR"
"BSU_09520","sigM","sigma factor","BSU_03240","ycgQ"
"BSU_27120","sigV","sigma factor","BSU_03250","ycgR"
"BSU_27120","sigV","sigma factor","BSU_03240","ycgQ"
"BSU_04730","sigB","sigma factor","BSU_05150","aerA"
"BSU_04730","sigB","sigma factor","BSU_05140","ydzE"
"BSU_23520","fur","repression","BSU_05899","ydhU/2"
"BSU_23520","fur","repression","BSU_05890","ydhU/1"
"BSU_29740","ccpA","repression","BSU_06950","rhgK"
"BSU_29740","ccpA","repression","BSU_06940","yesL"
"BSU_29740","ccpA","repression","BSU_06960","rhgL"
"BSU_23450","sigF","sigma factor","BSU_07130","lplD"
"BSU_23450","sigF","sigma factor","BSU_07140","yetF"
"BSU_23520","fur","repression","BSU_08460","yfhA"
"BSU_23520","fur","repression","BSU_08450","yfiZ"
"BSU_00370","abrB","repression","BSU_07735","yflB"
"BSU_00370","abrB","repression","BSU_07750","yflA"
"BSU_00370","abrB","repression","BSU_07720","yflD"
"BSU_04730","sigB","sigma factor","BSU_07735","yflB"
"BSU_04730","sigB","sigma factor","BSU_07750","yflA"
"BSU_04730","sigB","sigma factor","BSU_07720","yflD"
"BSU_24220","spo0A","activation","BSU_10750","yisK"
"BSU_24220","spo0A","activation","BSU_10760","yisL"
"BSU_00980","sigH","sigma factor","BSU_10750","yisK"
"BSU_00980","sigH","sigma factor","BSU_10760","yisL"
"BSU_15320","sigE","sigma factor","BSU_11300","med"
"BSU_15320","sigE","sigma factor","BSU_11310","comZ"
"BSU_15320","sigE","sigma factor","BSU_11290","yjaV"
"BSU_16170","codY","repression","BSU_12930","dppB"
"BSU_16170","codY","repression","BSU_12980","ykfB"
"BSU_16170","codY","repression","BSU_12950","dppD"
"BSU_16170","codY","repression","BSU_12960","dppE"
"BSU_16170","codY","repression","BSU_12920","dppA"
"BSU_16170","codY","repression","BSU_13000","ykfD"
"BSU_16170","codY","repression","BSU_12970","ykfA"
"BSU_16170","codY","repression","BSU_12990","ykfC"
"BSU_16170","codY","repression","BSU_12940","dppC"
"BSU_23520","fur","repression","BSU_13360","ykoP"
"BSU_23520","fur","repression","new_1399409_1400187","S477"
"BSU_23120","resD","activation","BSU_13360","ykoP"
"BSU_23120","resD","activation","new_1399409_1400187","S477"
"BSU_09380","nsrR","repression","BSU_13360","ykoP"
"BSU_09380","nsrR","repression","new_1399409_1400187","S477"
"BSU_25200","sigA","sigma factor","BSU_13360","ykoP"
"BSU_25200","sigA","sigma factor","new_1399409_1400187","S477"
"BSU_14020","kre","repression","BSU_13360","ykoP"
"BSU_14020","kre","repression","new_1399409_1400187","S477"
"BSU_23520","fur","repression","BSU_37240","ywiE"
"BSU_23520","fur","repression","BSU_37220","ywjB"
"BSU_23520","fur","repression","BSU_37230","ywjA"
"BSU_04730","sigB","sigma factor","BSU_37240","ywiE"
"BSU_04730","sigB","sigma factor","BSU_37220","ywjB"
"BSU_04730","sigB","sigma factor","BSU_37230","ywjA"
"BSU_00370","abrB","repression","BSU_38340","ywbF"
"BSU_00370","abrB","repression","BSU_38350","ywbE"
"BSU_00370","abrB","repression","BSU_34850","yvcA"
"BSU_00370","abrB","repression","BSU_34840","yvcB"
"BSU_00370","abrB","repression","BSU_34830","yvzA"
"BSU_35490","degU","activation","BSU_34850","yvcA"
"BSU_35490","degU","activation","BSU_34840","yvcB"
"BSU_35490","degU","activation","BSU_34830","yvzA"
"BSU_04730","sigB","sigma factor","BSU_31279","yuzH"
"BSU_04730","sigB","sigma factor","BSU_31280","yugU"
"BSU_15330","sigG","sigma factor","BSU_32859","yuzM"
"BSU_15330","sigG","sigma factor","BSU_32860","yusN"
"BSU_15320","sigE","sigma factor","BSU_32910","yusS"
"BSU_15320","sigE","sigma factor","BSU_32900","yusR"
"BSU_15320","sigE","sigma factor","BSU_32890","yusQ"
"BSU_23520","fur","repression","BSU_32940","yusV"
"BSU_23520","fur","repression","BSU_32930","yusU"
"BSU_36420","spoIIID","repression","BSU_31279","yuzH"
"BSU_36420","spoIIID","repression","BSU_31280","yugU"
"BSU_15320","sigE","sigma factor","BSU_31279","yuzH"
"BSU_15320","sigE","sigma factor","BSU_31280","yugU"
"BSU_16470","sigD","sigma factor","BSU_29960","ytlP"
